gene_ID,Log2FC,padj
KCNJ12,2.443029702,0.002322345
VH26L8,2.441958403,0.024980801
GSTA3,2.440844038,3.25E-10
MIR7444,2.440775316,0.011437849
SLC27A6,2.438745615,9.87E-06
GPR18,2.431147925,0.000456608
CHODL,2.429789128,0.005041979
LOC427826,2.428229741,0.001507103
LOC107054033,2.427584511,0.011478431
C6H10orf11,2.426331009,3.04E-07
TIMD4,2.424336774,6.33E-05
RASGRF1,2.423124438,0.001703687
TBX10,2.422098293,0.023233383
LOC107054591,2.420449783,0.000766945
LOC112529924,2.419389913,0.001096599
IGHVL,2.41932731,1.71E-10
LOC107055388,2.417685073,3.61E-09
LOC107055377,2.416489862,0.005861295
ARHGAP18,2.414610272,4.82E-15
NPL,2.413912024,8.03E-08
KSR2,2.41360289,0.017478085
SFRP5,2.41336186,9.53E-05
LOC107052467,2.40848555,2.30E-05
GREM2,2.408080456,0.007279196
RBP2,2.407828089,0.032342345
IL6R,2.406415449,1.65E-10
SCRN1,2.404957126,5.51E-10
PRPS2,2.404597969,1.85E-05
BLA,2.402801165,1.10E-06
TMEM221,2.401617928,5.92E-05
TMC5,2.398360863,9.31E-08
ARHGAP28,2.397196532,1.84E-07
ITGA2B,2.395875127,4.66E-06
TNFRSF1B,2.393335603,1.13E-10
PNAT10,2.393287671,4.79E-09
ILDR2,2.391383103,2.60E-09
LOC107049680,2.389238379,0.022613434
IGSF1L7,2.388546689,0.025253681
WASF1,2.387751,0.00013543
SH3BP1,2.387539511,1.06E-08
LOC107049575,2.38739833,0.003626637
MYO15L,2.387074194,0.008681184
ADCY7,2.386593824,1.33E-14
LOC107052004,2.386081622,0.041173355
ABCA1,2.385447264,3.08E-09
CXCR4,2.382230666,3.14E-07
NRIP3,2.380670703,0.009146522
SCUBE3,2.379345682,0.000512223
LOC101748713,2.378365581,0.026503002
OMG,2.378034916,0.000276109
C1orf53,2.377439531,1.11E-05
RASGRP1,2.376777229,5.87E-09
C19orf35,2.374560067,3.18E-06
FAM198A,2.374538686,2.09E-06
STOM,2.374265812,2.88E-12
NLRC3,2.371555888,3.10E-06
SUCNR1,2.370858876,2.89E-06
LOC100857860,2.37037741,0.027970308
STEAP4,2.369056253,0.000157596
GPR174,2.367403825,2.57E-08
MARCO,2.366967325,5.13E-06
SALL4,2.366037379,0.001677734
MEP1B,2.364235442,0.01739649
MFNG,2.364133672,8.80E-09
CD5,2.362298727,1.68E-08
IL31RA,2.361872599,2.47E-06
CTSS,2.361303563,6.77E-12
LOC101752292,2.356638774,0.025281258
ROBO2,2.355431878,1.40E-12
ADORA3,2.350600779,3.00E-05
P2RY13,2.349726183,2.25E-05
LOC112532090,2.349461277,0.024297565
LOC101750621,2.347890647,2.15E-05
GAS6,2.347762355,4.17E-08
PLCG2,2.347288952,2.45E-08
CD83,2.34454174,1.61E-06
DACH1,2.343283112,1.47E-05
LOC107049125,2.342182011,0.02795816
SEMA5A,2.339725306,5.41E-15
SYNDIG1L,2.339482359,0.013448152
LIPI,2.335381575,0.025583566
CCDC146,2.334537559,0.000466463
CPLX2,2.332543896,1.27E-09
BLB2,2.33088489,1.84E-05
LOC107052369,2.328253846,5.35E-06
LOC112533149,2.322802527,0.001888835
PDGFRA,2.320974871,6.75E-12
WNT5B,2.318285706,5.32E-05
PCYT1B,2.317279919,0.027262667
SCRT2,2.317090018,0.043594207
CCDC89,2.316404971,0.013769923
C10orf128,2.313808438,2.10E-09
LOC107050775,2.312082087,1.86E-05
ANKRD9L,2.309695948,0.001082372
VSIG4,2.30202017,1.17E-08
MATK,2.295504578,5.17E-12
NIPAL1,2.295383464,0.000951164
BLEC2,2.295208512,0.001016387
GK,2.294958974,2.08E-08
LOC107055397,2.293021106,0.025954409
DRAM1,2.292774857,7.02E-06
MMR1L2,2.292228141,0.000886203
LOC107053719,2.290634025,0.001139736
RHPN2,2.2903811,2.57E-06
LOC101748608,2.289816873,0.00693211
SLC24A3,2.288231294,4.66E-10
SRD5A2,2.287739351,0.001538453
LOC101750039,2.287553573,0.000578698
GABRA3,2.28651195,0.000126997
ARHGDIB,2.285936065,2.93E-10
PIK3R5,2.278460938,2.15E-09
CAMK4L,2.278247803,0.001261662
FKBP1B,2.278089779,2.64E-08
P2RY6,2.277587595,1.66E-11
ADRA2BL2,2.27382451,0.028855263
EFHB,2.273804548,0.021773757
SPP1,2.271751261,2.46E-06
LOC107050276,2.271056343,0.021033814
OVOL2,2.270948291,0.00216397
LOC112531339,2.269165169,0.002918237
GPR35,2.268019186,0.006077572
RFTN1,2.266661473,4.68E-16
LOC107051138,2.265470927,0.026815339
LOC107051855,2.262714021,0.000282594
LOC101750578,2.262537599,0.00035331
CHIR-AB-600,2.2621703,0.021600632
LOC107051656,2.26168368,0.025460246
TCF7,2.261679178,3.50E-09
LOC107049685,2.26139834,0.043638914
DLX6OS1,2.26044539,0.012003913
SLA,2.260219641,3.82E-07
HAPLN2,2.260193552,0.010538694
MYO7A,2.257289291,0.000521405
LOC112530367,2.256547232,0.017220326
LOC101748878,2.255975724,0.001051069
IL2RB,2.253674051,5.16E-06
RGS7BP,2.251245157,0.000118488
ATP2C2,2.249325226,2.50E-05
CNTLN,2.246625145,0.000561024
PLACL2,2.245050412,0.010783363
QPCT,2.244269493,4.58E-07
LOC101749017,2.242848018,0.010699093
KCTD12_1,2.24070384,2.18E-15
LOC107053347,2.237124824,0.025805705
ADORA2B,2.235738227,3.94E-06
GADL1,2.233946233,0.000125935
LOC107055376,2.233725463,0.000724317
PLXDC1,2.231515938,6.59E-10
IL8L1,2.231378685,0.000107288
HPSE,2.230917231,1.74E-05
TREM-B2,2.230532717,0.000121705
PPP1R14C,2.225852354,1.41E-11
LOC107049968,2.224565158,0.008249457
LOC107052635,2.215302411,1.77E-06
F2RL2,2.21306299,0.001114278
LOC112531701,2.211044963,0.001296106
DLGAP2,2.210634825,0.006017135
CRTAM,2.209533166,2.27E-05
ITGA4,2.203929253,3.28E-07
MBL2,2.203043236,0.013614822
ADAP2,2.20034126,5.85E-07
AASS,2.199573212,1.77E-14
PRKAA2,2.194266629,2.33E-05
KLRD1,2.192637055,0.002125157
CD2,2.192219761,3.75E-05
VSTM2L,2.191084404,3.31E-05
SLC6A4,2.190484096,2.13E-06
LOC112533451,2.189501273,8.53E-07
LOC101749506,2.189426789,4.88E-06
SLCO2B1,2.187167264,3.57E-18
CD300LG,2.185018683,4.04E-08
CCND3,2.18452794,5.91E-10
DCLK1,2.181956201,6.00E-05
TMPRSS6,2.181304675,0.01597113
CECR1,2.180171567,4.73E-06
MEF2C,2.179052227,5.87E-07
COL26A1,2.17859464,0.000154748
CAPN3,2.176458757,1.46E-08
LOC107055678,2.175820621,0.023680537
FBXO15,2.175145737,0.002544731
STRA8,2.174395582,0.002360649
TTR,2.170937349,0.011172948
LUZP2,2.17044707,0.002306663
RNF208,2.170102261,1.56E-13
LOC107052695,2.169319405,0.005305868
RIMS1,2.168662588,0.000555256
LOC101748692,2.16826728,7.28E-06
CHST15,2.167226809,0.000129552
CTNND2,2.167016076,0.000196653
LOC107049666,2.166207062,8.41E-12
TREM-B1,2.166119173,1.83E-05
CNN2,2.164614782,1.05E-08
CYSLTR2,2.164006174,0.0002922
PTPN7,2.160600732,1.32E-09
LOC112532710,2.158355106,0.006979115
SMIM5,2.1569596,1.81E-05
FOXJ1,2.155337465,0.030815434
LOC769223,2.155104992,0.023607059
SIDT1,2.152584122,0.000107245
LOC107055248,2.152411465,0.036181224
ILDR1,2.151770633,0.000779517
APCDD1,2.150154663,1.34E-14
SLC22A3,2.148846067,0.000938804
INPP5D,2.148751506,1.09E-12
C9ORF58,2.148239375,5.99E-10
LOC107052242,2.147037122,3.07E-05
FAM49A,2.146249179,1.78E-13
METRN,2.137323658,5.36E-06
BATF3,2.136159711,0.00010029
C5NT1AL,2.135561416,0.00494294
MILR1,2.134477202,9.11E-08
NAT,2.13415301,0.002531171
LOC112531785,2.133879375,0.039371366
LOC112531136,2.133502302,0.011301331
HHEX,2.132749713,8.50E-13
LOC107053962,2.130696716,0.012334073
PANX3,2.130471087,0.005318853
LOC107055325,2.130374624,0.015815898
RASSF2,2.129454055,5.71E-08
CELF2,2.128933533,5.49E-05
VEGFC,2.125531666,1.35E-06
C12orf75,2.123401392,3.05E-07
MIR142,2.120230995,0.038955027
PLCH1,2.120025271,0.007663669
PRR5,2.11836955,4.28E-06
LOC107053874,2.117165928,0.000470201
SYTL1,2.116756004,9.06E-12
PAK1,2.114862215,4.57E-07
MEF2B,2.112672893,0.001443869
GDF11,2.111109476,1.60E-06
IL17B,2.109677961,0.000260365
DM5L,2.109036909,1.68E-05
LIFR,2.107450088,1.01E-09
COTL1,2.106308962,1.48E-15
LOC101751464,2.105023048,0.002399215
STAB1,2.102353736,3.95E-06
SEMA4B,2.100909024,1.65E-13
PCSK2,2.100223051,3.20E-07
43893,2.098356414,0.009023723
44078,2.098062367,3.03E-09
CCL4,2.097654531,0.0007824
LOC107053653,2.095119163,0.000333064
ROBO1,2.094558621,1.34E-12
DOCK3,2.094337139,0.000315823
KIF25,2.093124624,2.47E-05
PTBP3,2.092415756,1.59E-11
TRNP1,2.085108525,0.007798442
MGST1,2.084917728,7.08E-24
GAB3,2.083140069,5.75E-09
TM4SF19,2.082120002,3.32E-12
NETO2,2.081946619,0.0206015
CCL1,2.081545684,0.006459322
MPZL3,2.079820665,0.003892703
RHOG,2.075480518,3.99E-12
PCNX2,2.074960854,1.08E-09
LRP4,2.072930784,2.10E-12
LOC101748650,2.07201493,0.001396624
LPAR5,2.070751307,0.00404624
KIAA1161,2.067963231,5.28E-10
ZNF536,2.06673517,0.002679276
PPP1R16B,2.06663568,2.33E-08
SH2D1A,2.064377722,2.84E-05
TARM1L,2.064254772,0.007326838
LOC100857409,2.062929202,0.039975577
LOC107055626,2.05916163,0.021107994
ENC1,2.055742968,3.73E-06
DPYD,2.053073561,4.44E-06
ARHGEF39,2.052341613,1.47E-05
FCER2,2.052166522,0.000304722
AMHR2,2.051657876,5.60E-06
PLIN5,2.050770774,0.000266883
CSF2RB,2.049966174,4.03E-05
LOC107049973,2.045983189,0.041820095
ADORA2A,2.044780928,2.12E-07
KIF20AL,2.042963852,0.000675597
ITGAD,2.042910327,3.63E-14
MECR,2.042579965,1.64E-12
HS3ST5,2.038820761,0.028889227
HPSE2,2.03849282,1.83E-08
ZC3H12D,2.038372581,0.000217319
POU2AF1,2.037807409,0.013185567
CATIP,2.036974398,0.007121063
LOC112530205,2.036877128,0.017204476
TRIM66,2.036484886,0.000236816
DSG2,2.034134717,0.017520112
TTC29,2.033288777,0.019795313
LOC107052612,2.032308649,0.001251079
ABCA9,2.03183108,4.97E-12
CARD11,2.026829842,1.79E-06
LOC107050135,2.026614557,0.016491215
TMSB15B,2.020913063,1.80E-08
LOC112532686,2.020734034,0.000322041
TPPNR1L,2.019694893,5.18E-13
DUSP5,2.019481623,5.28E-06
TRIM36,2.01757609,9.35E-07
SLIT3,2.017328217,0.000429966
GLI1,2.015640547,0.000173061
LOC101750697,2.012220331,0.006252753
RASL10B,2.011892614,8.69E-05
FGR,2.011507923,5.01E-07
GPR182,2.010928783,0.014953328
BLVRA,2.010457592,0.000158953
CNKSR2L,2.010311128,0.000374052
MAST3,2.009702969,4.58E-10
PPM1H,2.009151874,1.12E-07
MGST2,2.008101858,1.14E-12
IL21R,2.007700342,0.003002312
HSPB7,2.006238084,0.001118895
SLC6A13,2.006181923,8.21E-05
FGF12,2.005959971,2.21E-06
LOC112532083,2.005811778,0.000614982
LOC112531328,2.005715669,0.037423502
TLX2,2.004896213,2.91E-07
ADRB2,2.004551862,3.33E-08
PRLHRL,2.004513388,0.041530975
CHRDL1,2.003900455,5.25E-20
LOC101749127,2.003286073,0.02270623
FOXC2,2.002741704,1.34E-05
ODF2L,2.001077127,0.001515437
SYT15,2.000915375,0.000117884
TMEM68L,2.000793612,0.001240812
