"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-RPL37",11270.4567158421,0.383318964820334,0.321888133128773,2.82721992940122,0.243263523425551,0.780969112498123
"gene-C7",30.5458491505046,0.0597132982617537,0.487644108012596,5.50579062803996,0.0637430376640977,0.559272091921492
"gene-PLCXD3",19.4391769731661,-0.186405175218352,0.676507463544062,0.178716353438247,0.914517955864425,0.98881556346044
"gene-OXCT1",2913.55344835761,-0.247882730363469,0.142508167479974,5.06234511591363,0.0795656702077137,0.597657224953554
"gene-C5orf51",336.689798659356,0.905720695084344,0.424455390061231,4.49047827278707,0.10590221227212,0.647251285276434
"gene-FBXO4",165.381365454754,0.353971656200429,0.370762256479096,1.87701682884141,0.391210924960529,0.874636674982324
"gene-GHR",760.073867741287,-0.0326863690104915,0.296578843839319,0.0131066289488189,0.993468111661273,0.998590647362187
"gene-SELENOP1",503.689427381523,-0.190694396060961,0.23622799126857,3.89332319952888,0.142749833079893,0.69760486598946
"gene-ZNF131",1209.19970363536,0.209421302829548,0.40806512210403,0.277336854305787,0.870516620285242,0.983437244504134
"gene-NIM1K",19.896403584642,0.286400809164561,0.667027412095692,1.75954238838506,0.41487782727882,0.886556831648005
"gene-HMGCS1",1742.87572151379,-0.443532059312322,0.193908665112013,6.08016709150692,0.0478308932592504,0.500350182545695
"gene-TMEM267",460.044901845774,0.137206843571361,0.270445589632746,0.328343366452188,0.848596319619444,0.980175590696
"gene-C5orf34",94.5715077328041,0.296484814874585,0.358240003061488,1.39000128573954,0.499074127145363,0.907001535876849
"gene-PAIP1",1199.7370078602,0.0424523906096162,0.154875582709218,0.279614305912858,0.869525904731054,0.983292523336844
"gene-NNT",5553.15856385689,-0.0566342275951292,0.228098689910452,0.0629485462230548,0.969015885896684,0.995582597922481
"gene-FGF10",127.621603353319,1.05668031162153,0.376724990702288,8.3744525614554,0.0151883547333221,0.317566825577137
"gene-MRPS30",1483.69261325449,0.573157927773786,0.399200969669451,2.05917432679408,0.357154376537242,0.857110839947924
"gene-EMB",902.592817764126,0.387349817014603,0.144724782549549,9.03846086129478,0.0108974067527182,0.272646955874987
"gene-PARP8",150.532359065625,-0.289293749621916,0.315857934915509,2.21087826895831,0.331065468054246,0.84358299400054
"gene-ISL1",474.578407937848,-0.147385630952761,0.893432813121628,0.286679457592882,0.866459657591683,0.982391815779746
"gene-ITGA1",271.082892335159,-0.328865198365899,0.253055285786298,2.14100902653881,0.342835508716413,0.850848429581291
"gene-PELO",1021.12096145008,0.599333690892148,0.338309198838066,3.1183524001838,0.210309252600525,0.757216778660125
"gene-ITGA2",534.151507527555,0.987373494377044,0.378880758308156,7.48086652172736,0.0237438136372448,0.3820865283148
"gene-MOCS2",428.290674393382,0.667337802651588,0.449825047376662,2.21139872391174,0.330979326931496,0.84358299400054
"gene-FST",835.223855025309,1.29466627571581,0.355556231379195,19.8162067540342,4.97697406032547e-05,0.0106786257073135
"gene-NDUFS4",1934.55901024089,1.02268112309537,0.395083007181197,6.56980352910082,0.0374442632667774,0.458692225018023
"gene-ARL15",1056.30316597069,-0.0517043979965433,0.173068719746923,2.12765632662466,0.345132056297535,0.852030580334603
"gene-SNX18",475.413876656895,-0.468868838679731,0.252854340812139,4.71248071485114,0.0947758776351749,0.629808166678419
"gene-CSPG4B",723.411774438737,-0.230467514816708,0.273491137277352,0.945913983720814,0.623156871419054,0.93876772291439
"gene-ESM1",131.336799713948,-0.114409349402182,0.338645577227389,1.84916601475226,0.396696804231679,0.877479450909842
"gene-GZMA",21.7884622842772,0.0720716116398229,0.778577006929253,0.291421136311243,0.86440785414159,0.981979189513783
"gene-GPX8",594.924858615494,0.107159749113169,0.387187796639931,0.510330297387227,0.774788532080773,0.969413345726254
"gene-CCNO",10.6785164047769,0.377818631689653,0.81270883802883,0.290372365140776,0.864861256028381,NA
"gene-DHX29",2541.13777170681,-0.0940930527789789,0.240444993074749,0.159528959819568,0.923333784436326,0.988827177699265
"gene-SKIV2L2",3770.1011136755,0.383791248728784,0.347229040140308,1.34189212928376,0.511224697321341,0.909432620347825
"gene-PLPP1",233.480768334675,-0.237273483778953,0.365957091528483,0.643390468217461,0.724919087278998,0.959908475950041
"gene-SLC38A9",337.717543473582,0.0833843850809638,0.256668677273341,0.110935816390992,0.946042383390503,0.990309446421712
"gene-IL31RA",68.3318958392946,0.302215001221201,0.33876625148203,0.996926462348782,0.6074634736984,0.934851477510117
"gene-LOC124417516",13.5361134033741,0.0886311710122508,0.740172249971499,0.0167330241925896,0.9916683897626,0.998529936101586
"gene-IL6ST",1714.58696633209,-0.196513957747315,0.233543330451919,0.736307667191397,0.692010719003005,0.953449645218816
"gene-MAP3K1",1266.58621752103,-0.14486602288984,0.251991782860487,0.443640865824634,0.80105919528738,0.974430106151498
"gene-SETD9",390.315515798251,0.578738396055911,0.294214233952241,4.03219401437484,0.133174230116439,0.688546815815199
"gene-MIER3",667.835890182149,0.191235247432617,0.378218666189933,0.261160722607755,0.877585966162459,0.983875143872469
"gene-GPBP1",944.348341629304,0.312696874988403,0.26162041820545,1.43328717683318,0.488388741693645,0.905929258051554
"gene-PLK2",456.560775072108,0.466947860282984,0.310145189906627,7.34050304954866,0.0254700627891402,0.39548416574234
"gene-RAB3C",54.9339508471814,-1.06722349696797,0.509005017217795,4.66583689340507,0.0970122085845253,0.634187164570629
"gene-PDE4D",170.016620390262,-0.13744377043165,0.334274289829083,3.00704020458453,0.222346099955874,0.76665281750064
"gene-DEPDC1B",962.713180623271,0.205867339400306,0.153268712617898,1.81510834029501,0.403509934746089,0.883397932857269
"gene-ELOVL7",146.045552841765,-0.213541307619706,0.384993466015214,0.938089226152471,0.625599672607841,0.93880882426127
"gene-ERCC8",485.159074898459,0.398498328378729,0.396248607312813,1.12528498918506,0.569701639543844,0.927319132280321
"gene-NDUFAF2",360.928133791303,0.837345390694834,0.430084063683142,3.7499542878509,0.15335847197754,0.711407628836262
"gene-SMIM15",1246.13389293266,0.126829825168249,0.216501881021417,0.351419147737758,0.838861575284484,0.979637446039722
"gene-ZSWIM6",365.253412196358,-0.0072726398503444,0.306842232903024,1.06137498377186,0.588200447606439,0.932303342422011
"gene-KIF2A",2862.16159888922,-0.0809161788409998,0.134679989767171,2.21796790604925,0.329893978628761,0.843212607011211
"gene-DIMT1",1111.12218240047,0.642281583536737,0.338667410096986,3.92534929072542,0.140482177981242,0.696313658520254
"gene-IPO11",1458.13749858663,0.192019735865511,0.286149632609185,0.457659946193189,0.795463772249623,0.972562005137756
"gene-LRRC70",123.086035899714,0.109918984043233,0.345663396795301,0.152032294735406,0.926801241038129,0.988827177699265
"gene-HTR1A",11.3868783523454,-1.06343900392951,0.960498161941485,3.94073634673308,0.139405521365454,NA
"gene-RNF180",110.204804524865,0.511734416559559,0.316016590370981,3.00954286922268,0.222068045100774,0.766440552442616
"gene-RGS7BP",455.878679444723,-0.0477916555191214,0.280403595700028,0.0766496956874079,0.962400256458427,0.995075206754365
"gene-SREK1IP1",390.801250226403,0.742681048103794,0.434203937932201,2.89688382559183,0.234936053931676,0.776412942759967
"gene-CWC27",1545.02562111461,0.708964685946753,0.414216793537768,2.97475438079547,0.225964540966561,0.76720909342979
"gene-ADAMTS6",332.654052145122,-0.103334975436106,0.319429126829705,0.811508151236836,0.666474049491224,0.949280150000892
"gene-CENPK",1403.56884238079,0.534582219549948,0.354775965131424,2.38540049206472,0.303400899896459,0.827196793113929
"gene-PPWD1",1772.54996650221,0.585281501615485,0.351247234519203,3.10204169065577,0.212031412031165,0.758993130883045
"gene-TRIM23",526.723635565649,0.170778769626446,0.303046298924809,0.403578879523167,0.817266993759547,0.977476173870688
"gene-TRAPPC13",351.282105202815,0.363606031819038,0.356889975631274,1.05004634829194,0.591541655735295,0.933055570710662
"gene-SHLD3",101.278160771229,1.06684553988451,0.456133453907133,5.83835328852751,0.0539781121974087,0.520803184982033
"gene-SGTB",325.183548085494,-0.0589106276341545,0.244096766719412,0.0817415907316246,0.959953152331377,0.994080803204217
"gene-NLN",309.920806449199,0.00147365316384061,0.332433262513654,0.171919030526382,0.917631380533084,0.98881556346044
"gene-ERBIN",2378.1521994098,-0.179378169432173,0.177466787869976,1.02589771898815,0.598727410045463,0.933322098901825
"gene-SREK1",4926.18140105671,0.133291137172269,0.175172447207606,0.591550720340905,0.743954531069527,0.964844776488284
"gene-LOC101749460",9.20609074482186,-1.16191276446308,0.82084429508903,2.85791084001244,0.239559030162386,NA
"gene-MAST4",872.245592838177,-0.524832857290496,0.244904619598506,4.57405464868523,0.1015679420794,0.643311078921102
"gene-PIK3R1",423.010396431605,0.208446587131128,0.262604211653768,0.718538095177081,0.698186480690651,0.954694500892022
"gene-LOC107051951",96.9655898262047,-0.337800766433848,0.49928554671119,0.470111094633495,0.790526936758972,0.971428654874539
"gene-SLC30A5",1468.23862151044,0.270468832826557,0.218849422564611,1.52577450915467,0.466318102392733,0.899911525747589
"gene-CENPH",2262.10163483394,0.788150801554583,0.598497706908473,1.71371131162647,0.424494743626273,0.890646124359119
"gene-MRPS36",562.826549208129,0.563145143215562,0.419584128239561,2.38961366204306,0.302762432843701,0.826313355759616
"gene-CDK7",459.134202620882,0.600215387467112,0.337566509232916,3.21154651148474,0.200734275951226,0.754789818831353
"gene-SERINC5",283.625914166832,0.180273555234545,0.248791714051738,2.55715236698228,0.278433456511501,0.811963792763459
"gene-THBS4",880.612107173323,-0.151305862324199,0.32197632574398,0.241164343786977,0.886404246837339,0.984108440074469
"gene-MTX3",365.79009730243,0.38388039940732,0.257014027080561,2.28875337307683,0.318422332873148,0.834553827422088
"gene-CMYA5",42.961271339622,-0.736067178775557,0.672318327116963,1.49551741838988,0.473426450878576,0.901101071356387
"gene-PAPD4",693.375295755275,0.301480650204628,0.24254195028969,1.56707692852213,0.456786824424069,0.899087103305809
"gene-HOMER1",143.715298505432,-0.272366956857783,0.252294730941211,1.39769854416089,0.497157067273932,0.906423081048394
"gene-JMY",1042.50922745869,-0.234753222866513,0.251995156431317,1.1655277589377,0.558353011536678,0.925209103249579
"gene-LOC101748033",7.56772614900868,-0.184005863148229,0.769116370054831,1.81186896215043,0.404164024946338,NA
"gene-BHMT2",2165.88182292272,0.136333338489832,0.454026753321958,0.19084953341661,0.908986745146226,0.988172228006614
"gene-DMGDH",345.538082824271,-0.228692079430989,0.454673481152773,0.3528129353286,0.8382771815113,0.979637446039722
