gene,Exp_1,Free_1,Free_2,Exp_2,Pygo_1,Exp_3,Exp_4,Free_3,Pygo_2,Free_4,Pygo_3,Pygo_4
TXNDC15,425,204,384,523,291,383,304,310,372,296,481,334
TXNDC16,738,806,1292,1194,1007,760,779,1097,1570,1141,1770,1200
TXNDC5,6584,3947,6970,8428,4310,6158,6039,5511,6139,5291,6688,5959
TXNDC9,1307,1715,1784,1941,772,1568,1258,1098,1353,2015,1855,1709
TXNL1,1184,695,643,911,303,1152,1096,369,412,1275,1262,744
TXNL4A,195,204,200,175,63,91,84,160,77,197,160,103
TXNL4B,101,106,161,121,64,61,50,84,123,145,153,128
TXNRD1,1463,1226,1395,1957,750,981,950,1086,1241,1016,1071,1248
TXNRD2,1097,516,672,1050,341,700,624,407,480,640,821,493
TXNRD3,1575,1319,1299,1817,1013,1094,1000,911,1104,835,1139,977
TYK2,895,605,968,1271,1040,541,623,937,1564,735,1283,921
TYMS,554,231,290,756,299,590,487,399,571,243,541,431
TYR,0,0,0,0,0,0,0,0,0,0,0,0
TYRP1,0,0,0,0,0,0,0,0,0,0,0,0
TYSND1,485,215,435,569,285,317,428,395,600,186,404,227
TYW3,200,117,164,152,121,161,154,169,152,174,192,164
TYW5,256,250,344,435,196,298,170,249,282,229,367,162
U2AF1,1858,1685,2456,2937,1502,2080,1888,1802,2341,2135,2344,1974
U2SURP,3454,3257,4227,5198,1558,3183,3151,2283,2448,3310,3749,3659
UACA,6764,3969,4240,8148,2904,5222,5195,4075,3507,6760,5084,5985
UAP1,1774,1368,2284,2359,1444,1202,1280,2155,2047,2106,2280,1967
UAP1L1,11307,3443,7385,15448,6246,11911,10846,6488,7282,5103,9704,11177
UBA2,1783,1694,2148,2626,744,1737,1369,1054,1094,1328,1479,1156
UBA3,1762,1652,1682,2234,734,1349,1319,1207,1092,1682,1510,1185
UBA5,1820,1280,1997,1707,527,1122,1160,1398,969,1784,1183,1448
UBA52,2645,4330,3660,3211,4004,2046,2078,4242,5061,3292,6426,2306
UBA6,1248,1029,1196,1583,1106,973,979,951,1358,969,1244,1002
UBAC1,1382,2073,1313,1693,1484,983,893,1175,1414,2279,1404,1128
UBAC2,2273,1987,2200,1760,877,1308,1131,1662,1422,2358,1434,1362
UBALD1,639,531,831,777,606,462,623,678,881,571,825,663
UBALD2,417,196,240,364,234,298,397,225,551,288,492,289
UBAP1,2270,1222,1645,2409,1187,2108,2093,1131,2017,1673,2761,1417
UBAP1L,70,69,84,46,113,46,12,68,111,57,69,38
UBAP2,4471,1999,2440,3315,1904,3744,4034,1742,3522,4213,5688,2241
UBAP2L,2210,1407,1803,3437,2270,1926,2232,1808,4083,1572,3284,2305
UBAP2L2,0,1143,1593,1946,1450,1,0,1214,2225,0,0,1706
UBASH3A,68,204,227,356,255,176,138,82,328,98,191,163
UBASH3B,851,2068,2435,3348,2426,2129,1989,1595,4405,2048,3104,1793
UBB,4986,4458,5694,6246,6584,4878,3928,6379,9255,3924,8197,4642
UBE2A,1675,1576,1989,2280,739,1547,1707,1034,1457,1150,1720,1134
UBE2B,814,958,1048,887,162,656,700,411,306,554,497,626
UBE2D1,1074,880,972,1379,465,888,954,835,720,1017,860,954
UBE2D2,5194,4666,5879,7107,3125,4468,4127,4009,5348,5058,6006,5535
UBE2D3,1706,1478,1609,2581,614,2013,1623,931,1391,869,1484,1512
UBE2E1,741,635,758,1076,403,723,689,471,711,370,683,451
UBE2E2,152,558,804,326,97,151,176,393,209,530,155,272
UBE2E3,2867,2279,2778,4355,1672,2880,2467,2073,2967,2187,3188,2295
UBE2F,741,1048,940,1207,629,781,710,964,770,1298,1118,1059
UBE2G1,2060,2225,2141,2632,1270,1678,1678,1360,1708,2564,1926,2001
UBE2G2,1289,1010,1523,2067,1280,1275,976,1189,1967,1246,1870,1569
UBE2H,5785,5620,7361,9940,4825,5749,5635,5246,8701,5854,7340,6454
UBE2I,1393,1443,1691,2524,674,1690,1681,968,1171,1882,2033,1972
UBE2J1,1156,1140,1700,2121,859,1251,1006,1195,1189,1252,1386,1380
UBE2J2,2207,1315,2038,2517,1001,1896,1807,1272,1782,1814,1978,1889
UBE2K,3305,1537,2559,3360,1367,2065,1758,2090,2112,1989,2862,2719
UBE2L3,3031,1889,2124,4279,1238,2834,2873,1637,2052,2785,2371,2310
UBE2M,801,560,539,882,638,626,625,623,1171,399,824,583
UBE2N,3312,2185,2546,4504,1436,2856,2796,1836,2218,2313,2474,2225
UBE2O,2382,1578,1751,2976,2419,1727,1938,1911,3716,2001,3340,2574
UBE2Q1,1547,1395,1638,1996,1379,1477,1267,1432,1881,1944,2408,1735
UBE2Q2,2719,1923,2473,2421,1277,1754,1567,1611,1984,2051,1946,1669
UBE2QL1,282,322,272,316,152,222,192,221,297,289,262,464
UBE2R2,2038,1406,1653,3174,1574,2910,2956,1270,3084,2332,4533,2416
UBE2R2L,0,609,903,1038,531,2,2,699,883,0,0,859
UBE2T,59,35,57,151,71,84,101,43,88,80,131,91
UBE2U,282,93,142,548,316,375,370,208,616,152,522,232
UBE2V1,1268,1038,1000,1426,449,1053,961,632,726,905,949,749
UBE2V2,1588,1439,1478,1995,417,1168,1172,848,714,1313,1091,978
UBE2W,624,643,708,843,117,558,409,277,198,487,307,375
UBE2Z,910,812,1067,1088,680,642,785,865,1192,1023,1016,751
UBE3A,2602,2440,3029,3421,1172,2304,2003,1697,1907,2752,2056,2190
UBE3B,2938,1760,2129,3481,2203,1989,2031,2129,3715,2493,3783,2894
UBE3C,2211,2411,3175,2937,1233,1881,1716,1896,1829,2206,1813,1823
UBE3D,255,237,342,373,176,236,199,219,316,224,256,197
UBE4A,4546,2612,3170,4837,3648,3628,3454,2928,5534,2638,5399,3841
UBE4B,3431,2533,3568,4217,2532,2880,2774,2792,3637,2412,3539,2206
UBFD1,965,910,1165,1412,686,897,889,804,1097,1204,1054,980
UBL3,5011,3801,7450,5398,1577,3401,3366,3673,2837,4537,3036,3221
UBL5,872,747,722,1045,568,590,778,667,1307,1046,1528,1150
UBL7,462,427,562,663,565,451,447,578,911,323,688,287
UBLCP1,695,551,713,924,293,606,605,468,518,710,519,508
UBN1,1199,814,1111,1656,925,1179,1175,902,1753,958,1576,1411
UBN2,6884,4313,6164,11181,4958,6809,6377,5488,8749,4854,9982,7138
UBOX5,342,278,462,537,392,330,380,374,649,345,510,285
UBP1,4926,2334,3510,4932,2013,2753,2549,2387,3180,2849,3120,2238
UBQLN1,3776,2146,2032,3617,1398,2810,2460,1603,2500,2349,3049,1397
UBQLN4,2012,1293,1719,2905,2059,1503,1753,1411,3556,1104,2308,1559
UBR1,3806,4145,4688,5378,2104,3196,3114,2783,3212,3868,3520,3409
UBR2,4640,4537,4886,8082,4117,5421,5150,3528,7209,4417,7825,6550
UBR3,4009,3775,4620,5529,2562,3666,3181,3133,3674,3870,3676,3965
UBR4,18989,14327,19947,28306,25333,18029,16542,17727,36630,16842,33081,21540
UBR5,8516,9405,12613,12140,8284,8129,7381,9176,12348,10604,12672,10544
UBR7,2989,2037,2759,4626,2420,2712,2499,2403,3966,2227,3389,2830
UBTD1,140,78,101,68,43,60,40,114,111,49,62,93
UBTD2,1826,1159,1725,1978,1211,1347,1216,1477,1994,1951,1833,1396
UBTF,1823,2105,3036,2527,2085,1760,1644,2242,3588,2521,3585,2027
UBXN10,127,141,226,128,133,74,73,113,165,192,121,64
UBXN11,17,21,57,10,22,12,15,32,43,24,22,9
UBXN2A,1034,846,717,1012,711,610,576,652,737,772,652,622
UBXN2B,212,590,647,359,79,325,322,273,236,544,347,237
UBXN4,2000,1513,1863,2262,1490,1467,1391,1553,1995,2002,2260,2113
UBXN6,384,431,476,386,363,283,217,381,446,301,415,243
UBXN7,1869,1521,2516,2239,1531,1725,1546,1744,2439,2170,2373,1874
UCHL1,517,2359,95,695,214,554,495,148,457,120,118,131
UCHL3,994,1029,852,1084,436,780,674,480,569,688,675,708
UCHL5,1057,1079,1190,1334,628,942,843,797,1047,1152,931,869
UCK1,1549,807,1071,2097,1161,1084,1103,1147,2199,665,1505,1018
UCK2,776,637,673,917,725,639,635,736,1029,618,1038,698
UCKL1,589,427,582,675,449,348,393,512,761,461,851,439
UCN,3,2,0,2,11,0,7,0,0,0,5,10
UCN3,0,79,10,0,0,2,4,6,4,8,0,8
UCP3,35,172,37,19,60,5,8,19,89,290,71,40
UEVLD,659,522,740,908,489,589,497,599,875,684,746,600
UFC1,142,222,184,151,226,117,90,258,306,233,231,169
UFD1L,1118,998,1193,1525,958,971,934,733,1481,1297,1493,1046
UFL1,2541,1808,2739,2664,801,1873,1919,1488,1123,2001,1515,1881
UFM1,1967,1431,1746,2270,455,1730,1707,807,619,1126,906,800
UFSP2,1003,517,615,1010,449,823,744,636,661,539,698,833
UGCG,417,413,511,651,231,435,419,284,302,495,542,403
UGDH,11748,4482,6617,15045,5205,11638,10544,6389,8742,5297,6955,9762
UGGT1,6237,4083,6220,7964,4174,5115,4649,5102,6552,5587,6552,5008
UGGT2,3807,1815,3057,4451,1512,3207,3495,2314,2120,3429,3345,3899
UGP2,12386,4472,7518,16719,3050,11022,10832,4971,4676,3613,5388,6734
UGT1A1,19577,0,2,114,2,20,18,0,1,0,6,0
UGT2A1,1008,121,100,130,98,89,110,121,184,121,181,153
UGT8,1066,441,576,280,167,234,295,266,396,559,294,181
UGT8L,4,3,0,77,110,29,35,16,152,0,106,48
UHMK1,3853,1977,2110,5210,4523,3275,3116,3037,6278,2076,4950,3619
UHRF1,688,563,706,2523,743,1581,1447,667,1672,762,1588,1361
UHRF2,1148,1229,2033,1799,886,1136,1032,1101,1442,1540,1628,1567
UIMC1,686,607,896,1048,898,542,521,866,1243,646,1240,933
ULK1,3757,2561,3395,5856,3631,3525,3810,3177,6463,2446,5485,4238
ULK2,4157,3238,4389,3791,2416,2739,2717,3200,4863,3186,4454,3130
ULK3,233,230,219,369,345,185,243,286,425,264,354,226
ULK4,317,299,418,511,302,449,427,219,417,302,326,248
UMAD1,337,324,323,429,102,297,223,194,292,270,311,257
UMOD,0,0,0,6,0,0,0,0,5,0,4,0
UMODL1,90,67,42,21,24,4,16,10,24,48,20,1
UMPS,1083,535,687,1054,695,659,647,591,840,720,1078,695
UNC119,375,259,70,214,152,173,145,53,114,56,218,182
UNC119B,1981,1354,1993,2712,1640,1834,1712,1851,2534,1788,2182,1656
UNC13B,742,521,228,175,137,223,239,164,133,152,155,72
UNC13C,774,2264,3412,1409,304,858,858,1960,820,1684,957,1344
UNC13D,486,849,1172,1776,2139,1052,814,2092,3662,937,2690,1183
UNC45A,650,738,1319,960,1083,504,559,1065,1477,1133,1228,971
UNC45B,2,543,34,10,702,8,2,8,110,553,112,284
UNC50,531,434,772,591,289,365,300,565,381,380,453,334
UNC5A,16,58,30,24,50,12,30,26,42,4,92,48
UNC5B,1171,1793,2903,2775,2821,1592,1387,2874,4506,2519,3507,2125
UNC5C,2433,620,248,1408,536,1957,1877,499,952,132,668,330
UNC5D,24,136,88,71,26,69,52,57,62,60,56,26
UNC79,1637,860,891,2647,981,1663,1627,1218,1795,287,1547,1508
UNC80,53,618,194,35,30,53,40,46,75,105,81,16
UNC93B1,385,417,464,610,581,361,387,532,1158,418,813,453
UNCX,68,10,22,42,8,14,42,12,4,20,12,2
UNG,176,148,347,459,459,328,273,379,800,220,506,395
UNK,1135,929,1416,1863,1197,1339,1367,1154,2262,1168,2184,1515
UNKL,1658,1532,1918,2214,980,1487,1599,1519,1848,1493,2175,1337
UPB1,2956,25,29,54,24,24,18,16,21,11,12,13
UPF1,5363,4899,7578,8784,6215,5298,4869,6343,10092,6330,8855,7448
UPF2,2685,2683,3237,3537,1843,2711,2360,1877,2691,2944,3449,2967
UPF3A,36,54,34,46,28,24,25,41,32,26,43,37
UPF3B,1194,1282,1500,1557,697,972,968,910,1223,1565,1614,1361
UPK1B,55,35,57,92,16,44,95,29,68,10,62,52
UPK3A,0,15,19,0,0,2,0,4,10,22,3,0
UPK3B,0,0,0,0,0,0,0,0,0,0,0,4
UPK3BL,48,2,0,0,0,0,0,1,0,0,0,6
UPP1,443,587,269,125,43,117,75,202,145,268,122,69
UPP2,34,37,89,34,66,4,19,87,57,39,33,22
UPRT,804,559,738,978,248,759,641,620,467,762,528,727
UQCC1,665,472,568,833,350,616,501,516,626,543,589,556
UQCR10,946,538,408,631,624,459,448,428,730,569,677,529
UQCR11,851,579,403,624,807,405,324,684,979,817,744,544
UQCRB,2029,1036,902,1541,502,1271,949,773,901,1333,1058,1288
UQCRC1,4006,1760,1684,2578,3586,1681,1366,2264,4668,2201,3493,2400
UQCRC2,2812,1397,1275,1680,2142,1260,1043,1460,3216,1862,2642,1618
UQCRFS1,1744,1072,886,1067,949,797,485,1036,1215,626,1014,563
UQCRHL,966,930,726,729,843,594,501,710,1058,693,1031,582
UQCRQ,1011,636,610,660,480,624,568,583,848,244,687,408
URAH,60,14,22,28,10,1,2,26,63,12,49,28
URB1,2385,1601,2347,2786,1571,1814,1582,1604,2280,1408,2087,1771
URB2,547,469,633,881,835,582,500,621,1307,559,1077,605
URI1,1790,1838,2049,2646,1008,1490,1546,1553,1558,1754,1591,1699
URM1,795,1030,1305,870,961,673,586,1125,1351,2087,1879,1393
UROC1,77,28,46,31,25,53,29,34,41,39,29,40
UROD,226,286,300,1188,774,706,547,344,1315,158,883,490
UROS,326,268,239,1087,301,681,576,248,676,246,487,364
USB1,565,327,508,544,457,438,360,664,758,397,668,481
USE1,661,533,586,774,513,610,461,455,845,663,837,601
USF1,444,351,652,564,593,311,413,497,879,679,740,705
USF3,3273,2761,4378,4949,2639,3181,3156,2598,4756,2852,4108,2649
USH1C,807,24,3,8,2,6,7,0,4,9,6,12
USH1G,10,2,0,0,4,0,0,2,4,0,6,3
USH2A,37,28,40,15,21,21,6,10,20,20,16,26
USHBP1,90,56,48,21,38,16,8,50,75,59,32,16
USMG5,1162,1212,875,1081,820,925,847,1057,1038,747,1008,860
USO1,3787,2856,4311,5133,4353,3405,3294,3785,5926,4575,6146,4497
USP1,1346,1577,2620,1735,838,1521,1339,1318,1600,2411,1928,1256
USP10,4017,2423,2994,5186,2349,3272,3201,2340,3751,3100,3636,3118
USP12,1105,629,928,1077,501,1019,725,552,707,624,1133,1603
USP12-like,2783,1953,2335,2589,829,1935,1905,1440,1294,1670,1415,1252
USP13,47,1356,447,90,1001,34,33,76,425,1603,416,579
USP14,1414,1160,1147,1845,820,1255,1149,886,1269,1381,1453,1482
USP15,2542,2908,3383,3977,1238,2601,2404,2041,1959,2378,2147,2126
USP16,1292,797,985,1400,660,978,955,738,850,783,981,924
USP19,1571,1371,1738,2142,2192,1292,1254,1725,3112,1590,2441,1815
USP2,408,372,47,28,247,8,6,28,112,208,56,94
USP20,2310,2338,3130,3135,2508,1795,1645,2609,3807,3040,3541,2853
USP21,198,135,237,206,160,106,132,200,250,150,200,128
USP22,1832,1593,1719,2915,1482,1859,1860,1272,2513,1284,2614,1565
USP24,12091,6925,7739,9954,5849,6348,6184,5487,8078,7890,7332,6485
USP25,1501,2537,2129,1881,1596,1362,1283,1109,1658,2545,1932,1496
USP28,750,594,547,670,784,430,400,538,963,884,859,660
USP3,4347,2681,3292,6828,2771,4703,4582,2630,4215,2720,4327,4566
USP30,1303,819,1097,1257,534,908,914,782,1070,784,1047,810
USP31,1802,1718,1969,2191,1659,1259,1256,1758,2737,2086,2397,1539
USP33,2579,2115,2858,2932,1051,1936,1801,1706,1969,1842,1823,1645
USP34,7634,5838,7888,10579,4400,7185,6745,5170,6517,6034,7064,6593
USP35,26,71,25,50,60,51,32,46,89,32,48,34
USP36,717,421,705,944,868,517,711,902,1209,698,1203,922
USP37,1399,1040,1323,2096,1237,1261,1389,1187,2049,1268,1856,1517
USP38,2054,1843,2195,2529,1063,1529,1370,1338,1834,1544,1764,1465
USP39,492,379,518,1007,593,528,553,560,1087,508,964,569
USP4,2295,2399,2917,3674,3713,2204,2446,2411,5341,2750,4643,3672
USP40,1287,1081,1624,1123,603,955,850,886,854,1349,1089,910
USP42,905,669,730,1363,367,925,838,585,648,575,874,566
USP43,439,451,832,166,347,104,136,554,395,402,293,334
USP44,1396,1057,1182,1136,675,760,716,910,1168,764,1140,885
USP45,1545,1337,1708,1988,1022,1493,1259,1234,1456,1322,1585,1637
USP46,4054,2756,3300,4475,922,2914,2618,2037,1525,2200,2020,2016
USP47,5236,3702,4949,9569,3263,5100,4810,3615,4861,4155,4981,5566
USP48,3569,2680,3784,4594,3763,2795,2895,2901,6141,4299,6745,5536
USP49,454,532,791,886,614,621,510,571,1148,733,844,589
USP5,1624,1716,1994,2564,2119,1546,1353,1952,2987,1675,2444,2030
USP53,1673,2040,3167,1369,525,962,965,1548,722,2243,701,894
USP54,3123,2702,3331,3265,1701,2291,2082,2465,2957,3186,3037,2901
USP6NL,3380,2234,2900,4179,1094,2523,2480,1791,1590,2183,2426,2588
USP7,5694,5275,6386,8415,3722,5443,5024,4385,5665,5477,6171,5846
USP8,4808,3890,4184,5630,1794,3701,3496,2741,3152,3515,3862,3584
USP9Y,19960,16175,19342,27947,11060,18314,17362,13080,17601,14457,17740,17592
USPL1,4270,2734,4913,5845,2859,4072,3554,3234,4532,3764,4842,3718
UST,747,2778,4486,1976,982,1233,1008,2105,1753,2878,1933,1426
UTP11,212,267,289,290,173,246,185,180,220,173,355,138
UTP15,741,240,252,615,354,584,565,324,472,510,610,368
UTP18,686,504,666,913,491,661,579,565,644,705,753,588
UTP20,2797,1242,1836,3432,2562,2355,2080,1656,3026,1493,2761,2179
UTP23,122,87,112,90,69,155,137,99,100,150,112,106
UTP3,195,224,317,304,174,162,166,244,276,244,516,348
UTP4,318,201,258,411,437,229,239,396,463,203,549,390
UTP6,827,589,758,1006,514,780,650,575,745,669,929,825
UTRN,17869,18343,26125,21574,13083,14374,13075,19986,20749,25055,21581,19437
UTS2,57,84,144,11,20,17,21,45,35,76,46,30
UTS2B,0,0,2,2,2,4,2,5,2,3,17,0
UTS2R,1174,74,116,966,196,768,936,102,727,162,316,408
UTS2RL,10,4,4,24,8,10,5,18,20,6,24,0
UVRAG,1647,1449,2032,2541,1434,1336,1263,1377,2075,2095,2073,1907
UVSSA,446,501,563,647,424,453,341,510,545,443,733,609
UXS1,2010,1064,1406,2526,610,2100,2054,1377,1061,1509,1583,1797
V-BG,61,8,1,254,10,230,262,16,73,72,757,610
VAC14,549,615,736,743,921,543,522,716,1165,358,890,511
VAMP1,420,697,417,580,430,351,276,398,599,291,519,418
VAMP2,163,1305,294,216,148,154,317,184,121,244,96,156
VAMP3,934,954,1303,1076,851,874,744,1150,1331,1354,1296,1081
VAMP4,1810,599,886,1760,698,983,945,1016,869,698,976,1218
VAMP7,1943,1316,1637,1942,1364,1332,1252,1565,2170,1397,1882,1347
VANGL1,4722,1418,2567,3596,1570,2177,2494,1909,2555,2061,3185,2046
VANGL2,121,226,445,227,234,161,155,236,449,249,256,142
VAPA,3891,5304,6732,4683,1491,3147,3263,2011,2383,2823,3012,2933
VAPB,7469,6507,9693,8694,2367,5549,5402,5317,3739,9319,4633,4738
VASH1,4231,7873,7784,17625,8390,10981,10693,6258,18034,6552,16177,9973
VASH2,1105,873,1053,2175,972,1700,1262,1121,1430,952,1080,1423
VASN,2782,1006,2183,4214,1729,2161,2219,2212,3347,1412,2700,2197
VASP,152,264,266,171,271,120,122,224,405,308,401,226
VAT1,2082,4650,4691,2129,1746,1616,1526,2812,2585,3448,2150,1898
VAT1L,11131,2495,2246,16804,1596,7861,7147,2855,2308,1190,2024,5263
VAV2,2902,1564,1910,2311,1835,1155,1147,1691,2408,1714,2784,1799
VAV3,1719,1049,1036,2192,786,1597,1446,708,1668,534,1533,1405
VAX1,0,0,0,0,0,0,0,0,0,0,0,0
VCAM1,831,1750,1576,3715,2150,3137,2823,1795,2873,720,2196,1376
VCAN,4252,21604,42085,5105,4785,7010,4415,16165,8763,46335,8321,4094
VCL,4393,8285,10444,7516,5406,4758,4501,5614,8181,10135,8036,6919
VCP,6788,2764,3232,5088,4423,5065,4395,2847,5976,4821,7883,3482
VCPIP1,3053,3379,3516,5743,2945,3074,3174,2673,5009,3087,4833,4030
VCPKMT,224,134,235,195,201,154,98,270,305,251,309,256
VDAC1,1489,2617,1738,1792,1305,1132,904,1073,2318,2204,1577,1172
VDAC2,5087,4133,4350,5544,3537,3490,3185,3306,4784,4583,4151,3312
VDAC3,1286,1213,1345,1741,810,1143,969,1006,1324,1712,1616,1323
VDHAP,6138,16,18,59,38,12,27,25,52,24,42,45
VDR,842,200,384,908,830,474,543,687,1357,314,1304,789
VEGFA,1842,1943,2079,2173,907,1140,1294,2433,1016,3668,1410,1607
VEGFC,282,325,518,511,243,413,273,483,589,364,387,269
VEGFD,251,2513,5720,132,250,26,30,2601,119,3710,160,100
VENTX,18,0,0,0,0,0,0,0,0,0,0,0
VEPH1,4465,64,98,302,300,262,241,153,370,72,561,379
VEZF1,2899,3118,4552,4356,1730,2908,3052,2723,3405,3466,4037,3295
VEZT,3054,3463,3180,3294,1579,2516,2270,2417,2953,2540,2429,2332
VGLL1,10,7,8,2,0,0,0,0,6,8,0,0
VGLL2,18,492,40,0,164,6,0,16,67,970,126,136
VGLL3,379,1538,2546,396,376,360,312,1021,219,2394,511,151
VGLL4,9470,5228,7881,16345,3202,8426,8681,6260,5280,5799,7420,9916
VIL1,82,34,35,55,76,32,28,25,75,24,136,22
VILL,6177,95,165,822,780,433,303,477,1234,198,1010,570
VIM,8286,50050,64631,12423,14848,8787,6969,29133,24173,53936,19704,11951
VIP,0,518,51,2,26,8,14,25,32,83,8,46
VIPAS39,894,689,938,1107,1048,671,535,851,1427,777,1108,828
VIPR1,428,149,140,204,315,222,184,66,250,90,299,229
VIPR2,189,448,1040,47,24,6,28,218,20,686,80,26
VIT,62308,7305,24582,63876,21437,47937,50824,30467,34725,13159,41535,50998
VKORC1,159,129,381,236,270,139,154,371,272,350,492,297
VKORC1L1,772,689,767,1199,272,694,539,613,615,713,661,581
VLDLR,286,1712,1651,1006,875,441,421,1271,1340,2019,868,1070
VMA21,1665,1118,1399,1790,375,1309,1100,799,742,1051,816,706
VMO1,0,0,0,0,0,0,0,0,0,0,0,0
VMP1,2109,2079,2302,2813,1020,2006,1781,1728,2187,2149,2024,1949
VNN2,862,153,339,159,77,85,81,66,46,54,35,32
VOPP1,172,122,97,137,74,88,61,65,133,67,77,86
VPREB3,0,0,0,0,0,0,0,0,0,0,0,0
VPS11,1821,1654,2000,2262,2176,1567,1441,1644,3183,1594,2795,1931
VPS13A,3948,3446,3426,3736,1630,3800,3507,2268,2761,4363,3545,2820
VPS13B,6752,5265,6699,10506,5487,7653,6867,5155,7916,5836,7556,7171
VPS13C,7039,3494,7195,5705,2788,4604,4189,3948,3842,4611,4228,3594
VPS13D,7948,7855,8573,8620,7584,5831,5032,6071,9974,8114,8777,6028
VPS16,1678,1273,1528,1904,2149,1001,1154,1604,3082,1226,2227,1608
VPS18,1091,843,1086,1612,835,885,869,693,1495,871,1176,962
VPS26A,1819,1526,1495,1971,555,1359,1137,931,944,1239,1044,956
VPS26B,1015,946,1156,1264,688,756,673,960,1221,1084,1234,1122
VPS29,1796,1229,1317,1812,655,1205,990,1048,1070,1215,1173,847
VPS29L,28,2,16,6,18,6,24,16,65,6,48,40
VPS33A,1152,733,869,1676,782,1087,970,758,1138,574,1094,907
VPS33B,1758,1389,1985,2127,2197,1437,1211,1832,3036,1848,2494,2061
VPS35,3343,2566,3186,4165,1553,2740,2395,1973,2685,2877,2611,2328
VPS36,1694,1446,1810,2343,876,1449,1481,1224,1501,2130,1632,1272
VPS37A,625,526,606,998,352,588,585,530,565,449,497,630
VPS37B,2085,1736,2929,2856,928,2129,2247,1920,1584,2108,1597,1140
VPS37C,617,519,798,828,814,511,523,904,1431,674,1151,945
VPS37D,220,72,106,56,12,6,8,106,36,72,23,32
VPS39,1764,1611,2049,2468,1336,1844,1655,1497,2224,1858,1836,1576
VPS41,1490,1508,2354,1566,719,1040,968,1138,1186,1580,1281,971
VPS45,1298,1281,1555,1786,1390,1088,955,1764,2385,1388,1528,1294
VPS4A,1059,955,1282,1362,993,712,762,945,1512,1268,1522,1118
VPS4B,1384,1391,1604,2130,870,1373,1157,1034,1445,1210,1482,1287
VPS50,1330,2096,1905,2175,922,1397,1255,1033,1332,1319,1201,947
VPS51,769,479,757,868,777,592,657,825,1103,575,943,718
VPS53,1747,1146,1542,2222,1784,1342,1224,1401,2697,1348,2217,1661
VPS54,2211,1789,2401,3273,1732,2258,2358,2078,2717,1965,2429,2283
VPS72,701,560,639,1043,601,593,594,536,772,692,1242,971
VPS8,2153,2096,3191,2692,2905,1840,1589,2490,4270,2495,3431,2346
VPS9D1,223,157,366,348,310,133,171,381,402,254,337,271
VRK1,413,254,313,1088,359,622,664,276,682,220,729,519
VRK2,669,433,781,998,349,555,597,414,476,627,686,733
VRTN,46,12,0,16,14,0,2,18,24,0,4,8
VSIG1,73,35,43,103,20,23,27,51,32,46,26,12
VSIG10,627,352,541,415,395,334,346,471,562,449,538,295
VSIG10L,3166,5140,9554,7973,5937,4709,4230,7272,11778,5496,8556,5514
VSIG8,6,1,5,0,1,6,2,2,12,10,8,0
VSNL1,117,1306,519,204,68,197,199,318,221,496,209,103
VSTM2A,0,20,2,0,0,0,0,0,0,6,5,0
VSTM2B,24,61,82,38,24,26,17,74,16,94,22,31
VSTM2L,206,56,40,139,132,119,89,121,302,30,165,354
VSTM4,496,600,802,476,397,412,284,469,606,481,1213,426
VSTM5,374,187,190,137,78,127,109,131,148,168,142,107
VSX1,2,2,9,0,2,6,0,10,18,2,13,6
VSX2,4,2,0,12,8,0,2,0,10,6,8,4
VTA1,954,934,872,1202,479,951,804,647,811,979,836,649
VTCN1,169,218,265,198,138,138,195,197,159,208,129,147
VTCN1L,136,264,312,387,136,240,249,164,229,259,169,135
VTG1,8,20,12,31,6,20,23,4,28,10,29,7
VTG2,43,58,6,56,26,12,24,53,49,6,65,6
VTG3,29,4,38,31,12,27,48,69,16,8,18,26
VTI1A,1171,806,1130,1560,591,895,1028,657,922,1025,1518,1153
VTI1B,242,343,359,283,211,251,176,226,301,310,339,272
VTN,197,327,271,44,73,46,23,105,160,64,35,45
VWA2,167,116,50,171,82,125,99,36,173,95,151,73
VWA3A,204,138,104,206,94,66,87,169,121,77,165,119
VWA3B,5,32,0,9,15,9,12,5,22,4,14,39
VWA5B1,160,103,162,363,211,118,112,163,186,131,210,131
VWA8,5247,2060,3103,1810,1382,1474,1441,1971,2059,2630,2132,1697
VWA9,561,334,439,793,451,424,436,346,674,343,634,449
