"Pathway_ID","Description","PNG_File","PDF_File"
"gga04080","Neuroactive ligand-receptor interaction","pathview_neural/gga04080.logFC_neural.png","pathview_neural/gga04080.logFC_neural.pdf"
"gga04082","Neuroactive ligand signaling","pathview_neural/gga04082.logFC_neural.png","pathview_neural/gga04082.logFC_neural.pdf"
