"","E-2-29-33","E-3-29-33","E-4-34-38","E-4-39-49","E-6-29-33","E-6-34-38","E-6-39-49","E-7-34-38","E-7-39-49"
"gene-COG3",864.828873497592,953.594019989095,596.570100898598,736.291575059877,751.877976155537,801.357233982253,761.218316268731,733.605969340952,820.931427969823
"gene-SIAH3",54.6207709577426,17.0284646426624,22.0136568597269,3.38136199797877,32.3554047116112,26.192220877241,60.9878176239043,20.8608332514015,13.5504499802447
"gene-ZC3H13",7615.55156557119,9027.92433805152,6131.90411827692,7917.45911826728,8467.87163309597,8102.75061566647,6780.9417965541,9470.81829613627,8772.78715804341
"gene-LCP1",311.540693610828,285.226782764595,474.394305327114,497.060213702879,312.768912212242,421.570031262259,396.420814555378,445.031109363231,252.941732964567
"gene-RUBCNL",199.264664419913,259.684085800602,206.928374481432,204.572400877715,252.680303462107,240.718982347976,162.634180330411,221.356619500982,189.706299723425
"gene-LRCH1",306.483214818445,320.702750770142,355.520558284589,325.456092305456,339.731749471918,404.732174984033,343.33882514198,254.965739739351,242.778895479384
"gene-ESD",1813.61189494875,1460.1908431083,2752.80779030884,2034.73458228372,1484.49678283988,1428.09966211623,2212.50249491164,1906.44837214197,1486.03268116683
"gene-HTR2A",18.2069236525809,0,17.6109254877815,6.76272399595754,16.9480691346535,3.74174583960585,11.294040300723,13.907222167601,2.25840833004078
"gene-SUCLA2",1118.71430887525,1040.15538192263,1353.8398968732,1364.37956618443,1355.07516399343,1216.0673978719,1359.80245220705,1167.04772689785,1247.77060234753
"gene-NUDT15",584.644548399542,605.929533534738,510.716839145663,491.142830206416,492.2643716838,467.718229950731,821.076729862563,642.050090070912,654.938415711826
"gene-MED4",562.391641713054,730.804940914262,651.604243047915,524.111109686709,578.545450914763,577.476107912503,1112.46296962122,691.884302838149,845.773919600272
"gene-ITM2B",3042.57924149796,3038.16189999502,2931.11841087263,2441.34336254067,2925.08265928543,2712.76573371424,4543.59241298087,2796.51059086843,3542.31346566896
"gene-RB1",1508.14017588878,1603.51375385071,1466.10954685781,1501.32472710257,1338.12709485878,1466.14074481889,1200.55648396686,1386.08647603756,1488.29108949687
"gene-LPAR6",118.345003741776,126.294446099746,195.921546051569,139.481182416624,115.555016827183,121.60673978719,154.728352119905,108.939906979541,155.830174772814
"gene-RCBTB2",375.264926394861,279.550627883708,331.305535738889,380.403224772611,387.494489760487,356.089479069157,281.221603488003,326.819720938623,230.35764966416
"gene-FNDC3A",999.357809374995,1173.54502162348,1207.44907875602,1384.66773817231,1196.37960755077,1256.60297780097,993.875546463625,1252.80893026472,993.699665217943
"gene-MLNR",10.1149575847672,19.8665420831062,15.4095598018088,42.2670249747346,15.4073355769577,8.10711598581268,18.0704644811568,11.5893518063342,15.8088583102855
"gene-CDADC1",96.092097055288,141.903872022187,117.773064199539,74.3899639555329,98.6069476925295,86.6837786175356,100.516958676435,81.1254626443391,90.3363332016312
"gene-CAB39L",97.1035928137647,113.523097617749,96.8600901827982,61.7098564631125,89.3625463463548,113.499623801377,99.3875546463625,127.482869869676,46.297370765836
"gene-SETDB2",590.713522950402,681.138585706497,689.027459709451,885.071502970942,687.167166732315,758.950781133387,643.760297141212,710.427265728283,811.89779464966
"gene-PHF11",395.494841564396,364.69295109702,384.138312202234,319.538708808994,351.287251154636,358.583976295561,397.55021858545,392.879026234728,344.407270331219
"gene-RCBTB1",847.633445603488,671.205314664944,884.94900576102,911.277058455278,804.262917117194,791.379245076638,928.370112719432,803.142080178957,845.773919600272
"gene-ARL11",112.276029190915,62.4377036897622,116.672381356552,124.26505342572,97.0662141348337,87.3074029241365,106.163978826796,101.986295895741,85.8195165415496
"gene-KPNA3",3183.17715192622,3421.30235445492,3225.00072994998,3602.84120884638,3334.9177856325,3112.50891424547,3356.58877737488,3161.57517276796,3732.01976539239
"gene-SPRYD7",846.621949845011,987.65094927442,814.505303809894,639.922758117482,705.655969424664,726.522317190136,1067.28680841832,817.049302346558,909.009352841414
"gene-TRIM13",760.64481037449,845.747077252233,748.464333230713,743.054299055834,649.419194568768,828.173079166095,753.312488058225,815.890367165924,814.156202979701
"gene-KCNRG",20.2299151695343,14.1903872022187,26.4163882316722,27.0508959838301,17.7184359135014,28.6867181036449,11.294040300723,13.907222167601,15.8088583102855
"gene-LOC770248",97.1035928137647,124.875407379524,332.406218581876,193.582974384284,115.555016827183,104.145259202363,199.904513322797,170.363471553112,85.8195165415496
"gene-LOC107051703",15.1724363771507,8.51423232133121,8.80546274389074,14.3707884914098,3.85183389423943,11.2252375188176,11.294040300723,9.27148144506732,14.6796541452651
"gene-RNASEH2B",1708.41633606717,1918.54034973997,2580.00058395999,2169.98906220287,2232.52292510118,2309.28080734341,2554.71191602355,2103.46735284965,2288.89684249633
"gene-FAM124A",102.161071606148,103.589826576196,55.0341421493171,49.0297489706921,121.717951057966,137.197347452215,137.787291668821,104.304166257007,107.274395676937
"gene-INTS6",732.322929137142,576.129720410078,824.411449396771,765.033152042696,771.907512405582,775.788637411613,457.408632179282,586.421201400508,625.579107421296
"gene-WDFY2",306.483214818445,282.388705324152,269.667296531654,255.292830847397,250.369203125563,226.999247602755,222.492593924243,215.561943597815,204.385953868691
"gene-DHRS12",73.8391903688002,80.8852070526465,73.745750480085,58.3284944651337,70.1033768751577,82.9420327779297,85.8347062854949,52.1520831285037,35.0053291156321
"gene-ATP7B",14.160940618674,17.0284646426624,8.80546274389074,35.5043009787771,16.9480691346535,13.0961104386205,9.03523224057841,9.27148144506732,27.1008999604894
"gene-ALG11",282.207316615004,320.702750770142,339.010315639794,264.591576341839,273.480206491,266.911203225217,467.573268449933,353.475230093192,395.221457757136
"gene-NEK5",13.1494448601973,0,7.7047799009044,8.45340499494692,9.24440134617464,4.9889944528078,9.03523224057841,4.63574072253366,11.2920416502039
"gene-NEK3",328.736121504933,276.712550443264,292.781636234367,314.466665812025,369.005687068138,330.520882498517,414.491279036535,319.866109854823,481.040974298686
"gene-CKAP2",6362.30832081854,7255.54497649441,7218.27808430444,8612.32900885192,7463.31335347832,7392.44253044796,8191.5674301144,7876.12348758469,7291.27129353666
"gene-VPS36",2004.78459330085,1878.80726557375,1599.29217085916,1689.83565848989,1781.85835947516,1764.85678768076,1746.05863049178,1853.13735383283,1657.67171424993
"gene-THSD1",572.506599297821,657.014927462725,468.890891112182,684.7258045907,905.180965146267,994.057144721955,303.809684089449,804.30101535959,501.366649269053
"gene-TPTE",44.5058133729755,59.5996262493185,66.0409705791806,59.1738349646284,44.6812731731774,56.7498119006887,80.1876861351334,44.0395368640698,35.0053291156321
"gene-SLC25A15",851.679428637394,1018.8698011193,1201.94566454109,1197.84748778398,929.832702069399,952.89794048629,956.605213471239,1056.94888473767,1143.88381916565
"gene-MRPS31",2965.70556385373,3262.37001779007,4166.08456070331,3489.56558191409,2989.79346870865,2951.61384314242,4448.7224744548,3921.83665126348,3615.71173639529
"gene-FOXO1",325.701634229502,674.043392105387,438.071771508564,536.791217179129,431.405396154816,571.239864846493,342.209421111907,486.752775866034,560.085265850113
"gene-COG6",1074.20849550227,1024.54595600019,1225.0600042438,1399.03852666372,1050.78028634852,1101.94414976392,903.523224057841,1010.59147751234,1056.93509845908
"gene-LHFPL1",844.598958328057,945.079787667764,816.706669495866,837.73243499924,723.374405338166,751.467289454175,828.982558073069,917.876663061665,998.216481878025
"gene-NHLRC3",840.55297529415,607.34857225496,713.24248225515,748.126342052802,810.425851347977,828.173079166095,746.536063877791,727.811293437785,638.00035323652
"gene-PROSER1",1001.38080089195,1291.3252354019,587.764638154707,885.071502970942,843.551622838436,877.439399387572,399.809026645595,813.572496804657,810.76859048464
"gene-STOML3",18.2069236525809,2.83807744044374,8.80546274389074,5.07204299696815,18.4888026923493,10.6016132122166,12.4234443307953,9.27148144506732,2.25840833004078
"gene-FREM2",342.897062123607,315.026595889255,256.459102415818,349.125626291308,399.820358222053,303.705037314675,202.163321382942,322.183980216089,135.504499802447
"gene-UFM1",2222.25618137334,3209.86558514187,3524.38646324227,2447.26074603713,2450.53672351513,2343.58014420646,4857.56673334097,2941.37748844761,3502.79131989325
"gene-TRPC4",0,8.51423232133121,15.4095598018088,16.0614694903991,4.62220067308732,8.73074029241365,9.03523224057841,25.4965739739351,4.51681666008156
"gene-POSTN",7187.68885973554,9066.23838349752,3870.00087593998,4567.37471876982,8918.53619872198,10453.1906272455,8051.52133038544,12035.541850878,8170.92133808754
"gene-SUPT20H",1641.65761600771,1656.01818649892,1536.55324880893,1745.62813145654,1637.02940505176,1593.36010336549,1551.80113731934,1776.64763191103,1481.51586450675
"gene-EXOSC8",993.288834824135,926.63228430488,1181.03269052435,813.217560513894,1049.23955279082,884.299266760183,1449.02537058276,1235.42490255522,904.492536181332
"gene-ALG5",471.357023450149,483.892203595657,466.689525426209,337.290859298382,482.249603558777,481.437964695953,664.089569682513,443.872174182598,490.074607618849
"gene-SMAD9",238.712999000505,286.645821484817,116.672381356552,251.911468849418,241.895168558236,232.611866362164,164.892988390556,152.979443843611,211.161178858813
"gene-RFXAP",1254.25474051113,1116.78347281461,1308.71190031076,1647.56863351515,1123.19476356022,1128.75999494777,1618.43597509361,1306.11994857386,1256.80423566769
"gene-SERTM1",390.437362772012,383.140454459904,343.413047011739,331.373475801919,461.449700529884,424.688152795264,815.429709712202,400.991572499162,294.722287070322
"gene-CCNA1",12.1379491017206,9.93327104155308,6.60409705791806,3.38136199797877,4.62220067308732,10.6016132122166,15.8116564210122,2.31787036126683,4.51681666008156
"gene-SPG20",264.000392962423,360.435834936354,221.237251440255,265.436916841333,314.309645769938,380.410827026595,303.809684089449,249.171063836184,221.324016343996
"gene-DCLK1",674.667670903969,530.720481362979,354.419875441602,266.282257340828,500.738406251126,425.311777101865,422.397107247041,397.514766957261,309.401941215587
"gene-NBEA",1081.28896581161,780.471296122027,577.85849256783,948.472040433044,933.684535963638,747.725543614569,573.737247276729,616.553516096977,424.580766047667
"gene-MAB21L1",61.7012412670796,43.9902003268779,94.6587244968255,64.2458779615966,33.896138269307,17.4614805848273,51.9525853833259,33.609120238369,2.25840833004078
"gene-RFC3",2138.30203341978,2376.88985637163,2165.04315215414,2027.12651778827,2069.97553476427,2068.56182499543,2933.06226609777,2419.85665716257,2448.1146297642
"gene-STARD13",381.333900945722,320.702750770142,438.071771508564,182.593547890853,421.390628029794,385.399821479403,293.645047818798,340.726943106224,132.116887307386
"gene-KL",12.1379491017206,14.1903872022187,35.221850975563,19.4428314883779,19.2591694711972,15.5906076650244,22.588080601446,4.63574072253366,15.8088583102855
"gene-PDS5B",2675.40628117091,2656.44048425534,3116.03312849434,3506.47239190398,3220.13313558417,3306.45607359837,2464.35959361776,3024.82082145321,2541.8385754609
"gene-N4BP2L2",498.667408929021,553.425100886529,423.762894549742,444.649102734208,486.871804231864,501.393942507184,474.349692630367,434.600692737531,343.278066166198
"gene-LOC121106501",58.6667539916495,36.8950067257686,126.578526943429,76.0806449545223,87.8218127886591,83.5656570845307,92.6111304659287,78.8075922830722,109.532804006978
"gene-N4BP2L1",218.483083830971,164.608491545737,300.486416135272,303.477239318594,208.769397067777,210.78501563113,206.680937503231,203.972591791481,195.352320548527
"gene-BRCA2",1112.64533432439,1038.73634320241,1166.72381356552,1289.9896022289,1297.29765557984,1272.81720977259,730.724407456779,973.505551732069,905.621740346353
"gene-ZAR1L",14.160940618674,14.1903872022187,17.6109254877815,16.9068099898938,12.3258684615662,7.4834916792117,25.9762926916629,23.1787036126683,9.03363332016312
"gene-FRY",131.494448601973,85.1423232133121,77.047799009044,76.0806449545223,117.866117163727,87.3074029241365,67.7642418043381,84.6022681862393,44.0389624357952
"gene-B3GLCT",1032.73716940473,999.003259036195,867.338080273238,1003.4191729002,1016.11378130036,1000.91701209457,1065.02800035818,891.221153907096,977.890806907658
"gene-HSPH1",2653.15337448442,3201.35135282053,2833.15763784685,3790.5067997342,3240.16267183421,3415.59032725354,3178.14294062346,3797.8305869357,4067.39340240344
"gene-USPL1",2117.06062249177,1741.16050971223,2269.60802223784,2362.72669608766,2048.40526495653,2267.49797880115,1471.61345118421,1532.11230879737,1760.42929326679
"gene-HMGB1",17383.5661051808,20085.0740460203,18900.9257797615,20239.9875794014,19317.7173463896,18552.1994970724,20974.1622424727,20959.3427417553,21280.9816939743
"gene-LOC112531576",18.2069236525809,11.3523097617749,22.0136568597269,15.2161289909045,16.1777023558056,11.2252375188176,2.2588080601446,6.95361108380049,5.64602082510195
"gene-KATNAL1",220.506075347924,307.931402288145,280.674124961517,344.898923793834,336.650282356526,292.479799795857,301.550876029304,229.469165765416,259.71695795469
"gene-UBL3",1171.31208831604,1406.26737173987,1254.77844100443,1192.77544478701,1215.63877702196,1247.87223750855,1372.22589653785,1253.96786544536,1301.97240226851
"gene-SLC7A1",1240.09379989245,1328.22024212767,893.75446850491,1169.10591080116,1268.79408476247,1279.6770771452,876.417527336106,1293.37166158689,1391.17953130512
"gene-MTUS2",62.7127370255564,51.0853939279872,44.0273137194537,67.6272399595754,53.9256745193521,70.4695466459102,45.1761612028921,57.9467590316708,58.7186165810603
"gene-SLC46A3",15.1724363771507,5.67615488088747,15.4095598018088,16.0614694903991,12.3258684615662,11.2252375188176,22.588080601446,16.2250925288678,15.8088583102855
"gene-POMP",3101.24599548961,2951.60053806149,3892.01453279971,3001.80411370565,3148.48902515131,3007.1164064299,4289.4765062146,3949.65109559868,3404.55055753648
"gene-FLT1",290.299282682817,341.98833157347,494.206596500868,449.721145731176,377.479721635464,546.294892582454,207.810341533303,446.190044543865,421.193153552605
"gene-PAN3",1298.7605538841,1367.95332629388,1340.63170275737,1603.61092754143,1322.71975928182,1548.45915329022,926.111304659287,1143.86902328518,1408.11759378043
"gene-LOC418927",1197.61097803643,1362.27717141299,1359.34331108813,1011.87257789515,1154.00943471413,1218.56189509831,1467.09583506392,1387.2454112182,1491.67870199193
"gene-LOC101749023",600.828480535169,617.281843296513,537.133227377335,598.501073642242,581.626918030154,598.679334336936,498.067177261885,548.176340439605,628.966719916357
"gene-MTIF3",331.770608780363,350.502563894801,496.407962186841,288.26111032769,371.316787404681,323.661015125906,472.090884570222,374.336063344593,361.345332806525
"gene-GTF3A",1027.67969061234,1220.37329939081,1380.25628510487,1087.10788235017,966.03994067525,1007.77687946718,1391.42576504908,1151.98156954961,1242.12458152243
"gene-RASL11A",32.3678642712549,11.3523097617749,36.3225338185493,15.2161289909045,40.829439278938,17.4614805848273,35.0115249322413,30.1323146964688,25.971695795469
"gene-RPL21",14181.1705338436,12236.3708844732,18859.099831728,14045.3323991043,15271.7510238805,13712.8748778488,16027.372590756,19169.9468228573,14074.4007128141
"gene-USP12",257.931418411562,224.208117795055,210.230423010391,185.129569389338,210.310130625473,212.032264244332,230.398422134749,199.336851068947,152.442562277753
"gene-GPR12",78.8966691611838,68.1138585706497,48.4300450913991,83.6887094499745,90.9032799040506,52.3844417544819,68.8936458344104,41.7216665028029,58.7186165810603
"gene-WASF3",449.104116763662,519.368171601204,307.09051319319,594.274371144768,436.797963606752,417.204661116052,321.880148570606,548.176340439605,648.163190721704
"gene-CDK8",1248.18576596027,1217.53522195036,930.07700232346,1106.55071383855,1184.0537390892,1070.13931012727,947.569981230661,1043.04166257007,1139.36700250557
"gene-RNF6",1061.05905064207,1040.15538192263,888.251054289979,839.423115998229,949.862238319444,863.719664642351,712.653942975622,806.618885720857,894.329698696149
"gene-ATP8A2",118.345003741776,103.589826576196,128.779892629402,78.6166664530063,179.495459471558,141.562717598421,141.175503759038,82.2843978249725,82.4319040464885
"gene-SHISA2",10202.9577157546,12703.2346234262,10621.5894348182,9830.46466862377,11396.8061262756,10774.9807694516,13377.7907362064,6864.37307489172,19344.3965509643
"gene-NUP58",1834.85330587676,2091.66307360703,1545.35871155283,1974.7154068196,1737.17708630198,1792.2962571712,1795.75240781496,1690.88642854415,2268.57116752596
"gene-MTMR6",922.484131730764,920.956129423992,1042.34665230807,1295.90698572536,889.003262790461,958.510559245699,844.794214494081,866.883515113794,916.913781996557
"gene-AMER2",217.471588072494,217.112924193946,144.189452431211,292.487812825163,204.14719639469,182.721921834086,92.6111304659287,203.972591791481,233.745262159221
"gene-SPATA13",1657.84154814334,1349.505822931,1538.75461449491,2627.3182724295,1525.32622211882,1779.20014673258,1179.09780739548,1774.32976154976,2255.02071754572
"gene-C1QTNF9B",12.1379491017206,26.9617356842155,4.40273137194537,3.38136199797877,13.866602019262,11.8488618254185,14.6822523909399,23.1787036126683,29.3593082905301
"gene-MIPEP",1363.49628242661,1508.43815959585,1232.7647841447,1323.80322220869,1490.65971707066,1391.30582802678,1659.09452017621,1412.74198519213,1484.90347700181
"gene-TNFRSF19",1642.66911176619,1643.24683801692,1068.76304053974,1144.59103631581,1650.89600707102,1396.91844678618,1833.02274080735,1083.60439389224,1488.29108949687
"gene-SACS",2532.7853792257,1874.55014941309,2475.43571387628,3408.4128939626,2475.18846043826,2260.63811142854,1162.1567469444,1690.88642854415,1411.50520627549
"gene-SGCG",468.322536174719,499.501629518098,312.593927408121,300.095877320616,448.35346528947,382.281699946398,487.902540991234,446.190044543865,257.458549624649
"gene-MICU2",1301.79504115953,972.04152335198,931.177685166446,1103.16935184057,1097.00229307939,1109.42764144313,998.393162583914,999.002125706004,846.903123765292
"gene-ZDHHC20",1405.97910428263,1665.95145754047,1266.88595227728,1404.11056966068,1508.37815298416,1500.44008168195,1329.3085433951,1434.76175362417,1628.3124059594
"gene-MRPL57",925.518619006195,957.851136149761,1469.41159538677,934.101251941635,853.566390963458,800.109985369051,1639.89465166498,1175.16027316228,1121.29973586525
"gene-SKA3",1604.23227294407,1677.30376730225,1538.75461449491,1321.2672007102,1383.5787348108,1429.34691072944,1918.85744709284,1457.94045723684,1915.13026387458
"gene-SAP18",3661.61464568571,3612.87258168488,5852.33067615838,3926.60662015284,3506.70957731558,3593.94687894142,6971.81107763632,4767.85933312587,4770.88759721115
"gene-LATS2",1557.70346805414,2037.7396022386,734.15545627189,831.815051502777,1462.15614625329,1545.34103175722,1147.47449455346,1216.88193966509,1208.24845657182
"gene-XPO4",1226.94435503226,1292.74427412212,1142.50879101982,1406.64659115917,1194.06850721422,1207.33665757949,713.783347005695,870.360320655695,948.531498617127
"gene-EEF1AKMT1",872.920839565405,727.966863473818,1078.66918612662,882.535481472458,752.648342934385,722.156947043929,904.652628087913,825.161848610992,724.94907394309
"gene-IFT88",789.978187370315,723.709747313153,1687.34679829806,1393.12114316725,767.285311732495,818.19509026048,1068.4162124484,720.857682353984,805.122569659538
"gene-CRYL1",238.712999000505,286.645821484817,341.211681325766,457.329210226628,268.087639039065,263.793081692213,249.598290645979,427.64708165373,310.531145380607
"gene-GJB6",12.1379491017206,5.67615488088747,11.0068284298634,16.9068099898938,6.16293423078309,9.9779889056156,9.03523224057841,4.63574072253366,4.51681666008156
"gene-GJA3",42.482821856022,25.5426969639936,101.262821554744,86.2247309484586,66.2515429809182,39.9119556224624,13.5528483608676,27.814444335202,18.0672666403262
"gene-ZMYM2",1398.8986339733,1498.50488855429,1753.38776887724,1824.24479790955,1586.95556442665,1624.54131869554,1278.48536204185,1331.61652254779,1333.59011888908
"gene-LOC121107122",24.2758982034412,49.6663552077654,8.80546274389074,38.8856629767558,32.3554047116112,45.5245743818712,45.1761612028921,27.814444335202,29.3593082905301
"gene-LOC121110634",34.3908557882083,14.1903872022187,26.4163882316722,27.0508959838301,6.16293423078309,11.2252375188176,20.3292725413014,6.95361108380049,21.4548791353874
"gene-PSPC1",4442.48937122973,4816.21741643302,3742.32166615357,4904.6655780682,4663.8004791451,4655.97907308288,5132.01191264854,4624.15137072733,5447.28089205836
"gene-MPHOSPH8",805.150623747465,943.660748947542,889.351737132965,1053.29426237039,753.418709713233,768.305145732401,990.487334373408,887.744348365196,1131.46257335043
"gene-PARP4",604.874463569076,570.453565529191,575.657126881857,582.439604151843,711.048536876599,749.596416534372,712.653942975622,684.930691754348,612.028657441051
"gene-CENPJ",337.839583331223,403.00699654301,398.447189161056,506.35895919732,496.116205578039,452.751246592308,369.315117833643,413.739859486129,423.451561882646
"gene-ARHGAP20",65.7472243009865,46.8282777673216,17.6109254877815,16.9068099898938,33.896138269307,53.0080660610829,54.2113934434705,49.8342127672368,18.0672666403262
"gene-FDX1",478.437493759486,618.700882016734,463.38747689725,481.844084711974,434.486863270208,451.503997979106,493.549561141596,487.911711046668,635.74194490648
"gene-RDX",7721.75862021125,8563.89867653897,7373.47436516551,7906.46969177385,8019.5181678065,8171.34928939258,7393.07878085329,8235.39339358105,7606.31925557735
"gene-ZC3H12C",232.644024449645,302.255247407258,140.887403902252,180.057526392369,321.242946779569,243.837103880981,257.504118856485,217.879813959082,261.97536628473
"gene-C11orf87",245.793469309842,324.959866930808,173.907889191842,307.703941816068,233.42113399091,262.545833079011,216.845573773882,275.826572990753,474.265749308564
"gene-DDX10",1717.51979789346,2433.6514051805,1556.36553998269,2011.06504829787,1956.73161827363,1890.82889761416,1925.63387127327,2013.07040876024,2536.1925546358
"gene-EXPH5",16.1839321356274,5.67615488088747,2.20136568597269,10.1440859939363,7.70366778847887,13.0961104386205,2.2588080601446,9.27148144506732,5.64602082510195
"gene-LOC121113484",105.195558881578,102.170787855974,50.6314107773718,43.1123654742293,87.8218127886591,74.834916792117,39.5291410525305,45.1984720447032,63.2354332411418
"gene-KDELC2",782.897717060978,818.785341568018,882.747640075047,830.969711003282,783.463014088301,766.434272812599,789.453417020539,671.023469586747,746.403953078478
"gene-ATM",1094.43841067181,936.565555346433,1155.71698513566,1545.2824330763,1325.03085961836,1278.429828532,775.900568659671,921.353468603565,1010.63772769325
"gene-NPAT",437.977663420418,520.787210321426,380.836263673275,511.431002194289,469.153368318363,437.784263233885,307.197896179666,356.952035635092,387.317028601994
"gene-ACAT1",3693.98250995696,4162.04056641074,3741.22098331058,3711.0447927817,3876.48563116256,3828.42961822339,4958.0836920174,4828.12396251881,4921.07175115886
"gene-CUL5",2298.1183632591,2366.95658533008,2117.71378990572,2422.74587155179,1925.91694711972,2127.18250981593,1956.12778008523,1948.17003864477,2256.14992171074
"gene-RAB39A",56.6437624746961,70.9519360110934,59.4368735212625,67.6272399595754,84.7403456732675,73.5876681789151,72.2818579246273,83.4433330056059,58.7186165810603
"gene-SLC35F2",229.609537174214,336.312176692583,279.573442118531,284.034407830216,241.895168558236,279.383689357237,230.398422134749,231.787036126683,383.929416106933
"gene-ELMOD1",556.322667162194,486.730281036101,446.877234252455,671.200356598785,543.10857908776,443.396881993293,642.63089311114,629.301803083944,578.15253249044
"gene-ALKBH8",560.3686501961,493.82547463721,222.337934283241,196.964336382263,510.753174376149,521.973544625016,644.889701171284,645.526895612812,688.814540662438
"gene-CWF19L2",685.794124247213,708.100321390712,892.653785661924,838.577775498734,852.025657405763,814.453344420874,853.82944673466,844.86374668176,930.464231976801
"gene-GUCY1A2",1786.30150946988,2127.13904161258,1281.1948292361,1721.11325697119,2066.12370087003,2516.32407713494,793.971033140828,1617.87351216425,958.694336102311
"gene-AASDHPPT",93.0576097798578,99.3327104155308,172.807206348856,149.62526841056,146.369687981098,132.208352999407,149.081331969544,106.622036618274,135.504499802447
"gene-KBTBD3",180.046245008855,109.265981457084,112.269649984607,99.7501789403737,117.095750384879,99.1562647495551,97.1287465862179,112.416712521441,75.6566790563661
"gene-MSANTD4",957.88648327745,935.146516626211,990.614558687708,750.662363551286,985.299110146447,936.060084208064,1109.074757531,1021.02189413804,916.913781996557
"gene-GRIA4",20.2299151695343,5.67615488088747,2.20136568597269,9.29874549444161,1.54073355769577,7.4834916792117,9.03523224057841,0,2.25840833004078
"gene-PDGFD",768.736776442304,630.053191778509,239.948859771023,241.767382855482,991.46204437723,265.663954612015,534.208106224199,289.733795158354,99.3699665217943
"gene-DYNC2H1",815.265581332233,574.710681689857,674.718582750628,864.78333098307,788.085214761388,851.870802816932,573.737247276729,720.857682353984,549.92242836493
"gene-DCUN1D5",1045.88661426492,1184.89733138526,1196.44225032615,1064.28368886382,1007.63974673304,948.532570340083,1615.04776300339,1118.37244931125,1107.749285885
"gene-MMP13",2.02299151695343,14.1903872022187,8.80546274389074,11.8347669929257,6.16293423078309,6.23624306600975,9.03523224057841,2.31787036126683,4.51681666008156
"gene-MMP27",12.1379491017206,11.3523097617749,13.2081941158361,1.69068099898938,4.62220067308732,7.4834916792117,11.294040300723,16.2250925288678,0
"gene-TMEM123",1486.89876496077,1873.13111069287,1330.72555717049,1597.69354404497,1555.37052649388,1616.43420270973,1695.23544913852,1561.08568831321,1777.36735574209
"gene-BIRC2",1355.4043163588,1668.78953498092,1153.51561944969,1514.85017509449,1315.01609149334,1346.40487795151,1416.27265371067,1382.60967049566,1906.09663055442
"gene-YAP1",11532.063142393,12283.1991622405,9155.4798879604,15234.7264818933,11197.281130554,11273.8802147324,10533.9513884844,10913.6925960249,14240.3937250721
"gene-C11orf70",83.9541479535674,96.494632975087,96.8600901827982,120.038350928246,74.725577548245,101.027137669358,106.163978826796,85.7612033668727,141.150520627549
"gene-CEP126",10.1149575847672,2.83807744044374,4.40273137194537,17.7521504893885,13.0962352404141,9.9779889056156,9.03523224057841,13.907222167601,16.9380624753058
"gene-TRPC6",28.321881237348,14.1903872022187,13.2081941158361,10.1440859939363,12.3258684615662,13.7197347452215,9.03523224057841,18.5429628901346,20.325674970367
"gene-PGR",66.7587200594632,25.5426969639936,37.4232166615357,36.3496414782718,51.6145741828084,44.9009500752702,41.7879491126752,32.4501850577356,13.5504499802447
"gene-ARHGAP42",1506.11718437183,1098.33596945173,1265.78526943429,1602.76558704194,1556.91126005158,1488.59121985653,857.217658824877,1235.42490255522,1190.18118993149
"gene-CCDC82",176.000261974949,148.999065623296,183.814034778719,175.830823894896,168.710324567687,178.98017599448,236.045442285111,258.442545281252,170.509828918079
"gene-MAML2",2147.40549524607,2437.90852134117,1212.95249297095,2066.85752126452,1707.90314870576,2182.68507310341,1493.07212775558,2316.7114260862,2085.64009279266
"gene-MTMR2",1068.13952095141,928.051323025102,840.921692041566,842.804477996208,998.395345386861,960.381432165502,755.57129611837,1012.9093478736,874.004023725782
"gene-CEP57",399.540824598303,438.482964548557,512.918204831636,554.543367668518,483.019970337625,465.223732724328,344.468229172052,410.263053944229,405.38429524232
"gene-FAM76B",986.208364514798,1148.00232465949,935.580416538391,1007.64587539767,946.010404425205,916.104106396833,858.347062854949,1123.00819003378,1120.17053170023
"gene-SESN3",885.058788667126,496.663552077654,880.546274389074,1328.87526520566,846.633089953827,873.074029241365,444.985187848487,541.222729355805,389.575436932034
"gene-ENDOD1",112.276029190915,85.1423232133121,94.6587244968255,79.462006952501,101.688414807921,93.5436459901463,108.422786886941,67.2182404767381,92.594741531672
"gene-CWC15",2268.78498626327,2422.29909541873,3330.66628287667,2332.29443810586,2403.54435000541,2308.03355873021,3711.22164281758,3085.08545084615,2842.20688335632
"gene-AMOTL1",417.747748250883,446.997196869888,378.634897987302,483.534765710964,448.35346528947,437.160638927284,330.915380811184,420.69347056993,328.598412020933
"gene-FUT4",333.793600297316,283.807744044374,272.969345060613,429.432973743304,268.087639039065,293.103424102458,259.762926916629,294.369535880887,241.649691314363
"gene-C11orf97",44.5058133729755,32.637890565103,28.6177539176449,42.2670249747346,37.7479721635464,39.9119556224624,12.4234443307953,16.2250925288678,27.1008999604894
"gene-ANKRD49",490.575442861207,464.025661512551,617.483074915338,417.598206750378,491.494004904952,467.09460564413,648.277913261501,520.361896104403,514.917099249298
"gene-MRE11",1914.76147079642,1934.14977566241,1695.05157819897,2115.04192973572,2086.92360389892,1987.49066513731,1737.0233982512,2153.30156561689,1982.8825137758
"gene-GPR83",13.1494448601973,0,4.40273137194537,10.1440859939363,8.47403456732675,9.35436459901463,9.03523224057841,9.27148144506732,10.1628374851835
