"ENTREZID","gene_label","Avg_LogFC","Avg_Padj","N_Records","Direction"
"107049104","CHIR3B11",1.35079732678942,0.313506626554361,1,"NoChange"
"112531135","CHIR3B7",1.35079732678942,0.313506626554361,1,"NoChange"
"770471","HOXC10",1.35040307343064,0.313695536258672,1,"NoChange"
"770318","DTWD1",-1.35002408086238,0.313844170300311,1,"NoChange"
"420057","SLC1A6",1.3500178511003,0.313844170300311,1,"NoChange"
"420128","LSM4",1.34977089453323,0.313949417755595,1,"NoChange"
"422544","SNX25",-1.3496593448978,0.313977653491538,1,"NoChange"
"423099","TOLLIP",1.34953220439565,0.31401476193542,1,"NoChange"
"422230","IL13RA1",-1.34915475102464,0.314194308980753,1,"NoChange"
"428857","FGF4",1.34876903952148,0.314378626919218,1,"NoChange"
"415367","HERC1",1.34865238471906,0.314409794427661,1,"NoChange"
"423746","USP54",-1.34856052388876,0.314426847799476,1,"NoChange"
"416586","IL21R",1.34818191724049,0.314596797682123,1,"NoChange"
"395247","SMAD2",1.34813828224843,0.314596797682123,1,"NoChange"
"422203","OGT",1.34803633243975,0.314619607238957,1,"NoChange"
"777927","MIR99A",-1.34786235872636,0.314683447354768,1,"NoChange"
"424934","DIS3L2",-1.34775468889644,0.314709522293217,1,"NoChange"
"418461","CHMP2B",-1.34732856986615,0.314917061400372,1,"NoChange"
"416558","MLST8",1.34714991380681,0.314983610306769,1,"NoChange"
"428748","TRAPPC11",1.3464961704844,0.315321101036991,1,"NoChange"
"417500","RPAIN",-1.34642046851567,0.315328969177209,1,"NoChange"
"420766","CDK13",1.34605558113789,0.3154976204783,1,"NoChange"
"417207","ZDHHC12",1.34600106368672,0.3154976204783,1,"NoChange"
"420323","PHF20L1",1.34576389793054,0.315597643376242,1,"NoChange"
"424364","SELP",1.3441797422661,0.316336404137519,1,"NoChange"
"423714","SGPL1",1.34406444440875,0.316336404137519,1,"NoChange"
"112530788","LOC112530788",1.34403722868752,0.316336404137519,1,"NoChange"
"424195","STK11IP",-1.34381066888438,0.316390566685651,1,"NoChange"
"100859351","PRICKLE4",-1.34380037410478,0.316390566685651,1,"NoChange"
"100859071","NELFE",-1.34375678377245,0.316390566685651,1,"NoChange"
"426847","ACAA2",1.3436698565226,0.316404879229553,1,"NoChange"
"100857323","CDC42SE1",1.34357903312159,0.316421421720523,1,"NoChange"
"416487","SMURF1",-1.34331555813543,0.316536680674352,1,"NoChange"
"420098","PTBP1",1.34312107537775,0.316612508458958,1,"NoChange"
"421526","TSNAX",1.34211645575296,0.317151989724582,1,"NoChange"
"112530307","DCAF11",-1.34181236700293,0.317257345566056,1,"NoChange"
"416250","TIMD4",1.34175983764594,0.317257345566056,1,"NoChange"
"101748032","LOC101748032",1.34174677701738,0.317257345566056,1,"NoChange"
"101749950","BICRA",-1.341221432597,0.317488335996881,1,"NoChange"
"419277","DUSP15",-1.34118276450813,0.317488335996881,1,"NoChange"
"112533088","LOC112533088",-1.3410397504359,0.317488335996881,1,"NoChange"
"428812","ALDH3B1",-1.34103408171377,0.317488335996881,1,"NoChange"
"427990","SYTL5",1.34081620745658,0.317577717441678,1,"NoChange"
"396331","SEMA4D",1.34062662656617,0.317650899702181,1,"NoChange"
"772114","AGPAT2",1.34048219234508,0.317698216043161,1,"NoChange"
"415974","ACAD9",1.34038107267383,0.317720710227311,1,"NoChange"
"374266","XIRP1",-1.33991506002738,0.317952411621097,1,"NoChange"
"419324","RAE1",1.33931830028386,0.318189926710889,1,"NoChange"
"424275","STEAP3",1.33931535451058,0.318189926710889,1,"NoChange"
"424142","ATP5G3",1.33873969491029,0.318484799567907,1,"NoChange"
"396281","PTHLH",1.33856050203583,0.318538013781872,1,"NoChange"
"420724","CLASP2",-1.33852324691936,0.318538013781872,1,"NoChange"
"107055388","LOC107055388",1.33835294791332,0.318596051490168,1,"NoChange"
"418003","ST13P5",-1.33829841987909,0.318596051490168,1,"NoChange"
"427772","ARRDC1",-1.33823556854319,0.31859661637652,1,"NoChange"
"415922","GBP4L",-1.33815745857133,0.318605945307297,1,"NoChange"
"396418","CAPZB",-1.33795079216554,0.318689097392663,1,"NoChange"
"426940","BG1",1.33765217678114,0.318815194968175,1,"NoChange"
"421960","SDC1",1.33756524372519,0.318815194968175,1,"NoChange"
"427324","ATP6AP1L",-1.337002806361,0.319091571438074,1,"NoChange"
"426585","KANSL3",1.33668527738894,0.319196432549025,1,"NoChange"
"423980","PMS1",1.33663481189662,0.319196432549025,1,"NoChange"
"416787","RANBP1",1.33623141419004,0.319392808816328,1,"NoChange"
"421284","TMEM17",1.33574159631342,0.319618799116471,1,"NoChange"
"426335","QDPR",-1.33571482929145,0.319618799116471,1,"NoChange"
"430280","HSPB7",-1.335617959321,0.319638946669256,1,"NoChange"
"771410","IGFN1",1.33529549541855,0.319788917548379,1,"NoChange"
"425665","CGN",1.33522586306995,NA,1,"NoChange"
"416157","SLU7",-1.33463989382151,0.320130775577836,1,"NoChange"
"374077","GNA11",-1.33456208025171,0.320139963123946,1,"NoChange"
"419566","RPA2",1.3342545516095,0.320281484694492,1,"NoChange"
"416910","TPST2",-1.33407162334788,0.320351242718508,1,"NoChange"
"417143","RXRA",-1.33365538325843,0.320489158171375,1,"NoChange"
"415680","SF3B3",1.33364674216532,0.320489158171375,1,"NoChange"
"395872","IL8L1",1.33324260601394,0.320686480094275,1,"NoChange"
"418777","TM9SF2",1.33297227140342,0.320806705828005,1,"NoChange"
"769595","WTIP",1.33288731717609,0.320820028156697,1,"NoChange"
"422602","HNRNPD",1.33270128580408,0.320891654177251,1,"NoChange"
"423230","VPS39",1.33254854636308,0.320917733998604,1,"NoChange"
"426666","MRPS21",-1.33253237935816,0.320917733998604,1,"NoChange"
"415301","STRA6",1.33245019952865,NA,1,"NoChange"
"421414","TTC7A",-1.33243215037546,0.320939877958186,1,"NoChange"
"419433","NOC2L",1.33219894747199,0.321021321317599,1,"NoChange"
"419253","TCEA2",-1.33208067243493,0.321021321317599,1,"NoChange"
"425071","HORMAD1",1.33204630639434,0.321021321317599,1,"NoChange"
"415838","ZC3H18",1.33204364643903,0.321021321317599,1,"NoChange"
