baseMean,log2FC,log2FC_shrunken,lfcSE_shrunken,stat,pvalue,padj,Geneid,SYMBOL_display,contrast
40.863310963973,-6.00031454402249,-0.118081363178954,0.234976253604251,-5.63390972725039,1.76169262065169e-08,2.94711601072576e-05,gene-HOXA10-AS,HOXA10-AS,anterior.sacral_vs_sacralized.caudal_by_ENS
362.723722634889,-0.488924023885853,-0.0566736332140494,0.145362671605648,-1.24060275708724,0.214752532944781,0.588700295649608,gene-HOXA1,HOXA1,anterior.sacral_vs_sacralized.caudal_by_ENS
607.148431517776,0.160968214118751,0.023165469690074,0.129819282577214,0.477994221656593,0.632654317760506,0.863392245142579,gene-HOXA2,HOXA2,anterior.sacral_vs_sacralized.caudal_by_ENS
1070.31154800203,0.479210959361001,0.378742003654063,0.17055392868452,3.06212477624487,0.00219771819929393,0.0897404870328323,gene-HOXA3,HOXA3,anterior.sacral_vs_sacralized.caudal_by_ENS
692.821447309334,0.269479227582209,0.0911117015053388,0.141681578776198,1.26886169222098,0.204490397261144,0.580687933075024,gene-HOXA4,HOXA4,anterior.sacral_vs_sacralized.caudal_by_ENS
477.787551559964,0.10671599291297,0.0182028526006806,0.127015485336915,0.347662568627995,0.728093610919175,0.904618412726583,gene-HOXA5,HOXA5,anterior.sacral_vs_sacralized.caudal_by_ENS
177.625629561381,0.278999166805726,0.0762462987931758,0.140391305523431,1.1567872583788,0.247359288818288,0.618336618370935,gene-HOXA6,HOXA6,anterior.sacral_vs_sacralized.caudal_by_ENS
1224.72326165623,0.958893085863519,0.699445339855874,0.381198069792713,3.06337403668949,0.00218856320788426,0.0897404870328323,gene-HOXA7,HOXA7,anterior.sacral_vs_sacralized.caudal_by_ENS
2508.12319209078,0.0731455376586709,0.0183198578022563,0.120764753380861,0.303573172584866,0.761453092740314,0.918041086308113,gene-HOXA9,HOXA9,anterior.sacral_vs_sacralized.caudal_by_ENS
996.804027058147,-0.0475297362068677,-0.0126187661697805,0.118391314163847,-0.208652865721758,0.834719237873126,0.94930216236438,gene-HOXA10,HOXA10,anterior.sacral_vs_sacralized.caudal_by_ENS
925.34439619809,-7.6615617916343,-0.058040263986281,0.157027580558291,-7.32078594925341,2.46522799144371e-13,1.85582363195883e-09,gene-HOXA11,HOXA11,anterior.sacral_vs_sacralized.caudal_by_ENS
86.9214425475908,-10.3520231259923,-0.0434207766413301,0.14825913184765,-6.32481354237326,2.53538543212159e-10,6.36212717767045e-07,gene-HOXA13,HOXA13,anterior.sacral_vs_sacralized.caudal_by_ENS
1369.92549897436,0.476962029478265,0.345714831304039,0.193335315724523,2.75672148428388,0.00583840576247579,0.147818955397294,gene-HOXD3,HOXD3,anterior.sacral_vs_sacralized.caudal_by_ENS
19.5337668097453,0.471376746514685,0.0222963320917464,0.136986020402972,0.764460330694927,0.4445929679688,0.76240264806588,gene-HOXD4,HOXD4,anterior.sacral_vs_sacralized.caudal_by_ENS
1102.28261197613,0.0419751412087631,0.00767360900257503,0.124969898216603,0.142631987590113,0.886580833315879,0.968325065390198,gene-HOXD8,HOXD8,anterior.sacral_vs_sacralized.caudal_by_ENS
574.493468058763,0.58294837768346,0.33355437189743,0.298231680361285,2.47079410545704,0.0134813412864601,0.215243981345645,gene-HOXD9,HOXD9,anterior.sacral_vs_sacralized.caudal_by_ENS
953.893655196875,-2.22802228161313,-0.110828916347368,0.21397724115238,-3.47076396110159,0.000518979979901617,0.0428241944279488,gene-HOXD10,HOXD10,anterior.sacral_vs_sacralized.caudal_by_ENS
577.889532313097,-9.67207388576331,-0.0294624508424485,0.142490560233977,-6.3512119342773,2.13625150857366e-10,6.36212717767045e-07,gene-HOXD11,HOXD11,anterior.sacral_vs_sacralized.caudal_by_ENS
207.049113003821,-11.5845467217291,-0.028802567661056,0.142277663599912,-6.33706193347587,2.34187873448334e-10,6.36212717767045e-07,gene-HOXD12,HOXD12,anterior.sacral_vs_sacralized.caudal_by_ENS
116.993008706937,-7.41836427855773,-0.0282209178301558,0.142069117511828,-4.84133114411615,1.28972241889908e-06,0.000606814398092019,gene-HOXD13,HOXD13,anterior.sacral_vs_sacralized.caudal_by_ENS
362.819017992474,0.863779949027741,0.604529589950469,0.366383541686986,2.93644790839515,0.00331994573943053,0.11386128258056,gene-HOXB8,HOXB8,anterior.sacral_vs_sacralized.caudal_by_ENS
35.1055152453252,0.533864548897294,0.0300954029880209,0.138500232948956,0.939563940730995,0.347441279888136,0.696640819016617,gene-HOXB7,HOXB7,anterior.sacral_vs_sacralized.caudal_by_ENS
2524.91405008108,0.640317716178529,0.509140284723427,0.218632017664991,3.26338865259596,0.00110088434329923,0.062783767699671,gene-HOXB6,HOXB6,anterior.sacral_vs_sacralized.caudal_by_ENS
1722.78738740599,0.155385359154934,0.0601607374956793,0.119157378686118,0.861093458509613,0.389186571706623,0.725915884986982,gene-HOXB5,HOXB5,anterior.sacral_vs_sacralized.caudal_by_ENS
1635.08646076836,0.78335059405579,0.677422731974987,0.213210369015923,3.95092223224613,7.78506203874281e-05,0.0133195334153763,gene-HOXB3,HOXB3,anterior.sacral_vs_sacralized.caudal_by_ENS
976.827460535372,0.463190407781378,0.223962593742649,0.235976311571181,2.13505769145648,0.0327562979745249,0.301189010541856,gene-HOXB4,HOXB4,anterior.sacral_vs_sacralized.caudal_by_ENS
131.877943640423,0.406008951125031,0.0520857862003248,0.141690498167364,1.09479498715573,0.273606463070465,0.640357361726866,gene-HOXB2,HOXB2,anterior.sacral_vs_sacralized.caudal_by_ENS
370.051832921262,-1.00631999374273,-0.204863876476531,0.454030600667165,-2.57822966539409,0.00993079699451778,0.187601103575232,gene-HOXB1,HOXB1,anterior.sacral_vs_sacralized.caudal_by_ENS
