"ENTREZID","gene_label","Avg_LogFC","Avg_Padj","N_Records","Direction"
"396545","EIF5A2",5.79939351770189,9.36214873236168e-08,1,"Up"
"448832","MCAM",-5.7977415309601,9.44355817066283e-08,1,"Down"
"396483","TIMP3",-5.79673113141873,9.48930888682394e-08,1,"Down"
"420121","KLHL26",-5.79387870214486,9.64051587943857e-08,1,"Down"
"415369","USP3",5.79122884538214,9.78226122271641e-08,1,"Up"
"396542","RFC2",5.78433273816406,1.01800244999655e-07,1,"Up"
"421703","EPB41L2",-5.78081518243855,1.03829000261486e-07,1,"Down"
"416804","PIWIL1",5.78039201982493,NA,1,"Up"
"373951","S100A6",-5.77533717074771,1.07137521134508e-07,1,"Down"
"418115","DENND2A",-5.77435258850262,1.07638594046177e-07,1,"Down"
"776097","FBXO39",5.7727186459662,1.08559789537242e-07,1,"Up"
"430019","HTR6",-5.77221655478241,1.08755608152239e-07,1,"Down"
"422774","YIPF7",-5.77188282366825,1.08843074884023e-07,1,"Down"
"768603","FAM53B",-5.76831968275737,1.11038400466718e-07,1,"Down"
"421612","FBXO30",-5.76683613965677,1.11888385752954e-07,1,"Down"
"395527","CD9",-5.7662614040997,1.12138807342749e-07,1,"Down"
"423068","SOX6",5.76320034426325,1.14058902552824e-07,1,"Up"
"374165","FABP4",-5.75363877602819,1.2056355112203e-07,1,"Down"
"396178","HOXD12",-5.74999857213238,1.23044402009235e-07,1,"Down"
"100858230","SLC6A13",5.74937307767366,1.23356330517694e-07,1,"Up"
"429087","FAM69A",5.7439168842768,1.27251433676398e-07,1,"Up"
"420957","TMEM245",-5.73655591865904,1.32750048557439e-07,1,"Down"
"428797","SORCS2",-5.7354653154639,1.33451790437767e-07,1,"Down"
"418085","GLT8D2",-5.73352329044619,1.34832780589067e-07,1,"Down"
"768809","UST",-5.73119301543461,1.36539974395359e-07,1,"Down"
"424028","UGT1A1",5.72864970776421,NA,1,"Up"
"428863","C1QTNF4",5.72790219280115,1.39053212817926e-07,1,"Up"
"421335","AIDA",-5.72744361873421,1.39136572845318e-07,1,"Down"
"395707","ATP2A3",-5.72740768243449,1.39136572845318e-07,1,"Down"
"422902","SLBP",5.72529284850407,1.40718365678587e-07,1,"Up"
"416261","MFAP3",5.72362736779241,1.41941614981423e-07,1,"Up"
"395939","DIO3",-5.71561633395854,1.48622409361714e-07,1,"Down"
"416724","SEC23B",5.71317509491454,1.50597702434257e-07,1,"Up"
"421914","PXDN",-5.71020293997257,1.37176766015247e-05,4,"Down"
"373900","UGP2",5.70750334561322,1.55522371838513e-07,1,"Up"
"378791","RTN1",-5.70333380440466,1.5919364892274e-07,1,"Down"
"420952","FHOD3",-5.70284091681603,1.59407002353486e-07,1,"Down"
"424507","CDC7",-5.70271480192138,1.59407002353486e-07,1,"Down"
"771180","TRIM35",-5.70158450659611,1.60284211220715e-07,1,"Down"
"771476","LMOD1",-5.70007949494252,1.61520920779376e-07,1,"Down"
"423031","MICAL2",-5.698646934495,1.62697880828648e-07,1,"Down"
"424741","EFHD1",5.69791686690446,1.63209629758481e-07,1,"Up"
"373983","BRCA1",5.69436823956575,1.66271458464671e-07,1,"Up"
"395545","FRZB",5.69435778556549,1.66271458464671e-07,1,"Up"
"420757","ITGA9",-5.69373381337234,1.66690923698695e-07,1,"Down"
"422829","FBXL5",5.68396357344657,1.76304358811533e-07,1,"Up"
"417798","TMEM117",5.6827820623426,1.77325850683674e-07,1,"Up"
"421222","MALL",-5.68169389877892,1.78255909767175e-07,1,"Down"
"421682","PERPB",-5.67654917843519,NA,1,"Down"
"424315","TNFAIP6",-5.67567804502627,1.84426780555381e-07,1,"Down"
"422264","PCDH11X",5.67487959753138,1.84951444036445e-07,1,"Up"
"418476","JAM2",-5.67480492427992,1.84951444036445e-07,1,"Down"
"373919","RUNX2",5.67317085712285,1.8651456900007e-07,1,"Up"
"416776","CDC45",5.67086524123455,1.88829507482203e-07,1,"Up"
"420122","TMEM59L",-5.66950904757694,1.90116132757106e-07,1,"Down"
"416468","SNX8",-5.66888111062882,1.90599721611043e-07,1,"Down"
"416801","MMP17",-5.66363962294467,1.9629663797256e-07,1,"Down"
"424607","TSPAN1",5.66324352505843,NA,1,"Up"
"425014","IFT80",-5.65743965781376,2.03290521476233e-07,1,"Down"
"100858849","RAB34",-5.65678413658579,2.03839631912592e-07,1,"Down"
"63549479","ND1",5.65655459884283,2.03883990558196e-07,1,"Up"
"769039","HES1",-5.65569151791059,2.04682333075015e-07,1,"Down"
"378796","CAV3",-5.65462288554778,2.0572996002206e-07,1,"Down"
"101748950","SHANK3",-5.64656598463925,2.15362631732806e-07,1,"Down"
"395508","TCF7L2",5.64597858666792,2.15858697285527e-07,1,"Up"
"415830","JPH3",-5.64343200496765,2.18833730416527e-07,1,"Down"
"419914","TSPO2",5.63850025842213,2.24942924744837e-07,1,"Up"
"776013","PELI2",5.63661401171683,2.27167192043394e-07,1,"Up"
"425204","GTSE1",5.63384843377134,2.30586376159067e-07,1,"Up"
"415821","ZDHHC7",5.62544025313335,2.41837021556362e-07,1,"Up"
"101751376","FAM181B",-5.62514493354205,2.41983150157703e-07,1,"Down"
"421692","PDE7B",-5.62167853103988,2.46617364266986e-07,1,"Down"
"428635","SNAP91",5.61269552386943,2.5948628381585e-07,1,"Up"
"419557","FABP3",-5.61179266160542,2.60556510593987e-07,1,"Down"
"419076","HPX",-5.61065583458416,2.6198525731218e-07,1,"Down"
"100858707","CPXM1",-5.60652624226146,2.68015356257161e-07,1,"Down"
"422561","GALNT7",-5.60582428171597,2.68808268009521e-07,1,"Down"
"427988","TMPRSS3",5.60292169237619,2.73050426302163e-07,1,"Up"
"417919","ELK3",-5.59853657720014,2.79739489518305e-07,1,"Down"
"420617","IGF2BP3",5.59201786182371,2.90132358280198e-07,1,"Up"
"420266","DPYS",5.59198852697115,NA,1,"Up"
"421156","TMEM183A",5.58963518961739,2.93664390352448e-07,1,"Up"
"430410","VAT1L",5.58953707989056,2.93664390352448e-07,1,"Up"
"423232","GANC",5.58689511171091,2.97839761880744e-07,1,"Up"
"418962","ARHGAP20",-5.58531481676325,0.0636309953302505,4,"Down"
"771715","CD2AP",-5.5846534533805,3.0137787507819e-07,1,"Down"
"426884","RACGAP1",5.58331795674461,3.03371517573963e-07,1,"Up"
"422369","SEPTIN6",-5.58291210996848,3.03451609733831e-07,1,"Down"
"769118","GABARAPL1",-5.5828937297236,3.03451609733831e-07,1,"Down"
"419155","CBFA2T2",-5.58051427547323,3.07298538796381e-07,1,"Down"
"424354","ASPM",5.58006819909111,3.07753531252582e-07,1,"Up"
"425542","DDOST",5.57377609666907,3.18738494026807e-07,1,"Up"
"769528","GRAMD1B",5.57129914525553,3.22954256050349e-07,1,"Up"
"769298","BORA",5.57046327374387,3.24156754912362e-07,1,"Up"
"772125","AMPD1",-5.56900392104618,3.26530141634154e-07,1,"Down"
"422792","UGDH",5.55596418380332,3.5149269333316e-07,1,"Up"
"395213","RARA",-5.55214371513344,3.58876747394539e-07,1,"Down"
"418357","CLDND1",-5.55054061151592,3.6140457754299e-07,1,"Down"
"770560","ZNF703",-5.54805332485512,3.6595114165802e-07,1,"Down"
"374020","FECH",5.54797911004771,3.6595114165802e-07,1,"Up"
"395645","RGS17",-5.54475834769718,3.72351731283882e-07,1,"Down"
"771706","CFAP97D1",-5.54098113539736,3.80066885395375e-07,1,"Down"
"424738","SLC35G2",-5.54078162905819,3.80093233126481e-07,1,"Down"
"416172","SPDL1",5.53846874126939,3.84734725493375e-07,1,"Up"
"395161","OAF",-5.53790810394557,3.85556092205318e-07,1,"Down"
"422193","DRP2",-5.53613951200823,3.89052422709859e-07,1,"Down"
"422076","AATK",-5.53480751299317,3.91603097867818e-07,1,"Down"
"374178","TIMP2",-5.53222337778815,3.96995253323104e-07,1,"Down"
"395385","CD40",-5.53118518334573,3.98928055741217e-07,1,"Down"
