#NAME,C14S1_experimental_1,C16F_controlF_3,C17F_controlF_4,C18S2_experimental_2,C1P_controlP_1,C20S1_experimental_3,C20S3_experimental_4,C2F_controlF_1,C2P_controlP_2,C3F_controlF_2,C4P_controlP_3,C9P_controlP_4
#CLASS:Group,Exp,ConF,ConF,Exp,ConP,Exp,Exp,ConF,ConP,ConF,ConP,ConP
421138,9,46,43,55,27,29,24,24,38,22,45,21
420606,1002,22,15,27,12,28,39,33,12,14,17,18
421144,1941,563,629,1711,453,1188,939,485,805,313,712,499
771074,278,39,66,64,3,19,18,14,6,34,20,10
776034,0,2,0,0,0,0,0,0,0,0,0,0
420603,38,49,45,55,25,65,48,43,49,31,30,58
420561,598,4887,5703,1017,399,661,484,2069,775,3416,670,514
421145,1815,1528,1836,2314,1160,1347,1460,1224,1668,1628,1638,1426
771999,13,187,150,38,82,26,12,143,66,122,67,56
429406,546,608,715,742,195,451,423,401,379,616,554,425
420562,505,327,572,353,92,197,127,216,188,372,279,209
395222,1210,1000,1215,1509,697,899,945,776,1082,1095,1117,929
420563,492,410,468,680,103,498,396,312,187,294,227,277
395718,6,204,239,4,53,7,7,45,41,165,52,80
396225,403,1107,2212,745,508,517,300,352,628,1155,899,637
772177,67,0,1,1,0,0,3,0,0,0,1,0
420560,558,932,829,1039,363,603,553,379,527,508,482,368
428425,31,139,503,42,76,51,49,240,128,333,113,84
420192,1292,897,1165,1519,353,1115,939,698,579,1019,716,835
107055859,0,0,0,0,0,0,0,0,0,0,0,0
425647,0,0,0,0,0,0,0,0,0,0,0,0
420193,9,25,44,15,7,26,12,22,17,57,5,17
107050168,1,0,0,1,1,0,0,0,0,0,1,0
396243,73554,252597,716086,261205,378294,117890,70056,589173,571280,538494,392368,196588
396095,7,1317,16,1,11,44,157,19,1,7,0,0
428365,217,243,257,624,359,323,219,523,545,226,422,324
420573,0,0,0,0,0,0,0,0,0,1,0,0
420200,135,158,200,129,49,111,117,117,75,101,119,105
420565,1125,816,1134,1582,338,962,941,765,643,792,791,1021
420574,603,689,1021,1158,541,1252,989,922,973,1029,821,887
396333,185,437,108,88,148,91,50,58,129,364,128,130
420575,1447,1038,1283,839,481,627,472,700,649,952,590,606
420201,720,185,208,183,90,148,96,118,148,127,144,102
420202,178,201,280,229,73,114,135,118,112,179,135,123
769604,802,975,1981,826,130,592,480,688,258,1106,353,316
421132,2366,394,764,2824,650,2194,2370,728,967,716,1692,1955
421134,490,399,1013,906,563,807,591,563,548,573,718,533
420567,948,1069,1715,882,324,721,601,684,521,959,693,603
420571,181,241,184,238,118,188,181,131,207,114,241,166
421135,99,257,300,157,26,139,136,110,98,216,155,101
414834,14,0,0,0,0,0,0,0,0,0,0,0
420191,65,72,20,32,13,84,82,28,29,2,13,39
374241,4972,660,672,3939,1079,5172,4299,1039,2370,440,2289,3226
420182,3468,5119,5919,5452,5010,4025,3276,3755,6315,3752,5621,3805
420183,279,297,357,383,186,323,236,378,234,247,237,214
420598,1722,1373,1692,2252,593,1404,1331,842,916,1194,1088,1258
395369,7232,1132,3019,7972,1259,5355,4225,1556,1633,1414,3773,2815
428364,1711,12,12,11,0,5,8,3,2,20,7,8
428427,2101,731,1063,1868,903,1178,1106,1055,1447,1027,1529,1480
420604,51,7,1,0,3,0,0,1,1,3,6,1
420184,1349,1207,1506,1328,651,1003,921,743,906,954,1039,713
395904,5087,4226,8197,6703,3129,4768,4987,4644,4709,6201,6774,4956
420174,17,124,28,72,63,14,18,29,33,69,46,69
100858709,1,0,0,1,0,1,1,0,2,0,1,6
420599,952,926,1219,1520,548,853,890,871,782,985,989,817
420176,3050,1120,1893,3415,2018,2367,2300,1430,2614,1212,2611,2248
395470,1375,1404,2190,606,179,283,246,933,316,1123,376,427
378918,4375,1658,3020,5513,1558,4125,3863,1947,2238,1791,2872,2704
420178,633,280,298,369,80,215,185,194,135,221,177,122
395491,103,160,315,176,99,148,97,220,200,175,231,206
420607,448,380,579,601,271,531,434,310,499,441,616,376
420185,362,377,395,532,74,338,261,183,143,280,208,225
428363,14,0,0,0,0,0,0,0,0,0,0,0
420583,499,476,699,675,296,457,425,371,393,481,459,390
420187,440,433,446,628,157,345,325,276,305,361,323,221
420188,487,212,303,415,84,318,261,153,159,218,169,191
420189,7,61,54,115,14,83,73,29,60,29,37,48
768430,0,0,0,0,0,0,0,0,0,0,0,0
396238,1914,898,1317,1302,453,969,897,808,803,1102,1074,925
421141,0,9,0,0,0,0,6,0,0,0,0,0
421060,158,61,71,311,102,227,200,109,233,53,207,161
428533,0,0,0,1,0,0,0,0,0,0,0,0
420585,35,282,405,62,58,46,25,157,79,191,203,117
420576,4,1737,1804,76,81,24,22,563,86,1526,157,176
420577,607,496,687,860,377,522,496,436,640,443,567,511
421061,3622,4336,7501,7888,2784,4821,4039,4044,5411,2878,5299,4846
420578,204,129,179,244,43,124,135,125,87,159,110,139
421142,3408,2220,2869,3651,1154,2566,2281,2075,1636,2644,2647,2928
107052569,198,190,201,292,47,176,142,131,159,173,184,215
421113,10,4,2,22,0,4,4,0,1,0,5,4
421131,3,39,46,2,49,1,3,3,10,13,11,29
770709,46,93,85,124,55,92,61,43,75,54,101,47
420580,777,1133,1916,1646,482,816,773,988,744,1697,731,803
420581,165,153,237,90,43,67,52,110,48,108,55,47
421130,748,449,553,450,117,331,327,288,173,401,274,240
428538,0,0,0,0,0,0,0,0,0,0,0,0
107049082,22,67,43,25,12,12,11,26,23,16,18,17
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,6,3,1,2,1,2,3,3,2,1,5
420589,312,787,1030,753,174,442,484,364,291,617,518,570
408251,0,4,1,0,1,2,0,3,1,0,0,1
429484,165,237,335,607,191,370,441,153,336,163,462,206
421096,303,269,369,318,76,165,114,201,144,116,141,129
425199,252,270,327,421,151,218,181,173,282,212,287,211
428358,0,0,0,0,0,0,0,0,0,0,0,0
395748,601,347,1017,979,127,527,638,471,234,478,285,268
421097,14,0,3,8,1,3,11,6,3,2,8,3
NA,8,3,1,29,5,4,7,13,14,0,8,12
420167,1235,694,1059,1498,577,1073,1035,671,929,496,821,780
430990,2607,3798,4043,3865,4034,2878,2400,3646,5661,3104,5645,2880
421116,1207,1389,1688,1719,763,1113,1108,919,1173,1020,1099,1025
421117,1,1,1,7,0,0,1,0,1,0,0,0
772367,3,195,94,4,3,10,27,50,16,46,16,20
421114,1224,1402,1636,2078,384,1341,1280,588,718,828,1107,1318
772374,18,52,35,6,2,1,0,31,14,6,2,15
420166,0,142,10,2,205,1,0,5,33,94,29,65
428360,110,33,87,151,22,46,61,44,38,24,77,45
421115,113,49,30,384,271,302,235,203,309,37,345,268
404297,0,0,11,0,4,0,0,0,1,4,0,0
420533,537,627,783,556,240,372,346,338,432,418,422,346
421071,462,245,259,258,128,217,187,110,165,174,215,118
429524,14,5,1,38,5,3,4,0,1,4,0,3
420168,0,1,0,1,0,0,0,0,0,0,0,0
426579,421,282,284,428,168,293,327,169,275,209,269,309
414335,184,355,417,572,477,547,438,541,785,374,849,640
420169,335,337,495,534,206,344,321,304,352,356,493,353
420170,2457,1736,2297,2912,1455,1755,1589,1433,1905,1594,1826,1780
493647,359,344,610,407,114,275,306,248,304,435,344,263
768914,768,568,839,968,224,412,428,486,290,757,389,227
395712,630,350,242,221,48,127,79,204,99,180,89,87
420171,62,29,82,2,4,6,1,26,3,26,54,6
420505,213,286,315,27,15,22,11,74,36,201,32,25
420535,52,307,245,88,30,51,48,87,69,131,62,59
107052623,0,1,0,0,0,0,0,0,0,0,0,0
420503,9,14,16,0,1,4,2,8,5,3,11,6
772037,0,0,0,0,0,0,2,0,0,0,0,0
420536,257,206,228,478,157,373,365,156,271,197,390,263
420172,253,1254,1539,317,156,251,160,690,188,1132,263,223
420537,52,178,96,45,42,51,34,55,56,102,215,109
421073,702,540,699,619,321,445,459,370,459,451,583,426
768864,21,62,20,28,4,32,17,42,13,18,22,18
374137,30,1059,1598,55,116,48,25,522,103,1285,225,179
428527,40,89,1,1,0,1,0,3,5,0,0,3
NA,1,2,1,0,0,0,0,0,0,1,1,2
420504,612,1001,1213,1642,591,1083,1064,684,1214,751,1184,904
420461,0,0,2,21,4,11,3,9,10,1,9,9
420519,5172,31042,40781,7708,8543,5488,4308,17587,13821,32761,11380,7333
428528,3,12,0,1,0,0,0,0,0,0,0,5
426312,330,1793,2369,513,255,350,279,1366,442,2372,449,695
420591,186,220,276,288,66,175,193,128,93,84,133,121
428529,112,47,9,5,4,10,6,3,5,3,6,1
770339,157,161,187,178,46,133,94,130,98,133,85,77
112531842,0,0,0,0,0,0,0,0,0,0,0,0
420520,310,461,665,536,172,347,276,310,329,327,307,289
420592,6,5,4,10,2,4,4,0,4,0,6,1
421092,137,243,129,360,70,212,171,137,129,92,183,150
420474,584,502,728,894,231,628,560,340,474,456,543,501
378800,7,11,7,5,2,6,0,6,0,6,2,2
421093,7,4,8,7,6,5,3,3,6,0,14,3
420593,404,379,535,404,195,286,261,327,289,341,320,279
421095,1651,1128,1356,1783,718,1232,1024,727,1196,810,1088,837
770339,1133,615,696,1059,623,590,606,617,1216,451,1029,671
420595,320,310,115,155,20,85,45,64,72,110,47,33
420465,10,16,20,16,8,9,7,14,10,31,5,2
426199,553,241,274,534,301,322,264,316,331,195,355,316
NA,341,148,259,281,232,283,201,204,441,197,364,352
420596,54,0,0,0,0,0,0,0,0,0,0,0
428366,1442,804,1463,1236,364,725,739,793,566,1074,690,805
101751416,4,4,0,2,0,2,3,0,0,1,2,3
420597,3,4,3,2,1,0,0,1,0,3,0,5
428412,505,396,601,623,189,371,337,283,327,314,391,353
395646,0,12,7,6,0,0,1,2,4,1,2,0
378903,339,1023,940,747,201,423,328,375,407,452,308,415
421119,370,303,468,569,136,421,332,255,187,233,284,248
373907,1112,1444,1536,726,235,578,466,561,565,1254,449,405
420538,520,664,828,757,309,428,357,493,452,794,512,453
770321,1230,760,913,859,135,562,460,343,289,587,372,348
420194,1237,643,1171,794,457,481,549,532,753,900,746,526
772063,14,80,100,132,100,89,72,144,251,16,228,34
421121,183,172,215,252,106,144,152,113,145,184,196,224
428534,8,17,35,10,3,2,1,23,5,13,0,1
420539,31,15,8,20,16,20,18,4,7,9,23,13
420467,760,829,923,1283,303,882,790,464,585,762,660,775
420540,2013,758,1556,2477,521,2089,1965,1089,943,545,961,1909
121109895,0,0,10,1,0,0,0,2,5,0,0,1
420195,430,345,385,356,183,271,240,191,326,225,232,197
420523,17934,172,157,89,53,74,55,81,49,146,75,47
NA,0,0,0,0,1,0,0,0,0,0,0,0
421123,2,48,44,8,0,9,4,21,3,14,6,3
420524,615,783,976,718,231,645,588,392,426,629,391,417
107051826,0,0,0,0,0,0,0,0,0,0,2,0
420541,3341,1364,2106,3121,526,3636,3423,1229,1096,781,1421,2025
NA,0,0,0,0,0,0,0,0,0,0,0,0
100858171,25,244,323,44,34,26,34,115,35,181,31,25
421125,30,39,17,49,21,72,65,21,52,19,28,23
420526,345,368,344,978,152,564,568,196,297,194,357,404
107052739,83,59,108,61,52,50,44,103,55,86,45,77
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,1,0,0,0,0,2,0,0,0,0
NA,1,0,2,0,0,0,0,0,0,0,0,1
NA,0,0,0,0,0,0,0,0,0,0,0,0
420542,319,74,182,433,113,233,200,165,139,52,145,179
421126,250,241,263,318,234,212,217,225,367,381,405,416
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,1,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,1,0
107052576,0,0,0,5,1,3,10,0,1,0,0,1
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,1,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
420544,254,154,209,252,93,204,145,140,141,196,181,159
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,3,16,3,6,0,9,1,6,0,7,1,2
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,4,1,0,0,1,2,3,5,5,0,0,0
NA,0,0,1,0,0,1,0,2,0,0,0,0
NA,52,22,18,58,29,53,64,20,34,29,43,35
420483,1905,1624,1993,2337,318,1505,1199,925,509,1689,940,1050
NA,0,0,0,0,0,0,0,0,0,0,1,0
NA,0,0,0,0,0,1,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,2,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,1,5,0,1,0,0,6,7,0,1,6
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
420502,372,684,895,547,394,354,285,630,768,486,566,503
NA,0,0,0,0,0,0,1,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,2,0,0,0,0,0,0,0,0
NA,0,0,2,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,2,1,0,0,0,0
NA,0,0,0,0,3,0,0,0,0,0,2,0
771966,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,21,6,2,1,4,5,17,4,7,8,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
771872,550,377,558,666,288,402,350,390,499,387,474,403
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,13,1,0,0,0,0,1,0,1,2,0
NA,0,0,0,0,0,0,0,0,0,0,1,0
NA,0,0,3,0,0,0,0,0,0,0,0,0
NA,9,111,115,19,19,30,32,148,32,192,42,44
421127,208,529,527,1033,623,744,679,277,1071,285,935,536
NA,1,6,4,2,0,0,0,2,0,3,0,0
420525,1252,86,127,217,85,89,127,55,118,85,168,119
NA,16,100,32,59,35,18,5,14,19,32,21,26
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,3,0,0,0,0,0,0,0,0,0,0,0
NA,0,9,8,0,6,0,0,3,1,10,3,6
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,1,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
420546,764,649,973,892,425,572,521,464,594,451,618,566
NA,0,0,0,3,2,0,0,0,0,0,0,1
430761,21,16,11,37,7,30,18,2,13,4,24,13
NA,7,1,11,8,0,4,2,3,0,5,0,0
421074,596,420,536,703,278,460,469,272,516,488,513,506
NA,0,31,0,0,18,0,1,0,8,10,2,12
374062,2008,2090,4509,2268,1029,1450,1471,3011,1784,2895,1650,1937
NA,79,18,8,55,26,38,47,49,49,11,41,41
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,11,0,0,15,2,8,7,2,1,0,2,15
NA,0,0,0,0,0,0,0,3,0,0,0,0
421075,476,588,632,644,532,511,496,411,822,454,655,465
NA,2,2,2,11,12,46,2,23,11,55,118,1
NA,0,0,0,1,0,0,0,0,0,0,0,0
NA,2,2,9,0,0,2,3,0,1,1,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,1,0,0,0,1,0,1,0,3,0,0
NA,0,0,0,0,0,0,0,0,0,1,0,0
NA,4,4,6,33,7,10,24,7,9,10,18,18
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,1,0,0,0,0,4,2,0,0,1,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,1,0,0,0,0,0,0,0,0,0
NA,1,2,0,1,0,0,0,0,0,0,3,0
NA,1,1,1,0,0,0,0,1,2,0,0,0
NA,4,0,1,0,0,0,0,0,1,2,3,1
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,274,319,712,277,56,163,161,318,112,592,186,174
NA,7,14,21,11,0,2,6,2,3,28,1,5
395695,5093,4353,5881,6063,2500,4332,4054,4122,3702,5064,5128,4352
NA,0,0,0,1,0,0,0,0,0,0,1,0
NA,10,60,56,30,26,23,15,18,44,43,20,23
NA,2,6,6,0,0,0,0,5,0,1,0,4
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,2,0,1,0,1,0,0,0
396029,994,2665,4241,2198,948,1473,1331,1407,1650,2864,1749,1395
NA,146,44,81,66,12,60,57,38,49,62,47,48
NA,42,32,48,45,13,24,37,23,16,31,15,16
NA,0,0,5,0,4,0,0,0,0,2,0,0
421076,1074,788,1278,1811,947,1219,997,1118,1460,808,1056,931
NA,301,398,892,203,151,185,218,367,206,409,175,224
NA,0,0,6,1,2,0,0,1,5,0,8,3
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,2,1,2,0,0,1,0,3,0,0,0
NA,24,1,0,1,5,0,0,0,2,0,7,0
420548,9,5,1,0,0,10,2,1,0,0,1,1
420549,1477,1199,1804,2039,463,1299,1320,1209,613,1198,782,880
NA,0,0,0,0,0,0,0,0,0,0,0,0
420550,1814,1825,2405,1517,723,1295,1035,1554,1178,1696,1343,987
NA,0,0,2,2,2,3,1,0,1,2,2,0
420551,227,140,213,376,50,232,202,169,118,120,173,173
428523,5,338,388,15,26,7,12,93,30,146,16,6
NA,5,16,8,26,7,12,15,6,15,8,14,16
NA,2,0,0,6,0,1,3,2,0,0,1,0
121110134,1,0,1,0,0,0,0,0,0,0,0,0
NA,2,3,4,2,2,0,3,4,3,0,1,2
420553,3924,99,185,6886,441,3633,3665,124,509,105,850,2024
NA,1,2,3,1,0,0,0,2,2,0,0,5
420475,2054,6241,5383,2848,4617,2088,1880,3020,4015,5784,4047,3562
NA,18,42,73,49,27,23,25,29,31,49,47,14
NA,0,0,0,0,0,0,0,0,0,0,0,0
107052736,0,2,0,2,6,1,1,0,2,4,3,3
NA,3,1,4,2,0,3,0,3,1,3,0,0
NA,0,0,0,0,0,0,0,0,0,0,4,0
420554,550,295,330,722,308,438,425,268,375,232,363,284
NA,3,5,0,8,4,2,2,0,7,4,5,4
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,101,0,0,0,0,1,0,0,1,0,0,0
420476,1026,2598,3938,1727,1156,1133,1110,2131,1754,2891,1758,1085
428524,163,876,1210,301,272,214,180,428,336,1075,474,233
420555,113,142,147,239,76,130,83,96,150,66,142,89
NA,36,88,68,371,113,215,243,84,267,29,212,158
420478,1183,646,885,1320,471,1008,912,546,671,722,1025,931
NA,64,70,111,125,62,88,60,104,89,72,94,62
NA,0,0,2,0,0,0,0,0,0,0,0,0
420556,114,65,111,184,27,82,56,56,71,60,80,64
NA,2,6,5,5,2,1,2,1,7,2,3,2
420479,43,69,88,81,49,72,46,22,77,54,60,47
NA,0,2,0,0,0,0,0,0,0,0,0,0
420557,1279,674,859,1937,346,1098,1109,567,557,748,932,783
NA,8,10,1,0,1,1,1,1,4,15,1,0
NA,268,91,93,317,99,161,168,164,135,114,212,165
100859400,350,651,15,188,70,170,194,76,65,27,46,56
NA,13,0,0,6,0,1,3,0,5,0,0,0
NA,1,9,14,0,2,4,0,9,4,21,1,1
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,1,0,0
420558,1997,1123,1794,1836,1073,1342,1330,1227,1949,1430,2018,1846
NA,0,0,0,1,0,0,1,1,0,0,0,0
NA,0,0,0,2,0,1,0,0,1,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,2,0
420559,82,165,85,1392,83,426,391,51,216,113,236,287
NA,2,0,2,1,0,1,0,0,2,0,1,1
428429,0,0,0,0,0,0,0,0,0,0,1,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,3,1,0,0,0,0,0,0,0,0,4
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
421062,381,285,384,492,265,481,429,303,341,270,429,420
NA,1,52,76,2,12,0,0,12,3,33,18,0
NA,1,1,1,9,0,3,0,3,9,0,2,1
NA,2,17,42,0,0,0,0,22,0,32,9,0
NA,4,1,0,0,0,0,0,0,1,10,1,0
NA,0,1,2,0,1,0,0,0,1,3,1,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
421063,675,518,560,906,381,625,515,412,574,636,633,635
NA,16,11,20,22,3,3,1,3,11,10,12,26
NA,0,0,1,0,0,0,0,0,0,0,0,0
100859434,366,299,333,395,170,317,283,333,286,325,294,188
NA,437,455,744,721,161,441,528,435,302,535,483,508
NA,0,0,0,0,1,0,1,1,0,0,0,1
NA,1,2,13,17,9,8,11,14,11,10,4,4
NA,0,3,6,0,0,0,0,0,0,5,0,0
NA,0,0,0,0,0,0,1,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,124,95,120,98,39,94,52,95,74,125,77,166
373970,1164,1820,2581,1853,677,1158,1151,1085,1201,1866,1629,1413
NA,5,22,53,1,12,2,0,56,3,28,15,5
NA,0,2,0,0,0,0,0,3,0,2,0,0
NA,0,1,2,2,0,0,0,1,1,0,0,0
NA,0,0,0,2,0,1,0,1,0,0,6,0
NA,12,91,87,23,12,38,21,105,34,129,211,49
NA,0,0,3,11,0,3,2,0,2,2,0,0
NA,1,1,0,3,0,2,1,1,3,2,0,15
NA,0,0,0,0,0,0,2,4,1,0,1,1
NA,0,0,0,0,1,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,1,1,1,1,2,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,0,0,1,0,0,1,0,2,0,1,0
420498,3,11,21,16,4,8,9,9,0,12,6,2
NA,0,0,1,0,0,0,0,0,0,0,1,0
NA,1,3,0,1,0,0,1,0,4,5,3,0
NA,0,1,7,0,1,1,0,5,3,11,21,4
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,0,4,0,2,3,0,0,0,0,0
NA,0,1,0,0,0,0,0,0,2,0,0,0
NA,0,0,0,0,0,2,1,1,2,4,0,0
NA,0,24,23,0,1,0,0,8,2,14,0,0
NA,0,0,0,2,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
421064,183,892,1082,259,188,101,60,393,312,658,263,197
NA,4,7,7,6,5,0,10,1,2,1,1,6
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,2,0
NA,0,1,1,0,0,0,0,0,0,0,0,0
NA,0,11,13,0,0,0,4,4,0,1,0,2
421067,434,417,553,556,283,349,290,373,513,464,496,405
NA,3,0,8,4,0,1,1,12,5,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,29,10,21,3,0,3,2,5,0,4,1,1
NA,3,0,0,0,0,0,0,1,0,0,2,0
NA,0,9,9,3,3,0,1,5,1,8,1,11
NA,0,1,1,0,0,0,1,2,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,1,0,0,0,0
NA,1,3,5,1,2,2,3,3,3,0,3,6
NA,33,0,2,0,0,3,2,2,1,1,0,0
NA,0,3,9,2,0,0,0,0,0,1,0,2
NA,0,1,4,0,0,0,0,0,0,0,0,0
421068,102,67,31,15,3,10,6,6,10,15,8,2
NA,13,7,36,12,4,2,1,7,11,13,14,0
NA,26,0,0,0,0,4,0,0,0,2,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,4,0,0,5,1,0,0,0,0,0,2,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
420499,389,551,771,521,131,328,245,311,203,448,295,293
421069,1295,1160,2081,1689,1018,1265,1109,1479,1670,1982,1791,1720
NA,4,10,26,12,4,5,4,21,2,22,3,9
NA,5,0,0,0,0,0,0,0,0,1,0,0
NA,0,0,1,0,0,0,0,0,0,0,0,0
NA,1,0,1,3,0,8,0,0,0,11,3,2
396390,20,84,141,8,9,1,7,30,5,91,5,4
NA,0,0,3,1,0,0,2,0,6,3,0,3
NA,0,4,0,0,0,0,0,0,0,0,0,0
NA,3,0,0,11,2,0,1,1,3,0,0,0
102465315,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,1,0,0,0,7,2,1
102465729,0,0,0,0,0,0,0,0,0,0,0,0
100315711,1,0,1,1,0,2,0,0,2,0,0,0
NA,8,13,20,6,6,1,0,2,6,8,11,17
NA,19,26,36,12,6,0,2,2,15,14,15,24
NA,60,49,104,58,51,32,34,66,34,29,55,68
421077,250,239,384,525,180,349,333,237,417,245,434,279
NA,11,4,7,1,1,4,3,0,3,4,10,7
NA,5,9,24,8,5,9,9,5,5,13,18,9
NA,1,3,14,7,14,9,14,11,10,4,23,12
NA,0,0,4,0,0,0,0,0,0,0,0,0
NA,0,4,15,0,0,0,0,0,0,13,1,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
420199,2313,344,558,2230,360,1874,1962,391,555,432,1365,1331
420500,2431,2948,4361,2347,1154,1608,1437,2082,1505,2727,1733,1473
NA,0,0,5,0,0,0,0,5,2,0,0,7
NA,3,0,2,0,0,0,1,0,0,0,1,0
NA,10,6,10,15,3,7,4,7,12,7,23,4
NA,1,8,16,3,1,0,0,10,8,4,3,6
NA,1,0,0,0,0,0,1,0,0,0,1,0
NA,17,25,24,23,10,22,30,9,28,20,22,15
421079,469,634,671,1286,575,717,701,385,1022,453,754,630
NA,0,8,10,5,0,0,4,0,0,2,0,2
NA,0,0,0,0,0,0,0,1,0,0,0,0
428413,2920,412,837,4062,1902,2426,1696,1706,2890,541,2443,1371
NA,12,51,72,2,8,11,6,30,4,21,6,9
428414,1955,1325,1861,2795,717,1863,1836,1024,1442,1056,1438,1071
421080,120,101,183,228,34,171,119,79,54,85,114,117
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,1,6,0,0,0,0,3,0,4,0,0
769106,1,10,11,49,48,24,25,12,115,0,71,14
NA,0,26,38,2,0,0,0,20,2,30,7,7
428525,5,18,19,46,34,38,35,6,90,25,30,13
NA,6,16,15,5,0,0,2,11,0,1,0,3
NA,29,17,15,14,0,5,9,5,1,6,5,7
NA,18,6,2,8,0,4,8,2,8,12,4,0
NA,4,3,1,3,0,6,0,2,0,2,1,3
NA,0,1,1,0,0,1,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
102466691,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,2,7,3,0,0,1,3,1,9,3,0
420480,160,107,176,239,135,134,120,114,182,158,157,89
100315969,106,76,125,126,85,70,82,76,204,61,125,101
100315884,4,9,7,6,2,4,4,10,7,4,2,1
420534,1,1,5,3,0,0,1,0,0,6,0,0
421083,2375,4823,8443,3065,1718,1941,2014,3896,2630,5918,3287,2184
420501,792,1006,854,372,478,303,236,576,561,955,627,407
421099,184,229,274,253,64,182,118,64,120,70,159,92
421100,846,38,32,45,83,42,50,37,69,32,65,38
420594,956,916,936,1443,827,1029,842,859,1293,879,1307,1004
420545,924,821,1261,1126,425,620,582,765,824,925,732,736
420548,2456,587,757,3775,1022,2681,2763,898,1704,638,2048,2037
420481,643,364,446,369,135,280,278,140,217,272,217,201
NA,6,12,18,7,1,12,3,1,5,20,8,6
