#NAME,C14S1_experimental_1,C16F_controlF_3,C17F_controlF_4,C18S2_experimental_2,C1P_controlP_1,C20S1_experimental_3,C20S3_experimental_4,C2F_controlF_1,C2P_controlP_2,C3F_controlF_2,C4P_controlP_3,C9P_controlP_4
#CLASS:Group,Exp,ConF,ConF,Exp,ConP,Exp,Exp,ConF,ConP,ConF,ConP,ConP
423227,0,0,0,0,4,0,0,1,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,48,99,93,88,121,53,49,85,173,69,175,74
NA,84,187,219,143,225,126,104,260,250,141,231,154
NA,0,1,1,0,3,0,0,0,1,5,1,0
107056411,8,13,15,29,19,15,11,16,34,17,18,14
NA,3,3,2,0,1,4,3,0,3,0,0,0
NA,16,14,6,14,4,0,4,1,8,14,9,3
NA,24,0,0,1,0,0,0,0,0,0,0,0
428840,155,153,178,171,175,89,92,182,246,142,236,97
NA,0,0,0,0,1,0,0,0,2,1,1,1
NA,2,1,3,2,4,4,3,2,8,3,0,0
NA,15,29,50,32,5,4,8,2,19,7,15,9
NA,0,0,0,0,0,0,0,0,0,0,0,0
107056412,67,168,169,223,231,160,140,132,474,116,256,157
769951,67,168,169,223,231,160,140,132,474,116,256,157
NA,0,0,1,0,0,0,0,0,1,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,2,0,1,0,0,0,0,4,1
769879,239,52,48,100,84,32,38,74,149,70,139,120
NA,19,21,11,9,26,22,17,17,39,3,55,6
NA,0,3,2,0,0,1,2,1,0,0,0,0
373918,3239,3359,5245,6221,4057,3777,3663,2808,5173,2965,5538,4430
NA,1,0,0,4,0,0,0,0,2,0,0,3
NA,1,2,0,2,0,0,0,3,0,0,0,0
124417990,0,3,0,1,0,1,0,2,0,0,0,3
NA,0,0,1,0,0,0,0,0,0,1,0,0
NA,0,1,1,0,0,4,6,0,0,0,0,0
NA,0,0,3,0,1,0,1,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,5,2,0,0,2,6,4,0,3,0
771552,0,3,2,1,0,1,0,0,0,2,2,3
395418,19,42,36,294,124,65,49,52,369,6,107,206
NA,0,5,2,1,0,0,0,0,0,2,0,0
NA,0,0,3,0,0,1,4,1,6,0,0,1
771560,0,2,0,0,0,1,0,0,0,0,0,0
NA,0,5,0,0,0,0,0,0,0,0,1,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,49,117,179,94,20,65,55,74,27,126,75,21
NA,3,1,1,5,1,6,0,0,5,3,0,0
NA,48,35,29,76,25,46,27,33,44,48,59,27
428870,1,2,0,0,0,0,0,3,0,16,0,0
NA,1,7,3,0,0,1,1,5,1,12,7,6
430767,667,625,1017,1054,956,655,650,801,1497,597,1096,568
NA,0,0,0,0,0,0,0,0,0,0,0,0
771574,210,7,2,2,2,19,5,2,11,7,3,9
NA,2,2,3,0,0,0,0,1,0,0,1,0
NA,1,2,2,4,4,2,0,1,3,8,1,9
NA,0,3,4,0,0,0,0,1,0,1,0,0
112532596,46,21,34,44,7,27,17,1,14,7,10,0
107053339,44,57,81,37,34,32,23,70,29,68,30,31
NA,2120,2581,209,1342,1751,1147,982,2051,1969,930,3448,1588
107053338,236,220,323,319,273,192,195,530,458,275,410,218
NA,46,1853,54,34,116,56,144,237,117,71,65,52
423229,11,7,7,7,3,5,4,8,3,26,21,9
102723171,21435,42034,30231,16391,19892,26087,10527,91184,61506,31650,41904,18459
NA,13761,54297,15099,15131,15492,13174,9199,44852,25462,67855,37332,41962
100315918,18,8,17,25,17,15,8,26,8,27,44,109
100315792,1,0,1,0,5,0,2,6,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
421593,175,52,72,108,11,57,53,81,36,27,76,39
102465738,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
100315982,0,0,0,1,0,0,0,4,4,2,0,0
100315723,2,5,3,5,4,5,3,2,6,4,4,1
100859826,24,25,8,34,23,30,29,24,29,48,10,2
423265,2660,2034,2566,3841,1229,2374,2318,1727,2256,2574,2799,2428
423587,89,169,198,186,71,123,98,118,116,174,145,117
101751828,1128,2075,3007,1712,731,943,1208,1284,1674,1818,1777,1371
428871,17,15,17,23,7,12,4,6,18,28,23,5
107053378,510,374,534,513,170,358,310,327,295,402,265,294
423053,510,374,534,513,170,358,310,327,295,402,265,294
423054,49,33,54,73,16,37,35,26,23,31,23,13
423055,427,669,1017,452,357,318,301,533,590,783,548,377
423230,793,760,982,1165,572,867,776,594,910,750,781,711
770018,1600,3901,3263,2521,2098,1794,1453,1686,2096,1833,2093,1341
423056,66,26,60,42,34,63,67,30,72,34,88,33
100858792,25,45,75,67,66,31,32,53,69,34,50,38
423059,207,116,198,236,121,203,177,125,140,116,197,167
769071,102,169,142,181,93,122,121,86,147,75,130,97
423061,471,588,907,492,236,483,470,491,419,632,424,505
423062,669,653,801,930,228,581,638,405,406,578,429,469
422997,944,753,992,876,626,615,441,674,849,754,842,558
422996,35,6,3,104,103,72,84,4,160,0,104,38
423269,444,433,425,1404,841,765,719,489,1509,413,1115,830
422995,621,0,0,1,1,3,3,7,0,0,4,2
422994,96,0,1,13,9,6,12,3,5,2,10,4
423241,351,448,522,483,202,356,267,273,291,377,362,255
770601,1687,423,869,2295,1318,1293,1329,1493,2253,824,2245,1580
423242,1709,1942,2117,2487,873,1479,1390,1155,1314,1624,1480,1444
395898,29,20,40,58,28,65,39,32,22,12,27,16
422992,307,679,691,1069,798,727,421,792,2768,339,1501,613
423243,344,133,244,392,97,292,254,130,140,136,153,190
NA,1,1,0,0,2,0,1,0,0,0,0,0
423244,971,412,412,395,137,330,289,268,266,384,343,226
422991,123,147,246,101,114,90,82,137,200,161,190,74
423245,514,846,1334,783,514,630,577,819,874,872,736,708
NA,2,46,3,0,38,0,1,0,13,19,11,13
423246,269,312,354,304,59,192,161,171,117,476,124,166
423249,167,74,81,156,153,101,106,94,178,88,146,88
423247,4151,75,72,133,65,76,43,54,97,110,54,64
422990,913,919,1124,1250,1062,883,682,1050,1673,1203,1411,1340
428872,157,50,67,37,58,30,17,58,60,78,22,46
422988,222,166,185,176,160,92,108,187,230,122,209,123
422987,427,495,705,787,535,424,379,662,1024,590,791,547
422985,777,501,658,827,490,579,573,493,724,488,609,396
395639,1530,866,1185,2122,1102,882,1082,983,1387,936,1429,1537
NA,1,0,0,1,0,0,1,0,0,0,1,0
428873,1238,287,321,137,151,64,72,302,217,160,170,100
422984,350,230,336,401,346,270,296,370,498,269,457,337
373977,897,543,629,832,436,565,489,452,759,492,578,419
422983,351,199,262,320,216,272,255,199,256,186,250,218
422982,676,238,353,1150,394,723,676,525,727,381,708,711
423250,1409,955,1230,2139,606,1295,1282,709,1017,999,1364,1236
422980,234,204,244,287,185,204,181,214,300,190,282,173
423252,577,690,888,918,667,603,493,656,1093,668,902,736
423253,179,115,222,285,166,188,162,163,234,224,236,177
422979,1,55,63,5,78,10,5,0,11,278,7,34
422978,252,113,148,775,301,586,590,112,603,126,425,182
395905,16878,15469,18334,21202,11680,13535,12347,12929,16823,14075,15749,10734
423168,1827,1514,1948,2438,960,1550,1433,1330,1523,1829,1690,1555
423035,732,671,991,831,490,531,567,596,672,618,799,660
423037,350,614,617,185,90,79,45,315,190,412,214,119
423038,48,617,505,53,19,38,16,187,39,424,28,13
423039,996,847,962,904,251,746,601,553,467,820,534,735
423167,1343,1177,1585,1863,995,1265,1209,1046,1485,1236,1307,1210
NA,5,2,1,9,1,4,0,3,0,1,0,0
423041,810,1188,975,3444,1468,1808,1574,731,2044,1303,1385,1598
373987,15789,11589,44863,14850,6948,12202,14359,17672,11976,30635,16431,16660
NA,4,7,18,10,16,7,3,0,5,5,6,0
NA,3,22,48,7,1,1,0,7,3,9,8,2
423042,5,43,95,3,3,4,1,28,5,45,21,5
423287,455,503,548,669,185,456,349,252,300,358,289,261
423288,438,425,542,479,168,334,292,330,336,534,423,395
112532477,32,23,29,38,13,15,34,14,38,22,33,10
428881,0,1,0,0,0,1,0,0,0,0,0,0
395127,234,259,320,359,130,216,224,198,158,199,265,208
423043,1232,1499,2154,1836,731,1047,985,1239,1002,1507,1183,1245
396111,46,1927,134,16,1541,7,7,54,282,1921,333,687
423044,931,817,954,1423,847,891,801,722,1249,738,1298,966
423045,263,269,426,838,413,449,321,305,576,313,484,464
428845,412,346,580,789,296,475,442,276,381,323,576,399
423046,3174,3145,3307,4236,1781,2769,2592,1811,2472,2877,2867,3054
426017,1261,657,1062,1183,1273,673,688,908,1854,601,1649,918
422966,489,68,104,95,90,57,80,77,82,66,109,66
422964,312,176,297,362,336,222,210,422,402,386,551,472
769677,200,82,112,400,263,269,261,194,492,161,410,267
NA,2,0,0,3,1,0,0,0,0,0,0,0
395351,65,109,213,108,49,74,58,127,98,170,134,82
NA,0,0,0,1,0,0,0,2,3,0,0,3
769492,144,125,106,101,101,85,85,96,141,56,105,78
395618,158,194,205,301,114,231,190,205,185,121,175,199
423255,2122,1719,3392,2442,1107,1340,1311,1703,1565,2337,1799,1598
NA,0,0,1,0,3,0,0,0,2,0,6,0
426230,4679,2959,4047,4600,2791,2941,2735,3030,4119,2577,3781,3001
425792,238,181,158,229,153,175,111,151,323,182,169,137
100857840,569,516,529,735,290,553,502,376,375,376,466,343
426282,569,516,529,735,290,553,502,376,375,376,466,343
768624,67,128,125,170,135,161,144,200,207,79,145,66
NA,68,67,72,74,33,47,34,77,90,125,68,52
423026,104,254,256,157,59,162,147,243,161,51,237,175
428813,34,93,128,191,85,74,87,112,252,113,178,47
428842,34,415,1820,18,46,17,9,511,66,196,204,129
395759,10153,1038,1652,15306,6432,9309,8626,3472,10435,1401,11067,13889
423257,10153,1038,1652,15306,6432,9309,8626,3472,10435,1401,11067,13889
428843,829,808,1663,419,463,384,309,889,671,967,648,450
768688,258,1154,1904,1331,351,787,693,1325,689,1523,520,375
101751768,0,0,0,0,0,0,0,0,0,0,0,0
395244,162,174,179,247,247,151,165,207,509,173,327,179
100858676,113,127,156,208,111,119,147,150,172,83,181,108
423258,1113,1113,1777,1911,820,1127,1086,1195,1572,1346,2004,1607
100857683,177,117,173,213,263,135,136,209,303,141,249,211
429955,31,60,71,41,29,16,36,74,39,86,56,48
423259,1712,1944,2456,3161,1946,2093,2039,2239,3765,2534,3344,3214
100857454,7,0,0,0,0,0,0,0,0,0,0,0
423260,110,67,104,153,122,111,80,100,154,104,120,123
408182,1148,93,110,98,45,117,102,69,85,77,64,72
423261,3014,1336,2405,3729,1388,2415,2344,2001,2105,2140,2348,2770
395448,330,353,356,408,278,256,235,375,363,217,380,217
423262,567,613,579,911,202,654,658,336,420,583,857,630
769290,28,57,24,12,12,15,4,14,21,16,11,8
386747,1224,593,868,483,346,371,295,725,536,530,575,426
769410,566,1604,849,6583,5756,2919,3409,1499,8246,1204,7116,5745
395826,790,186,212,1005,525,859,630,373,1216,147,1402,1737
423028,1279,1540,1875,1909,522,1136,1113,773,1029,977,954,646
769742,51,43,28,48,16,40,59,23,32,11,34,116
101750984,289,267,372,318,247,173,186,327,333,219,321,213
423289,598,236,295,807,280,464,476,221,462,329,445,338
396436,0,0,0,0,0,0,0,0,0,0,0,0
423290,797,190,147,226,106,139,116,74,203,122,129,74
423291,514,394,561,723,208,475,410,408,355,498,361,468
423029,283,263,307,314,171,291,279,184,218,181,334,242
426631,1360,1261,1972,2328,1525,1177,1290,1867,2961,2072,2992,2364
423172,1231,1383,1873,855,929,600,519,1105,1273,1673,1002,706
395586,49,310,296,71,90,65,22,228,114,334,149,66
426399,729,298,297,857,649,705,510,969,1228,334,817,615
374115,380,327,408,613,191,295,285,301,331,416,332,233
426630,14,9,13,52,15,7,12,24,31,7,31,1
423174,1178,867,1308,1119,756,685,638,1066,1238,902,1141,1013
423175,0,43,2,4,3,4,3,1,3,2,1,0
395597,388,228,270,324,322,297,264,288,523,179,415,203
100859008,20,14,15,60,11,20,24,31,8,3,10,21
423176,5,3,3,2,0,3,0,2,0,1,3,0
423199,1004,682,974,956,497,680,681,458,691,722,796,553
423178,970,1004,1399,1114,432,802,783,610,628,1136,826,651
403089,1615,1440,1711,1332,661,830,786,985,741,1437,877,774
101748150,77,71,68,97,55,47,49,55,97,66,66,45
423200,1321,282,474,281,252,146,103,284,333,369,291,176
NA,15,19,18,20,8,4,11,29,14,14,12,12
430210,874,513,609,576,670,417,312,602,875,527,749,473
423030,1910,2002,3180,1248,450,1107,1024,1254,764,1650,922,866
429967,68,32,39,73,35,33,24,59,93,56,60,72
428863,652,57,153,404,131,410,613,164,144,102,166,181
107053360,40,43,76,97,69,48,51,115,104,24,59,23
769912,253,238,245,381,240,184,204,254,390,227,299,230
NA,43,19,2,2,14,3,10,9,6,8,0,2
423201,382,163,228,257,231,162,167,268,361,211,279,218
101748745,6,133,79,2,16,8,4,86,14,77,20,6
100859336,2,3,0,4,4,1,1,6,8,1,2,0
423031,583,1033,1141,774,473,471,361,675,724,943,612,479
423180,304,238,355,409,351,266,262,292,490,291,412,366
423202,128,145,221,96,134,96,75,159,103,177,191,164
395123,166,206,316,328,209,175,174,276,381,148,266,181
374092,2288,2538,3324,2264,1457,1326,1206,3269,2345,3517,2521,1732
NA,147,69,173,161,122,65,61,139,138,118,109,125
423021,243,129,206,299,232,243,193,243,354,195,382,181
423181,45,46,36,75,29,45,24,58,58,49,53,33
423203,564,527,842,660,469,358,390,595,742,611,668,458
396023,235,2458,4672,244,259,165,146,1287,255,2468,718,257
423032,1661,1368,1697,3123,1120,1635,1523,1133,1541,1327,1626,1746
770044,7,161,5,9,1,10,22,3,1,4,3,1
428866,502,555,926,467,79,273,326,681,185,631,189,222
423020,210,152,208,270,176,172,118,147,299,173,199,136
423019,990,834,1209,1053,873,764,527,1036,1579,943,1362,863
770081,3766,1315,2522,2850,1093,1918,2084,2239,1785,1607,1796,1565
373923,1331,1567,1718,2237,1193,1342,1312,1383,1802,2025,1794,1716
776275,613,353,837,595,420,331,347,488,483,709,493,396
428867,1,0,7,0,0,0,2,4,0,17,0,0
423034,1984,579,1174,2696,592,1347,1381,942,731,867,834,959
423204,2157,386,686,2492,706,1361,1385,482,1053,506,1080,1066
423205,108,0,5,14,12,6,5,5,4,0,4,2
769979,135,92,140,280,87,140,136,103,145,122,199,140
395986,11,47,27,20,50,8,11,10,29,47,22,36
423017,136,135,190,223,114,153,135,148,248,127,225,110
423206,768,131,166,409,241,230,208,236,556,135,336,210
428868,13,3,4,0,0,1,1,1,2,7,0,0
423016,7,9,16,6,3,10,5,4,5,2,4,4
776720,0,0,0,0,0,0,0,0,0,0,0,0
423182,817,893,1055,998,988,692,641,847,1308,790,1420,864
425997,1,7,8,250,286,31,34,23,884,2,145,39
425998,4,7,3,79,47,40,45,9,129,3,100,22
121113271,1,5,12,17,9,4,15,2,35,11,30,18
423207,536,412,526,782,409,435,419,316,720,397,569,448
423208,251,714,630,309,250,190,167,487,244,716,278,206
101752158,36,67,77,41,16,29,58,61,37,59,51,27
423210,2161,995,1444,1957,1053,1231,1141,920,1640,1118,1553,1115
776507,12,86,106,34,46,27,22,96,100,64,59,42
121113288,53,104,29,94,69,110,90,123,164,24,119,55
776504,0,0,0,0,0,0,0,0,0,0,1,0
768497,0,0,0,0,0,0,0,0,0,0,0,0
423183,2263,3012,5363,3270,2888,2371,1950,4349,3513,4658,3775,2404
421607,233,87,134,516,136,395,339,81,193,100,224,156
421606,114,66,86,116,34,85,54,54,51,62,73,68
395879,161,312,345,947,488,649,592,222,972,200,734,394
NA,0,0,0,0,0,0,0,3,0,2,2,2
100359387,54,53,85,332,221,138,206,127,436,57,157,149
423209,36,270,497,130,139,354,288,154,144,137,106,195
429557,363,270,370,392,311,247,261,369,462,333,392,305
771299,56,52,84,77,30,48,52,28,30,40,42,48
423211,2204,919,1392,1831,423,1196,1045,768,813,806,928,806
396013,0,47,31,1,30,0,0,41,8,35,15,11
421599,2310,1826,2899,2571,1215,1843,1811,1501,1665,1989,2069,1345
423212,165,130,153,406,76,228,242,128,211,176,181,150
107056441,257,233,313,310,254,158,133,305,410,208,295,204
423213,373,167,296,1032,284,578,570,205,524,225,412,282
107053365,0,0,0,0,0,0,0,0,0,0,0,0
404777,90,76,158,157,106,100,100,142,177,84,149,48
423214,461,377,516,559,246,446,357,385,330,266,438,369
423215,900,994,1246,1123,622,791,770,735,845,1091,879,763
100858156,941,798,918,1169,1264,768,733,945,1828,635,1284,688
101747844,7,21,18,21,7,8,2,14,6,13,20,10
395694,1242,648,601,2900,918,1421,1487,596,2146,558,1788,1481
421595,607,433,555,699,338,430,446,386,561,435,614,428
421598,24,85,38,65,59,45,50,49,115,13,43,47
423216,151,104,328,169,59,137,99,140,89,177,93,74
423047,1073,488,614,1222,290,788,751,432,422,489,475,530
421594,627,626,620,665,254,500,446,415,352,519,409,446
423184,915,908,1015,1310,835,827,780,646,1394,756,1289,883
421604,1192,327,421,1560,372,1281,1437,374,472,453,970,721
NA,11,66,105,1,17,1,4,39,6,123,9,14
771022,211,281,437,182,176,130,178,226,164,465,359,275
395221,1439,1493,2044,1890,1166,1200,1026,1266,1976,1745,1862,1368
423050,15,69,9,11,21,11,12,9,5,4,2,1
423292,748,993,1347,1392,416,768,697,986,658,1032,900,766
423001,6,86,64,24,19,36,31,13,61,28,17,12
428864,817,323,723,874,670,609,590,580,1000,392,987,490
428825,0,71,58,0,2,3,0,3,0,12,1,1
428824,1,1077,1314,19,24,15,6,38,22,672,36,9
423185,273,328,574,345,336,222,257,398,499,406,444,332
770492,51,121,191,51,102,61,31,74,110,141,80,51
423186,1126,741,1454,1206,1481,735,647,1062,1081,1732,1882,2399
422999,249,235,316,362,296,250,228,269,537,317,500,312
423187,456,455,571,606,629,439,354,482,770,559,656,486
422998,12,50,11,23,44,19,26,44,43,12,32,18
423188,130,170,304,190,116,95,106,195,188,125,231,159
395657,1288,1768,1476,939,622,781,454,893,1382,1330,1237,543
423189,1653,1445,2761,4681,5575,2811,2003,4355,9804,1470,6822,6302
395721,16,27,11,36,23,29,21,50,74,11,41,11
423067,306,294,531,1122,606,691,375,618,831,385,853,587
374108,0,0,0,0,0,0,0,0,0,0,0,0
423190,2244,1851,2700,3823,2131,2499,2286,1771,3142,2097,3050,2327
421605,349,261,354,429,143,333,292,156,198,236,257,186
395306,465,0,0,2,0,4,0,0,0,0,0,0
429678,467,398,542,473,455,281,250,438,705,457,598,561
423015,0,0,1,5,0,0,0,1,1,1,0,0
428865,1524,1551,2426,1726,1358,1064,867,1635,2275,2109,1894,1304
396330,96,141,167,338,209,174,131,116,415,116,204,139
770055,954,0,3,2,9,3,1,33,39,0,18,8
NA,21,24,45,103,72,45,40,23,152,14,64,33
378922,453,116,249,1049,398,682,608,259,706,243,741,413
426102,1577,1257,1732,2386,1270,1408,1306,1316,1989,1458,1929,1726
NA,0,0,3,1,0,0,0,0,1,1,0,2
423105,1384,3264,5072,1720,918,1097,997,2851,1343,3697,1458,1285
423192,2118,1711,2613,1934,1337,1299,1358,1673,2188,1749,1953,1407
770534,1,7,3,5,7,2,4,8,18,0,9,4
428834,2,6,2,0,2,2,0,4,10,9,2,1
423193,34,37,39,36,25,21,23,34,55,21,32,19
423009,467,422,535,685,269,321,315,304,363,449,371,315
423106,263,778,1095,441,478,281,193,860,905,835,613,360
423008,696,640,1009,713,468,550,412,676,630,723,486,548
426492,1240,1356,1462,1573,1448,1322,952,1433,1793,1202,1756,1110
428833,168,124,176,232,160,144,158,172,278,144,270,215
426464,218,89,135,299,166,177,155,166,338,106,216,199
423195,52,83,80,144,100,80,68,48,219,28,165,105
423068,3738,1938,1944,6894,1851,4171,4691,1593,3102,1221,5136,4596
423007,555,201,317,1465,449,947,863,223,740,230,620,369
423196,29,278,194,74,86,68,50,80,172,211,94,78
395520,548,685,678,627,275,556,458,452,402,560,466,533
396086,75,45,38,264,171,187,172,100,293,73,191,144
425999,779,632,868,1403,1082,748,822,842,1808,722,1553,999
426000,285,320,431,584,621,300,318,467,1000,411,831,489
423069,906,170,163,42,39,37,41,70,39,111,49,58
423004,392,479,382,802,407,437,393,318,773,368,560,440
423197,492,876,1323,944,1193,576,581,919,1669,1017,1241,633
414782,1131,1184,1492,1544,950,1149,1080,902,1300,773,1341,1028
770519,89,96,152,127,91,104,102,83,103,100,126,71
423070,2066,2047,3180,2535,1222,1710,1587,1696,2188,2161,2165,1672
100859610,2817,2421,5949,3698,2514,3636,3384,4199,5914,3210,5920,3156
101752044,175,140,346,194,142,108,110,229,244,229,211,147
NA,11,0,13,8,2,1,1,9,1,0,0,5
423002,0,0,0,0,0,0,0,0,0,0,0,0
428831,0,0,1,0,0,0,0,0,0,0,0,0
428829,0,2,0,0,0,0,0,0,0,0,0,0
423071,4783,4847,7575,6487,1624,3870,3790,3041,3062,5368,3827,3202
NA,0,0,0,0,0,0,0,0,0,0,0,0
428837,0,29,80,2,4,0,0,46,3,45,2,1
112532567,33,37,36,35,31,16,15,76,45,22,22,19
423284,651,489,636,869,321,540,361,342,419,345,467,498
428846,1,46,14,5,46,2,1,9,9,47,9,23
423072,23,453,444,94,123,58,41,124,69,298,33,69
NA,0,0,0,0,0,1,0,2,0,1,0,0
NA,186,16,0,1,1,4,0,0,0,2,0,0
423014,322,588,572,3566,1736,1991,2110,573,3402,384,2611,1822
423285,1654,1025,1530,1854,811,1370,1281,891,1108,1052,1549,1631
107053416,296,27,1,3,3,2,1,0,0,18,0,0
107049267,257,18,23,43,25,17,5,32,79,33,40,30
107049269,257,18,23,43,25,17,5,32,79,33,40,30
769140,598,394,447,488,268,376,347,382,610,210,377,142
NA,0,1,0,1,0,0,0,0,0,0,0,0
423013,10,266,170,18,44,11,22,98,29,212,73,34
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,0,0,3,0,0,0,1,0,0,1,3
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,2,0,0,0,0,1,0,0,2,0
NA,0,1,0,0,0,0,0,0,0,0,2,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,516,373,625,449,286,254,236,478,536,399,457,301
NA,0,2,6,1,2,0,0,1,0,3,0,0
NA,276,238,356,243,63,222,177,167,79,288,121,99
NA,0,5,2,2,0,5,0,6,1,0,1,0
NA,0,0,1,0,0,0,2,0,1,0,0,0
NA,4,5,4,4,3,3,3,5,2,0,1,1
100858060,11,33,48,6,5,4,3,23,4,37,5,5
NA,1,2,3,1,1,3,2,6,2,0,7,3
NA,6,8,3,12,13,10,4,9,13,1,7,7
NA,0,0,1,3,6,11,2,5,8,0,6,0
NA,0,5,2,0,0,0,0,0,0,1,0,1
NA,23,6,22,15,2,15,13,3,10,13,24,9
NA,0,0,0,5,0,2,0,0,0,0,1,2
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,1,0,0,0,6,5,3,0
NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,2,0,0,0
NA,0,2,0,0,0,0,0,0,1,0,0,0
NA,0,0,1,0,0,0,0,0,0,0,0,0
428836,0,38,2,0,1,1,4,1,0,0,0,0
NA,0,0,0,0,0,0,1,0,0,0,0,0
NA,19,9,18,20,12,8,8,15,8,59,33,26
NA,5,10,7,19,7,8,8,12,14,6,8,2
NA,10,15,21,9,3,13,11,7,16,16,4,20
NA,423,308,390,818,279,589,560,347,508,417,475,503
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,498,617,1103,646,243,432,373,637,389,679,397,535
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,35,23,47,3,5,6,8,22,10,24,17,23
NA,0,1,0,2,0,0,0,0,0,0,0,0
NA,623,9,14,2,1,15,4,17,2,23,14,3
NA,0,1,2,3,1,3,0,2,0,0,0,0
426704,87,69,65,218,152,176,141,77,219,134,217,126
NA,66,50,125,89,28,73,66,56,36,106,50,76
NA,4,0,5,3,2,4,1,4,1,14,4,0
NA,167,132,233,222,107,98,116,219,172,198,202,155
NA,173,92,173,183,60,113,94,129,73,159,143,137
NA,0,1,0,0,0,0,0,0,0,0,1,0
NA,1,1,0,0,0,0,1,0,0,1,8,0
NA,1,10,13,10,2,1,4,1,1,2,5,0
NA,289,189,212,231,89,178,125,129,136,94,113,109
NA,0,1,19,2,14,3,6,8,0,4,4,3
NA,15,42,165,7,18,9,20,79,18,91,19,2
NA,3,8,6,8,1,2,4,4,11,8,15,2
423011,552,408,339,419,285,371,250,361,561,350,501,408
NA,36,27,30,47,30,20,29,13,21,7,19,30
NA,37,31,58,43,41,15,16,16,41,14,37,17
NA,141,0,0,3,1,0,0,0,0,0,0,0
NA,0,0,0,3,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,1
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,9,7,4,3,7,4,5,1,3,3,0
NA,57,86,102,72,24,43,58,118,46,95,48,34
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,0,3,1,8,3,30,28,8,21,0,20,17
NA,2,0,0,0,0,0,0,0,0,0,0,0
NA,112,0,0,0,0,0,0,0,0,0,0,0
423010,712,673,923,761,844,550,509,753,1327,701,1027,643
NA,4,0,0,0,0,1,0,0,0,0,0,0
770193,832,569,1124,850,620,720,627,829,954,747,1010,732
NA,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,0,0,0,0,0,0,0,0,0,0
423063,2763,1479,2551,3753,1752,2350,2203,2077,2724,2006,2577,2187
NA,6,3,5,13,4,0,2,0,4,7,4,1
NA,42,80,52,72,56,50,44,66,79,116,72,79
395874,513,630,676,715,341,514,457,377,553,386,604,394
NA,0,0,1,0,0,0,0,0,0,0,0,0
NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,0,0,1,0,0,2,0,0,0,0,0,0
NA,12,9,9,8,12,12,6,8,11,11,13,14
423064,827,763,1084,1769,716,1083,1040,770,1342,837,1214,934
NA,5,10,13,8,5,12,11,7,2,6,5,4
395943,1,7,1,0,1,1,0,0,0,1,0,0
NA,4,4,19,2,0,1,1,5,7,3,1,0
NA,8,6,7,19,9,5,11,12,12,2,24,10
NA,9,0,3,0,3,0,0,2,2,10,3,2
NA,78,54,81,52,35,46,58,27,40,76,43,23
NA,33,28,60,38,44,13,23,69,64,34,28,64
NA,3,1,0,3,2,2,9,9,0,0,0,2
NA,1,0,0,0,0,0,0,0,1,1,0,1
NA,1,5,0,5,0,1,0,1,0,0,0,0
428602,6614,1869,3940,6070,1989,4370,4550,2504,3245,3643,5717,5771
NA,6,15,17,16,5,7,10,9,20,9,8,3
101747595,18411,12375,22126,17757,5688,12201,11840,11531,9211,18894,11716,13483
121110829,0,0,0,0,0,0,0,0,0,0,0,0
NA,4,4,5,2,3,5,3,4,0,4,2,4
NA,111,114,141,125,64,87,81,67,72,165,112,135
101747322,109,6,2,12,9,8,13,5,8,7,10,3
NA,23,9,7,25,4,15,11,1,9,6,5,13
