ENTREZ_ID,GENE_SYM
121106514,NA
121106516,NA
121106517,NA
121106518,NA
121106519,NAA38
121106522,NA
121106523,NA
121106526,NA
121106527,NA
121106545,NA
121106546,NA
121106547,NA
121106612,STIMATE
121106623,GBP4L
121106625,NA
121106626,GBP
121106627,NA
121106666,NA
121106708,PCDHA6
121106719,NA
121106757,NA
121106771,NA
121106776,NA
121106810,NA
121106811,NA
121106812,NA
121106854,NA
121106913,RGL2
121106918,MHCY4
121106919,NA
121106920,NA
121106926,MHCY7
121106928,NA
121106929,NA
121106930,NA
121106931,NA
121106934,NA
121106936,NA
121106940,YLEC18
121106941,NA
121106942,NA
121106948,NA
121106949,NA
121106957,NA
121106976,5_8S_rRNA
121106977,NA
121106978,NA
121106979,NA
121106980,NA
121106981,NA
121106982,5_8S_rRNA
121106983,5_8S_rRNA
121106984,5_8S_rRNA
121106985,5_8S_rRNA
121106986,5_8S_rRNA
121106987,5_8S_rRNA
121106988,5_8S_rRNA
121106989,5_8S_rRNA
121106990,5_8S_rRNA
121106991,5_8S_rRNA
121106992,5_8S_rRNA
121106993,5_8S_rRNA
121106994,NA
121106995,NA
121106996,NA
121106997,NA
121106998,NA
121106999,NA
121107000,5_8S_rRNA
121107002,NA
121107003,NA
121107004,NA
121107005,NA
121107006,NA
121107007,NA
121107008,NA
121107009,5_8S_rRNA
121107010,NA
121107011,NA
121107012,NA
121107013,NA
121107014,NA
121107015,NA
121107016,NA
121107017,NA
121107018,5_8S_rRNA
121107019,NA
121107020,NA
121107021,NA
121107023,NA
121107034,NA
121107035,NA
121107048,NA
121107085,NA
121107090,NA
121107120,NA
121107137,NA
121107157,NA
121107163,NA
121107164,NA
121107165,NA
121107167,NA
121107187,NA
121107199,NA
121107200,NA
121107202,NA
121107203,NA
121107204,NA
121107205,NA
121107206,NA
121107213,NA
121107214,NA
121107216,NA
121107217,NA
121107218,NA
121107219,NA
121107220,NA
121107221,NA
121107222,NA
121107223,NA
121107224,NA
121107225,NA
121107227,NA
121107228,NA
121107249,NA
121107252,NA
121107291,NA
121107305,NA
121107320,NA
121107350,NA
121107389,NA
121107405,NA
121107413,NA
121107416,NA
121107463,IFNLR1
121107472,NA
121107475,NA
121107479,NA
121107487,NA
121107491,NA
121107492,NA
121107538,MRPL9
121107539,TDRKH
121107540,NA
121107541,NA
121107542,DEDD
121107543,THEM4
121107545,PFDN2
121107546,S100A10
121107553,NA
121107555,POLR3GL
121107561,NA
121107562,NA
121107563,NA
121107564,NA
121107565,NA
121107566,NA
121107567,NA
121107568,NA
121107569,NA
121107570,NA
121107571,NA
121107572,NA
121107573,NA
121107574,NA
121107575,NA
121107576,NA
121107577,NA
121107580,NA
121107581,NA
121107583,ZBTB7B
121107585,DCST2
121107589,APH1A
121107594,VSIG8
121107606,NA
121107626,GUCA1ANB
121107666,NA
121107668,NA
121107669,NA
121107670,NA
121107673,NA
121107687,NA
121107692,KRT12
121107720,NA
121107724,NA
121107725,NA
121107738,NA
121107750,NA
121107767,NA
121107768,NA
121107769,NA
121107780,NA
121107782,NA
121107783,NA
121107815,NA
121107836,NA
121107840,NA
121107842,NA
121107845,NA
121107846,NA
121107851,GR42L5
121107852,GR42L5
121107853,GR42L5
121107854,NA
121107866,NA
121107882,NA
121107883,NA
121107890,CHIR1AB3
121107931,NA
121107933,NA
121107940,NA
121107944,NA
121107948,NA
121107953,NA
121107957,NA
121107965,NA
121107968,NA
121107971,NA
121107973,NA
121107974,NA
121107978,NA
121107979,NA
121107980,NA
121107983,NA
121107985,NA
121107989,NA
121107995,NA
121107996,NA
121107999,NA
121108000,NA
121108002,NA
121108003,NA
121108008,NA
121108011,NA
121108014,OR14J1L16
121108017,NA
121108021,NA
121108022,NA
121108026,NA
121108028,NA
121108030,NA
121108034,NA
121108039,NA
121108041,NA
121108042,NA
121108043,NA
121108045,NA
121108048,NA
121108097,DDX23
121108098,NA
121108102,NA
121108118,PIP4K2C
121108129,NA
121108144,BCKDK
121108148,ZNF646
121108149,NA
121108155,NA
121108177,FKRP
121108178,NA
121108196,HINTW
121108197,HINTW
121108198,HINTW
121108200,HINTW
121108201,HINTW
121108202,HINTW
121108203,HINTW
121108204,HINTW
121108205,HINTW
121108207,NA
121108214,NA
121108220,NA
121108224,TCF4
121108229,NA
121108231,NA
121108244,NA
121108245,MBD2
121108247,SHLD3
121108275,NA
121108352,NA
121108379,NA
121108419,NA
121108473,NA
121108481,NA
121108484,NA
121108491,NA
121108570,NA
121108602,NA
121108603,AVR7
121108631,IFNA3
121108644,NA
121108647,INPPL1
121108648,NA
121108657,NA
121108659,NA
121108660,PPT2
121108662,NA
121108664,NA
121108665,NA
121108666,NA
121108667,NA
121108678,FUZ
121108680,NA
121108686,NA
121108709,NA
121108713,HNRNPC
121108714,NA
121108716,PIP4P1
121108718,NA
121108721,NA
121108722,ELOB
121108727,NA
121108732,TLCD3B
121108736,NA
121108737,NA
121108785,NA
121108808,NA
121108809,NA
121108839,NA
121108844,NA
121108845,NA
121108846,NA
121108871,NA
121108872,NA
121108874,LIN37
121108876,PSENEN
121108888,NA
121108889,NA
121108905,NA
121108908,WRAP53
121108913,GPS2
121108916,NA
121108917,FTSJ1
121108918,WDR45
121108920,IKBKG
121108932,NDUFB11
121108934,NA
121108943,NA
121108947,ACADM
121108957,NA
121108966,POLD1
121108973,NA
121109038,NA
121109076,NA
121109077,NA
121109081,NA
121109095,NA
121109110,NA
121109111,NA
121109112,NA
121109116,ADPRHL1
121109158,NA
121109183,NA
121109235,TYMP
121109246,NA
121109261,NA
121109297,NA
121109303,GUCA1C
121109330,NA
121109386,NA
121109412,NA
121109494,NA
121109518,U2
121109520,U2
121109521,U2
121109522,U2
121109523,U2
121109524,U2
121109525,U2
121109526,U2
121109670,NA
121109701,NA
121109782,NA
121109862,C2H8orf82
121109863,EPPK1
121109894,NA
121109895,sox17
121109925,NA
121110019,NA
121110022,NA
121110025,NA
121110026,NA
121110028,NA
121110029,NA
121110030,NA
121110031,NA
121110032,NA
121110033,NA
121110034,NA
121110037,LRRC14
121110113,NA
121110114,NA
121110134,NA
121110182,NA
121110328,NA
121110329,NA
121110356,NA
121110383,H3C33
121110414,UCN
121110417,NA
121110497,NA
121110508,NA
121110511,U1
121110512,U1
121110641,NA
121110775,NA
121110777,NA
121110778,NA
121110829,NA
121110878,U2
121110879,U2
121110880,U2
121110894,CLEC14A
121110902,U2
121110911,NA
121110912,NA
121111019,NA
121111076,NA
121111098,NA
121111155,BKJ
121111156,BKJ
121111157,BKJ
121111158,BKJ
121111159,BKJ
121111171,NA
121111178,NA
121111197,BKJ
121111198,BKJ
121111199,BKJ
121111200,BKJ
121111462,U5
121111463,U5
121111467,NA
121111542,NCBP2AS2
121111544,NA
121111551,5S_rRNA
121111552,5S_rRNA
121111553,5S_rRNA
121111575,NA
121111680,NA
121111704,NA
121111712,ATMIN
121111826,NA
121111887,NA
121111891,QRFP
121111904,NA
121111906,GTF3C4
121111929,NA
121111935,NA
121112056,NA
121112063,NA
121112081,NA
121112082,NA
121112083,NA
121112084,NA
121112085,NA
121112086,NA
121112087,NA
121112204,NA
121112205,NA
121112208,NA
121112210,NA
121112228,NA
121112230,U6
121112235,NA
121112239,NA
121112264,NA
121112289,NA
121112295,NA
121112299,CHIR1AB3
121112323,NA
121112364,NA
121112367,NA
121112376,NA
121112377,NA
121112379,NA
121112380,NA
121112382,NA
121112386,NA
121112389,NA
121112390,NA
121112396,NA
121112397,NA
121112398,NA
121112400,NA
121112401,NA
121112410,NA
121112483,NA
121112494,NA
121112514,5S_rRNA
121112515,5S_rRNA
121112516,5S_rRNA
121112517,5S_rRNA
121112518,5S_rRNA
121112519,5S_rRNA
121112520,5S_rRNA
121112521,5S_rRNA
121112522,5S_rRNA
121112523,5S_rRNA
121112524,5S_rRNA
121112525,5S_rRNA
121112526,5S_rRNA
121112527,5S_rRNA
121112528,5S_rRNA
121112529,5S_rRNA
121112532,5S_rRNA
121112537,5S_rRNA
121112538,5S_rRNA
121112539,5S_rRNA
121112540,5S_rRNA
121112541,5S_rRNA
121112542,5S_rRNA
121112543,5S_rRNA
121112545,5S_rRNA
121112546,5S_rRNA
121112547,5S_rRNA
121112548,5S_rRNA
121112549,5S_rRNA
121112550,5S_rRNA
121112730,NA
121112761,NA
121112765,NA
121112771,NA
121112980,NA
121113013,5S_rRNA
121113015,5S_rRNA
121113016,5S_rRNA
121113017,5S_rRNA
121113019,5S_rRNA
121113021,5S_rRNA
121113022,5S_rRNA
121113023,5S_rRNA
121113024,5S_rRNA
121113025,5S_rRNA
121113026,5S_rRNA
121113098,NA
121113099,NA
121113100,NA
121113103,NA
121113114,NA
121113177,NA
121113187,PLB1
121113224,STARD8
121113232,NA
121113234,NA
121113252,NA
121113253,NA
121113254,NA
121113255,NA
121113256,NA
121113258,NA
121113268,NA
121113270,NA
121113271,NA
121113288,NA
121113327,NA
121113331,NA
121113333,NA
121113352,BKJ
121113353,BKJ
121113354,BKJ
121113355,BKJ
121113366,NA
121113423,NA
121113450,NA
121113478,NA
123575613,NA
124416940,ARL2BPL
124416945,NA
124416947,C2H8ORF76
124416951,RSAD1
124416952,SRRM4
124416954,GBE
124416959,NA
124416961,NA
124416963,5S_rRNA
124416970,NA
124416975,5S_rRNA
124416976,5S_rRNA
124416982,5_8S_rRNA
124416987,5S_rRNA
124416988,5S_rRNA
124417012,NA
124417024,NA
124417025,NA
124417034,NA
124417053,NA
124417056,NA
124417079,GP5
124417087,GPR55
124417237,NA
124417247,NA
124417248,NA
124417249,YLEC13
124417255,NA
124417312,NA
124417393,NA
124417394,NA
124417406,NA
124417409,NA
124417520,B3GALT5
124417561,AVR7
124417563,NA
124417631,NA
124417673,NA
124417818,NA
124417844,NA
124417894,NA
124417978,NA
124417986,NA
124417987,NA
124417988,NA
124417989,NA
124417990,NA
124418022,NA
124418108,BlSK1
124418282,NA
124418283,NA
124418284,NA
124418285,NA
124418369,NA
124418380,NA
124418381,NA
124418382,NA
124418388,NA
124418390,NA
130685188,H2BC37
130685189,H2BC32
373854,TENM2
373885,FZD10
373886,FZD9
373887,FZD4
373888,TFAM
373889,HK1
373890,ADRA1B
373891,RECQL5
373892,ADD3
373893,RAX2
373894,SDK1
373895,TBX22
373896,UCP3
373897,MUSK
373898,PALD1
373899,PDIA3
373900,UGP2
373901,LMO4
373902,NR1H4
373904,TNFRSF10B
373905,BASP1
373906,NRG1
373907,AHR1A
373908,EDNRA
373909,EDNRB2
373910,NHLH1
373911,PTPRO
373912,NOG
373913,NR2C1
373914,QSOX1
373915,SREBF1
373916,ACO1
373917,LGALS3
373918,ACTN1
373919,RUNX2
373920,MID1
373921,ZNF622
373922,LIMK1
373923,CELF1
373924,CACNG4
373925,ARNTL2
373926,FGB
373927,CDH20
373928,PPARG
373929,MAPKAPK5
373930,SUMO1
373931,EGR1
373932,NKX3-2
373933,GRM5
373934,HOXA13
373935,DACH1
373936,RPL36
373937,RPL22
373938,VAV2
373939,VAV3
373940,LHX3
373941,PRRX1
373942,AGMAT
373943,TBX20
373945,ABCA1
373946,ITGA3
373947,FDX1
373948,MATR3
373949,B3GAT1
373951,S100A6
373952,NBL1
373953,MAPK3
373954,BCL2L1
373956,ADORA3
373957,RPL6
373958,IL2
373960,SMYD1
373961,HDAC1
373963,EEF1A1
373964,MSTN
373965,CALD1
373967,SLIT2
373969,DLX5
373970,ROCK1
373971,TYR
373972,PRPF40A
373974,IRX4
373975,IRX2
373976,ALX4
373977,PSEN1
373978,COL18A1
373979,FBLN1
373980,LAMB2
373981,HPSE
373983,BRCA1
373984,PCNA
373985,CHRDL1
373986,LMBR1
373987,THBS1
373988,TBX5
373989,TBX4
373990,TBX2
373991,CLOCK
373992,FBN1
373994,POU2AF1
373995,KERA
373996,CAV1
373997,LDHB
373998,CRYBA4
373999,CRYBA2
374000,CRYBB1
374001,CHRNA7
374002,CKMT1B
374003,POLK
374004,MYOG
374005,HCRT
374006,SAT1
374007,CDH7
374008,EPHA6
374009,ACO2
374010,UNG
374011,MAB21L2
374012,BIRC2
374014,SPIN1L
374015,FABP1
374016,LAMA1
374017,BARX1
374018,ILK
374019,SOX3
374020,FECH
374021,RNF111
374022,DPYSL4
374023,GLIS2
374024,TWSG1
374025,SMN
374026,ARNT
374028,CLDN5
374029,CLDN3
374030,PCBD2
374031,NOTCH2
374033,UGT8
374034,AFAP1
374037,HAT1
374038,CBL
374039,OGN
374040,DIAPH2
374042,SOD2
374044,HK2
374046,COL11A1
374047,CCND2
374048,MYOD1
374049,TPD52L1
374050,DDB1
374051,HOXA1
374052,F5
374053,RPS17
374054,DAZL
374055,TRAF5
374056,GPX4
374058,ITGB1
374059,FZD8
374060,FZD7
374061,FZD2
374062,FZD1
374064,PFKM
374065,KCNMA1
374066,DCXR
374067,PKNOX2
374068,CDH5
374069,MYH1B
374070,RGS19
374071,KHDRBS1
374072,SLC25A6
374073,CFDP1
374074,HIRA
374075,BTK
374076,SIAH1
374077,GNA11
374078,BIRC5
374079,OPTN
374080,TLE4
374083,DAB1
374084,ERAL1
374087,ADARB1
374088,IMPG1
374089,SEMA3E
374090,SEMA3C
374091,P4HB
374092,CRY2
374093,CRY1
374094,TGFBR1
374095,ENTPD8
374096,SMAD6
374097,GNAI3
374098,KCNIP2
374099,BIVM
374100,FLT1
374102,SDC2
374103,ZIC1
374105,RIMBP2
374106,CDKN1B
374108,FSHB
374109,SEMA3F
374110,PTGDS
374111,CELF2
374113,ADAM10
374115,ARNTL
374116,PER2
374117,JCHAIN
374118,SUFU
374119,NEDD4L
374120,PPARA
374122,NDUFS4
374123,UBE2I
374124,MIP
374125,LITAF
374126,NAB1
374127,PAX3
374128,PDGFB
374129,LMO2
374131,NR3C2
374132,RPL39L
374133,RPL35
374134,RPL14
374135,CCN2
374136,IL1RL1
374137,MEOX2
374138,HIPK2
374139,BRCA2
374141,TLR2A
374142,WNT3
374143,KCND2
374144,PTS
374146,ERG
374147,BMPR2
374148,SOX9
374150,ID4
374151,B3GAT3
374153,TRPC3
374155,ST8SIA4
374156,DKK4
374157,NRP2
374158,DFFB
374159,ATP5F1AZ
374161,THYN1
374162,MKRN2
374163,HSP90B1
374165,FABP4
374166,P2RX4
374168,WNT7A
374169,CACNA1B
374173,SLIT3
374174,CAMK2B
374175,CAMK2A
374177,HIF1A
374178,TIMP2
374179,IRF4
374180,ENAH
374182,ROCK2
374185,IRX1
374186,UFD1
374187,PTCH2
374188,PSEN2
374189,ME1
374191,PDCD4
374192,DUSP1
374193,GAPDH
374195,NA
374196,PDGFA
374197,ACTR3
374198,APP
374199,JAK2
374200,SOX18
374201,PITX1
374202,TBX3
374203,FBN2
374204,QKI
374205,CDX2
374207,HDAC4
374208,PTPRG
374209,ITGB3
374210,BCKDHA
374211,CRABP1
374212,ADORA1
374213,ACVR2B
374214,GABRA1
374215,POU1F1
374216,GUCA1A
374218,CRHR1
374222,GLDC
374223,LEPR
374224,PAFAH1B1
374226,MAGOH
374228,KCND3
374229,TNFSF13B
374231,FOXO1
374232,KAT2A
374233,FKBP1A
374234,SPTAN1
374236,DPF2
374237,CBX1
374240,SOX1
374241,PI15
374242,DCX
374243,WNT2B
374244,ATP2B1
374246,NBN
374249,GDF5
374251,TGFBR3
374252,TNKS
374253,TNKS2
374254,LSP1P1
374255,MRPL23
374256,CD81
374258,F9
374259,CACNB4
374260,CHEK1
374264,LIX1
374266,XIRP1
374267,MBL2
374268,PIK3AP1
374269,TP63
374271,IGFBP4
374272,DUSP6
374273,SURF4
378424,ATXN3
378779,BMP2
378781,GH
378782,EPHA1
378783,KIT
378784,NPFFR1
378785,NPVF
378786,SIX3
378788,FZD6
378789,SLC15A1
378790,RTN4
378791,RTN1
378792,RHBG
378793,TRMT11
378795,HMGA1
378796,CAV3
378797,GJB1
378798,ARSH
378799,MSH2
378800,SOSTDC1
378801,STK25
378802,SLC2A8
378803,TNFRSF11B
378804,PPP3R1
378890,PPP3CB
378891,CSNK1E
378893,FANCG
378894,TNFSF10
378895,STX2
378896,TERF1
378897,THY1
378899,FTL
378900,TFCP2
378901,RGS4
378902,NA
378903,CREM
378905,FAM53A
378906,ZP3
378907,SGMS1
378908,SLA
378909,PYGL
378910,RECQL
378911,GHSR
378912,RGS2
378913,FLNB
378914,CDKN1A
378915,PSMB7
378916,LHFPL5
378917,FGF9
378918,TRAM1L1
378919,TRIB2
378921,RIPK1
378922,BUB1B
378924,HAL
378926,ANKRD1
378927,BRS3
378928,GRPR
378929,PDE6H
378930,TNFSF8
386571,SPARC
386572,GRB2
386573,ASCL1
386574,NFKB2
386575,YBX1
386577,CHRNA5
386578,CHRNA3
386579,RPS6KA1
386580,PTPRC
386581,ATP4B
386582,RB1
386583,MMP2
386585,NR2F2
386586,OCM1
386747,FMN1
387330,PAX5
395067,CRIM1
395070,POFUT1
395071,FUT11
395072,CHIA
395073,FUT10
395074,CCDC80
395075,ARC
395076,CDKN2B
395077,CDKN2A
395078,ALG6
395079,FBN3
395080,NT5C3A
395081,TPX2
395082,CCL20
395083,TNFRSF1B
395085,PROC
395086,F7
395088,ZMYND19
395089,WRNIP1
395090,TNFRSF8
395091,PDE6G
395092,PDE6B
395093,PHACTR1
395094,FGFBP2
395095,NA
395096,TNFRSF6B
395097,IGF2
395098,BRINP1
395099,CREB1
395100,NA
395101,UNC5C
395102,POLH
395104,TBX18
395105,CRHR2
395106,SST7
395107,FGFRL1
395108,GZMA
395109,RFTN1
395110,RGS3
395111,IL17A
395112,POFUT2
395113,PPP3CA
395114,RHOQ
395116,KCNA10
395117,KCNA2
395118,RHAG
395119,ARVCF
395120,STK40
395121,RHCE
395123,AIP
395124,CCNL2
395126,USP7
395127,AVEN
395128,HES4
395129,ANGPT1
395130,OPTC
395131,SLC34A2
395132,SMAD3
395133,SGK1
395134,NDC80
395135,NUF2
395136,PCSK2
395138,ST3GAL6
395139,ST3GAL2
395140,HS2ST1
395141,HS6ST1
395142,ITGB5
395145,HMGCR
395146,TCF3
395147,EIF2AK2
395148,NEBL
395149,MRAS
395150,HS6ST2
395152,AXIN2
395153,PTPRU
395154,DPYSL3
395155,DPYSL2
395156,CRMP1
395157,HNRNPH1
395158,NF2
395159,SERAF
395161,OAF
395162,SHISA2
395163,FSTL4
395165,BHLHE23
395166,FAT4
395167,FAT3
395168,FAT1
395171,DSTYK
395172,DHRS11
395173,APTX
395174,MTF2
395175,EBF3
395176,EBF2
395177,BMP10
395178,UBA7
395179,ROR1
395180,CXCL12
395181,RPSA2
395182,ST6GALNAC4
395183,BSX
395184,SLC35A1
395185,SLC35B1
395186,IL17RD
395188,SMC3
395189,SMC4
395190,P2RX1
395191,OTX2
395192,HEP21
395193,BCL2L10
395194,TLN1
395195,NBEA
395196,IL1B
395197,RAB5C
395198,CASQ2
395199,IL2RG
395201,SH3GL3
395202,SH3GL1
395203,SH3GL2
395204,PCM1
395205,NODAL
395206,CHST10
395207,CENPI
395208,MAB21L1
395209,RARRES1
395210,SPP1
395213,RARA
395214,RGMA
395215,SDK2
395216,TMEM121
395217,FBP2
395218,FBP1
395219,SOCS2
395220,ORM1
395221,NR1H3
395222,MTFR1
395225,TOB1
395226,IFRD1
395227,SULT1B1
395228,RDM1
395229,TCF7
395230,TCF7L1
395231,HOXA3
395232,EIF4A2
395233,DYRK1A
395234,INVS
395235,WNT6
395236,BID
395237,SFRP1
395238,WFDC1
395239,KCNIP4
395241,HOPX
395242,EMB
395243,IRF9
395244,UNC93B1
395245,MSX2
395246,ATVR1
395247,SMAD2
395248,KCNT1
395249,DDX1
395250,SSBP3
395251,NSG1
395252,MESP1
395253,NR2C2
395254,FKBP1B
395255,VEGFD
395256,MEPE
395257,CBFB
395258,IL15
395259,TRPV1
395262,LIFR
395263,DBI
395264,ALDH1A1
395266,CPZ
395267,FMO3
395268,SSB
395269,RPL5
395270,MOCS1
395271,DMBX1
395272,CLTC
395273,GJD2
395274,FAS
395275,ZW10
395276,CPA1
395277,PARK7
395278,GJA1
395279,MYH7B
395280,BIRC8
395281,ID3
395282,ID1
395283,TRAIL-LIKE
395284,CASP8
395285,NR0B1
395289,NR2E3
395290,HOXA7
395291,ROBO2
395292,ROBO1
395293,SLIT1
395294,IL2RA
395295,EIF2S2
395297,FZR1
395298,SNRPN
395299,SOCS3
395300,SULT1C3
395301,KCNMB1
395302,SP3
395303,SP1
395304,SREBF2
395305,SSTR2
395306,F2
395307,HOXA4
395308,SFTPA2
395309,IKZF2
395312,IL18
395313,MX1
395314,CHAT
395315,GART
395316,CENPH
395317,CNTN5
395318,PSMA7
395319,PCLO
395320,CDX4B
395321,TULP1
395322,NKX2-1
395323,KDR
395324,CXCR4
395326,NFIL3
395327,HOXA11
395328,HOXD11
395329,VIPR1
395330,PTPRJ
395331,ST7L
395332,TES
395333,MOXD1
395334,OPN4-1
395335,CISH
395336,AXL
395337,IL6
395338,AKR1B10
395339,ADCY9
395340,ADCY5
395342,CRTAM
395343,DAD1
395344,SPIN1
395345,LBFABP
395346,BCO1
395347,MXRA8
395348,ACTR6
395349,FSTL1
395350,MYH7
395351,DPF3
395353,FKBP3
395354,CBX4
395355,CBX3
395356,MINPP1
395357,CENPF
395358,BCHE
395359,SALL3
395360,EIF2AK1
395362,CD4
395363,AvBD3
395364,PIT54
395365,ADRM1
395366,GBP
395367,AVR2
395368,GNRHR
395369,CRISPLD1
395370,U2AF1
395372,CLSTN1
395373,ACLY
395374,DBT
395375,BCKDHB
395376,PRKDC
395377,GBX1
395378,CACNG3
395380,CD164
395381,OVOA
395382,GPR149
395383,SLC16A3
395384,C4BPM
395385,CD40
395386,CLEC3B
395387,MMP9
395388,ATOH7
395389,ALDH1A3
395390,RBBP7
395391,SNCB
395392,SNCG
395393,SNCA
395394,FGF19
395395,GAD2
395396,WNT3A
395397,CDX1
395398,NRXN1
395399,CITED2
395400,BAZ2B
395401,ATM
395402,SLC34A1
395403,TRA2B
395404,FETUB
395405,TWIST2
395406,TENM4
395409,RYK
395410,ABL2
395411,ZBTB7A
395412,ITPR1
395414,CCT4
395415,MGAT4F
395416,ABCC1
395417,SIK1
395418,ZP1
395419,MSGN1
395420,F13A1
395421,STAR
395422,OPCML
395423,HINTW
395424,HINT1
395425,GNAT2
395426,GNAT1
395427,TRPV4
395428,MBD4
395429,POSTN
395430,CDC37
395432,FGF10
395433,NPAS2
395434,POPDC3
395435,PLEKHA2
395436,USPL1
395437,CFC1
395438,LCP2
395439,NR1I3
395440,LRRC17
395441,TLL1
395442,RHOA
395443,SLC1A3
395444,HABP4
395445,BOK
395446,SALL1
395447,DDX4
395448,CHURC1
395449,RAD54B
395450,NTM
395451,CXCL14
395452,RDH5
395453,FGF18
395454,PCSK6
395455,PCSK7
395456,PCSK5
395457,FURIN
395458,SLC6A2
395459,ECE1
395460,TM9SF3
395461,ESPN
395463,FOXK1
395465,CITED4
395466,CSPG5
395468,CCL4
395469,PDGFC
395470,ITGB8
395472,TCIRG1
395473,ATP6V0A2
395474,ATP6V0A1
395475,KANK1
395476,CASP3
395477,CASP6
395478,PPP1R12B
395479,PPARD
395480,RGN
395481,ANXA6
395483,SOX8
395484,CTAGE1
395485,CD40LG
395486,POLR2F
395487,MYO6
395488,MARCO
395489,C21orf91
395490,TAX1BP1
395491,TWIST1
395492,ALDOC
395493,NCAN
395494,BMP7
395496,SLC5A1
395497,ATP6V1B2
395498,VDAC2
395499,TAOK3
395500,MKRN4P
395502,HOXB3
395503,RUNX1T1
395505,PBX1
395506,HDAC3
395507,P2RX5
395508,TCF7L2
395509,PDGFRA
395510,TDG
395511,RDX
395512,EBF1
395514,EIF5B
395515,TXLNB
395516,DTX4
395517,TBPL1
395518,MAFK
395519,MAFF
395520,C11orf58
395521,POU4F1L
395522,CHRNA9
395526,SOX14
395527,CD9
395528,UBE2J1
395529,LEFTY1
395530,COL4A1
395531,NID1
395532,COL1A1
395533,MEOX1
395534,MYH15
395535,OLFM1
395536,VSX2
395537,VSX1
395538,C1QBP
395539,FOXA2
395542,TEAD4
395543,SMAD9
395544,SMAD7B
395545,FRZB
395546,SFRP2
395547,TMOD4
395548,PHOX2B
395549,DBH
395550,LY6E
395551,CCL4
395553,RBP3
395554,FGF14
395555,MRE11
395556,STAT5A
395557,NUDT16L1
395559,EPHA4
395560,NRP1
395561,WNT4
395562,WNT11
395564,PPY
395565,VCAN
395566,AMT
395567,SOUL
395568,COL5A1
395569,GDNF
395570,TOP2A
395571,FZD5
395572,FZD3
395573,SOX10
395574,PAX2
395575,ESR2
395576,DACH2
395577,NEUROG2
395578,NHLH2
395579,KCNN2
395581,HTR2B
395582,VAX1
395583,SPRY1
395584,SPRY2
395586,TSPAN18
395587,DCTN2
395588,MEIS2
395589,MEIS1
395590,DLX3
395591,NKX6-2
395592,TH
395594,HAS2
395596,EPAS1
395597,MTCH2
395598,TERF2
395599,SYNM
395600,LECT1
395601,SIX5
395602,PSAP
395603,FGFR4
395604,CHRNB3
395605,CHRNB2
395606,CHRNA4
395607,CHRNA2
395608,CHRNA1
395609,MDM2
395610,ANGPT2
395611,NA
395612,GSTA4
395613,CHRNB4
395614,IKZF3
395615,SHH
395618,RGS6
395619,RGS12
395620,RGS7
395621,RGS11
395622,ADMP
395623,CER1
395625,EFNB2
395626,UCHL3
395627,MAPKAP1
395629,DDX5
395630,RLIM
395631,LDB2
395633,MYF5
395634,ELAVL4
395635,HDAC2
395637,ELAVL1
395638,FOLR1
395639,NUMB
395640,CHUNK-1
395641,HSD17B1
395642,DUSP4
395643,PDLIM4
395644,USP15
395645,RGS17
395646,RGS20
395647,RAP1GAP3
395648,GPRIN2
395650,PHOSPHO1
395651,BKJ
395652,FKBP9
395653,HPRT1
395654,HBEGF
395655,NOTCH1
395657,SPON1
395658,RBBP4
395659,XPA
395660,PRLR
395661,ART1E
395662,NEGR1
395663,IL10RB
395664,IFNAR2
395665,IFNAR1
395666,CD44
395667,ANPEP
395668,TENM1
395669,PLEK
395670,MEF2A
395671,ERBB4
395672,UBE2A
395674,MCL1
395675,TMCO3
395677,TACR1
395678,RBPMS2
395679,SMAD5
395680,SMAD1
395681,JAK1
395682,ZFHX3
395683,MMP13
395684,IL6ST
395685,WSB1
395686,TECTA
395687,LSAMP
395688,PTPN1
395689,ENO2
395690,PGC
395691,PGA5
395692,ZP4
395693,ATF4
395694,ITPKA
395695,AKAP9
395696,GC
395699,NEUROG1
395700,RPE65
395701,EZR
395702,MTPN
395703,WNT5A
395704,FGF12
395705,LHX2
395706,SCD
395707,ATP2A3
395708,LYG2
395711,HOXC8
395712,ABCB1
395713,TFAP2B
395714,BARX2
395715,SERPINB10B
395716,EYA4
395717,EYA3
395718,EYA1
395719,TK1
395721,KCNA4
395722,CLU
395723,EEF1B2
395724,HMGB1
395725,DNASE1
395726,FTCD
395727,ATF2
395729,PCBD1
395730,KCNAB1
395731,CNBP
395733,SH2D6
395734,RHOB
395735,OTC
395736,NEDD9
395737,HOXB8
395740,PAX9
395742,FLT4
395743,GAD1
395744,C1orf158
395745,EYA2
395746,OAZ1
395747,ETV4
395748,ETV1
395749,ETV5
395750,ETV6
395751,TJP2
395753,MAP6
395754,NEUROD1
395755,PODXL
395757,CD5
395758,SDHA
395759,SLC8A3
395760,SLC8A1
395761,TNNT3
395762,PPP1R19L
395764,CASP1
395765,NPPA
395766,USP2
395767,XRCC6
395768,MNX1
395769,MNR2
395770,TRHR
395771,GJB6
395772,KRT7
395773,ANGPT1L
395774,GSN
395775,DCT
395776,LHCGR
395777,PHEX
395778,GINM1
395779,COCH
395780,APOA4
395781,MRPS30
395782,TBXT
395783,CHD1
395784,CLIP1
395785,HSD17B4
395786,AXIN1
395787,PPP1RL
395789,RFNG
395790,LFNG
395791,ASCL2
395792,TBX6
395793,TBX19
395794,FOXD3
