ENTREZ_ID,GENE_SYM
418274,MRPL51
418275,NCAPD2
418276,IFFO1
418277,NOP2
418278,CHD4
418279,LPAR5
418280,ACRBP
418281,ING4
418282,PIANP
418283,COPS7A
418284,MLF2
418286,PTMS
418287,LAG3
418288,GPR162
418289,P3H3
418290,USP5
418291,LRRC23
418292,EMG1
418293,LPCAT3
418294,C1S
418295,C1R
418297,CLSTN3
418298,NA
418299,PEX5
418300,ZYX
418302,GSTK1
418303,NA
418306,KEL
418307,TRPV6
418308,EPHB6
418310,STYK1
418311,HAO2
418313,TBX15
418315,SPAG17
418319,NAA50
418320,USF3
418321,SIDT1
418322,SPICE1
418324,CTC1
418325,TNFRSF1A
418326,POLQ
418327,STXBP5L
418328,GTF2E1
418329,RABL3
418330,HGD
418332,LRRC58
418333,GPR156
418335,GSK3A
418336,SLC22A15
418337,VANGL1
418338,CHD1L
418339,FAAHL
418340,TMEM39A
418341,B4GALT4
418342,B4GALTL
418344,ARHGAP31
418345,UPK1B
418346,IGSF11
418351,QTRT2
418352,CCDC191
418353,ZDHHC23
418354,GRAMD1C
418355,NA
418356,PLA2G10L
418357,CLDND1
418358,ILDR1
418359,CFAP44
418361,BOC
418362,SPIRE1L
418364,NEPRO
418365,TAF13
418366,GTPBP8
418367,CD200R1B
418368,SLC35A5
418369,ATG3
418370,CCDC181
418371,BLZF1
418373,SFT2D2
418374,TIPRL
418375,GPR161
418376,TTF2
418377,CPOX
418378,COL8A1
418379,DCBLD2
418380,TMEM30CP
418381,CMSS1
418383,TBC1D23
418386,NIT2
418387,TOMM70
418388,LNP1
418389,TMEM45A
418390,ADGRG7
418391,TFG
418393,IMPG2
418395,FAM172BP
418396,TXNL4B
418397,TRMT10C
418398,PCNP
418400,ZBTB11
418401,RPL24
418402,CEP97
418403,NXPE3
418404,NFKBIZ
418405,ZPLD1
418406,CBLB
418407,BBX
418408,CD47
418409,IFT57
418410,CIP2A
418411,SH2D1B
418412,TRAT1
418413,HJURP
418414,NA
418415,NECTIN3
418417,PLCXD2
418418,PHLDB2
418419,ABHD10
418420,TAGLN3
418421,NA
418422,C1H3ORF52
418424,CD200L
418425,CD200
418426,NA
418428,ZNF654
418429,C3orf38
418430,PROS1
418431,ARL13B
418432,NSUN3
418433,ARL6
418435,CHCHD3
418436,MINA
418437,ARL6
418438,DCAF6
418441,MPZL1
418443,RCSD1
418444,DUSP27
418445,GPA33
418446,MAEL
418447,ILDR2
418448,ZFP92
418449,PTGFRN
418450,CD101
418451,IGSF3
418452,ADPRH
418453,TIMMDC1
418455,POGLUT1
418456,BCL9
418458,ACP6
418459,GPR89A
418460,PDZK1P1
418461,CHMP2B
418462,VGLL3
418463,CADM2
418466,LIPI
418467,RBM11
418468,ABCC13
418469,HSPA13
418470,SAMSN1
418471,USP25
418473,TSTD1
418474,CHODL
418475,MRPL39
418476,JAM2
418477,ATP5J
418478,GABPA
418479,ADAMTS1
418481,N6AMT1
418482,LTN1
418484,RWDD2B
418485,USP16
418486,CCT8
418487,MAP3K7CL
418488,BACH1
418489,GRIK1
418491,TIAM1
418492,SCAF4
418493,HUNK
418494,MIS18A
418496,EVA1C
418497,C21orf59
418498,SYNJ1
418499,PAXBP1
418501,C21orf62
418502,IFNGR2
418503,TMEM50B
418504,DONSON
418505,CRYZL1
418506,ITSN1
418508,ATP5O
418510,RCAN1
418511,SETD4
418512,CBR3
418513,MORC4
418514,CHAF1B
418515,SIM2
418516,HLCS
418517,PIGP
418518,TTC3
418519,DSCR3
418520,PSMG1
418521,BRWD1
418522,LCA5L
418523,SH3BGR
418524,IGSF5
418525,DSCAM
418526,BACE2
418527,FAM3B
418528,TMPRSS2
418529,RIPK4
418531,PRDM15
418532,C2CD2
418533,ABCG1
418534,TFF3
418535,UBASH3A
418536,RSPH1
418537,SLC37A1
418538,PDE9A
418540,WDR4
418541,NDUFV3
418542,PKNOX1
418544,CYLY
418545,CBS
418546,CRYAA
418548,HSF2BP
418549,PDXK
418550,AGPAT3
418552,GATD3A
418555,CXorf36
418556,KDM6A
418558,FUNDC1
418559,EFHC2
418560,NDP
418561,MAOB
418563,MAOA
418565,CASK
418566,NYX
418567,DDX3X
418568,RPL8
418569,USP9Y
418572,MED14
418573,ATP6AP2
418574,BCOR
418577,TSPAN7
418578,RPGR
418579,SRPX
418580,DYNLT3
418581,CYBB
418582,PRRG1
418583,C1HXORF59
418585,TMEM47
418588,TAB3
418589,GK2
418593,POLA1
418594,PCYT1B
418595,PDK3
418596,ZFX
418597,EIF2S3
418598,KLHL15
418599,APOO
418600,ACOT9
418601,PRDX4
418602,SMS
418604,KLHL34
418605,RPS6KA3
418606,EIF1AX
418607,MAP7D2
418608,SH3KBP1
418609,MAP3K15
418610,PDHA2
418611,ADGRG2
418612,PHKA2
418613,SCML2
418614,RAI2
418616,NHS
418617,REPS2
418618,TXLNG
418619,SYAP1
418620,CTPS2
418621,AP1S2
418622,TMEM27
418623,ACE2
418624,PIGA
418625,ASB9
418627,MOSPD2
418628,FANCB
418631,GEMIN8
418632,GPM6B
418633,OFD1
418634,TRAPPC2
418635,RAB9A
418636,TCEANC
418637,EGFL6
418638,TLR7
418639,PRPS2
418640,FRMPD4
418641,MSL3
418642,ARHGAP6
418644,GRM3
418645,ELAPOR2
418646,DMTF1
418647,TMEM243
418649,WWC3
418651,SHROOM2
418652,GPR143
418653,PNPLA4
418654,STS
418655,PUDP
418656,PRKX
418657,MXRA5
418658,NA
418660,GYG2
418661,XG
418662,CD99
418663,ZBED1
418664,AKAP17A
418665,P2RY8
418666,CSF2RA
418667,NA
418668,CRLF2
418669,SHOX
418670,PPP2R3B
418671,STAG3
418672,GTPBP6
418673,PLCXD1
418674,JADE3
418675,RP2
418676,SLC9A7
418677,CYFIP1
418680,NIPA2
418681,NIPA1
418682,HERC2
418684,GABRA5
418685,ATP10A
418686,UBE3A
418688,VWA3B
418689,TMEM131
418690,INPP4A
418691,UNC50
418692,MGAT4A
418696,TSGA10
418697,LIPT1
418698,MITD1
418699,MRPL30
418700,LYGL
418701,NA
418702,TXNDC9
418703,REV1
418705,AFF3
418706,LONRF2
418709,PDCL3
418710,RPL31
418711,CNOT11
418712,RNF149
418713,RFX8
418714,MAP4K4
418715,IL1R2
418716,IL1RL2
418717,IL18R1
418718,SLC9A4
418719,SLC9A2
418720,MFSD9
418721,TMEM182
418723,MRPS9
418724,TGFBRAP1
418725,C2orf49
418726,FHL2
418727,NCK1
418728,UXS1
418731,SH3RF3
418732,SEPTIN14
418733,CHAMP1
418734,UPF3A
418735,CDC16
418736,RASA3
418737,GAS6
418738,TMEM255B
418739,TFDP3
418740,DCUN1D2
418741,ADPRHL1
418742,GRTP1
418744,CUL4A
418745,PCID2
418746,PROZ
418748,MCF2L
418749,ATP11A
418750,TUBGCP3
418751,MYO16
418752,COL4A2
418753,RAB20
418755,NAXD
418757,CARS2
418759,ING1
418760,ANKRD10
418761,ARHGEF7
418763,ABHD13
418764,LIG4
418765,ARGLU1
418766,KDELC1
418767,TEX30
418768,METTL21C
418769,ITGBL1
418770,NALCN
418772,TMTC4
418773,GGACT
418774,PCCA
418777,TM9SF2
418778,UBAC2
418779,DOCK9
418780,STK24
418781,FARP1
418783,IPO5
418784,MBNL2
418785,UGGT2
418787,DNAJC3
418789,DZIP1
418790,CLDN10
418791,ABCC4
418792,GPR180
418793,TGDS
418794,GPC6
418795,GPC5
418797,SLITRK6
418798,SLITRK1
418799,KLHL1
418800,PCDH9
418802,HSPA14
418803,NDFIP2
418804,RBM26
418805,RNF219
418807,SLAIN1
418808,MYCBP2
418811,GATD3AL1
418812,ACOD1
418813,NA
418815,LMO7
418817,KLF12
418818,KLF5
418820,PIBF1
418821,DIS3
418822,MZT1
418823,TDRD3
418824,DIAPH3
418825,PCDH17
418826,OLFM4
418827,SUGT1
418828,ELF1
418829,WBP4
418830,MTRF1
418832,NAA16
418833,RGCC
418835,AKAP11
418836,REG1A
418837,EPSTI1
418838,DNAJC15
418839,ENOX1
418840,LACC1
418841,NUFIP1
418842,GPALPP1
418843,GTF2F2
418845,SLC25A30
418846,COG3
418848,SPERT
418849,SIAH3
418850,ZC3H13
418851,CPB2
418852,LCP1
418854,RUBCNL
418855,LRCH1
418856,ESD
418857,SUCLA2
418858,NUDT15
418859,MED4
418861,RCBTB2
418863,FNDC3A
418864,CDADC1
418865,CAB39L
418866,SETDB2
418867,PHF11
418868,RCBTB1
418869,ARL11
418870,KPNA3
418871,SPRYD7
418872,TRIM13
418874,RNASEH2B
418875,SERPINE3
418876,INTS6
418879,ATP7B
418880,ALG11
418881,NEK5
418882,CKAP2
418883,VPS36
418884,THSD1
418885,TPTE
418886,SLC25A15
418887,MRPS31
418888,COG6
418889,LHFPL1
418890,NHLRC3
418891,PROSER1
418892,C4A
418893,FREM2
418894,UFM1
418895,TRPC4
418896,SUPT20H
418898,ALG5
418899,RFXAP
418900,SERTM1
418901,CCNA1
418902,SPG20
418903,DCLK1
418907,RFC3
418908,STARD13
418909,KL
418910,PDS5B
418912,N4BP2L2
418914,N4BP2L1
418915,FRY
418917,HSPH1
418920,KATNAL1
418921,UBL3
418922,SLC7A1
418924,SLC46A3
418925,POMP
418926,PAN3
418927,NA
418930,MTIF3
418931,GTF3A
418932,RASL11A
418933,RPL21
418934,WASF3
418935,RNF6
418936,ATP8A2
418937,NUP58
418938,MTMR6
418939,AMER2
418940,SPATA13
418942,MIPEP
418943,TNFRSF19
418944,SACS
418945,SGCG
418946,MICU2
418947,ZDHHC20
418948,SKA3
418949,LATS2
418951,EEF1AKMT1
418952,IFT88
418953,CRYL1
418954,ZMYM2
418955,PSPC1
418957,MPHOSPH8
418958,PARP4
418960,CENPJ
418962,ARHGAP20
418963,ZC3H12C
418964,C11orf87
418965,DDX10
418966,KDELC2
418967,NPAT
418968,ACAT1
418969,CUL5
418970,SLC35F2
418971,ELMOD1
418972,ALKBH8
418973,CWF19L2
418974,VMO1
418975,AASDHPPT
418976,KBTBD3
418977,MSANTD4
418978,PDGFD
418979,DYNC2H1
418980,DCUN1D5
418981,MMP10
418982,MMP1
418983,MMP7
418984,TMEM123
418985,C11orf70
418989,TRPC6
418990,ARHGAP42
418992,MTMR2
418993,CEP57
418994,FAM76B
418996,CWC15
418997,ANKRD49
418998,HEPHL1
418999,TM4SF1a
419000,MED17
419001,C11orf54
419002,TAF1D
419003,CEP295
419006,DEUP1
419007,SLC36A4
419009,CHORDC1
419010,NAALAD2
419011,FOLH1
419012,NOX4
419014,CTSC
419015,TMEM135
419017,PRSS23
419019,ME3
419020,RAB30
419021,PCF11
419023,CCDC90B
419024,DLG2
419026,NARS2
419027,GAB2
419028,INTS4
419029,KCTD14
419030,USP35
419031,VWF
419032,NOBOX
419033,ARHGEF5
419035,FRMD4A
419036,PRPF18
419037,BEND7
419039,NDUFA9
419040,TIGAR
419041,C12orf4
419042,RAD51AP1
419043,FAR2
419045,CCDC91
419046,KLHL42
419047,MANSC4
419048,MRPS35
419049,RPS11
419051,SLCO2B1
419052,PGM2L1
419053,POLD3
419054,CHRDL2
419055,RNF169
419056,NEU3
419057,P4HA3
419058,PPME1
419059,C2CD3
419060,DNAJB13
419061,PAAF1
419062,MRPL48
419063,RAB6A
419064,PLEKHB1
419066,FAM168A
419067,RELT
419068,FCHSD2
419069,RPS3
419070,GDPD5
419072,LCMT2
419073,DCHS1
419074,NA
419075,ARFIP2
419077,SMPD1
419080,OR51E2
419081,RRM1
419082,STIM1
419083,PAK1
419084,GDPD4
419085,MYO7A
419086,OMP
419087,ACER3
419088,TSKU
419089,GUCY2D
419091,UVRAG
419092,RNF175
419096,BCL2L14
419097,LRP6
419098,ECHDC3
419100,UPF2
419101,PROSER2
419104,USP6NL
419106,GATA3
419107,TAF3
419108,ATP5C1
419109,KIN
419110,ITIH2
419111,ITIH5
419112,NA
419114,IGSF1
419115,L3MBTL1
419116,SRSF6
419117,EPB41L1
419118,AAR2
419119,DLGAP4
419121,GGT7
419122,NCOA6
419124,PIGU
419125,SAMHD1
419126,RBL1
419127,CHD6
419128,RALGAPB
419131,PHF20
419132,ARHGAP39L
419133,NFS1
419134,CPNE1
419135,FER1L4
419137,ERGIC3
419138,CEP250
419139,UQCC1
419140,EIF6
419141,MMP24
419142,MAP1LC3A
419143,DYNLRB1
419144,MANBAL13
419145,ITCH
419146,AHCY
419147,ASIP
419148,RALY
419150,CHMP4B
419152,ZNF341
419153,PXMP4
419154,NECAB3
419155,CBFA2T2
419156,TOX2
419158,ACSS2
419159,SOGA1
419160,PTPRT
419165,IFT52
419166,SGK2
419167,SLC32A1
419168,ARHGAP40
419169,ACTR5
419170,PPP1R16B
419171,NA
419172,DHX35
419173,MAFB
419175,PLCG1
419176,ZHX3
419177,RPN2
419178,GHRH
419179,PIGT
419181,TP53TG5
419183,SYS1
419184,SDC4
419185,RBPJL
419187,STK4
419188,TOMM34
419189,PABPC1L
419190,YWHAB
419191,KCNK15
419192,WISP2
419194,ADA
419195,PKIG
419196,SERINC3
419197,TTPAL
419198,HNF4A
419201,GDAP1L1
419203,OSER1
419205,OCSTAMP
419207,ZMYND8
419208,NCOA3
419209,SULF2
419210,PREX1
419211,ARFGEF2
419212,CSE1L
419213,STAU1
419215,TGM3
419216,EPB42
419217,CCNDBP1
419218,ZNFX1
419220,PPP1R3D
419221,FAM217B
419222,CDH4
419223,TAF4
419225,SS18L1
419226,MTG2
419227,OSBPL2
419228,RPS21
419229,CABLES2
419231,SLCO4A1
419233,MRGBP
419234,DIDO1
419235,GID8
419236,SLC17A9
419238,YTHDF1
419239,BIRC7
419240,NKAIN4
419241,ARFGAP1
419242,NA
419243,COL20A1
419244,EEF1A2
419245,PPDPF
419246,PTK6
419247,PCMTD2
419248,PCMTD2
419249,MYT1
419251,OPRL1
419253,TCEA2
419254,PRPF6
419255,UCKL1
419256,DNAJC5
419257,TPD52L2
419259,ZBTB46
419260,ZGPAT
419261,ARFRP1
419262,RTEL1
419263,STMN3
419264,GMEB2
419265,HELZ2
419267,SIRPA
419268,NSFL1C
419269,RAD21L1
419270,SLC52A3
419273,C20orf96
419274,REM1
419276,NA
419277,DUSP15
419279,CCM2L
419280,HCK
419281,TM9SF4
419284,KIF3B
419286,COMMD7
419287,DNMT3B
419288,MAPRE1
419289,BPIFB3
419290,BPIL3
419292,LBP
419293,LBP
419295,RPRD1B
419296,TTI1
419297,VSTM2L
419299,CTNNBL1
419300,WFDC2
419302,SNX21
419303,ACOT8
419304,NCOA5
419305,CDH22
419306,SLC35C2
419307,ELMO2
419308,DDX27
419309,ZNF831
419310,PRELID3B
419311,CTSZ
419312,NELFCD
419313,GNAS
419314,NPEPL1
419315,STX16
419316,APCDD1L
419317,VAPB
419318,RAB22A
419319,PPP4R1L
419321,C20orf85
419322,NA
419324,RAE1
419327,TFAP2C
419329,RTFDC1
419330,CASS4
419331,CSTF1
419333,NA
419336,DOK5
419337,PFDN4
419338,BCAS1
419341,TSHZ2
419342,ZFP64
419345,ATP9A
419346,NFATC2
419347,KCNG1
419349,DPM1
419350,ADNP
419352,PARD6B
419355,SPATA2
419356,SLC9A8
419359,KLHDC7A
419360,ARHGEF10L
419361,RCC2
419363,SLC45A1
419364,ERRFI1
419365,TNFRSF9
419366,PER3
419368,VAMP3
419369,CAMTA1
419370,ZBTB48
419371,ACOT7
419373,ICMT
419374,RNF207
419377,NPHP4
419378,C1orf174
419379,CEP104
419380,LRRC47
419382,TP73
419383,WRAP73
419384,TPRG1L
419385,MEGF6
419386,ARHGEF16
419388,PRDM16
419390,HES5B
419392,HES5A
419396,PEX10
419397,RER1
419399,PRKCZ
419400,CFAP74
419401,TMEM52
419402,GNB1
419403,NADK
419404,NA
419405,SLC35E2B
419406,CDC2L1
419407,MMP23A
419408,MIB2
419409,NA
419410,SSU72
419411,TMEM240
419412,ATAD3B
419413,VWA1
419414,TMEM88B
419416,DVL1
419417,CPTP
419418,INTS11
419419,PUSL1
419420,ACAP3
419421,UBE2J2
419422,FAM132A
419423,SDF4
419424,TNFRSF18
419425,ARHGEF7L
419426,TTLL10
419427,C1orf159
419428,RNF223
419429,NA
419432,KLHL17
419433,NOC2L
419434,SAMD11
419435,RERE
419438,SLC2A5
419441,SPSB1
419442,SLC25A33
419443,TMEM201
419444,PIK3CD
419445,LZIC
419448,UBE4B
419449,KIF1B
419450,PGD
419451,DFFA
419453,TARDBP
419454,EXOSC10
419455,MTOR
419457,PLEKHM2
419458,FBLIM1
419461,FBXO42
419462,SZRD1
419464,NECAP2
419466,ATP13A2
419467,ALDH4A1
419468,IFFO2
419469,UBR4
419470,EMC1
419471,AKR7A2
419472,PQLC2
419474,MINOS1
419476,TMCO4
419478,PRDM2
419479,AADACL3C
419480,LRRC38
419481,VPS13D
419483,MIIP
419484,MFN2
419485,PLOD1
419486,CELA2A
419487,CNP3
419488,CLCN6
419489,MTHFR
419491,AGTRAP
419492,DRAXIN
419493,MAD2L2
419495,FBXO2
419497,DISP3
419498,GUCA2B
419503,C1QC
419504,C1QA
419505,ZBTB40
419506,C1orf50
419507,PPIH
419510,ZMYND12
419512,AAK1
419513,NFU1
419514,GFPT1
419515,GKN2
419516,ARHGAP25
419517,CDS2
419518,TMEM230
419520,SLC23A2
419521,RASSF2
419522,BNIP3L
419523,PPP2R2A
419524,CDCA2
419526,KCTD9
419527,DOCK5
419528,NEFL
419529,ADAMDEC1
419530,SLC25A37
419531,ENTPD4
419533,LOXL2
419534,R3HCC1
419535,CHMP7
419536,RHOBTB2
419539,LRRTM4
419542,ARID1A
419543,DHDDS
419544,AIM1L
419546,UBXN11
419547,CEP85
419548,CNKSR1
419549,ZNF593
419552,LAPTM5
419554,PUM1
419556,SNRNP40
419557,FABP3
419558,SERINC2
419559,EDN2
419561,CTPS1
419563,GBP1
419564,PPP1R8
419565,THEMIS2
419566,RPA2
419569,DNAJC8
419570,HNRNPR
419571,KDM1A
419572,ZMPSTE24
419573,RLF
419574,C2
419575,ZDHHC18
419576,GPN2
419577,GPATCH3
419578,NUDC
419580,SLC9A1
419581,WDTC1
419582,TMEM222
419583,YTHDF2
419584,NA
419585,TAF12
419586,MTFR1L
419587,SELENON
419588,MAN1C1
419589,LDLRAP1
419590,MACO1
419592,RSRP1
419593,SYF2
419595,CLIC4
419597,TRNAU1AP
419599,L3MBTL4
419600,SRSF4
419601,MECR
419602,C1orf232
419603,FAM110D
419604,PDIK1L
419605,RRAGC
419606,UTP11
419607,FHL3
419608,SF3A3
419609,INPP5B
419610,YRDC
419611,MANEAL
419612,C23H1ORF109
419613,RSPO1
419614,GNL2
419615,DNALI1
419616,SNIP1
419617,MEAF6
419618,ZC3H12A
419619,GRIK3
419620,CSF3R
419621,LSM10
419623,THRAP3
419624,MAP7D1
419625,TRAPPC3
419626,ADPRHL2
419627,TEKT2
419628,AGO3
419629,AGO4
419630,PSMB2
419631,TFAP2E
419633,NCDN
419634,KIAA0319L
419635,ZMYM4
419638,DLGAP3
419639,C1orf94
419640,CSMD2
419641,SMAP2
419642,NFYC
419643,KCNQ4
419644,PEF1
419646,IQCC
419647,CCDC28B
419648,TXLNA
419649,PTP4A2
419650,TMEM39B
419652,MTMR9LP
419653,EIF3I
419654,TMEM234
419656,KPNA6
419658,BSDC1
419659,RP1-27O5.3
419662,ZBTB8AL
419663,ZBTB8OS
419665,KIAA1522
419666,YARS
419667,FNDC5
419668,HPCA
419669,RNF19B
419671,MACF1
419674,PABPC4
419675,NT5C1A
419676,HPCAL4
419677,NA
419678,TRIT1
419679,MFSD2A
419680,CAP1
419681,PPT1
419682,RPL11
419683,TCEB3
419684,PITHD1
419685,LYPLA2
419686,GALE
419687,FUCA1
419688,PNRC2
419689,SRSF10
419690,MYOM3
419692,IL22RA1
419694,IFNLR1
419695,GRHL3
419697,NIPAL3
419698,RCAN3
419699,DPAGT1
419701,HMBS
419702,VPS11
419704,CCDC15
419705,CCDC15
419707,ESAM
419708,PUS3
419711,EI24
419712,FOXRED1
419713,SRPRA
419714,FAM118B
419715,TIRAP
419716,DCPS
419718,C20orf173
419719,KIRREL3
419723,FLI1
419724,ARHGAP33
419725,TMEM45A
419726,TMEM45L
419727,APLP2
419729,PRDM10
419730,NFRKB
419731,ST14
419733,ADAMTS15
419734,SNX19
419736,JAM3
419737,NCAPD3
419738,VPS26B
419739,ACAD8
419743,ATP12A
419744,SCN3B
419747,CLMP
419748,UBASH3B
419751,GRIK4
419752,ARHGEF12
419753,TMEM136-1
419754,TRIM29
419755,NLRX1
419756,HINFP
419757,TTC36
419758,UBE4A
419759,ZBTB32
419760,RBM7
419761,REXO2
419762,CADM1
419764,SIK3
419765,PAFAH1B2
419767,RNF214
419768,BACE1
419769,CEP164
419771,IL10RA
419774,SCN4B
419777,JAML
419778,MPZL3
419779,MPZL2
419780,IFT46
419781,BTG4
419782,C11orf88
419783,DDX6
419784,CXCR5
419785,BCL9L
419787,CCDC84
419788,TRAPPC4
419789,SLC37A4
419790,PHLDB1
419791,NA
419792,BCO2
419793,SDHD
419794,C11orf57
419795,PIH1D2
419796,DLAT
419798,DIXDC1
419799,C11orf1
419800,FDXACB1
419802,APOA5
419803,AHCYL1
419805,SLC6A17
419806,KCNC4
419809,SLC16A4
419811,LAMTOR5
419812,C26H6ORF222
419813,ETV7
419814,KCTD20
419815,SRSF3
419817,C6orf89
419818,PI16
419820,SOX13
419821,PLEKHA6
419822,PIK3C2B
419823,MDM4
419824,NFASC
419825,CNTN2
419826,RBBP5
419827,TMCC2
419828,NUAK2
419829,KLHDC8A
419831,MFSD4A
419832,ELK4
419836,RAB7L1
419837,SLC41A1
419838,PM20D1
419841,FAM72A
419843,SRGAP2
419844,RASSF5
419845,EIF2D
419846,DYRK3
419847,MAPKAPK2
419848,PIGR
419849,C1orf116
419850,PFKFB2
419851,C4BPS
419852,CD55
419853,C4BPG
419854,NA
419856,CD34
419857,PLXNA2
419859,CAMK1G
419860,G0S2
419861,HSD11B1B
419862,TRAF3IP3
419863,IRF6
419864,GUCA1B
419865,WDR77
419866,ATP5PB
419867,RAP1A
419868,FAM212B
419869,DDX20
419870,CTTNBP2NL
419872,MOV10
419873,PPM1J
419874,FAM19A3
419877,MAGI3
419878,PHTF1
419879,AP4B1
419880,HIPK1
419882,OLFML3
419883,TRIM33
419884,BCAS2
419885,NRAS
419886,CSDE1
419887,SIKE1
419888,NA
419889,TSPAN2
419891,FANCE
419893,DEF6
419895,RPL10A
419896,SCUBE3
419897,TCP11
419898,ANKS1A
419899,TAF11
419900,UHRF1BP1
419901,SNRPC
419902,C6orf106
419903,PACSIN1
419904,RPS10
419905,NUDT3
419906,GRM4
419907,LEMD2
419908,IP6K3
419909,C26H6ORF125
419910,ITPR3
419912,BAK1
419914,TSPO2
419915,APOBEC2
419916,OARD1
419917,NFYA
419920,TREM2
419922,TFEB
419923,FRS3
419924,TOMM6
419925,USP49
419926,MED20
419927,BYSL
419928,CCND3
419929,TAF8
419930,CHIA-M31
419931,CHIA-M31
419932,BTG2
419933,PRELP
419934,ATP2B4
419937,VWA5A1
419939,PLEKHM1
419940,CD79B
419941,PRR29
419943,FTSJ3
419945,ASIC2
419946,RPRM
419948,METTL2B
419949,TLK2
419950,MRC2
419951,TANC2
419952,CYB561
419953,ACE
419954,MAP3K3
419955,LIMD2
419956,RNF113B
419957,STRADA
419958,CCDC47
419959,DDX42
419960,CDC27
419961,KANSL1
419963,MYO1D
419964,MAP3K14
419965,FMNL1
419966,NMT1
419967,DCAKD
419968,KIF18B
419969,GFAP
419970,CCDC103
419971,CCDC43
419972,NSF
419973,GOSR2
419980,PHB
419982,DHX8
419985,MPP3
419987,ZNF652
419988,ABI3
419989,GIP
419990,SNF8
419991,UBE2Z
419992,ATP5G1
419993,CALCOCO2
419995,MLLT6
419997,PSMB3
419999,PIP4K2B
420000,CWC25
420001,RPL23
420002,LASP1
420003,RPL19
420004,MED1
420006,MPP2
420007,NBR1
420009,VAT1
420011,IFI35
420013,PTGES3L
420015,AOC3
420017,PSME3
420018,BECN1
420019,CNTD1
420021,RAMP2
420022,RAMP2
420023,EZH1
420025,TUBG1
420027,STAT3
420028,PIBPPDD4L
420029,PIBPPDD4L
420030,ZNF385C
420031,ZNF385C
420032,NKIRAS2
420033,KLHL10
420034,NT5C3B
420037,EIF1
420041,KRT9
420044,KRT23
420045,KRT40
420046,KRT222
420047,SMARCE1
420049,MVP
420050,CERS4
420051,CTXN1
420053,TIMM44
420054,HNRNPM
420055,LSM7
420056,SPPL2C
420057,SLC1A6
420058,RANBP3
420060,NDUFA11
420061,BTN1A1
420062,MARCH2
420063,RAB11B
420066,CD320
420067,PRAM1
420069,APBA3
420070,TJP3
420072,PIP5K1C
420073,CACTIN
420074,MFSD12
420075,LINGO3
420077,SF3A2
420078,DOT1L
420079,AP3D1
420080,BTBD2
420081,SCAMP4
420082,MEX3D
420084,POLRMT
420085,RNF126
420086,ZAP70
420087,ANP32B
420088,ACER1
420089,MLLT1
420090,ACSBG2
420092,RFX2
420093,LARP6L
420094,ATCAY
420095,PIAS4
420096,PRSS57
420098,PTBP1
420099,MED16
420100,WDR18
420101,TMEM259
420102,ARHGAP45
420103,POLR2E
420104,SBNO2
420105,STK11
420109,GATAD2A
420112,ARMC6
420113,SUGP2
420115,HOMER3
420116,DDX49
420117,COPE
420118,CERS1
420119,UPF1
420120,COMP
420121,KLHL26
420122,TMEM59L
420123,FKBP8
420124,ELL
420127,PGPEP1
420128,LSM4
420129,IFI30
420130,MAST3
420131,PEX11G
420132,ARHGEF18
420133,INSR
420134,USE1
420135,MYO9B
420137,HAUS8
420138,CPAMD8
420139,F2RL3
420140,SIN3B
420141,SMIM7
420143,SLC35E1
420144,CHERP
420145,C19orf44
420146,CALR3
420147,EPS15L1
420148,KLF2
420149,AP1M1
420150,FAM32A
420151,CIB3
420154,UHRF1
420156,PLIN3
420157,FEM1A
420159,DPP9
420160,NA
420161,MYDGF
420162,TNFAIP8L1
420164,CYP7B1
420166,TRIM55
420167,SGK3
420168,PPP1R42
420169,CSPP1
420170,ARFGEF1
420171,CPA6
420172,PREX2
420174,SLCO5A1
420176,NCOA2
420178,LACTB2
420179,MSC
420180,TRPA1
420181,SBSPON
420182,RPL7
420183,RDH10
420184,STAU2
420185,UBE2W
420187,TCEB1
420188,TMEM70
420189,LY96
420190,JPH1
420191,GDAP1
420192,PEX2
420193,IL7
420194,ZNF704
420195,PAG1
420196,MRPL53
420197,FABP5
420198,FABP9
420199,IMPA1
420200,ZFAND1
420201,CHMP4C
420202,SNX16
420203,RALYL
420204,SLC7A13
420205,LRRCC1
420206,E2F5
420208,CA3A
420209,CA3B
420210,ATP6V0D2
420212,WWP1
420213,RMDN1
420214,CPNE3
420215,RIPK2
420216,SLC7A7
420217,OSGIN2
420218,DECR1
420219,NECAB1
420220,C8orf88
420221,TMEM55A
420222,OTUD6A
420223,RBM12B
420224,TMEM67
420225,CDH17
420226,RNF151
420227,KIAA1429
420228,ESRP1
420229,DPY19L4
420230,INTS8
420231,CCNE2
420232,TP53INP1
420233,NDUFAF6
420234,PLEKHF2
420235,C8orf37
420236,UQCRB
420237,MTERF3
420238,CPQ
420242,VPS13B
420243,COX6C
420245,FBXO43
420249,SPAG1
420251,RNF19A
420252,UBR5
420253,RRM2B
420254,AZIN1
420255,KLF10
420257,ODF1
420259,ATP6V1C1
420261,BAALC
420262,CTHRC1
420263,DCAF13
420264,RIMS2
420265,DCSTAMP
420266,DPYS
420267,LRP12
420269,ZFPM2
420270,OXR1
420271,RSPO2
420272,EIF3E
420273,EMC2
420275,ENY2
420276,EBAG9
420277,SYBU
420278,KCNV1
420279,CSMD3
420280,MAL2
420281,COLEC10
420282,SAMD12
420284,MED30
420285,SLC30A8
420286,RAD21
420287,UTP23
420288,EIF3H
