NAME	ENTREZ_ID
SCARNA10	112531645
U7	112531617
IBA57	420396
gga-mir-12212	114482969
gga-mir-6609	102465355
GUK1	NA
gga-mir-6606	102466692
gga-mir-1727	100315924
gga-mir-3539	100498698
gga-let-7b	777926
MRPL55	100858219
gga-let-7a-3	777925
C1orf35	769525
KPNA1	418271
ARF1	420398
WNT3A	395396
WNT9A	395829
TTC38L	426599
CRHR2	395105
ENO2	395689
GARS1	NA
LRRC58	418332
CTDSPL	408252
VILL	420415
PLCD1	420416
DLEC1	420418
ACAA1	770094
MYD88	420420
OXSR1	420421
SLC22A13L	420422
XIRP1	374266
SLC22A13	420423
CSRNP1	420425
GORASP1	420426
WDR48	420427
SCN11A	428404
SCN5A	395947
EXOG	420430
ACVR2B	374213
XYLB	420432
C9ORF152	101750288
NUB1	420433
WDR86	770203
CRYGN	428406
PRKAG2	420435
GALNT11	420436
KMT2C	420437
ACTR3B	420439
XRCC2	420438
TMUB1	431107
FASTK	426636
SLC4A2	395809
CDK5	100190948
ABCB8	107055879
ATG9B	107055991
NOS3	107057170
KCNH2	100858122
AOC1	100858159
GIMAP8	101751844
LRRC61	428394
RARRES2	420366
ZNF467	107052491
SSPO	420367
CTC-575C13.4	768735
ZNF212	420369
ZNF767	420372
CDC25A	420375
MAP4	396097
DHX30	420376
SMARCC1	420378
CSPG5	395466
ELP6	420379
SCAP	420380
PTPN23	100858513
GIMAP7L5	NA
GIMAP7L5	101751647
FAM188B	420383
AQP1	420384
GHRHR	420385
ADCYAP1R1	420386
GHRHR-LR	428397
VIPR1	395329
SEC22C	420387
NKTR	420388
ZBTB47	428398
KLHL40	420389
HHATL	420391
ACKR2	420393
ACKR2	425055
U6	112531984
gga-mir-12238	114483162
gga-mir-26a	777941
gga-mir-1706	100315794
gga-mir-6600	102466909
gga-mir-153	777942
gga-mir-6713	102465420
gga-mir-10585	114483157
gga-mir-7461	102465733
gga-mir-6710	102466715
gga-mir-460a	777918
gga-mir-12239	114483166
gga-mir-1639	100315879
CATH2	420407
HIGD1C	768335
MTAP	431261
CDKN2A	395077
CDKN2B	395076
TRIM36	426811
PGGT1B	770633
CCDC112	770644
FEM1C	431262
ALDH7A1	426812
FRMPD1	100859250
TRMT10B	768672
SLC25A51	100859749
DCAF10	426804
POLR1E	426805
ZBTB5	431260
GRHPR	426806
ZCCHC7	426807
TOMM5	426803
ZNF608	426810
SNX2	426797
PAX5	387330
PPIC	768427
PRDM6	426800
GRAMD3	426813
MELK	428391
SNCAIP	426796
SRFBP1	426795
LOX	396474
CEP120	426802
gga-mir-7483	102465748
gga-mir-31	777880
SNX24	426798
IBSP	396071
IBSP	404539
USO1	422575
G3BP2	422576
MEPE	395256
MBOAT4	428757
COQ2	422605
HPSE	373981
MRPS18C	770813
HELQ	422606
FAM175A	422608
GPAT3	422610
HPGD	422567
GLRA3	422568
CCNI	422634
SEPTIN11	422635
FBXO8	422565
CEP44	422566
PRDM8	777386
FGF5	NA
BMP3	422581
RASGEF1B	100859744
GALNTL6	422560
GALNT7	422561
HMGB2	396482
SAP30	422562
SCRG1	422563
HAND2	395813
DUSP4	395642
TNKS	374252
MFHAS1	101750338
ERI1	422629
PPP1R3B	422630
BMP2K	422578
PAQR3	770386
PRAG1	422632
ANTXR2	422580
PRKG2	428753
PKD2	422585
SPP1	395210
AREG	428752
PLAC8L1	770777
PLACL2	100857411
SOWAHB	101748297
VEGFC	422573
MTHFD2L	770327
EPGN	497270
EREG	408036
GPM6A	422569
WDR17	422570
SPATA4	422571
ASB5	422572
SPCS3	396234
CDS1	422611
WDFY3	422613
PPM1K	422614
ADGRL3	422616
TECRL	422618
IGFBP7	422620
POLR2B	422621
NOA1	422622
REST	422623
SARAF	422624
LEPROTL1	422625
ENPEP	428771
SRP72	422626
PITX2	395862
ARL9	771078
HOPX	395241
UGT8	374033
SPINK2	770729
ARSJ	101751638
SPARCL1	422586
NUDT9	422587
ELOVL6	428772
HSD17B13	422588
EGF	408035
LRIT3	422696
KLHL8	422589
PTPN13	422591
RRH	771805
MAPK10	422592
GAR1	422697
CFI	428773
PLA2G12A	772082
ARHGAP24	422593
CASP6	395477
COPS4	422594
MCUB	422698
NDST4	422686
LIN54	422595
THAP6	422596
CAMK2D	422688
SEC31A	422597
SCD5	422598
ANK2	422689
TMEM150C	422599
ENOPH1	422600
LARP7	422690
HNRNPDL	422601
ZGRF1	428770
HNRNPD	422602
ALPK1	100858173
LGALS1B	404269
SHROOM3	422636
TIFA	422692
AP1AR	422693
FAM241A	NA
UTP3	422643
UTP3	422644
ANKRD50	422663
SCARB2	422638
SPRY1	395583
STBD1	422637
NUDT6	NA
NUP54	422639
PPEF2	422640
NAAA	422641
SDAD1	422642
JCHAIN	374117
BBS12	422667
FGF2	396413
CETN4	422668
IL21	554218
IL2	373958
ADAD1	107051715
RUFY3	422645
KIAA1109	422670
GRSF1	422646
MOB1B	422647
DCK	422648
PDLIM5	422699
BMPR1B	396030
SLC4A4	422649
GC	395696
NPFFR2	428759
UNC5C	395101
ADAMTS3	428760
COX18	422650
RAP1GDS1	422701
ANKRD17	422651
AGA	422558
NEIL3	428750
CLDN23	428756
TSPAN17	422702
EIF4E	422703
METAP1	422704
ADH6	395979
C4orf17	772145
TRMT10A	422708
CENPC	395922
STAP1	428761
UBA6	422655
TMPRSS11D	101748816
TMPRSS11F	428763
gga-mir-1751	100315820
gga-mir-1804	100315850
gga-mir-1776	100315834
gga-mir-1730	100315985
YTHDC1	422656
HSD17B11	428754
UGT2A1	422660
SULT1B	422661
SULT1B1	395227
SULT1E1	422662
FAT4	395166
ALB	396197
AFP	422652
RASSF6	422653
IL8L1	395872
IL8L2	396495
EPHA5	395997
TRPC3	374153
BBS7	771481
CCNA2	396172
EXOSC9	619530
C4H4orf54	112532442
ANXA5	428767
MTTP	422709
DAPP1	425211
QRFPR	422671
LAMTOR3	425210
DNAJB14	426362
DCTN1	426238
PCGF1	100858619
DOK1	430423
M1AP	425987
TNIP3	771693
AUP1	769206
H2AZ1	426361
HTRA2	395990
EMCN	772178
NDNF	422672
PPP3CA	395113
LOXL3	425986
PRDM5	422673
MAD2L1	422675
BANK1	422711
RPL7L1	422676
SLC39A8	430411
NFKB1	396033
TMEM161B	426919
TXN	396437
PDE5A	422677
FABP2	422678
USP53	422680
MYOZ2	422682
SMARCAD1	422522
HPGDS	395863
PTBP3	427333
SYNPO2	428768
SUSD1	427334
OPN4-1	395334
GRIN3A	769001
SEC24D	422683
RPL34	422526
RNF20	427310
METTL14	422684
PRSS12	422685
TMEM246	427309
NDST3	428769
NEUROG2	395577
ALDOB	427308
LEF1	395865
MRPL50	427307
TMEM215	427341
NPR1	431640
HADH	420290
TOPORS	427342
CYP2U1	422528
SGMS2	422529
SEC24B	422523
COL25A1	429900
ELAVL2	770158
ETNPPL	428743
TET2	422540
CXXC4	NA
CR1	427338
TACR3	768993
MUSK	373897
UFSP2	422542
LRP2BP	422543
LPAR1	427339
SNX25	422544
CFAP97	422545
SLC25A4	422546
CORO2A	427373
CCNH	427328
RASA1	427327
PAPSS1	422530
gga-mir-122b	100315935
gga-mir-302b	777898
gga-mir-7466	102465736
gga-mir-302c	777899
gga-mir-302d	777900
gga-mir-1679	100315883
gga-mir-367	777910
UGCG	427335
gga-mir-302a	777815
gga-mir-1811	100316001
VPS16	426571
IDH3B	426573
DKK2	422531
KIAA1958	431637
NOP56	426574
GIMD1	422532
SPATA5	422665
HSDL2	100858057
ADH1C	771920
AIMP1	422533
C4H2orf81	107056276
WDR54	101751597
TBCK	422534
RTKN	107056271
EDIL3	427326
INO80B	107049493
C9orf84	101747858
WBP1	107049494
NPNT	422535
MOGS	107049491
ATP6AP1L	427324
CCDC142	107049492
TTC31	100858003
RPS23	427323
LBX2	431414
GSTCD	422536
ATG10	427322
SNORD57	112532449
INTS12	422537
gga-mir-12285	114483491
ARHGEF38	428744
C9orf72	427370
COX7C	431629
PPA2	422539
GNG10	769603
DNAJC25	431639
ECPAS	427336
ANAPC10	422461
HHIP	422460
SMC2	396156
ABCE1	422462
PTGR1	427337
CAAP1	427364
OTUD4	422463
SMAD1	395680
MMAA	NA
MAS1	NA
SOD2	374042
PLAA	427365
IFT74	427367
FGFR1OP	421568
CCR6	769278
LRRC19	101752041
ZNF827	422465
TAB2	421622
LSM6	422466
REELD1	101749214
TEK	427368
MOB3B	431645
SMOC2	421559
SLC10A7	422467
SULT6B1L	421560
POU4F2	428735
SSBP2	770958
TTC29	422468
ACOT12	431627
EDNRA	373908
SULT	395933
TMEM184C	422469
DACT2	421561
SF3B5	769794
PRMT9	422470
ARHGAP10	422471
LINGO2	NA
HAPLN1	396475
NR3C2	374131
VCAN	395565
SNORD100	NA
SNORD101	112532232
gga-mir-6697	102466712
gga-mir-1454	100315701
gga-mir-1660	100315769
gga-mir-7462	102466997
PERPA	421683
IQCM	100857543
XRCC4	427325
LTV1	421666
TMEM167A	770790
DCLK2	422473
EFCAB2	421491
LRBA	422476
RHOU	428589
SMYD3	421489
MAB21L2	374011
PLPPR1	427306
HELT	NA
PALM2AKAP2	100533110
KIF26B	100859813
PGBD5	421541
GTPBP2	421449
POLH	395102
SNX30	427330
ACSL1	422547
SRD5A2	772291
SULT6B1	421473
CEBPZOS	NA
CENPU	422548
INIP	427331
CASP3	395476
PRIMPOL	422549
CEBPZ	421474
ZCCHC9	427320
NDUFAF7	421477
IRF2	396115
PRKD3	421478
CKMT2	396508
RASGRF2	100859132
QPCT	421479
gga-mir-1734	100315890
gga-mir-1767	100315829
gga-mir-12261	114482194
ENPP6	422551
SLC30A6	421480
EPM2A	421611
MSH3	427318
DHFR	427317
PLG	421580
SPAST	421481
ANKRD34B	431626
DPY30	421482
FAM151BL	427316
STOX2	769288
ZFYVE16	427315
TRAPPC11	428748
CCDC125	427313
RMDN2	421465
AK6	425215
RWDD4	428749
RAD17	404778
ING2	422553
MEMO1	421483
CDKN2AIP	769372
EIF2AK2	395147
CYP1B1	421466
NANP	421467
WWC2	422555
GPATCH11	421468
DCTD	422556
HEATR5B	421469
MEF2C	769007
TUSC1	101751372
STRN	421470
TENM3	422557
VIT	421471
RPS3A	422477
SH3D19	422478
FEZ2	421472
FHIP1A	422479
GATB	422480
TTC27	421462
FBXW7	422481
TMEM154	771586
BIRC6	421463
DLK2	428576
ABCC10	421456
ZNF318	421457
FAM98A	421458
ARFIP1	770884
FHDC1	422484
RASGRP3	421460
SCLT1	422486
LTBP1	421461
COG2	421542
C4orf33	422485
CSGALNACT1	422488
AGT	421543
SH2D4A	422487
CAPN9	421544
INTS10	422489
C1orf198	768787
HGSNAT	422490
TTC13	421545
ARV1	421546
POMK	422491
FAM89A	NA
SMIM19	422492
GUCY1A3	422407
TRIM67	100857188
TFAP2B	395713
TFAP2D	771525
AvBD7	407777
SLC20A2	422493
C1orf131	421547
PDCD2	421550
DEFB4A	395840
INTU	422494
AvBD1	395841
TBP	395995
AvBD3	395363
HSPA4L	422496
KLHL2	422422
AvBD4	414342
MSMO1	422423
PSMB1	421551
PLK4	422497
AvBD14	100858701
CPE	422424
USP38	422455
TRAM2	422039
TRAM2	422040
MFSD8	422498
EFHC1	422041
GAB1	422456
FSTL5	428726
NAF1	769997
PAQR8	422042
MCM3	422043
NPY1R	428727
IL17F	428665
FAM120B	421552
IL17A	395111
ABHD18	422499
DLL1	395820
NPY5R	422419
PKHD1	422044
LARP1B	422500
MRPL19	422066
PGRMC2	422501
GDF7	428655
TMA16	770087
HS1BP3	421966
TSNAX	421526
LDAH	421967
EGLN1	768374
SPRTN	421530
EXOC8	421531
APOB	396535
JADE1	422502
MARCHF1	422420
TDRD15	101751663
RCHY1	771726
APELA	770154
TARBP1	421517
LAPTM4A	421959
TMEM192	107053202
SDC1	421960
CBR4	422435
BTC	448833
GSR	771783
PPP2CB	396021
COA6	771652
SLC35F3	421518
PURG	428737
KCNK7	421519
MLK4	428586
PUM2	421961
SPOCK3	422425
WRN	422505
RHOB	395734
ANXA10	770326
CRISP2	422045
GTF2E2	771227
CRISP2	428667
DDX60	422427
PCNX2	428587
SMIM18	100859858
RHAG	395118
GUCY1B3	422408
CYP2AC1	422046
CENPQ	422048
RBPMS	428738
MUT	422049
OPN5L2	422050
CDC5L	422052
TDO2	422409
ASIC5	428723
DCTN6	771257
NTPCR	428588
SIPA1L2	421523
FRAS1	422506
MAP10	101747480
CTSO	422410
SUPT3H	422053
MRPL1	422507
RUNX2	373919
DISC1	100859633
CLIC5	422054
PDGFC	395469
HNRNPU	421492
CNOT6L	422508
GLRB	422411
ENPP4	422055
CXCL13	109648311
CXCL13L2	422510
CCNG2	422512
COX20	421493
PIGY	101748971
PYURF	NA
GRIA2	414894
RCAN2	422057
HERC3	422514
FAM198B	422413
DESI2	421494
C1orf101	421495
TMEM144	422414
CYP39A1	422058
ADSS2	428579
FAM13A	422515
PLA2G7	395816
PALLD	422428
ANKRD66	NA
MEP1A	422060
ZBTB18	428580
ADGRF5	101750527
GPRIN3	428740
AKT3	421497
AADAT	428728
TNFRSF21	422062
MFAP3L	428729
SDCCAG8	421498
HPF1	422431
SNCA	395393
CLCN3	422432
MMRN1	428741
PLD5	421501
CD2AP	771715
MAP1LC3C	421504
NEK1	422433
ADGRF4	107053171
OPN5	428670
EXO1	421505
SH3RF1	422434
PTCHD4	422064
WDR64	428581
SLC7A11	428731
cOpn3m	428582
FKBP1B	395254
SF3B6	421976
NOCT	404779
CCSER1	422518
FAM228	421978
MGARP	770869
Atoh1	101750213
RAB33B	422441
RGS7	395620
EVA1A	422065
RXFP1	422415
C4H4ORF46	107053203
TP53I3	421977
ITSN2	421979
ETFDH	428724
GPN1	421980
GREM2	421507
PPID	428725
ZNF512	769868
FNDC4	421981
FMN2	107053055
FNIP2	422417
IFT172	421983
C4orf45	769822
KRTCAP3	421984
NRBP1	421985
PPM1G	421986
CHRM3	396364
RNF19AL	421988
ZNF513	NA
RAPGEF2	422418
SNX17	421990
RYR2	421508
RNase_MRP	NA
SNORD73	112532458
gga-mir-1627	100315749
gga-mir-12272	NA
EIF2B4	425800
GRID2	422520
TMEM214	428658
TLL1	395441
AGBL5	770678
CAD	428659
HTRA3	422868
MTR	422069
SETD7	422443
ACTN2	396263
EMILIN1	100858014
SCOC	422446
PRKACA	100859181
HEATR1	425734
CDKL2	428736
BOD1L1	422838
KHK	107053156
MAML3	422445
LGALS8	430948
CXCL13L3	422511
CGREF1	107053157
ABHD1	107053155
TMEM128	422845
CLGN	422447
LYAR	422846
PREB	100858986
ZBTB49	422847
EDARADD	497625
ADGRA3	422817
SLC5A6	100857231
PCDH10	408048
NSG1	395251
ATRAID	776812
PCDH18	422438
STX18	422848
ERO1B	421509
MGAT4D	422448
PCDH7	422797
ELMOD2	422449
MPV17	100857465
GPR137B	421511
ACOX3	422869
TBC1D9	422452
TRIM54	107053153
DNAJC5G	107053152
RNF150	100858072
NID1	395531
ZNF330	422453
SLC30A3	101751860
GTF3C2	430980
LYST	421514
IL15	395258
RAB28	422839
INPP4B	422454
ASXL2	421993
MAPRE3	100857732
GNG4	771582
SMARCA5	422457
DPYSL5	107053190
B3GALNT2	430770
ZNF518B	422841
TBCE	426319
GGPS1	427092
DNMT3A	421991
ARID4B	425840
RBM34	426311
HS3ST1	422840
TOMM20	426309
CLNK	101748527
TAF5L	421538
KIF3C	429432
CRIM1	395067
RAB10	421994
WDR1	422842
GAREM2	770888
HADHA	395929
ABCB10	421537
HADHB	421995
URB2	421539
AFAP1	374034
GVINP1	428660
XPO5	421450
GALNT2	421540
KLHL29	770342
ABLIM2	422866
ATAD2B	421972
POLR1C	421452
SH3TC1	422867
UBXN2A	421973
YIPF3	421453
CCDC149	100858889
LRRC73	421454
TJAP1	421455
MFSD2B	428656
YIPF4	421464
WDCP	421975
SOD3	422810
WDCPL	770429
SELENOI	428661
DHX15	422813
PTK2B	421998
PPARGC1A	422815
ELF2	422439
NAA15	422440
CHRNA2	395607
CDC42EP3	428577
SLC2A9	422843
IRF2BP2	428585
MGST2	770916
DRD5	NA
AHCTF1	421484
OTOP1	422844
EPHX2	421999
C3H8ORF80	422000
SEPSECS	422808
KIF28P	101748750
NUGGC	422002
LGI2	422809
NKX3-2	373932
SCCPDH	421485
SCARA5	771061
PBK	422003
ESCO2	422004
RAB4A	421532
CCSAP	421533
CCDC25	422005
KCNIP4	395239
PACRGL	422818
NUP133	421535
SCARA3	771117
CNST	421487
TFB2M	421488
PIGM	428583
CLU	395722
SLC35F6	431081
SLIT2	373967
KCNK3	428382
C2orf70	422006
OTOF	422007
PROM1	422825
DRC1	422009
FGFBP2	395094
TRIM35	771180
FGFBP1	422826
CD38	422827
STMN4	422010
BST1	422828
POMC	422011
FBXL5	422829
CC2D2A	422830
C1QTNF7	422831
CPEB2	422832
EFR3B	422012
STIM2	422799
DNAJC27	402783
TBC1D19	422800
ADCY3	422013
CCKAR	422801
CENPO	422014
PTRHD1	422015
NCOA1	422016
RBPJ	422802
ZNF395	422017
PNOC	422019
SMIM20	769392
SEL1L3	422804
U1	112532226
gga-mir-135b	100315767
gga-mir-456	777917
ELP3	422021
gga-mir-1717	100315801
gga-mir-1784	100315897
gga-mir-12260	114482287
GNPAT	421548
CEP170	421499
SLC34A2	395131
FBXO16	771262
ANAPC4	422805
ZCCHC4	422806
PI4K2B	422807
FZD3	395572
EXTL3	422022
LCORL	NA
INTS9	422023
LCORL	422820
NCAPG	422822
MED28	425350
LAP3	425306
CLRN2	100858515
QDPR	426335
HMBOX1	422024
KIF13B	422026
LDB2	395631
TAPT1	422824
MSRA	422027
MSX1	396484
PRSS55	428663
SOX7	771337
STK32B	422850
PINX1	422028
CYTL1	422849
XKR6	422029
OvoDA1	422030
OVODB1	106780806
OvoDA1-2	422031
OvoDA3	422032
EVC2	770095
TDH	422034
FAM199X	422377
LONRF3	422375
FAM167A	770947
EVC	422851
COMMD5	422376
BLK	422035
GATA4	396392
NEIL2	422037
KCTD12B	425504
CRMP1	395156
AKAP17B	422372
POU4F1L	395521
FDFT1	422038
C4H4ORF50	NA
VMA21	422385
CTSB	396329
GPR50	396318
AvBD13	414877
JAKMIP1	422854
WFS1	422857
HMGB3	396232
AvBD11	414876
CD99L2	422386
AvBD10	414341
AvBD8	414875
IMP3	107053172
PPP2R2C	422858
MTMR1	422387
TAS2R7	771663
UCN	121110414
MTM1	422388
MAN2B2	422859
USP12-like	422322
KIAA0232	422860
TBC1D14	422862
CCDC96	100859647
MAMLD1	422389
TADA2B	428796
GRPEL1	422865
WASF3L	422323
SORCS2	NA
TENM1	395668
SPRY3	428712
GATD3AL2	422305
U1	112532220
U1	112532221
U1	112532222
U1	112532223
U1	112532224
U1	112532225
U1	112532231
U1	112532242
U1	112532244
U1	112532245
U1	121110511
U1	121110512
gga-mir-6690	102465405
gga-mir-206	777811
gga-mir-6578	102465335
MIR124-1	NA
MIR133B	NA
KLF8	101749773
AvBD6	407776
CYP2AC2	107049058
RRAGA	422311
C8orf48	119765002
KIAA1210	NA
MTMR9	422033
AvBD9	414343
ARHGEF9	422315
gga-mir-218-1	777816
gga-mir-12274	114483474
gga-mir-1701	100315979
VEGFRKDRL	422316
HOXCDX1L	422317
CDX4B	395320
CHIC1	422318
EPFIP1L	422319
RASL11AL	422321
ACOD1L	422307
GLOD5	771737
GRIA3	396138
C1GALT1C1	422362
IL1RAPL2	422379
MCTS1	422363
CUL4B	422364
EDNRB2	373909
POLR1D	428713
RFX6	421737
GOPC	770364
DCBLD1	421734
ROS1	396192
VGLL2	421735
NRK	422380
VAMP7	422297
HACE1	421788
LAMP2	414800
SOBP	421775
PDSS2	421777
CETN2	422303
CXorf57	422381
BEND3	421778
C6orf203	421779
CD24	100859742
NUS1	421733
DSE	421745
ZNF185	422301
NT5DC1	421746
RNF128	422382
TBC1D8B	422383
COL10A1	100858979
PASD1	422384
CLVS2	428616
ATP1B4	422365
SMPDL3A	776223
FABP7	396246
ZBTB33	422367
PKIB	769402
SERINC1	421722
NSDHL	422302
CETN1L	422304
HSF2	421724
NKAPL	422368
AKAP14	772147
NDUFA1	772150
UPF3B	100858231
GJA1	395278
RPL39L	374132
TBC1D32	421725
NKRF	422370
UBE2A	395672
GRIK2	428628
STEEP1	428719
QRSL1	421781
SLC25A5	772225
SLC25A43	422371
RTN4IP1	421782
TMEM185B	422391
AIM1	421783
IDS	422392
AFF2	NA
SH2D1A	100857869
ATG5	421784
STAG2	422360
BIRC8	395280
PRDM1	445340
THOC2	422361
NMU	422748
KIT	378783
PREP	421785
PDCL2	422749
FGF20	428779
POPDC3	395434
MTNR1A	396319
LIN28B	421786
AMER1	422314
HS3ST5	428621
MTMR8	422312
FAT1	395168
ASB12	422313
PGRMC1	772196
SLC16A2	428716
HDAC2	395635
MARCKS	396473
RLIM	395630
KIAA2022	422325
CORIN	100857733
LAMA4	421749
ATP10D	422768
ABCB7	422326
RFC1	422788
UPRT	422327
KDR	395323
TUBE1	421750
ZDHHC15	422329
WDR19	430829
KLHL5	425121
FGF16	422330
RASL11B	422756
FYN	396294
ATRX	422331
PDGFRA	395509
COMMD8	422769
TRAF3IP2	421752
MAGT1	422332
GABRA4	422770
REV3L	428622
COX7B	771947
GABRG1	422771
ATP7A	101747741
MFSD4B	428623
SLC16A10	421753
GNPDA2	422772
RPF2	428624
PGK2	395833
GTF3C6	421754
AMD1	421755
GUF1	422773
CDK19	421756
YIPF7	422774
KCTD8	770600
GRXCR1	770624
AMOT	422336
NFXL1	100859761
TRPC5	422337
FMR1NB	101748316
DDO	770953
DDO	421757
METTL24	421758
TUSC3	422738
CDC40	421760
WASF1	421761
SGCZ	422739
SLITRK2	121106448
FIG4	421762
CHIC2	422751
TRIM2	100857562
GSX2	107056377
AK9	771077
ZBTB24	421763
PPIL6	421764
CD164	395380
DLC1	422740
MND1	422399
LNX1	422752
TBX22	373895
WDR44	422227
SESN1	421766
FIP1L1	422754
SCFD2	770088
TMEM131L	422400
ARMC2	421767
FOXO3	NA
GABRA2	770511
EFNB1	395896
AFG1L	421770
OPHN1	422162
SNX3	421772
ATP8A1	422776
YIPF6	422161
SHISA3	100857319
NR2E1	396082
C4ORF19	101747284
OSTM1	421773
KLHL9	422226
SEC63	421774
BRS3	378927
SCML4	428626
VGLL1	770844
FRK	421747
TSC22D4	768091
GPRC6A	428620
NWD2	428789
DOCK11	422229
FAM162B	100857953
DTHD1	100858463
IL13RA1	422230
PABIR2	422236
ARAP2	428790
KPNA5	421738
TMEM35A	NA
ZUFSP	421739
TRMT2B	100858909
TRMT9B	422741
LONRF1	422742
UTP14A	422140
TLR2A	374141
ZDHHC9	422139
RWDD1	421741
SASH3	422138
TRAPPC3L	421743
PAICS	396534
FAM26D	421742
MMGT1	422240
TLR2	769014
FAM26E	769904
FAM26F	421744
SFRP2	395546
XPNPEP2	422137
PPAT	422743
SLC9A6	422241
AASDH	422744
PLRG1	422401
MAN1A1	421726
FHL1	770787
APLN	101747811
FGB	373926
TMEM156	426317
FGG	395837
FGA	396307
LRAT	422403
FAM184A	421727
MAP7D3	422242
RBM46	422404
CRACD	422745
MCM9	100857742
SLC35F1	770279
FAM114A1	426196
ZC4H2	422176
ZC3H12B	422175
NPY2R	422405
LAS1L	422174
KLKB1	422723
MAP9	422406
SOX3	374019
GABRQ	396288
ASF1A	723780
CEP135	422746
GABRA3	422289
MSN	422173
GABRE	396173
CNGA2	771609
FAAH2	100859568
CLDN2	422292
TLR1A	426274
CEP85L	100857774
OCRL	422136
PRRG3	422291
PLN	396378
RIPPLY1	112532300
ASCC3	421790
EXOC1	422747
CLIC2	422178
VSIG10L	422293
ERCC6L	422135
PIN4	422134
SIM1	396129
KLF3	429811
GPR6	101747493
EXOC1L	107053246
NHSL2	422133
ENS-1	107051510
ENS-1	769415
FDX1B	422172
TMLHE	422296
TBC1D1	426162
ALG13	422339
EVA1CL	422179
PGM2	426435
RELL1	422795
CLOCK	373991
ARHGAP20B	422171
CCNB3	396167
TMEM165	428780
DCX	374242
SRD5A3	422750
BEND4	422777
CAPN6	422341
DGKK	422129
SLC30A9	422778
PAK3	422342
HDX	422272
TMEM33	422779
PHOX2B	395548
RPS6KA6	422273
CHRDL1	373985
MID2	422131
AMMECR1	422343
DKC1	422196
NXT2	422346
ACSL4	422345
IRS4	422347
MPP1	422197
LIMCH1	422780
UCHL1	770302
COL4A5	422348
APBB2	422781
NSUN7	422782
FRG1BP	422726
ASAH1	422727
PHF6	422235
COL4A6	422350
HPRT1	395653
PCM1	395204
PCDH19	422263
gga-mir-199b	100315977
PABIR3	422237
ATG4A	772074
FGL1A	422728
PSMD10	422351
BVES	408032
VSIG1	414795
RAB39B	422354
STARD8	121113224
MTUS1	422729
RXFP2	428695
PDGFRL	769077
ARHGEF6	422247
PICALML	772071
PICALML	422355
SLC7A2	422730
GAB3	428717
RBMXL1	422248
SMARCA1	422358
GPR12L	100858332
MTMR7	422731
TM9SF2L	422249
TMEM63A	421319
KCNE5	100858624
GLA	422188
RBM47	770355
EPHX1	421321
RPL36A	100859914
CHRNA9	395522
MFSD10	422881
VPS37A	422732
BTK	374075
CNOT7	422733
TIMM8A	422190
ENAH	374180
TAF7	422192
ADD1	422882
ZDHHC2	422734
AIPL1	769785
NKX1-1	NA
SRP9	770243
DRP2	422193
SOHO1	396346
MARK1	421342
RAB3GAP2	421343
IARS2	421346
HMX1	396546
BPNT1	421347
UVSSA	422903
EPRS	421348
CENPI	395207
SMYD1	373960
RRP15	421353
FABP1	374015
RHOH	428786
GLRA4	769706
THNSL2	422927
MICU3	422736
CD40LG	395485
TACC3	422899
SPATA17	421354
N4BP2	422786
MOSPD1	422238
GPATCH2	421355
PDS5A	422787
INTS6L	422239
F12	422876
ACTR2	396147
PHKA1	422181
UBE2K	428787
HDAC8	422182
RPS4Y1	396001
RBM41	428698
EBF4	107050199
USH2A	421358
RGS12	395619
SMIM14	422793
gga-mir-1750	100316014
gga-mir-6679	102465398
gga-mir-7469	102466233
gga-mir-1728	100315807
gga-mir-1790	100316016
NUP62	422183
gga-mir-12269	114482307
gga-mir-6614	102465358
MSANTD1	422877
TMEM255A	107052097
PIH1D3	422184
FRMPD3	428699
UGDH	422792
HTT	422878
LIAS	422791
SEPTIN6	422369
PRPS1L1	422185
GRK4	422879
ESRRG	421357
RPL9	425468
TMSB15B	100502566
KLB	425467
NOP14	422880
SHKBP1	421359
TRMT44	422871
ADRA1D	422933
FMR1	422395
USP46	422758
SMOX	422934
LBR	396285
RNF24	100857605
PANK2	422935
TMEM164	422344
DNAH14	421322
MAVS	422936
RAB9B	422187
CNIH3	421323
WDR26	421324
PLP1	396214
SPATA18	422759
CHMP1B	422143
CNIH4	421325
ENOX2	422142
SGCB	422760
PTPRA	396060
LRRC66	422761
SLC25A14	422141
DCUN1D4	422762
NVL	421326
RAB33A	107049032
RAB33A	769358
DEGS1	421327
CWH43	422763
MRPS26	426561
MARS2	NA
EHBP1	421282
OXT	768516
AVP	396101
FBXO28	421328
TMEM129	422900
OTX1	100858585
FRYL	422765
AIFM1	428688
TP53BP2	421329
WDPCP	428553
BCORL1	428687
SLBP	422902
MDH1	421281
CAPN2	395963
FAM53A	378905
OCIAD2	422764
ADRA2C	428799
XKRX	771005
CAPN8	428561
ZAR1	100857604
LRPAP1	395936
SLC10A4	770263
NOX1	422257
SUSD4	770442
DOK7	422875
CSTF2	422258
RTN4	378790
BMP15	428697
C4orf48	422894
NELFA	422896
TRMT12	422259
SYTL4	422260
TLR5	554217
SRPX2	422261
EML6	421215
SLAIN2	422766
TSPAN6	422262
RPS27A	395796
TNMD	404530
MTIF2	421213
CTNNA2	396035
PRORSD1P	421212
DISP1	421333
LRRTM1	771502
BROX	421334
FOXI3	428801
VSIG4	NA
EIF2AK3	422930
HSF3	422169
AIDA	421335
