#NAME,C14S1_experimental_1,C16F_controlF_3,C17F_controlF_4,C18S2_experimental_2,C1P_controlP_1,C20S1_experimental_3,C20S3_experimental_4,C2F_controlF_1,C2P_controlP_2,C3F_controlF_2,C4P_controlP_3,C9P_controlP_4
#CLASS:Group,Exp,ConF,ConF,Exp,ConP,Exp,Exp,ConF,ConP,ConF,ConP,ConP
,0,0,0,0,0,0,0,0,0,3,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,2,0,0,0,0,0,0,1,0,0
,0,0,0,1,0,0,0,0,0,0,0,0
,62,106,116,81,15,49,36,44,26,121,42,31
,2,4,1,1,1,1,1,4,3,0,8,0
,0,16,4,7,0,1,0,0,1,1,0,0
,1,5,0,3,1,5,0,0,1,4,0,0
,3,2,3,2,2,0,0,1,2,3,1,0
,0,1,2,0,0,0,1,0,0,0,1,0
,0,2,0,4,1,1,2,3,1,4,5,2
,4,5,9,9,15,14,23,16,18,3,11,10
,0,1,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,21,0,0,5,0,0,1,1,2,0,0,0
,1,2,1,0,0,0,0,2,0,0,4,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,0,0,0,1,0,1,3,0,0,0
,1409,334,731,1472,985,1081,1193,1071,1792,364,1416,1161
,0,4,7,0,4,1,0,5,0,0,3,4
,0,0,1,0,0,0,0,6,0,0,2,0
,1,0,0,0,0,0,0,0,0,2,0,0
,0,0,0,0,0,0,0,0,0,1,0,0
,3,0,1,0,0,1,0,0,0,0,0,2
,1,4,4,2,4,4,9,2,1,1,2,0
,2,1,0,8,5,2,8,3,5,0,7,0
,18,4,19,16,11,5,5,11,19,3,21,2
,0,1,1,1,0,1,0,0,0,3,0,0
,50,25,31,89,28,91,82,15,63,34,66,53
,8,4,5,3,2,9,9,5,7,0,6,2
,0,0,0,0,0,0,4,0,0,4,0,0
,6,2,0,3,0,0,0,2,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,2,0,0,4,2
,1,1,0,0,0,0,0,0,0,0,0,0
,4,24,23,30,7,25,5,2,22,15,2,5
,4,3,2,6,1,3,6,14,3,0,6,6
,4,12,9,5,4,4,2,6,6,0,14,14
,2,2,3,7,0,0,1,0,0,4,14,6
,35,8,45,1,0,1,2,10,0,43,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,2,0,0,0,0
,1,0,5,0,0,0,0,0,0,0,1,0
,6,9,7,8,1,3,3,5,1,1,1,0
,0,0,0,0,0,0,0,0,0,1,0,0
,1,19,39,5,3,3,1,6,9,24,7,18
,1,8,44,2,3,1,5,8,4,12,7,7
,17,52,137,14,7,21,18,41,19,32,27,21
,0,0,2,2,0,5,0,0,0,3,1,1
,0,0,0,0,0,1,2,1,0,0,0,0
,46,131,138,102,46,56,47,51,83,64,53,44
,1,5,3,5,1,1,8,3,1,4,4,1
,7,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,103,130,0,16,2,1,18,13,32,13,8
,172,1547,3001,121,272,180,93,1518,415,2118,1433,796
,0,7,3,2,5,2,0,2,6,2,5,6
,35,61,67,101,32,46,50,45,44,39,41,47
,14,19,33,42,8,7,8,9,17,23,15,8
,2,10,12,4,2,3,1,3,4,8,6,14
,0,0,1,0,1,0,0,0,0,0,0,0
,0,2,1,0,1,0,0,0,0,0,0,0
,308,297,288,707,351,356,373,276,653,336,775,373
,37,50,27,103,76,58,61,51,117,45,96,49
,15,2,16,21,4,7,11,8,4,8,11,4
,0,0,0,0,0,0,0,0,0,0,0,0
,2,0,0,0,1,0,0,0,0,0,0,0
,32,0,0,5,0,0,1,0,0,1,3,1
,28,3,0,2,0,5,1,0,0,0,1,1
,153,0,1,0,0,2,1,1,3,0,3,0
,22,15,7,142,32,148,128,15,63,19,49,40
,20,1,0,3,0,1,2,2,1,0,2,3
,106,17,7,196,10,57,56,17,24,6,7,17
,31,0,1,53,0,18,21,10,8,1,5,12
,0,0,0,0,0,0,0,0,0,0,0,0
,176,224,316,8,13,9,13,281,17,306,18,28
,18,41,37,5,0,5,6,36,5,57,2,1
,0,2,0,1,0,0,0,0,0,0,0,0
,316,7,4,100,37,45,40,34,45,5,64,29
,65,1,1,0,0,2,2,0,0,0,0,1
gga-mir-4732,1,5,2,1,0,2,0,2,0,4,1,0
gga-mir-1598,3,1,0,5,0,5,4,0,3,7,2,0
gga-mir-6640,0,0,0,2,0,1,3,3,2,0,11,0
gga-mir-1649,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-12259,2,0,0,1,0,0,0,0,5,7,2,3
gga-mir-6580,0,0,0,0,0,0,0,0,0,0,0,0
RNF8,310,329,421,487,201,314,284,237,338,359,349,340
TATDN3,890,667,534,1205,220,756,771,723,572,568,581,668
BRE,1421,1086,1065,1815,771,1220,1185,758,1237,1003,1028,953
GLP1R,6,5,1,0,0,5,4,0,0,3,0,0
IBSP,3125,349,439,4532,4098,2760,2216,2804,6639,407,9071,6655
IBSP,3125,349,439,4532,4098,2760,2216,2804,6639,407,9071,6655
USO1,1754,1388,2080,2448,2044,1608,1564,1742,2751,2142,2931,2146
G3BP2,1140,873,1101,1456,913,852,825,798,1185,928,1186,1111
MEPE,316,16,47,462,461,311,266,265,649,8,511,379
MBOAT4,0,0,0,0,0,0,0,0,0,0,0,0
COQ2,49,48,126,66,28,72,67,54,99,38,80,36
HPSE,24,125,94,159,233,78,59,117,317,34,131,173
,4,34,39,16,9,20,25,5,21,5,8,9
MRPS18C,93,109,108,139,42,96,104,54,62,89,91,121
HELQ,210,152,278,269,122,250,206,200,215,181,167,121
FAM175A,192,137,232,241,97,285,208,135,187,121,166,125
GPAT3,299,424,616,473,345,270,247,367,547,384,368,282
HPGD,265,12,30,27,0,8,11,6,3,12,7,1
GLRA3,0,1,0,0,0,0,0,0,0,0,0,0
,1172,0,3,1,0,0,1,0,0,2,0,0
CCNI,7787,4116,5347,5935,5615,4547,4720,4845,6356,3499,5723,4234
SEPTIN11,1286,1916,3098,1391,1278,1112,983,1851,1999,2867,1881,1410
FBXO8,293,248,312,198,52,167,148,112,107,185,139,138
CEP44,124,136,169,187,80,160,112,101,119,149,122,66
PRDM8,51,26,14,12,2,2,1,1,6,3,5,0
FGF5,2,2,5,3,5,0,3,0,2,0,6,2
BMP3,307,166,135,8,71,46,6,51,118,88,541,145
RASGEF1B,100,654,1094,239,195,208,122,253,300,440,280,208
GALNTL6,14,13,13,7,5,1,6,1,9,6,2,6
,1,0,0,0,0,0,0,0,0,0,0,0
GALNT7,298,724,759,441,280,363,340,469,406,639,406,399
HMGB2,134,131,155,252,125,259,238,112,278,176,459,254
SAP30,45,39,50,47,36,50,40,27,48,18,68,43
SCRG1,3,50,7,4,0,2,3,3,1,18,0,0
HAND2,0,91,9,3,1,2,6,1,2,4,3,0
DUSP4,108,36,68,221,146,153,186,183,295,41,340,114
TNKS,1553,1709,2424,2354,1585,1446,1366,1436,2326,1762,2195,2157
MFHAS1,1631,1006,1472,1110,821,607,547,1280,1319,1198,885,665
ERI1,308,243,272,385,172,262,248,190,290,210,282,202
PPP1R3B,131,525,526,141,216,151,78,293,310,587,325,206
,0,3,3,1,0,5,0,0,1,4,8,0
BMP2K,1074,1051,1337,2387,1710,1800,1725,896,3018,908,2702,1861
PAQR3,239,173,180,322,134,253,209,151,208,188,171,155
PRAG1,6,46,38,25,19,14,8,36,37,74,31,3
ANTXR2,948,1408,1875,1441,846,1066,860,1169,1554,1182,1282,877
PRKG2,120,89,199,227,110,127,68,98,121,63,168,194
PKD2,1310,2341,5641,951,611,575,596,2056,878,3481,1049,976
SPP1,9839,2179,3355,21596,19682,16882,15146,15887,28324,1963,40071,26457
AREG,9,1,0,1,0,0,0,0,1,0,1,0
PLAC8L1,0,0,0,1,4,0,0,0,3,2,1,2
PLACL2,11,49,69,226,90,75,39,31,161,16,108,100
SOWAHB,0,0,1,1,4,0,0,1,1,2,0,0
VEGFC,151,192,276,274,140,244,143,236,309,193,212,152
,0,2,1,1,0,0,0,0,0,0,0,0
MTHFD2L,71,111,112,69,40,63,36,31,32,66,68,45
EPGN,11,27,46,26,32,13,22,17,22,37,23,17
EREG,58,0,0,0,0,0,0,0,0,0,2,0
GPM6A,6,60,2,0,0,7,5,1,0,0,0,0
WDR17,8,11,0,0,0,0,0,0,0,6,0,0
SPATA4,47,19,23,29,2,12,14,13,21,26,5,30
ASB5,291,171,240,428,191,274,281,176,194,349,228,210
SPCS3,738,299,598,1038,240,760,616,494,572,393,748,799
,375,88,245,204,103,224,185,128,211,73,262,296
CDS1,446,47,75,112,91,116,126,85,120,31,159,157
WDFY3,6004,4663,7068,6866,4382,4664,4427,4094,6592,3794,5887,4451
PPM1K,269,487,627,210,223,194,171,289,301,379,248,165
ADGRL3,762,512,286,118,147,114,87,171,165,178,175,115
TECRL,1,26,25,0,10,1,0,3,2,57,7,23
IGFBP7,1456,2496,2645,398,393,327,207,1359,340,1551,569,274
POLR2B,944,782,1032,1346,812,880,750,802,1396,845,976,812
NOA1,310,163,207,301,177,137,163,154,262,140,296,219
REST,691,686,930,902,522,644,615,718,955,1185,1119,825
SARAF,1426,798,1055,1609,773,995,943,793,1160,1067,1191,976
LEPROTL1,408,318,384,606,200,369,359,326,272,399,383,529
ENPEP,734,7,12,190,217,178,107,34,219,5,262,77
SRP72,1036,945,1272,1269,1067,960,819,870,1348,1166,1437,1246
PITX2,9,196,73,1,76,4,4,32,42,165,51,56
ARL9,113,93,138,115,78,104,87,124,138,89,67,86
HOPX,27,821,989,82,148,44,36,393,162,975,125,105
UGT8,322,141,183,89,57,71,80,62,110,147,104,60
SPINK2,127,20,50,484,361,259,235,48,1003,16,446,72
ARSJ,54,239,337,134,170,104,69,192,201,320,288,140
SPARCL1,36,20,41,40,4,25,16,23,15,18,29,19
NUDT9,235,160,227,153,147,121,115,134,177,197,264,208
ELOVL6,1579,298,357,1071,285,637,703,434,507,297,442,391
HSD17B13,899,159,324,150,119,128,107,182,251,257,168,139
EGF,25,248,29,11,132,25,49,7,71,124,74,56
LRIT3,0,6,3,0,0,1,0,0,0,0,0,0
KLHL8,252,149,180,247,125,181,147,167,231,151,208,122
PTPN13,669,1224,2328,729,926,523,302,1192,1490,1289,1559,635
RRH,14,8,6,14,5,6,5,3,6,14,4,13
MAPK10,18,67,8,1,5,3,11,3,0,13,2,9
GAR1,134,148,189,218,63,165,139,84,102,166,123,141
CFI,29,7,6,5,2,0,1,2,1,3,8,2
PLA2G12A,895,343,424,650,249,588,586,352,435,380,457,412
ARHGAP24,1748,539,699,296,257,309,270,348,283,461,325,337
CASP6,787,209,266,336,129,248,187,205,182,228,168,192
COPS4,576,562,584,822,469,596,533,442,771,511,775,695
MCUB,96,252,343,159,93,167,126,177,146,219,131,112
,8,15,24,14,11,12,13,22,15,28,16,18
NDST4,2,31,53,31,15,26,19,18,33,14,26,20
LIN54,313,232,362,587,321,378,363,203,562,293,637,313
THAP6,341,228,343,382,465,319,290,355,642,235,500,299
CAMK2D,2124,2012,2634,3735,1190,2131,2008,1440,1696,1494,2171,2050
SEC31A,6352,3387,5797,8761,5378,5513,5348,5924,9017,4585,8778,5470
SCD5,168,241,193,170,73,84,85,149,144,185,182,127
ANK2,185,5602,4874,318,325,432,539,1421,339,2618,494,295
TMEM150C,141,125,269,135,79,113,89,85,185,148,133,111
ENOPH1,553,315,476,503,289,412,463,292,408,270,435,361
LARP7,165,182,243,247,86,199,182,93,152,217,229,189
HNRNPDL,2046,2035,2810,2576,1340,1851,1862,1817,2128,2398,3142,2610
ZGRF1,112,53,75,277,90,128,128,97,195,72,185,97
HNRNPD,459,328,558,562,252,384,411,231,396,355,534,449
ALPK1,67,149,137,71,120,120,71,61,245,111,166,93
LGALS1B,172,54,47,54,66,67,68,43,75,80,85,69
SHROOM3,562,141,188,40,96,27,17,115,113,84,59,81
TIFA,15,50,44,16,19,22,19,8,31,20,11,27
AP1AR,765,277,329,422,148,342,306,222,263,268,308,343
FAM241A,181,305,373,551,126,300,223,161,311,237,248,189
UTP3,101,117,158,164,88,90,84,127,141,119,240,172
UTP3,101,117,158,164,88,90,84,127,141,119,240,172
ANKRD50,539,1522,2292,550,567,511,381,1306,926,2353,1034,735
SCARB2,324,614,652,401,298,219,224,445,419,544,396,282
SPRY1,263,427,677,551,225,304,252,426,418,580,441,436
STBD1,148,288,89,24,158,9,18,38,103,445,82,107
NUDT6,171,68,80,124,47,86,72,75,83,44,41,58
NUP54,266,232,346,435,234,281,235,305,380,300,382,317
PPEF2,5,6,1,14,3,4,3,2,5,1,5,0
NAAA,53,76,103,248,47,153,98,60,94,33,87,74
SDAD1,227,155,190,342,136,205,185,113,188,166,204,229
JCHAIN,55,82,111,3019,343,548,505,74,1111,25,272,245
BBS12,1278,600,1086,1367,424,835,809,1000,597,677,571,710
FGF2,593,1298,2159,743,163,455,378,1020,174,1238,244,327
CETN4,373,200,274,406,85,328,288,166,124,150,221,210
IL21,0,0,0,0,0,0,0,0,1,0,0,3
IL2,0,0,0,0,0,0,0,0,0,0,0,0
ADAD1,28,31,12,47,2,11,19,10,9,15,11,10
RUFY3,1961,1052,1231,1932,797,1200,1033,1109,1397,999,1280,1161
KIAA1109,6057,3751,4374,8344,3997,5232,4977,3261,5814,2624,6078,5115
GRSF1,725,427,587,666,364,472,476,403,530,497,554,511
MOB1B,919,1072,1416,1126,654,728,562,879,1037,1175,984,717
DCK,132,189,179,376,90,249,231,117,150,232,205,199
PDLIM5,3263,2621,2998,4406,1388,2591,2572,2049,2470,2824,2952,2726
BMPR1B,153,108,158,236,70,94,142,63,64,99,145,57
SLC4A4,5663,604,265,86,115,64,63,52,93,119,95,91
GC,132,0,1,6,4,2,6,3,5,4,1,1
NPFFR2,1,0,0,0,0,0,1,0,0,0,0,0
UNC5C,581,150,50,293,135,448,413,129,253,24,173,66
ADAMTS3,5660,1454,3527,5660,3059,4723,5268,3305,4343,2883,6763,3833
COX18,163,102,192,183,97,103,107,122,119,141,119,94
RAP1GDS1,612,828,844,906,563,608,543,682,1008,739,899,585
ANKRD17,3904,2788,3751,5749,3301,3485,3386,2657,5072,2938,4844,3634
AGA,979,535,657,883,299,730,636,434,369,628,517,635
NEIL3,38,19,34,132,22,73,81,37,20,17,44,29
CLDN23,23,2,1,0,0,0,1,0,1,0,2,0
,0,0,0,0,0,0,0,0,0,0,0,0
,507,490,796,782,500,482,493,447,926,572,809,362
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN17,1254,809,715,1632,436,876,821,647,1231,561,1028,548
,0,1,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,2,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,3,0,0,0,1,6,1,4
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,4,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,2,0,1,5,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0
,0,4,0,1,0,0,0,0,1,4,0,2
,0,29,0,0,0,0,5,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0
,0,18,1,3,0,2,1,0,3,2,0,0
EIF4E,1338,1064,1338,1912,467,1180,1139,800,792,911,1098,1074
,0,0,0,0,0,0,0,0,0,0,2,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,3,3,5,1,0,0,4,0,0,2
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,2,0,0,0,0,0,0,0,4,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,3,2,0,1,1,3,0,1,0
,0,1,1,8,6,1,2,1,6,4,9,3
,1,0,0,0,0,0,1,3,2,0,3,0
METAP1,430,321,373,640,254,364,335,291,407,380,407,317
,0,4,5,2,1,0,2,0,2,0,10,7
,0,2,0,0,0,0,0,0,0,0,1,0
,0,1,3,0,0,0,2,0,1,2,0,0
,0,0,0,1,0,0,0,0,0,0,0,0
,0,1,0,3,0,1,0,0,1,0,0,0
,122,74,143,146,80,101,83,96,116,119,151,154
,90,34,83,93,39,45,44,75,97,50,86,79
,683,523,809,757,289,457,431,517,477,439,472,414
,1,6,8,3,4,14,2,5,8,5,7,7
,26,1,1,0,0,0,0,3,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,2,4,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,636,431,641,694,237,503,424,499,374,597,412,444
,7,11,17,5,12,3,6,2,11,10,18,4
,0,0,6,0,0,0,0,0,2,1,3,0
,0,0,0,0,1,0,0,1,0,0,0,2
,0,0,1,0,5,1,1,7,2,0,4,0
,0,0,0,0,0,0,3,0,0,0,3,0
,1,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
ADH6,1154,3,0,8,1,0,0,0,0,7,0,4
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
C4orf17,25,15,1,0,0,6,3,4,4,13,4,6
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
TRMT10A,127,98,142,145,75,107,84,90,96,93,154,135
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,7,13,9,21,3,10,3,6,15,3,3,11
,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,3,0,2,0,0,3,0,2,0,0,4,0
,4,7,4,5,0,4,2,4,6,2,7,0
,0,2,0,0,0,0,0,0,0,0,0,0
,0,4,0,1,0,2,0,0,0,1,0,2
,196,66,81,113,45,82,61,67,70,70,38,29
,19,12,11,20,1,15,3,10,9,5,7,6
,0,28,6,0,0,1,9,2,0,0,0,0
,9,10,9,3,3,5,7,4,3,0,3,1
CENPC,202,104,195,494,188,333,260,134,305,168,260,198
,0,0,1,0,0,0,0,0,0,0,0,0
,13,0,0,3,0,0,0,0,0,0,0,0
,10,1,1,0,0,5,0,1,0,0,0,0
,3,1,5,6,1,3,7,0,0,2,0,1
,5,0,1,2,3,0,5,0,4,0,6,0
,7,9,3,25,16,1,13,18,17,4,31,14
,1,0,0,0,0,0,0,1,1,0,1,2
,0,0,0,0,0,0,1,0,0,0,0,0
STAP1,3,2,0,18,4,4,4,5,6,2,8,1
,5,0,0,0,0,0,0,0,0,0,0,0
,7,0,0,2,0,0,0,0,0,0,2,0
,4,26,83,10,6,11,12,19,25,57,7,12
UBA6,547,527,613,748,525,491,483,425,598,383,522,443
,90,65,71,37,14,10,11,41,21,34,19,29
TMPRSS11D,3,0,4,13,1,3,2,2,5,8,4,3
,0,0,0,1,0,2,0,0,0,0,0,0
,25,1,3,7,2,11,6,2,4,0,2,0
,87,13,14,8,8,1,6,0,1,5,4,0
,214,11,22,0,0,0,0,0,0,12,2,4
,87,5,10,0,0,2,1,0,0,3,0,0
,0,0,0,0,0,0,0,0,0,0,1,0
TMPRSS11F,17,9,11,27,6,5,13,5,12,1,14,13
,1,4,3,2,2,2,0,1,2,2,2,2
,0,0,0,0,0,0,0,0,0,0,0,0
,0,5,4,0,0,0,4,8,3,9,3,1
,1,2,12,0,2,1,2,0,0,15,1,4
,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,1,8,11,4,6,8,8,0,8,1
,46,47,126,62,27,42,37,49,48,53,31,69
,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-1751,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-1804,5,9,4,7,11,14,13,16,26,12,23,12
gga-mir-1776,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-1730,4,3,0,2,1,2,0,0,3,5,1,0
,32,30,65,116,50,26,21,32,29,26,59,106
YTHDC1,1439,1377,2034,1952,822,1301,1206,965,1263,1296,1809,1465
HSD17B11,85,74,94,150,81,60,60,76,128,100,151,54
UGT2A1,435,12,7,26,5,6,15,11,31,8,9,7
,0,0,0,1,0,0,0,0,0,0,0,0
SULT1B,95,35,33,41,46,35,15,28,84,10,61,14
SULT1B1,342,187,404,282,127,133,187,185,448,136,351,245
SULT1E1,432,202,348,171,170,111,116,201,283,175,252,125
FAT4,1509,3485,6335,3822,3853,3187,1920,5279,6006,5583,6631,3292
ALB,6,11,13,21,10,13,11,7,8,4,16,9
AFP,17,0,2,3,0,9,4,0,0,0,0,10
RASSF6,861,12,11,60,29,38,22,6,51,7,34,70
IL8L1,2,0,0,21,1,5,17,11,13,0,19,16
IL8L2,0,1,3,24,8,7,16,5,15,8,12,6
,0,5,1,0,1,0,0,0,0,0,0,0
EPHA5,136,343,402,341,389,228,118,250,574,335,536,219
TRPC3,97,90,29,132,40,70,66,24,84,8,69,111
BBS7,230,265,320,323,126,196,180,184,191,233,227,158
CCNA2,495,228,345,1398,507,812,701,302,776,274,771,432
EXOSC9,212,234,291,351,173,208,227,236,253,278,293,263
C4H4orf54,538,2636,151,255,1287,317,383,96,700,1739,779,1083
ANXA5,5912,5870,8565,8315,2459,6510,6261,3346,3818,5309,5985,4947
MTTP,1025,0,0,3,0,1,0,0,0,0,0,0
DAPP1,28,115,85,263,189,187,162,33,420,80,239,116
QRFPR,61,9,31,79,8,24,16,4,3,8,11,24
LAMTOR3,556,603,526,577,296,436,376,385,618,291,475,321
DNAJB14,966,693,954,1279,330,882,645,594,667,847,777,858
DCTN1,0,0,0,0,0,0,0,0,0,0,0,0
PCGF1,28,62,63,53,55,28,29,65,73,100,82,106
,0,30,0,4,0,0,6,1,1,1,0,0
,0,0,0,0,0,0,0,0,1,1,0,0
DOK1,112,136,166,189,224,118,108,183,378,117,246,154
M1AP,106,46,79,50,55,40,41,46,77,30,57,46
TNIP3,11,10,12,58,25,26,26,25,49,10,31,20
AUP1,709,420,605,738,588,452,465,644,1018,442,752,435
H2AZ1,461,362,453,790,532,501,335,589,666,347,628,367
,3,2,1,2,0,5,7,0,4,0,4,8
HTRA2,252,244,406,375,385,219,188,437,544,292,413,247
EMCN,483,1200,1626,723,345,359,254,1001,493,1149,356,253
NDNF,2192,1097,2899,2538,793,1858,1733,1652,1648,1435,1941,1616
PPP3CA,2217,2297,3408,3247,887,2072,1721,1455,1308,2381,1615,1898
LOXL3,2827,2641,5879,2640,1594,1810,2043,4452,2764,5344,2985,2730
,13,10,14,21,20,6,0,11,24,10,15,15
,56,44,62,80,78,31,48,44,103,60,72,46
,156,84,155,189,125,73,95,135,203,95,170,101
PRDM5,451,442,705,608,231,510,461,338,295,346,442,383
MAD2L1,74,66,153,247,78,95,102,81,150,88,86,73
BANK1,21,13,13,72,12,35,38,12,22,5,19,27
RPL7L1,517,484,668,855,347,503,435,499,686,669,680,834
SLC39A8,2094,217,404,2419,321,1794,1859,778,504,216,465,939
,160,207,243,1017,1234,415,490,272,2572,174,1268,517
NFKB1,926,1027,1448,1522,718,731,697,905,992,812,1019,881
PDE5A,1035,2520,2824,1765,680,941,915,1582,1043,2025,1208,1022
FABP2,0,0,0,0,0,3,4,1,0,0,3,0
USP53,775,988,1486,652,218,408,434,678,309,943,276,410
MYOZ2,1,60,45,0,76,0,2,2,23,168,8,81
SMARCAD1,377,245,347,561,180,323,346,213,307,303,371,359
HPGDS,1851,132,118,409,167,264,243,56,243,9,263,283
SYNPO2,32,1311,537,37,662,28,46,169,683,1230,420,744
OPN4-1,21,8,11,5,2,1,3,6,1,2,1,0
SEC24D,5133,2841,5918,7205,2852,5116,5006,4041,4900,2959,5591,3569
RPL34,2409,3174,3480,2960,2145,2171,1882,2450,2567,1866,2725,1914
METTL14,515,301,395,747,236,409,374,265,360,339,400,490
PRSS12,69,33,48,59,14,44,50,71,57,64,64,69
NDST3,89,43,36,96,29,9,16,6,14,26,21,5
NEUROG2,0,0,0,0,0,0,0,0,0,0,0,0
,113,144,186,140,89,86,107,79,121,186,145,141
,62,0,1,4,2,2,0,1,16,0,7,16
,0,0,0,1,0,0,0,0,2,0,6,0
,30,8,2,51,8,36,70,2,1,0,7,0
,1,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,2,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,4,2,9,3,5,0,4,1,2,10,6
LEF1,226,155,239,551,213,404,357,310,470,144,511,302
,2,0,1,1,0,7,3,1,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,1,0,0,2,0,0,0,1,0,0
,0,3,3,1,0,1,0,0,2,0,0,0
,1,0,11,2,4,0,1,4,0,2,3,0
,0,0,0,0,0,0,0,0,0,0,0,0
,256,754,1263,351,90,256,189,479,206,876,324,237
,0,0,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,5,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,44,25,59,67,8,34,29,27,24,61,27,75
,38,16,52,53,15,32,23,25,30,33,30,31
,2,2,5,12,0,3,2,0,6,0,4,4
,0,0,0,0,0,0,0,1,0,0,0,0
,1,0,1,1,0,2,1,4,1,0,2,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,3,5,3,1,3,5,11,0,2,6
,1,0,0,0,0,0,0,0,0,0,0,0
HADH,1526,781,999,820,497,574,459,645,605,598,581,652
,6,3,3,0,0,0,1,3,0,0,0,0
,5,0,0,1,0,0,0,0,0,0,0,0
,0,0,2,0,0,0,4,3,0,0,0,0
,11,2,7,8,3,2,1,3,2,6,0,11
,0,0,1,0,0,0,0,0,0,0,0,0
,1,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
CYP2U1,272,268,424,384,125,220,224,220,173,211,271,233
,5,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,3,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
