#NAME,C14S1_experimental_1,C16F_controlF_3,C17F_controlF_4,C18S2_experimental_2,C1P_controlP_1,C20S1_experimental_3,C20S3_experimental_4,C2F_controlF_1,C2P_controlP_2,C3F_controlF_2,C4P_controlP_3,C9P_controlP_4
#CLASS:Group,Exp,ConF,ConF,Exp,ConP,Exp,Exp,ConF,ConP,ConF,ConP,ConP
,0,0,0,0,0,0,0,0,0,0,0,0
KIF24,131,22,35,97,64,165,150,35,97,54,169,73
NUDT2,229,63,100,90,34,148,122,61,66,167,146,87
MEGF10,213,1838,3829,413,395,305,203,1112,460,2368,909,424
PIK3R1,1374,1888,2751,1312,553,955,779,746,850,1404,1004,620
ST8SIA4,226,756,935,712,164,563,503,361,382,722,449,348
SLC1A1,1224,83,122,27,13,3,1,42,5,11,1,36
,0,1,0,0,0,0,0,0,0,0,0,0
THAP1,129,75,83,109,34,95,106,66,68,90,107,60
,57,51,68,84,20,53,48,49,42,55,34,41
MYORG,845,317,364,325,325,168,147,317,556,327,400,227
,24,74,184,34,12,17,8,34,15,78,26,9
RNF170,278,268,299,265,120,284,236,204,269,372,277,266
IPO11,902,529,643,768,292,757,680,367,418,622,634,399
LRRC70,267,187,254,193,43,161,166,143,89,297,148,158
ZNF366,68,267,260,97,45,66,43,110,65,222,64,36
HOOK3,1948,1876,2864,2070,738,1785,1579,1418,1264,2347,1782,1321
FOXD1,29,43,66,43,15,32,31,60,41,30,45,22
,30,23,28,7,25,12,8,10,22,23,11,12
TMEM174,1080,6,8,12,6,12,3,18,6,3,10,3
,58,96,161,79,63,58,51,159,97,78,72,45
LOXHD1,0,1,1,1,3,1,1,6,3,1,0,2
RNF165,32,45,48,30,26,56,39,39,77,65,62,37
KCMF1,579,380,421,456,195,562,504,305,297,637,525,341
PTPRD,464,1353,2338,480,267,354,247,875,450,1756,842,452
CZH18ORF25,541,296,383,490,277,440,520,285,478,521,768,355
HAUS1,70,32,14,70,35,58,54,19,39,42,77,30
TMEM171,840,208,340,316,126,285,227,218,161,223,216,148
ATP5F1AZ,5266,981,1132,2296,2019,2585,2084,1185,2717,2616,3731,1486
RNF38,725,453,623,700,303,722,610,313,522,725,984,430
PSTPIP2,70,53,43,199,295,292,230,126,344,36,584,144
,1115,828,1099,1751,335,1563,1408,457,574,719,932,642
TAL2,3,8,0,1,3,0,0,0,2,3,0,0
EPG5,926,455,739,834,678,945,802,521,1060,754,1310,608
SREK1,2050,1148,1445,1861,417,1758,1634,835,768,1307,1650,1011
ERAP1,610,466,427,589,332,750,625,249,514,574,810,317
SIGLEC15,40,22,12,111,171,217,188,96,148,1,269,82
SLC14A2,11,22,20,19,0,6,3,20,14,25,19,26
,8,0,2,2,2,0,1,0,6,0,5,2
SREK1IP1,266,154,215,329,49,192,202,128,135,235,209,162
SETBP1,1550,998,1548,820,541,820,861,905,687,2020,1465,912
CWC27,283,106,162,227,52,232,228,58,60,151,233,124
SYT4,0,353,5,1,0,43,77,8,1,11,1,5
ADAMTS6,727,338,588,1061,294,617,634,501,539,457,860,775
CAST,629,2352,3069,1392,751,1125,948,1460,1108,2546,1353,885
CENPK,152,48,57,137,26,209,209,60,34,87,130,55
RIT2,1,2,0,0,0,0,0,0,2,0,0,0
PPWD1,271,186,239,244,90,258,235,112,138,189,316,116
SLCO4C1,223,126,244,123,83,141,131,34,155,129,161,39
PCSK1,0,43,16,3,18,10,7,12,5,32,25,5
,0,0,0,0,0,0,0,0,0,0,0,0
TRIM14,22,15,14,18,11,21,12,6,10,25,15,3
TRIM23,428,398,458,526,231,484,420,172,359,469,529,350
NANS,674,282,451,772,418,563,531,484,649,483,802,469
MBD2,29,43,182,32,30,25,31,99,113,43,40,79
,0,0,0,0,0,0,0,0,0,0,0,0
SHLD3,160,88,117,109,23,176,152,64,70,137,125,51
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
CUPIN1A,0,3,2,6,8,1,3,2,13,1,16,3
,0,0,0,0,0,0,0,0,0,0,0,0
APH1AL,220,106,188,201,171,145,153,176,276,181,254,125
CA9,67,127,101,1,3,2,1,41,9,122,1,2
TRABD2A,15,30,188,1,8,4,5,13,10,63,26,10
TRAPPC13,280,206,269,250,56,311,234,124,109,239,188,141
MYO3AL,121,109,133,351,271,258,215,119,390,149,404,146
SGTB,302,764,787,332,105,283,246,339,169,426,209,242
ARHGEF39,45,14,24,121,73,172,158,27,168,25,166,34
ENHO,27,34,53,23,38,21,21,59,84,27,87,19
NLN,201,225,266,121,106,141,94,128,132,306,203,155
IFNW1,0,0,0,1,0,0,0,0,0,0,0,0
PIGG,1132,236,336,661,310,877,748,197,508,352,739,385
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
ERBIN,2664,1939,2427,1802,705,1435,1349,1272,1345,2092,1718,1311
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA8,1,1,0,0,0,0,0,0,0,0,1,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
IFNA3,0,0,0,0,0,0,0,0,0,0,0,0
CMYA5,32,11849,781,29,4517,42,34,206,1504,9807,1943,2075
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
CHRNB3,15,2,14,1,6,6,8,20,3,4,17,0
C7,264,5296,5878,1604,1339,1321,985,1498,1305,6514,1322,471
,2,3,2,2,5,6,5,3,15,1,8,1
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
PAPD4,713,321,471,645,165,665,656,247,312,539,521,324
FST,28,99,91,105,73,45,22,53,94,35,54,93
CPLX1,25,795,25,13,1,70,171,24,4,20,96,1
SUB1,1794,1035,1111,2034,243,1413,1463,555,443,1009,927,943
,0,0,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,3,4,3,2
,0,0,0,0,0,0,0,0,0,0,0,0
MRPS30,262,76,178,159,104,208,164,153,138,236,270,126
,3,1,2,0,1,0,3,0,0,3,0,0
,2,0,0,0,0,0,0,0,2,2,0,2
CHD1,1403,759,856,1403,472,1550,1487,498,831,1091,1591,908
,0,0,0,0,0,0,0,0,0,0,0,0
,3,0,15,9,0,2,10,0,1,26,46,26
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,2,17,26,1,3,0,1,3,1,60,24,14
,8,142,271,10,0,12,5,12,4,266,109,26
C6,7,9,33,1,2,3,3,0,2,23,6,0
,1,1,1,0,0,0,0,8,8,11,13,1
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,1,0,0,0,0,0,0
PLCXD3,13,82,58,23,25,31,23,11,15,14,47,5
,0,19,2,0,0,3,5,0,0,1,1,3
,0,0,0,0,0,0,0,0,0,0,5,0
,0,2,0,0,0,0,0,0,0,0,0,5
OXCT1,2843,2060,2536,3891,1434,2498,2002,1898,2380,2153,2800,1977
,0,0,0,0,0,0,0,0,1,0,0,0
,3,1,0,6,1,2,3,9,2,0,1,0
,5,0,0,2,0,0,0,0,0,0,0,0
HOMER1,37,149,135,89,44,51,38,63,51,67,37,66
,0,0,3,0,0,4,3,1,0,2,0,0
,11,4,1,7,2,14,4,0,4,2,14,13
,2,0,0,0,0,0,0,0,1,0,0,0
,3,0,1,1,1,4,6,1,3,0,0,6
FAM174A,85,58,71,49,12,48,52,23,35,75,88,25
,37,39,67,41,37,31,8,30,57,64,86,24
JMY,445,318,438,294,156,321,281,325,279,429,396,261
C5orf51,312,135,248,245,100,280,242,132,158,326,241,188
,1,0,0,0,0,0,0,0,1,2,0,0
,37,108,187,64,63,48,34,138,156,177,168,106
,6,0,0,1,0,5,2,0,0,2,3,0
,9,1,0,3,0,6,4,0,4,1,2,1
PCGF3,1867,1460,2348,1639,412,1607,1533,1089,741,2334,1593,1175
BHMT2,388,220,23,25,127,7,11,14,46,161,38,60
,1,0,0,0,0,0,0,0,2,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,1,0,4,1,0,0,0,0,4
,4,0,0,4,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
PHAX,669,269,374,578,144,587,537,225,209,591,473,295
,0,0,0,0,0,0,0,0,0,0,1,0
NDUFS4,531,178,154,244,110,285,274,133,171,271,272,149
,2,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0,0,0
MBLAC2,427,142,197,635,152,616,587,129,301,223,458,231
,0,0,2,0,1,7,4,0,0,0,5,0
,3,0,0,2,0,0,0,0,0,10,0,0
DMGDH,2598,16,16,45,17,19,13,6,15,13,7,13
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
LMNB1,385,131,142,691,260,573,524,167,460,192,505,301
,0,0,0,0,0,0,0,0,0,0,0,0
LHFPL2,367,797,836,326,163,301,174,437,281,820,303,202
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,3,0
,1,0,0,0,0,0,0,0,0,0,3,0
,0,0,0,3,0,0,1,3,0,1,1,2
PRRC1,1823,868,1589,2038,583,1772,1823,942,1039,1635,2185,1405
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,2,0,0,2,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,4,1,4,20,1,4,6,3,8,3,16,9
SCAMP1,988,451,540,905,210,733,628,411,391,588,544,497
,1,2,0,0,0,0,0,0,0,0,0,0
ERCC8,319,227,244,228,60,284,299,118,89,401,299,145
,53,642,815,4,66,77,74,274,115,2719,326,338
,38,98,201,82,60,59,33,126,71,134,110,28
NDUFAF2,96,53,80,69,16,62,71,37,50,44,69,22
,23,39,75,21,24,40,17,43,38,90,58,24
,136,0,0,0,0,0,4,0,3,5,2,0
SMIM15,659,382,470,647,299,587,505,284,597,442,633,335
,644,137,280,468,229,579,517,243,319,423,603,174
ELL2,609,252,350,800,229,863,804,223,372,370,592,397
,3,0,4,0,2,6,0,0,0,11,8,6
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,4,2,0,0,0,0,0,0,0,0
ZSWIM6,450,334,364,493,322,486,505,315,396,446,624,395
,2,0,4,10,3,20,32,1,16,4,0,11
IL7R,30,125,129,126,128,150,123,27,172,68,175,63
,0,0,4,2,1,8,6,7,1,3,0,1
,1,0,1,3,1,4,0,2,6,3,0,0
,0,3,0,0,0,0,1,10,0,1,2,2
,17,0,0,0,0,0,0,0,0,0,0,0
3-Mar,52,2,5,1,6,12,8,1,6,2,21,1
,0,0,0,0,0,0,0,0,0,0,2,3
CAPSL,230,7,2,10,0,5,2,2,2,2,1,4
AP3B1,1447,825,1044,1216,565,1365,1200,605,872,1276,1508,844
,0,2,0,0,0,0,1,0,0,10,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,3,0,0,0,1,0
ITGA2,279,495,1058,459,129,339,214,557,185,935,190,145
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,1,0,0,1,0,0,0,1,0,0
TBCA,508,326,308,396,171,446,474,144,208,364,325,192
MOCS2,453,185,258,158,80,206,168,189,135,434,300,124
NUP155,1110,406,667,1017,381,1059,934,407,705,804,1140,491
,0,6,0,0,2,1,0,0,2,4,2,0
RHOBTB3,28,33,20,39,8,29,40,14,6,39,12,9
SNORD58,7,1,4,0,0,10,7,5,5,4,18,5
SNORD58,14,5,13,8,2,12,19,3,9,18,9,7
SNORD58,12,0,5,5,4,5,6,7,9,32,11,20
SNORD58,4,1,5,1,3,1,0,8,1,4,7,1
U6,0,0,0,0,0,0,0,0,0,0,0,3
,6,6,3,15,0,4,5,0,3,0,0,2
,11,5,4,14,8,9,12,0,4,8,11,12
gga-mir-12294,1,0,0,0,0,0,0,0,0,0,0,0
gga-mir-1594,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-122-1,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-6649,3,1,2,0,0,4,0,0,0,4,3,4
ARRDC3,3745,2888,4183,1509,787,1593,1476,1375,1329,4014,2097,1301
JAK2,1964,2735,3409,4661,1387,2827,2651,1740,2689,2052,3483,3162
HDHD2,306,117,127,190,85,207,203,104,145,200,193,71
RLN3,0,4,4,9,22,6,0,6,30,0,14,12
AVR2,0,0,0,0,0,1,0,0,0,0,0,0
WDR70,410,225,298,250,149,386,359,183,199,399,355,224
CD274,31,132,165,156,68,92,89,63,144,68,122,93
GDNF,7,8,14,2,9,3,3,7,16,53,22,24
RIC1,1282,1267,1926,1656,835,1307,1137,1037,1144,1376,1423,977
C5orf63,132,83,61,76,36,93,90,41,39,119,79,40
RGMB,334,417,476,297,145,239,257,289,205,455,261,130
ERMP1,340,341,458,564,152,458,387,229,344,321,365,407
EGFLAM,191,294,627,239,163,142,79,359,230,566,135,184
GLRX,12,72,31,54,46,61,37,41,64,33,109,41
,0,2,7,0,0,0,0,3,0,0,1,0
MLANA,2,0,0,0,0,0,0,0,0,0,0,0
IL6ST,2739,2375,2957,3288,1593,2433,2019,2299,2298,2339,2100,1465
FBN2,100,483,2015,24,154,61,27,881,233,2502,463,162
KIAA2026,2170,1072,1330,2509,856,1785,1752,1032,1429,1337,2205,1496
ANKRD55,8,2,1,6,0,3,2,0,2,0,1,4
UHRF2,522,549,907,823,340,504,462,468,555,598,684,679
SLC12A2,321,641,1017,555,174,473,381,433,338,850,501,314
GLDC,380,157,231,49,63,32,16,127,105,246,85,61
MFSD7,183,100,230,243,100,215,204,160,204,304,168,119
HTR1A,0,6,18,10,9,0,1,8,16,7,68,18
,2,1,4,1,2,0,3,8,2,3,12,0
,1,0,1,17,0,9,15,0,4,0,4,8
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0,0,3
,0,0,0,0,0,0,0,0,0,0,0,0
,11,2,1,12,0,9,9,9,14,9,15,1
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,2,0
,0,0,0,0,0,0,0,3,0,0,2,0
ADGRV1,73,132,30,104,35,37,44,8,42,22,30,27
,424,296,487,335,135,283,267,263,158,378,273,208
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,22,44,60,19,24,26,23,35,30,73,40,28
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,2,0
,0,0,0,0,0,0,0,0,0,0,0,0
,6,0,0,4,0,2,2,0,4,0,4,5
,2,1,1,1,3,10,0,0,2,0,0,0
,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,1,0
,2,0,0,5,0,1,1,0,0,0,2,0
,1,0,0,1,0,0,3,0,0,0,0,0
,1,0,1,0,0,2,0,0,0,0,0,5
MAP3K1,1842,1541,1682,1548,672,1435,1107,1047,1348,1863,1490,864
,0,0,0,0,0,0,0,0,0,0,0,0
,37,6,15,26,3,26,11,4,1,23,7,0
,1,6,9,5,2,3,0,5,0,4,1,6
,0,0,0,0,0,1,0,0,0,0,0,0
,13,5,2,11,0,12,5,2,1,1,0,0
FSD1L,168,207,179,139,128,172,130,80,80,235,138,116
,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,16,0,0,0,0,2,6,3,5,7
,0,0,0,0,0,0,0,0,0,0,0,0
,62,270,263,96,29,59,28,78,17,212,18,43
,0,2,2,0,1,0,1,0,4,0,2,1
,0,2,2,0,1,0,0,3,2,0,0,2
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0,0,0
,3,2,2,7,0,2,11,0,1,1,3,4
FKTN,521,237,336,324,148,347,330,199,247,466,384,213
,0,0,0,0,0,0,0,0,0,0,0,2
,10,8,13,14,6,7,3,19,8,13,16,2
,0,2,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,3
,2,18,7,4,9,5,7,11,2,21,2,2
,0,0,0,0,0,0,0,0,0,0,0,0
,1,4,8,5,7,3,0,14,5,13,3,5
,1,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0
LYSMD3,423,291,348,418,95,435,390,258,224,475,450,246
,4,1,10,5,2,1,3,2,2,2,3,1
,2,0,0,0,3,0,5,0,2,1,8,0
,0,1,0,0,0,0,0,0,0,0,0,0
,3,0,0,0,0,0,0,0,0,0,0,0
POLR3G,19,29,33,102,42,115,105,9,36,12,96,50
,1017,251,198,31,14,34,27,51,19,137,8,35
,2,2,1,9,4,2,1,0,9,0,5,2
,11,11,11,48,9,20,13,4,13,0,9,21
,5,2,0,0,3,0,0,0,0,0,2,0
SETD9,132,56,61,82,35,119,101,30,72,151,138,65
,1,3,11,12,5,2,3,3,6,0,0,11
,0,0,0,0,0,0,0,0,0,0,0,0
RFESD,34,50,62,101,25,102,61,24,53,41,98,57
,0,0,0,0,0,0,0,0,0,0,0,0
TARS,860,426,627,786,350,859,823,394,479,874,893,453
ARSK,1042,284,517,633,230,882,787,288,330,535,632,307
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,1,0
,0,2,0,0,0,0,0,0,1,1,0,1
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,6,1,0,0,0,6,2,0,1,0
TTC37,1500,783,971,1313,789,1452,1291,661,1041,1292,1704,921
,76,21,42,64,12,39,47,37,25,36,43,39
,0,1,0,0,0,0,1,0,0,0,0,0
FAM81B,0,0,0,0,0,0,0,0,0,0,0,0
,82,55,91,55,42,82,62,60,70,74,116,48
MCTP1,69,166,386,151,68,140,135,125,169,267,126,89
,3,0,0,0,0,0,0,0,0,0,0,0
,10,13,10,3,8,15,8,7,1,26,9,14
,2,1,3,1,1,1,9,6,2,6,5,0
,1,3,1,4,6,4,9,7,8,1,6,0
,4,3,2,4,2,0,2,2,1,4,6,0
,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS12,321,636,1170,193,238,246,144,458,335,1148,176,91
,0,0,0,0,0,0,0,0,0,0,0,0
CLTA,810,394,443,642,352,671,626,344,531,725,967,461
RXFP3,332,0,7,1,0,0,0,0,0,5,5,2
,63,49,71,98,24,84,97,89,46,95,49,49
SLC45A2,103,3,13,35,0,12,14,4,10,2,2,3
,8,2,12,11,5,14,24,4,1,9,3,3
,2,1,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0
,3,0,0,3,0,0,0,0,0,0,0,1
AMACR,509,82,119,70,35,151,102,48,48,87,102,40
C1QTNF3,3645,3050,7086,3716,681,2953,3067,3327,1167,6441,1905,1789
,0,0,0,0,0,0,0,0,0,0,2,0
RAI14,775,2291,2982,1040,647,847,686,1567,825,3253,1500,1078
,15,14,18,25,5,9,15,9,19,15,15,15
,0,0,0,0,0,0,0,0,0,0,0,0
,74,48,103,55,9,85,68,48,28,95,44,35
,42,9,11,0,0,2,0,5,0,7,0,2
,9,1,0,0,0,0,0,0,0,0,0,0
GNE,1601,1135,1892,1071,508,1084,949,1056,710,1860,1265,840
,1,4,5,1,2,1,1,0,3,0,2,7
,162,76,119,165,48,155,148,55,65,57,135,59
,4,5,3,1,1,0,0,0,0,2,0,0
RAD1,176,114,93,119,39,169,173,66,99,104,127,51
,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,0,0,0,0,0,0,0,0,0,0
,28,111,179,28,10,19,19,48,18,178,39,16
,1,6,4,21,7,3,5,13,14,5,17,2
LNPEP,2017,1794,2245,2988,1224,2339,2282,1339,1775,1865,2266,1930
SHB,904,436,516,451,246,327,370,276,320,557,447,327
,0,0,0,0,0,0,0,0,0,0,0,0
BRIX1,460,182,183,281,82,398,426,145,134,319,323,157
DNAJC21,191,141,188,228,77,198,167,104,133,274,258,164
,0,1,0,2,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,1,0
,15,17,20,7,11,14,9,25,12,17,21,10
gga-mir-6669,0,0,3,0,0,4,4,5,8,7,2,1
gga-mir-101-1,0,2,1,1,0,1,0,2,0,0,0,5
AGXT2,1187,1,0,8,0,6,1,0,1,2,4,2
FCHO2,204,222,255,457,51,334,323,79,122,190,239,166
ARSB,771,508,750,1074,799,1633,1360,1228,1465,488,2215,712
PDCD1LG2,48,32,33,148,83,185,106,96,104,22,172,47
GAK,1208,583,619,1066,525,1013,944,373,830,649,1161,693
SLF1,524,233,383,376,112,494,429,145,189,338,443,170
LIFR,5291,1475,1819,7130,2855,4889,4507,2659,3908,1326,4148,3380
MAT2L,40,0,0,3,3,20,11,5,15,0,8,4
OSMR,3079,1712,2483,3231,664,2488,2346,1561,1177,2309,1431,1339
RICTOR,2990,1287,1554,3104,885,2902,2758,754,1201,1161,1923,1109
FYB1,155,247,307,665,337,551,497,124,656,187,664,307
DAB2,4656,2042,3593,1619,605,1369,1174,1509,1226,2297,1636,913
KIAA0825,642,259,321,404,118,509,446,227,189,341,421,236
HCN1,1,3,6,20,0,7,10,7,14,5,12,12
MCIDAS,0,0,0,0,0,0,0,0,0,0,0,0
TMEM175,734,350,475,386,146,457,436,262,243,398,384,194
RPL37,1810,3411,2962,2021,1672,1823,1462,2251,2070,2318,2918,1469
ATP5I,502,237,145,202,176,258,218,200,223,327,359,142
PDE6B,56,14,9,31,14,60,80,27,34,5,39,20
DEPDC1B,69,16,27,94,23,99,73,15,50,29,63,8
MIER3,458,318,369,413,123,501,408,227,211,401,435,238
FAM172A,402,309,313,332,158,454,350,206,232,518,499,230
LMBRD2,1006,400,431,850,172,748,649,314,306,522,551,469
RBP4L,0,3,0,1,0,0,1,0,0,0,0,0
SKP2,920,449,741,799,372,742,577,562,555,690,601,562
IDUA,738,379,420,623,289,692,573,325,441,556,788,346
NR2F1,254,129,143,114,55,122,123,142,135,172,160,92
RANBP3L,2563,301,615,2056,181,1111,1138,441,292,442,542,621
SLC26A1,10805,393,11,37,25,19,21,6,50,9,37,30
SLC1A3,29,110,7,2,0,8,0,0,2,4,1,2
,21,1,1,2,0,3,3,1,1,10,2,1
NPR3,794,81,68,16,27,12,16,28,64,82,89,22
CHRNA6,30,16,11,46,18,65,56,33,33,25,63,17
CETN3,180,64,96,105,11,125,144,30,27,118,176,67
FNTA,347,272,347,369,150,301,273,250,211,393,384,257
,3755,1912,2549,3261,1226,3713,3329,1475,1927,3267,3822,1932
FUT10,113,94,93,88,49,130,90,64,93,89,136,43
PELO,882,266,387,433,214,438,482,312,319,444,659,363
CPLANE1,1468,476,705,969,337,1148,1179,468,510,969,1052,530
FGF10,15,127,165,31,24,27,24,51,34,183,42,21
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
EMB,1272,189,301,1759,611,1503,1454,250,1548,100,1633,859
NRG1,45,160,63,89,47,49,54,28,80,27,61,44
CCNO,5,0,0,1,1,5,0,0,1,3,1,0
DHX29,781,444,623,811,309,725,703,306,445,676,822,379
LPL,421,2038,2530,469,402,423,270,451,532,2330,674,361
MLLT3,264,303,379,396,111,280,249,228,154,213,222,189
PARP8,400,394,422,470,194,399,342,225,255,431,346,241
PSD3,6388,2706,4678,4865,2951,5309,5689,3849,3622,4546,5823,3672
PSIP1,353,223,268,482,99,486,414,111,196,261,339,314
SKIV2L2,881,429,665,600,302,813,771,338,396,1004,968,595
,13,5,9,8,21,19,13,4,21,13,27,7
NIPSNAP3A,1484,324,494,759,226,913,1008,306,355,723,934,430
TYRP1,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1A1,2829,12,2,11,1,6,5,1,10,4,10,0
ANXA1,442,3724,4534,620,372,660,493,1201,547,3316,967,385
ABCA1,1215,1820,2044,2478,2457,2432,2017,1610,4062,1571,3373,1517
PLPP1,486,1760,2241,529,344,550,480,539,394,1247,713,393
FOCAD,1641,755,985,1584,799,1648,1510,757,1154,1145,1784,998
SLC38A9,427,216,287,357,89,409,374,127,145,274,224,177
TMEM2,762,946,1157,1191,491,1078,846,808,934,1538,1003,638
ABHD17B,269,107,145,217,48,195,232,105,104,170,171,128
SLC44A1,9930,2659,4761,8197,2551,8165,7332,3787,3385,3941,6379,5170
DDX4,0,3,0,4,2,0,2,6,9,0,1,4
HACD4,6,20,38,22,29,38,25,9,36,22,34,9
SH3GL2,64,29,25,91,28,99,86,60,85,7,91,32
TMEM38B,837,356,294,470,130,481,423,178,250,493,287,266
IL31RA,121,291,375,282,92,307,253,152,211,270,241,133
C9orf85,116,71,79,102,19,135,137,36,30,113,110,65
IFNKL1,0,0,0,0,0,0,3,0,0,0,0,0
ZNF131,302,133,193,304,107,294,252,128,178,254,285,150
ZNF462,2932,2160,2769,2248,1480,2031,1887,1679,2120,3139,3084,1412
NIM1K,98,24,19,29,12,61,81,14,24,7,55,85
RAD23B,2395,1500,1685,2434,598,2041,1854,774,1110,1481,1784,1105
KLF4,137,528,980,293,68,98,75,614,153,614,222,286
HMGCS1,3861,1436,1849,5194,1569,4777,4666,2162,2799,1890,4231,4423
