"","Sacral_1","Free_1","Free_2","Sacral_2","Pygo_1","Sacral_3","Sacral_4","Free_3","Pygo_2","Free_4","Pygo_3","Pygo_4"
"CHRD",444.06504995953,1540.3662670962,3640.62095875759,447.840734825747,558.067707223574,306.181193627528,323.296365576517,2501.54229151496,489.453203461829,2545.8931413038,586.97137512567,523.171811664739
"CHRDL1",8202.63554547887,1317.68875760721,959.134113140162,8312.94939762406,2178.61047243049,8362.64343758678,6988.45058873519,691.583152500117,3255.89062792353,638.715265587371,1877.80384048083,5283.38940668836
"CHRDL2",298.836228589118,908.005378498813,1484.69872042922,721.521183885926,276.350835788597,629.063179634739,878.029981787145,1466.96070958426,550.207010185238,1145.90102250464,269.939557901633,1339.14760022826
"CHRM2",5.58572389886201,89.7195790659542,51.1083896877528,3.01576252407911,2.68301782319026,31.1748124420756,31.0173634870459,29.0487269224605,3.42274967455825,15.9429707478907,5.04559921311464,21.5297041837341
"CHRM3",90.3025363649359,196.734498674743,84.3288429847922,38.4509721820086,21.4641425855221,31.1748124420756,42.9471186743712,80.4426284006598,27.381997396466,43.8431695566994,24.3870628633874,31.2180710664145
"CHRM4",115.438293909815,207.544086514015,144.8071041153,231.459773723071,287.082907081358,214.883528618592,165.823597103822,150.829928251237,388.482088062361,67.7576256785355,296.849420371578,245.438627694569
"CHRM5",36.3072053426031,47.562186492795,28.9614208230599,60.3152504815821,16.0981069391416,50.10237713905,40.5611676369062,33.5177618336083,34.2274967455825,9.96435671743169,58.8653241530042,23.6826746021075
"CHRNA1",71.6834567020625,138.362724342676,119.252909271423,85.9492319362546,225.373497147982,173.688240748707,120.490527391986,101.670544228612,136.05429956369,154.447529120191,150.527043191253,69.9715385971359
"CHRNA10",6.51667788200568,5.4047939196358,11.9252909271423,3.01576252407911,22.8056514971172,6.68031695187334,9.54380414986028,11.1725872778694,31.6604344896638,1.99287134348634,36.1601276939883,12.9178225102405
"CHRNA2",18.6190796628734,8.64767027141727,20.4433558751011,45.9903784922064,38.9037584362588,42.3086740285312,41.7541431556387,32.4005031058213,91.5585537944331,3.98574268697268,66.4337229726761,34.4475266939746
"CHRNA3",50.2715150897581,718.837591311561,28.9614208230599,38.4509721820086,26.8301782319026,106.885071229973,217.121544409321,40.2213142003299,33.3718093269429,19.9287134348634,20.1823968524586,34.4475266939746
"CHRNA4",68.8905947526315,58.3717743320666,29.8132273178558,125.908085380303,79.1490257841127,47.8756048217589,44.1400941931038,51.3939014781993,205.364980473495,33.8788128392677,71.4793221857907,55.9772308777087
"CHRNA5",453.374589790967,545.884185883215,255.541948438764,476.490478804499,84.5150614304932,663.578150552752,573.821224510349,179.878655173698,112.950739260422,146.476043746246,146.322377180325,157.166840541259
"CHRNA6",611.636766925391,482.107617631513,86.032455974384,479.506241328578,507.090368582959,1134.54049565982,1200.13337184493,546.339517887815,488.59751604319,623.768730511224,949.413585267738,409.064379490949
"CHRNA7",172.226486881579,1236.61684881267,198.47091328744,40.712794075068,44.2697940826393,160.32760684496,344.769924913702,167.588809168041,112.095051841783,104.625745533033,141.27677796721,101.18960966355
"CHRNA9",0,0,1.70361298959176,10.5551688342769,4.02452673478539,2.22677231729111,0,2.23451745557388,8.55687418639561,0,1.68186640437155,10.7648520918671
"CHRNB2",39.1000672920341,48.6431452767222,34.0722597918352,64.8388942677008,50.977338640615,17.8141785383289,48.9119962680339,18.993398372378,56.475369630211,19.9287134348634,10.0911984262293,60.2831717144556
"CHRNB3",29.7905274605974,23.7810932463975,37.4794857710188,1.50788126203955,18.7811247623318,22.2677231729111,20.2805838184531,58.097453844921,13.690998698233,23.9144561218361,45.4103929180318,0
"CHRNB4",3.72381593257468,425.897760867301,11.9252909271423,9.04728757223732,13.4150891159513,17.8141785383289,85.8942373487425,2.23451745557388,11.9796238609539,1.99287134348634,8.40933202185774,2.15297041837341
"CHRND",0,72.4242385231197,3.40722597918352,0,112.686748573991,6.68031695187334,1.19297551873253,2.23451745557388,21.392185465989,31.8859414957814,12.6139980327866,19.3767337653607
"CHRNG",6.51667788200568,29.1858871660333,4.2590324739794,3.01576252407911,72.4414812261371,2.22677231729111,2.38595103746507,2.23451745557388,16.2580609541517,5.97861403045901,10.0911984262293,0
"CHST1",941.194476958249,1221.48342583769,1603.09982320585,713.981777575729,199.884827827675,613.475773413702,789.749793400938,1575.33480617959,323.449844245754,1356.14894924245,317.872750426222,518.865870827993
"CHST10",1508.14545269274,2253.79906448813,2794.77710942528,2274.63888378667,1816.40306629981,2469.49049987584,2359.70557605295,2441.21032021447,1917.59550517126,2820.90938670491,2207.44965573766,2198.18279715926
"CHST11",51757.3176468554,3595.26891534173,8809.382769179,46533.9696871716,19221.139685335,43356.3704038166,48771.2251568235,17476.1610200433,19346.2368480218,8008.35349379985,23681.5199067536,31057.6747702457
"CHST12",2064.85593461266,725.323344015124,1220.6387070425,2275.39282441769,2016.28789412748,1636.67765320897,1901.60297685966,1621.14241401885,2069.05217827046,1104.05072429143,2121.67446911471,2779.48481012008
"CHST13",3916.52340708542,2045.17401919018,4103.15188543176,4372.85565991471,4056.72294866368,3510.50655820944,3786.50429645706,6571.71583684279,4124.41335784269,3577.20406155798,3848.95126640429,5040.10374941216
"CHST15",2898.99070350939,2245.15139421671,1867.15983659257,4783.75330382048,2665.57820733952,3863.44997050008,3032.5437686181,2813.25747656752,2623.5376255489,1960.98540199056,3022.31392865567,3000.16427800335
"CHST2",241.11708163421,554.531856154633,775.143910264251,1026.86713944894,788.807240017937,899.61601618561,826.732034481646,956.373470985622,948.101659852634,798.144973066278,1094.89502924588,947.306984084302
"CHST3",5436.77126155903,1658.19077454426,2463.42438294969,5190.12730394014,5752.39021291992,5656.00168591943,6365.7173679568,5404.18046630544,5564.53528341307,2439.27452442728,4824.43378093978,6411.54590591602
"CHST6",2752.83092815583,1373.89861437142,1867.15983659257,2179.64236427817,1507.85601663293,2537.40705555322,2495.70478518846,2822.19554638982,2083.59886438733,2156.28679365222,2553.91413503819,2870.98605290095
"CHST7",417.067384448364,1143.65439339493,1167.82670436515,649.896823939048,866.614756890455,701.433279946701,573.821224510349,1030.11254701956,1146.62114097701,1592.30420344558,706.38388983605,639.432214256904
"CHST8",44.6857911908961,62.6956094677752,14.48071041153,51.2679629093448,32.1962138782831,28.9480401247845,52.4909228242315,15.6416221890172,68.4549934911649,3.98574268697268,56.3425245464468,75.3539646430695
"CHST9",175.950302814153,81.0719087945369,48.5529702033652,16.5866938824351,127.443346601537,14.4740200623922,4.77190207493014,21.2279158279519,88.9914915385144,83.7005964264262,40.3647937049171,82.8893611073764
"CHSY1",3940.72821064715,3760.65560928259,5138.94858310355,4697.05013125321,3509.38731273286,5041.41252634708,5614.14279115531,5592.99719130143,3660.63077694004,7022.87861444585,3917.06685578133,4359.76509720616
"CHSY3",4362.45036501123,843.147851463184,1421.66503981432,2669.70377444103,1130.8920124747,3658.5869173093,3714.92576533311,1702.7023011473,819.7485470567,1337.21667147933,2041.78581490706,1929.06149486258
"CHTF18",507.3699208133,461.569400736897,413.977956470798,779.574612474449,1216.74858281678,625.723021158803,763.504331988822,603.319713004949,1213.3647596309,426.474467506076,1128.53235733331,770.763409777682
"CHTF8",56.7881929717638,34.5906810856691,30.6650338126517,91.9807569844128,120.735802043562,138.059883672049,138.385160172974,78.208110945086,143.755486331446,53.8075262741311,112.685049092894,123.795799056471
"CHTOP",3662.37296968719,2634.29655643049,3110.79731899456,4119.53160789206,4499.42088949007,4141.79651016147,4764.74422181774,3681.36750805797,5102.4640773477,2863.75612058987,4113.8452250928,3863.50541577109
"CHUK",1752.98635025953,2335.95193206659,2297.32211646449,2068.81309151827,2304.71231012043,1827.06668633736,1802.58600880486,2138.43320498421,2103.27967501604,2189.16917081974,2024.12621766116,2433.93305797114
"CHUNK-1",0,6.48575270356295,11.0734844323464,11.3091094652967,13.4150891159513,5.56693079322778,2.38595103746507,2.23451745557388,15.4023735355121,7.97148537394535,15.1367976393439,33.3710414847879
"CHURC1",681.458315661166,958.81044134339,725.73913356609,669.499280345562,795.514784575913,642.423813538486,616.76834318472,973.132351902427,711.076244889476,555.014669160945,738.339351519109,495.183196225885
"CIAO1",310.007676386842,392.388038565559,353.49969534029,336.25752143482,426.599833887252,295.047332041072,305.401732795529,478.186735492811,438.967645762095,430.460210193049,399.443271038242,410.140864700135
"CIAPIN1",1217.68780995192,1019.34413324331,1007.68708334353,1552.36375926972,1844.5747534433,1348.31063811977,1314.65902164325,988.773974091444,1823.46988912091,738.358832761688,1757.55039256827,1423.11344654483
"CIB1",1353.60709149089,743.699643341885,925.061853348326,1494.3103306812,2609.23483305253,1545.37998820003,1559.21900298342,1035.6988406585,2086.16592664325,492.239221841125,1808.8473179016,1071.10278314077
"CIB2",317.455308251991,324.287635178148,189.952848339481,245.030705081427,265.618764495836,418.633195650729,402.032749812864,261.438542302144,220.767354009007,283.984166446803,311.145284808736,254.050509368063
"CIB3",143.366913404125,70.2623209552653,76.6625845316293,107.059569604808,110.003730750801,83.5039618984167,94.2450659798702,116.194907689842,119.796238609539,65.7647543350491,78.2067878032769,107.648520918671
"CIDEA",3171.76022057048,1384.70820221069,931.024498811898,209.595495423498,241.471604087124,118.018932816429,200.419887147066,96.084250589677,176.27160823975,494.232093184612,95.8663850491782,271.27427271505
"CIDEC",35.3762513594594,105.933960824862,57.9228416461199,4.52364378611866,10.732071292761,8.90708926916445,2.38595103746507,26.8142094668866,15.4023735355121,21.9215847783497,3.36373280874309,17.2237633469873
"CILP",292.319550707112,8587.13657951735,11715.7465294225,473.47471628042,1679.5691573171,811.658509652611,942.450659798702,5627.63221186283,1016.5566533438,15179.7010233354,1121.80489171582,1137.84486611035
"CILP2",1360.1237693729,15405.8245885299,35252.8635936223,1005.75680178038,1753.35214745484,928.564056310394,1101.11640379013,29583.8938530704,2347.15058932832,27905.1809871674,1919.00956738794,4169.22721518011
"CINP",107.059708061522,116.743548664133,106.475811849485,82.9334694121755,83.1735525188981,121.359091292366,51.297947305499,64.8010062116426,108.672302167224,79.7148537394535,70.638388983605,48.4418344134018
"CIPC",1479.28587921529,1858.16814957079,1963.4139705045,1604.38566281009,1377.7296522082,1601.04929613231,1635.5694361823,1661.36372821918,1421.29680236031,1950.02460960138,1316.06046142074,1582.43325750446
"CIR1",790.379931688975,872.333738629217,807.512557066495,788.621900046687,794.173275664317,900.729402344255,802.872524106996,753.032382528399,829.161108661735,1103.05428861969,1079.75823160653,1112.00922108987
"CISD1",1023.11842747489,812.881005513223,413.977956470798,225.428248674913,376.964004158232,287.253628930554,286.314124495808,354.171016708461,310.614532966161,659.640414693978,256.484626666661,290.651006480411
"CISD2",244.840897566785,167.54861150871,180.582976896727,228.444011198992,115.369766397181,297.274104358364,271.998418271018,180.995913901485,168.570421471994,143.486736731016,142.958644371581,183.00248556174
"CISD3",52.1334230560455,60.5336918999209,27.2578078334682,9.04728757223732,18.7811247623318,20.04095085562,21.4735593371856,35.7522792891821,29.0933722337451,81.7077250829398,49.6150589289606,64.5891125512024
"CISH",478.510347335846,1098.25412446999,1151.64238096403,1450.58177408205,1336.14287594875,1365.01143049945,1461.39501044735,1075.92015485883,1428.14230170943,818.073686501142,1298.40086417483,704.021326808106
"CIT",949.573062806542,745.86156090974,682.2970023315,1973.81657200978,1780.18232568674,1725.74854590061,1841.95420092303,815.598871284468,1731.91133532647,959.567551888672,1620.47828061199,1255.1817539117
"CITED2",872.303882205618,311.316129771022,334.759952454781,167.37482008639,142.199944629084,224.904004046402,268.41949171482,113.960390234268,227.612853358123,254.091096294508,230.415697398902,280.96263959773
"CITED4",492.474657083001,308.07325341924,260.65278740754,483.275944483677,971.252451994875,502.137157549146,431.857137781177,554.160328982323,1672.86890344034,279.99842375983,773.658546010912,503.795077899379
"CIZ1",904.887271615646,1011.77742175582,886.730561082512,995.201632946105,1517.24657901409,910.749877772065,946.0295863549,1058.04401521423,1339.15081017091,1426.89588193622,1289.99153215298,1245.49338702902
"CKAP2",1023.11842747489,513.4554223654,494.899573476407,1867.51094303599,853.199667774503,1821.49975554413,1828.83147021698,760.853193622908,933.554973735762,694.515663204989,1324.46979344259,1107.70328025312
"CKAP2L",660.977328032005,835.581139975694,958.282306645366,746.401224709579,1168.45426199936,852.853797522496,765.890283026287,909.448604418571,1192.82826158355,833.020221577289,1066.30330037156,902.09460529846
"CKAP4",19102.2447801249,11650.5737731669,18061.7049156519,18430.8326659095,12517.6196540942,19823.8405546841,19710.3415204989,19106.2415038845,12213.2265262425,19784.2302624606,16067.7106941636,16070.8476879483
"CKAP5",4799.06778310561,4396.25937423176,4891.07289311795,6255.44541557109,6674.00683518578,6103.58292169494,6053.15778204888,4726.00441853877,6247.37384348744,5192.42628545365,5823.46242513648,5803.33176272554
"CKB",5370.67352875583,3152.0758139316,2207.03062801613,5573.12914449819,13971.8153142633,6551.16415747045,5414.91587952697,8112.41562246099,11252.2895551102,1763.69113898541,10081.1072278031,6355.56867503832
"CKLF",388.20781097091,310.235170987095,306.650338126517,415.421287691897,315.254594224856,449.808008092805,454.523672637096,313.949702508131,515.123826021016,329.820207346989,424.671267103816,480.112403297271
"CKMT1B",12.1024017808677,259.430108142518,6.81445195836705,9.04728757223732,8.04905346957078,2.22677231729111,5.96487759366267,17.8761396445911,1.71137483727912,1.99287134348634,2.52279960655732,2.15297041837341
"CKMT2",1.86190796628734,590.203496024229,43.4421312345899,0,430.624360622037,0,0,11.1725872778694,68.4549934911649,835.013092920776,105.957583475407,121.642828638098
"CKS1B",253.219483415078,203.220251378306,197.619106792644,539.82149181016,633.192206272902,436.447374189058,512.97947305499,341.881170702804,588.712944024018,183.344163600743,571.834577486326,421.982202001189
"CKS2",31.6524354268848,17.2953405428345,11.9252909271423,26.3879220856922,14.7565980275464,54.5559217736323,65.6136535302894,7.8208110945086,35.083184164222,15.9429707478907,19.3414636502728,2.15297041837341
"CLASP1",4398.75757035384,5259.94544258956,4581.86713550704,6090.33241737776,6537.17292620307,5176.13225154319,5438.77538990162,5346.08301246052,6024.89511464115,4695.20488525381,5482.88447825124,5780.72557333261
"CLASP2",8426.99545541649,11410.6009231351,10544.5125990782,9186.01264834496,9628.00945851825,9021.76804350494,8927.03580667556,10181.5787863224,8797.32235103333,9229.98362735697,7564.19415366103,8840.09653784123
"CLBA1",103.335892128947,148.091353398021,219.766075657337,45.2364378611866,22.8056514971172,125.812635926948,110.946723242126,88.2634394951684,41.9286835133385,150.461786433219,5.04559921311464,43.0594083674683
"CLCA2",13.0333557640114,10.8095878392716,4.2590324739794,1.50788126203955,8.04905346957078,4.45354463458223,5.96487759366267,6.70355236672165,19.6808106287099,0,0,2.15297041837341
"CLCC1",2634.59977229658,2058.14552459731,2739.40968726355,2711.17050914712,1582.98051568225,2566.35509567801,2823.77305283991,2358.53317435824,1918.4511925899,2302.76283739846,1863.50797604367,2852.68580434477
"CLCF1",37.2381593257468,95.12437298559,101.36497288071,24.1261001926329,32.1962138782831,27.8346539661389,27.4384369308483,89.3806982229554,36.7945590015011,99.6435671743169,21.0233300546443,44.135893576655
"CLCN1",16.757171696586,288.615995308551,39.1830987606105,48.2522003852657,209.27539020884,34.5149709180123,16.7016572622555,32.4005031058213,39.3616212574198,171.386935539825,61.3881237595615,52.7477752501486
"CLCN2",245.771851549929,16.2143817589074,13.6289039167341,3.76970315509888,0,6.68031695187334,9.54380414986028,2.23451745557388,0,5.97861403045901,10.0911984262293,2.15297041837341
"CLCN3",3357.95101719921,2541.33410101275,2701.07839499774,3471.14266521505,2471.05941515823,3494.9191519884,3787.6972719758,2617.73719920481,2407.04870863309,2655.50106519555,2589.23332953,3499.65341506598
"CLCN4",229.014679853343,1297.15054071259,1639.72750248207,359.629680996434,488.309243820628,458.715097361969,428.27821122498,706.107515961347,362.811465503174,1336.22023580759,328.804882054637,430.594083674683
"CLCN5",2516.36861643734,1106.90179474141,1232.56399796964,1023.85137692486,1376.3881432966,1083.32473236213,990.169680548004,1209.99120219326,1509.43260648019,1067.18260443693,1279.05940052456,1002.20772975282
"CLCN6",1945.69382477027,1437.67518262312,1649.94918041962,1346.53796700132,1519.92959683728,1220.27122987553,1398.16730795453,1473.66426195098,1747.31370886198,1343.19528550979,1499.38389949723,1260.56417995763
"CLCN7",944.918292890824,768.56169537221,767.477651811088,1810.9653957095,3612.68349892569,1670.07923796833,1647.49919136963,3088.10312360311,3949.85312444022,724.408733357284,2354.61296612017,1557.67409769316
"CLDN1",1937.31523892198,563.17952642605,403.756278533247,30.1576252407911,8.04905346957078,22.2677231729111,22.6665348559182,169.823326623615,15.4023735355121,279.001988088087,45.4103929180318,40.9064379490949
"CLDN11",20.4809876291607,219.434633137213,76.6625845316293,4.52364378611866,22.8056514971172,2.22677231729111,0,42.4558316559038,6.84549934911649,45.8360409001858,3.36373280874309,15.0707929286139
"CLDN12",1047.32323103663,810.719087945369,938.69075726506,968.059770229394,775.392150901986,905.182946978837,818.381205850519,880.39987749611,902.750226664737,797.148537394535,782.908811234955,874.105989859606
"CLDN18",2.79286194943101,0,1.70361298959176,4.52364378611866,1.34150891159513,17.8141785383289,36.9822410807086,0,15.4023735355121,0,8.40933202185774,5.38242604593353
"CLDN19",92.1644443312232,89.7195790659542,63.0336806148952,3.01576252407911,8.04905346957078,7.7937031105189,47.7190207493014,64.8010062116426,10.2682490236747,72.7398040372513,21.0233300546443,0
"CLDN20",92.1644443312232,62.6956094677752,81.7734235004045,96.5044007705314,56.3433742869955,150.30713141715,202.805838184531,48.0421252948385,51.3412451183737,79.7148537394535,44.569459715846,78.5834202706296
"CLDN34",13.964309747155,12.9715054071259,6.81445195836705,9.04728757223732,2.68301782319026,0,3.5789265561976,4.46903491114777,8.55687418639561,0,6.72746561748619,6.45891125512024
"CLDN5",223.428955954481,859.362233222091,780.254749233027,312.885361873207,472.211136881486,279.459925820035,270.805442752285,786.550144362007,355.965966154058,710.45863395288,259.007426273218,294.956947317158
"CLDN9",33.5143433931721,0,1.70361298959176,21.1103376685538,16.0981069391416,24.4944954902022,38.1752165994411,4.46903491114777,17.1137483727912,5.97861403045901,10.0911984262293,15.0707929286139
"CLDND1",1802.32691136614,2512.14821384672,3074.16963971833,1543.31647169748,1448.82962452274,1864.92181573131,1657.04299551949,2830.01635748432,1317.75862470492,2659.48680788252,1311.85579540981,1692.2347488415
"CLEC14A",37.2381593257468,393.468997349486,498.30679945559,39.2049128130284,32.1962138782831,35.6283570766578,4.77190207493014,396.626848364364,87.2801167012353,416.510110788645,33.6373280874309,82.8893611073764
"CLEC16A",5152.83029670021,3521.76371803468,3441.29823897536,4452.7733668028,2555.57447658872,4333.29892944851,4510.64043632771,3255.69193277115,3099.29983031249,3192.57989226511,2772.5567676065,3738.63313150543
"CLEC19A",7.44763186514935,25.9430108142518,150.769749578871,12.8169907273362,40.2452673478539,12.2472477451011,23.8595103746507,249.148696296488,16.2580609541517,105.622181204776,8.40933202185774,6.45891125512024
"CLEC3A",50066.7052134665,22720.672679365,29680.3455046677,58100.9268482771,8219.42510134337,51079.9301863408,54782.6287957167,37261.6958304223,10755.1351648806,24056.9464228953,16487.3363620543,44061.6160972211
"CLEC3B",3120.55775149758,16334.3681839233,23161.4703999948,5684.71235788912,8843.2267452351,3327.91122819157,3181.66570845967,29652.0466354654,10525.8109366852,17706.6618868761,8605.26945796702,10145.8730965847
"CLGN",135.919281538976,148.091353398021,60.4782611305075,226.182189305933,107.32071292761,227.130776363694,271.998418271018,72.6218173061512,71.8777431657232,93.6649531438579,113.525982295079,248.668083322129
"CLIC2",557.641435903058,3003.98446053357,3708.76547834126,1937.62742172083,2788.99702720628,1618.86347467064,1704.76201626879,2079.2184924115,3690.57983659243,2699.34423475224,2077.94594260105,1263.79363558519
"CLIC3",115.438293909815,85.3957439302456,249.579302975193,107.059569604808,114.028257485586,144.740200623922,144.350037766637,169.823326623615,130.920175051853,163.41545016588,121.935314316937,93.6542131992435
"CLIC4",16906.124333889,17203.4590462007,28128.3540711496,11589.575380036,8737.24754121909,11310.8899856802,11722.1774470659,20824.5854272208,10783.3728496958,23328.5519468511,10932.1316284151,15122.4642186549
"CLIC5",5269.19954459317,1326.33642787862,119.252909271423,151.542066834975,1899.57661881871,285.026856613262,246.945932377635,301.659856502474,482.607704112713,1388.03489073823,414.580068677586,685.721078251932
"CLIC6",660.046374048861,5.4047939196358,22.9987753594888,38.4509721820086,37.5622495246637,57.8960802495689,29.8243879683134,10.0553285500825,49.6298702810946,15.9429707478907,50.4559921311464,61.3596569236423
"CLINT1",7779.0514831485,4885.93370335076,5081.87754795222,6640.70907802219,3611.34199001409,5731.71194470732,5742.98414717842,4520.42881262597,4263.0347196623,4943.31736751786,4356.03398732231,5596.64660256169
"CLIP1",3793.63748131045,3281.79086800285,3320.34171671434,2924.53570772571,3463.77600973863,3245.5206524518,3283.06862755193,2852.36153204006,3213.10625699155,4679.26191450592,4345.10185569389,4319.93514446625
"CLIP2",1113.42096383983,2174.88907326144,2988.13718374395,1548.59405611462,2759.48383115118,1228.06493298605,1084.41474652787,3429.98429430591,3074.48489517194,3519.41079259687,2855.80915462289,2991.55239632986
"CLIP4",611.636766925391,1221.48342583769,890.989593556491,502.124460259171,975.27697872966,615.702545730993,541.610885504571,877.04810131275,704.230745540359,1233.58736161804,436.444331934416,752.463161221508
"CLK1",1135.76385943528,987.996328509423,982.13288849965,1470.18423048856,1132.23352138629,1273.71376549052,1255.01024570663,777.612074539712,965.215408225425,994.442800399683,1610.38708218576,1621.18672503518
"CLK2",745.694140498079,802.071417673952,1123.53276663577,878.34083513804,1117.47692335874,753.762429403042,850.591544856297,922.855709152014,1076.45477264857,917.717253675459,1115.07742609834,789.063658333856
"CLK3",458.960313689829,580.474866968884,520.453768320283,505.14022278325,812.954400426649,561.14662395736,606.031563516128,569.80195117134,845.419169615887,536.082391397825,708.906689442607,719.09211973672
"CLK4",1751.12444229324,1681.97186779066,1919.97183926992,1905.20797458698,1157.7221907066,1892.75646969745,2097.2509619318,1651.3083996691,1272.40719151703,1625.18658061311,1850.89397801089,2330.59047788922
"CLMN",1153.45198511501,419.412008163738,404.608085028043,94.9965195084919,80.4905346957079,92.4110511675812,85.8942373487425,215.63093446288,68.4549934911649,440.424566910481,73.1611885901623,151.784414495326
"CLMP",515.748506661593,596.689248727792,829.659525931188,760.726096698955,912.226059884689,1027.65542442985,824.346083444181,893.806982229554,1016.5566533438,637.718829915628,912.412524371564,881.641386323913
"CLN5",1406.67146853008,557.774732506414,742.775263462008,980.87676095673,611.72806368738,855.080569839787,931.713880130109,653.596355755361,606.682379815449,567.968332893606,898.116659934406,887.023812369846
"CLN6",297.905274605974,170.791487860491,243.616657511622,153.049948097015,173.054649595772,238.264637950149,132.420282579311,166.471550440254,201.942230798937,180.354856585514,189.209970491799,260.509420623183
"CLN8",1488.59541904673,950.162771071973,1103.08941076067,1691.08883537736,763.31857069763,1636.67765320897,1517.46485982778,1148.54197216498,895.049039896981,1596.28994613256,1029.30223947539,1586.73919834121
"CLNK",52.1334230560455,28.1049283821061,30.6650338126517,39.2049128130284,2.68301782319026,25.6078816488478,29.8243879683134,26.8142094668866,11.1239364423143,34.8752485110109,19.3414636502728,27.9886154388544
"CLNS1A",689.836901509459,809.638129161442,615.004289242626,691.363558645135,662.705402327995,577.847416337044,609.610490072325,773.143039628564,634.920064630555,839.995271279491,706.38388983605,944.077528456742
"CLOCK",5130.48740110476,4996.19149931133,5122.76425970243,4145.16558934673,2560.9405122351,4119.52878698856,4102.64280892119,3497.01981797313,2595.29994073379,5152.56885858393,3230.86536279774,4356.5356415786
"CLP1",157.33122315128,129.715054071259,153.325169063259,184.715454599845,279.033853611787,163.667765320897,164.63062158509,194.403018634928,246.437976568194,203.272877035606,173.232239650269,178.696544724993
"CLPTM1L",5220.7899374697,2807.24996185883,3473.6668857776,5287.3856453417,1667.49557711275,5900.94664082145,5632.0374239363,2850.12701458449,1704.52933793001,2282.8341239636,1755.02759296171,2538.35212326225
"CLPX",5321.33296764921,2121.92209284901,2079.25965379674,2818.98401938295,2611.91785087572,2571.92202647124,2544.6167814565,2182.0062953679,2709.96205483149,2630.59017340197,2578.30119790158,3045.37665678919
"CLRN1",20.4809876291607,25.9430108142518,19.5915493803053,24.8800408236526,38.9037584362588,6.68031695187334,16.7016572622555,43.5730903836907,14.5466861168725,18.9322777631202,40.3647937049171,51.6712900409619
"CLRN2",18.6190796628734,29.1858871660333,32.3686468022435,17.3406345134549,0,2.22677231729111,7.15785311239521,0,3.42274967455825,15.9429707478907,10.0911984262293,6.45891125512024
"CLSPN",221.567047988193,148.091353398021,154.176975558054,507.40204467631,415.867762594491,525.518266880703,499.856742348932,250.265955024275,523.680700207412,255.087531966251,435.603398732231,480.112403297271
"CLSTN1",3330.0223977049,4917.28150808465,3332.26700764149,2167.57931418186,2138.36520508264,1913.91080671171,1970.79555694615,2769.68438618383,1648.0539682998,4005.67140040754,1813.89291711471,2058.23971996498
"CLSTN2",1228.85925774964,1036.63947378615,1204.45438364138,552.638482537496,217.324443678411,659.124605918169,617.961318703453,345.232946886165,281.521160732416,480.281993780207,200.142102120214,358.469574659173
"CLSTN3",803.413287452986,2009.50237932059,1772.60931567023,838.381981693992,979.301505464446,820.565598921775,1030.73084818491,1422.27036047278,949.813034689913,1162.84042892428,940.163320043695,859.035196930992
"CLTA",1696.19815728777,1002.04879270048,827.955912941596,1052.50112090361,1012.83922825432,1660.05876254052,1661.81489759442,926.207485335375,1091.85714618408,2121.41154514121,2019.08061844804,1267.02309121275
"CLTB",3073.07909835725,4122.77680189818,3534.14514690811,3232.8974258128,5936.17693380845,3000.57569754977,2964.54416405035,4665.67244723827,4749.92086086821,4162.11180087122,4205.50694413105,3811.83412573013
"CLTC",19317.2951502311,14729.1443897915,15903.2272578391,18608.7626548301,19050.7680535625,16718.6065582217,15904.7496157422,16068.4150230318,19399.2894679775,13974.0138605262,15588.3787689177,16303.3684931327
"CLTCL1",3896.9733734394,4039.54297553579,4121.89162831727,3698.83273578303,5069.562176918,3703.12236365512,3501.38314747999,4243.34864813481,3910.4915031828,4090.36843250571,3754.76674775948,3914.10022060287
"CLU",2593.63779703826,29741.4999809719,45743.7123835284,4719.6683501838,9236.28885633248,3464.85772570497,3082.64874040487,20155.3474492764,8201.7639076602,43455.5560803913,7359.84738552989,11704.6236794871
"CLUAP1",382.622087072048,376.173656806651,431.014086366716,241.261001926329,390.379093274183,259.418974964415,251.717834452565,372.047156353052,332.862405850789,634.729522900399,323.759282841523,376.769823215347
"CLUH",5022.4967390601,1992.20703877775,1646.54195444044,1997.18873157139,3172.66857592248,2302.48257607901,1939.7781934591,2222.22760956823,3479.22504418846,2073.58263289753,2510.18560852453,2243.3951759451
"CLVS1",27.9286194943101,67.0194446034838,30.6650338126517,27.141862716712,20.122633673927,24.4944954902022,33.403314524511,26.8142094668866,13.690998698233,28.8966344805519,37.8419940983598,15.0707929286139
"CLVS2",18.6190796628734,898.276749443469,76.6625845316293,25.6339814546724,21.4641425855221,35.6283570766578,114.525649798323,51.3939014781993,5.13412451183737,85.6934677699125,92.5026522404351,17.2237633469873
"CLYBL",254.150437398222,114.581631096279,111.58665081826,60.3152504815821,112.686748573991,77.937031105189,87.087212867475,122.898460056564,118.940551190899,133.522380013585,80.7295874098343,66.7420829695758
"CMAS",1114.35191782297,515.617339933255,730.849972534866,882.110538293139,423.916816064061,1015.40817668475,929.327929092644,715.045585783643,361.955778084535,953.588937858213,638.268300459002,1051.72604937541
"CMC1",715.903613037482,386.983244645923,399.497246059268,402.604296964561,127.443346601537,455.374938886033,366.243484250888,148.595410795663,108.672302167224,230.176640172672,163.981974426226,296.033432526344
