"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ARMH4",22.8778693677674,0.465795572128953,1.57119865075445,1.52602801851647,0.466258998136416,0.531798276197546
"ARNT",3446.6768601772,-0.220799744494801,0.144843123389023,28.7436338715978,5.73322795568171e-07,4.31527782735686e-06
"ARNT2",1769.39534113303,0.811303420134203,0.279795529680278,19.9389618691157,4.68068529802929e-05,0.000211410056974136
"ARNTL",1130.40615828566,-0.0053077995523395,0.132940915957997,2.87833402637608,0.237125198601499,0.304346014462208
"ARNTL2",1606.42325390242,0.0316657534545086,0.222824442334139,5.0915161500115,0.0784135860640496,0.120421228721915
"ARPC1B",2831.85055234647,-0.832474070544605,0.335140527086043,12.6513827446244,0.00178972845400198,0.00492248315407397
"ARPC2",2800.06206232382,0.0588336211958694,0.102023312223445,11.9616742947873,0.00252671017776318,0.00664888149787314
"ARPC3",793.641071868708,-0.457693524812198,0.162798987471859,10.7421358103912,0.0046491637921673,0.0111477917665905
"ARPC4",1135.42855362354,-0.578496780223389,0.299122007463274,11.3963455025834,0.00335208495775325,0.00847863409159963
"ARPC5",3597.60198167577,-0.118245636728736,0.155532432966499,1.37518955059826,0.502783924215961,0.566640171275474
"ARPC5L",144.558340749662,0.395352309389749,0.26563653591813,2.54655572896432,0.279912600815831,0.349025727926935
"ARPP19",2237.54061911714,-0.00172519582902706,0.144910331431855,21.0171512929906,2.73013161450163e-05,0.000132615074672046
"ARPP21",350.387905522353,-0.791465125759983,0.342446888759663,6.07495693909348,0.0479556588225671,0.0800527136384636
"ARR3",7.14118066064739,-2.13459930626837,1.06964438062957,4.2576433516482,0.118977405240861,0.170574749350418
"ARRDC1",437.425673673945,-0.405336489085321,0.264094566171079,6.07581640285107,0.0479350551745417,0.0800296394355553
"ARRDC2",1017.35661395254,-0.108808664736647,0.351889376487354,24.5754692578147,4.60791708284269e-06,2.78599576904249e-05
"ARRDC3",4575.63352709238,-0.620361108981854,0.351584346274034,11.0914299652077,0.00390415080595089,0.00961986888247758
"ARRDC4",1101.35708350188,-0.127043710040506,0.209544712270672,1.8441652339545,0.39768994221116,0.466693516752123
"ARSA",597.058353061755,0.429754426563042,0.226071843928625,6.82535385214783,0.032952869805039,0.0583773295465431
"ARSB",2555.10604601761,0.597394802512168,0.408831461621645,3.30408557034218,0.191657992351973,0.254941381604306
"ARSG",2283.9623595403,0.0507059631163211,0.177522143006765,6.05411103149876,0.0484581124153014,0.0806860387592251
"ARSH",1778.61980205412,0.446465351302852,0.31528960262638,4.12697295512368,0.127010378224159,0.17984120981422
"ARSI",2500.09927142465,2.19262577990998,0.246759942360123,85.529975915009,2.67548001573014e-19,1.20060894089913e-17
"ARSJ",926.97736646839,-1.46100603094773,0.23572048992642,37.2805673721724,8.02837507632853e-09,9.06707011012721e-08
"ARSK",1227.23819414789,1.02179987734586,0.300562062118736,18.2308844081688,0.000109954688024798,0.000441709400242686
"ART1L3",16.44658007853,1.96684577529623,0.971475601148332,6.67841993869975,0.0354649650662195,0.0620085211424479
"ART4",6.38898764802612,-2.31384299571125,1.22636052081493,4.01200341469547,0.134525473025563,0.188761102442954
"ART7B",27.3214520920791,-5.54187549621832,1.48259473463778,10.9938111532414,0.00409943722609705,0.0100335043845702
"ART7C",8.94405583974974,-0.426932755535183,1.79081664097744,0.572083150238498,0.751231382763307,0.78977665948446
"ARV1",393.294569505033,0.432045616969579,0.214166523742588,11.0369585633119,0.00401194434281869,0.00985000356437407
"ARVCF",3609.74211152162,0.198721100544879,0.144334987656456,23.3284325588327,8.59597678883426e-06,4.83093895532485e-05
"ARX",18.2999302393765,-5.22604845247653,1.45054661608714,11.1756855870951,0.00374309378770059,0.00931064852856642
"AS3MT",336.790455767727,0.077077527002066,0.337522080257762,8.5227747813594,0.0141027228448181,0.028548942541088
"ASAH1",3727.44540499039,0.575207976759451,0.154920134837405,32.6128130176303,8.28357165872086e-08,7.5843842293424e-07
"ASAP1",1699.91270035428,-1.08128856485595,0.232976621725149,27.340753524723,1.15619425362689e-06,8.01256875003201e-06
"ASAP2",901.894061473809,-0.367093923393938,0.291559587049711,19.6520582761439,5.40268648400871e-05,0.000238482922480014
"ASAP3",1500.12935792844,-1.31048311804066,0.273999091992327,23.8573370857416,6.59849778698707e-06,3.81181942643277e-05
"ASB1",1404.38582449776,-1.23313603603163,0.198016403508994,50.0008472740196,1.38820616639995e-11,2.48236502664428e-10
"ASB10",193.382337292605,-7.79599414732226,1.04763428359349,39.345024397941,2.85980556420192e-09,3.55046926688091e-08
"ASB11",28.0068148601857,-4.23136939115139,1.18820926863526,10.5536036916959,0.00510874324234317,0.0120538560068241
"ASB12",69.5042134510905,-1.35048751628067,0.725353529663188,6.05432543855646,0.048452917813094,0.0806860387592251
"ASB13",385.669197475115,0.042098071598703,0.32585195405132,1.35434637710026,0.50805112914244,0.571811885002773
