"","baseMean","log2FC","log2FC_shrunken","lfcSE_shrunken","stat","pvalue","padj"
"A1CF",213.322474173403,1.0391323953219,0.0787068389682728,0.536288825816701,0.554639688586504,NA,NA
"A4GALT",620.709336237817,-0.103000110513081,-0.0695817421414321,0.315076381514302,-0.269329354380684,0.787676244937652,0.860218833797402
"AAAS",840.989298509177,0.735680263070232,0.637106181073765,0.279474828477986,2.59252731182461,0.00952736161913231,0.0286111760379134
"AACS",1936.51119147995,0.409646857605153,0.358906836444419,0.218880031398101,1.79066222446546,0.0733475151282836,0.148762222640317
"AADAC",553.14626854602,0.75812152402266,0.519784686002014,0.414141807150289,1.69288762049532,0.0904768601456098,0.175212194566303
"AADACL3C",84.1392192364553,0.119606502792078,0.0662696964194406,0.371892670045542,0.238787162717918,0.81127062499286,0.876956944144141
"AADAT",479.771583296431,-0.562679897249754,-0.44125552370537,0.308564203530399,-1.70952813015505,0.0873531656120422,0.170572809489299
"AAED1",395.794860487913,-0.762168905435243,-0.514371517671147,0.420084705513307,-1.66879528411171,0.0951579576511975,0.182093773122219
"AAGAB",1588.37510464616,0.0109296910584376,0.0106785088496417,0.103801275612774,0.103405513716485,0.917641136294497,0.946761140881865
"AAK1",6672.15718865711,0.390647936852215,0.366276380602725,0.155492581820233,2.45927579545438,0.0139217623703232,0.0391434729869185
"AAMDC",443.268381378302,-0.398423887894416,-0.357868572481516,0.195493975633336,-1.9680646829463,0.0490605957776534,0.107883948456841
"AAMP",795.136271503087,0.331287239533842,0.313197326121694,0.145207680121743,2.23130208134597,0.0256611259092997,0.0645465916414227
"AANAT",9.81418755640548,0.477926630437763,0.142658250500242,0.47955978660702,0.55751356496947,0.577176593630483,0.697434028670724
"AAR2",930.695668730114,-0.339434192859132,-0.329455432404067,0.10767266913973,-3.11714926055037,0.00182609091901809,0.00735546929223599
"AARS1",2963.11255604722,0.324059376946667,0.290863921803327,0.191894708762356,1.61938364445073,0.105364743683729,0.197581795414307
"AARS2",663.910820478953,0.645354587579363,0.603275254396863,0.181214602904114,3.53167326353932,0.000412939239288006,0.00210974411345327
"AARSD1",778.221387396151,0.0782529710636981,0.0719960410737564,0.159287949070917,0.470744842179618,0.63782295777067,0.745822505460165
"AASDH",971.723200633917,-0.277425870581896,-0.257096547355493,0.158443135950838,-1.69727851194905,0.0896440177680657,0.173938776212464
"AASDHPPT",210.232093997274,0.0364548026269845,0.0302788634540373,0.233468263851605,0.141401805849022,0.887552527743861,0.92879011637108
"AASS",512.88333281091,-1.0056809973598,-0.774694962039902,0.422364090261618,-2.38673018192727,0.0169989621291973,0.046119942769836
"AATF",378.332560019109,0.836935286406316,0.771406458406204,0.226335001722875,3.69737654138618,0.000217839103575129,0.00123306335750296
"AATK",571.39889047561,-0.220758458369747,-0.189041729290897,0.214146902318759,-0.96298162563046,0.335556744325876,0.475761736729215
"ABAT",2223.84265183833,0.242281332937319,0.134188601670761,0.38090151193238,0.476584926052906,NA,NA
"ABCA1",4867.68209856625,0.655074028992454,0.564536621674524,0.268041190812638,2.38106974898796,0.0172624430703762,0.04666315921131
"ABCA12",40.0134416973066,0.336587910416384,0.12442760369028,0.450084452285075,0.460301546862238,0.645299791032659,0.751809292573291
"ABCA13",9.66058659426267,-0.452477891622095,-0.0807327300911753,0.504679506249856,-0.38702043163491,0.698741082111394,0.792784296392874
"ABCA2",3044.31454284219,0.379298542993256,0.34466959169127,0.185490176629848,1.9783227120701,0.0478923125110072,0.105978719667568
"ABCA3",3897.12076073143,0.179150443017725,0.151492096922423,0.225147336319503,0.733419444080175,0.463302643534412,0.600076580223127
"ABCA4",55.7806746817986,-0.426004476612194,-0.294669893986077,0.338625100413827,-1.08924310736602,0.27604669397067,0.413124915323593
"ABCA5",1993.76187036105,0.142274766227777,0.133114764729685,0.144225016299961,0.954796129963267,0.339680804880554,0.479829230406317
"ABCB1",546.202066577032,-1.5980461774917,-1.39645328928307,0.444658393445444,-3.74517505827073,0.000180268032440847,0.00104086268046325
"ABCB10",1771.72182617781,1.70540172443263,1.58108701503685,0.359089349231921,4.8759048318364,1.08310820616161e-06,1.28341797681921e-05
"ABCB11",570.964170691563,0.762871158507846,0.327338779715444,0.497103139159752,1.1116472933424,NA,NA
"ABCB5",223.249585460101,-0.602014022563018,-0.16682137926467,0.494761562039264,-0.664943308304791,NA,NA
"ABCB6",364.518324566496,0.983415338982882,0.855547074304649,0.319424856302555,3.10388518319619,0.00190997436245943,0.00763860299076456
"ABCB7",2341.94567459116,0.607423818468706,0.573679626536552,0.17238082571928,3.49233346409668,0.00047882007139919,0.00239653710036185
"ABCB8",430.318408227238,-0.0152945807128701,-0.0123395722428241,0.215531123534794,-0.0652783027292331,0.947952417405205,0.966428972215493
"ABCB9",254.215466002138,0.142556832365576,0.115141204940787,0.246877252380338,0.519932185519667,0.603110841604589,0.719022051637502
"ABCC1",3563.48115178025,-0.0698673141121457,-0.0640265863437994,0.153366069380406,-0.437744454942108,0.661571539928162,0.763792849464183
"ABCC3",2153.9221875086,1.57626420793529,1.50655183145174,0.27001673330431,5.93157606108778,3.00040510442625e-09,6.75778264168675e-08
"ABCC4",2741.93440748342,0.0295299623290635,0.0265220412323564,0.186732010653482,0.148711151568628,0.881781561410222,0.924858518680489
"ABCC5",5406.77188654648,0.577166299323224,0.559777484417635,0.126172829279953,4.54997897824846,5.36512752741798e-06,5.20289524063985e-05
"ABCC6",1023.00513860216,-0.125732891856328,-0.0866897513477348,0.303371364579533,-0.348158252427886,0.727721338448321,0.815705882454847
"ABCC8",340.291956794635,-1.94322109579987,-1.67767022184762,0.546885585811437,-3.76389968923446,0.00016728400925023,0.000979794479985715
"ABCC9",1862.9798652515,-0.0231200660507931,-0.0183796518728911,0.193598345966901,-0.111739624056071,0.911029860595147,0.943072924720983
"ABCD2",2359.49124432957,0.247788822671061,0.214151913899932,0.223133388698341,1.03345316134016,0.301391879150834,0.440880882218411
"ABCD3",2186.376147499,-0.786937512045155,-0.662798800306431,0.310334621974038,-2.49890192197867,0.0124578784132114,0.0357993379675482
"ABCD4",859.597033614022,0.86606380044459,0.793331646425442,0.239924474236828,3.61352514901513,0.000302062041964316,0.00161911464886045
"ABCE1",3245.82286169254,-0.0910337870303738,-0.0882112749027452,0.0929776651212225,-0.965615700353379,0.334236516069843,0.474574033043346
"ABCF2",1728.92964834025,0.734450048910521,0.699765551162135,0.1610221289108,4.54962864185929,5.37406721351985e-06,5.2072858172382e-05
"ABCF3",1894.74863402559,0.4985848477931,0.465234688848924,0.170123466402624,2.88173778277126,0.00395488703980478,0.0138503195382125
"ABCG1",761.200552410335,1.23385954103696,1.00587884586053,0.444387370619702,2.86832506896946,0.00412651319366377,0.0143491775815026
"ABCG2",961.477643282912,-0.265363503636422,-0.219505652594075,0.236141300274701,-1.03848699761231,0.299043385568836,0.438389172864604
"ABCG4",23.4231615869895,-0.686943634466238,-0.291034150610529,0.480889945052948,-1.00869482246629,0.313121015621062,0.452485335401785
"ABCG5",25.3913886891284,-0.753317912230271,-0.38206263396204,0.478846612108341,-1.25181459926276,0.210637429114303,0.337214180467581
"ABCG8",12.293990682226,-2.39646616113866,-1.4157288929421,1.22821560089691,-2.53341943204647,0.011295570360105,0.0328755416498051
"ABHD1",224.221617760038,-0.657774585754434,-0.523337148051977,0.31951432688047,-1.96851668558695,0.0490086181917728,0.107809825144325
"ABHD10",636.415629536409,-0.43487641690383,-0.400383163542243,0.177061035241241,-2.39697706655134,0.0165309583268964,0.0450885995317844
"ABHD11",89.8523704380624,0.429317410720189,0.278747513879958,0.361648357507331,0.996617791468429,0.318950066739421,0.45922272632166
"ABHD12",1896.70819712446,0.297543715621865,0.281202313071812,0.138896954093412,2.09531215452197,0.036143252700033,0.0845348133899701
"ABHD12B",178.772525740989,-0.703311487876246,-0.517461917094224,0.370353439744622,-1.782568340572,0.0746565972855777,0.15061489934434
"ABHD13",1254.9380138199,-0.561583947505874,-0.472738033261639,0.264922145288587,-2.03588735829532,0.04176166753311,0.09492896768601
"ABHD14A",115.30484275306,-0.911720536384126,-0.565050282146822,0.488026902151412,-1.72471267895893,0.0845792649541508,0.166173545028948
"ABHD17A",695.744346116663,0.0918473684889961,0.086370724829051,0.137594262576681,0.647121273657351,0.517553457925373,0.649252328915312
"ABHD17B",344.201098954632,-0.159759401107325,-0.124092083621028,0.260295018184413,-0.54586204053569,0.585160773126268,0.703838916065656
"ABHD17C",570.837039018977,-0.298194553558466,-0.250291508119419,0.233358118134025,-1.18960292651759,0.234202495077611,0.365761260673014
"ABHD18",600.866629456958,-0.229731212592466,-0.208905955646461,0.169936318786635,-1.29857012757945,0.194091495213219,0.31717915072091
"ABHD2",4219.53893549218,-0.517926088661039,-0.475307300941916,0.187693345080331,-2.70532701922114,0.00682371770511035,0.0218248011804099
"ABHD3",48.3949891459049,-2.42213388266422,-1.54583476281323,1.17135260461738,-2.66629347308689,0.00766927118644682,0.0240341844244411
"ABHD4",794.914681002728,-0.280434930140484,-0.247215761922435,0.199308637969392,-1.33651204246114,0.181381967026562,0.301163474232904
"ABHD6",301.587064137899,0.0695567057777939,0.0563149266023886,0.245827435897008,0.253388004584456,0.799968396225157,0.868728920185833
"ABHD8",31.403635992916,0.785361880543507,0.253100790373613,0.512205935951584,0.939205216363184,0.347625391336049,0.487752815482577
"ABI1",3968.82211741522,-0.488807819774078,-0.453066456939952,0.172900487394839,-2.7745240530673,0.005528254589491,0.018270641463224
"ABI2",5102.22661387695,0.178553442070253,0.166306414717092,0.107812076476197,1.62715165621626,0.103704892298444,0.195265657132456
"ABI3",257.607030227203,0.920356049955397,0.764523685677512,0.348252509651288,2.64218852934877,0.0082372190224205,0.0254557891863333
"ABI3BP",16360.2588255843,-4.2698106181637,-4.17012242140781,0.456858034331606,-9.44279565100688,3.62963460359051e-21,5.3546184489469e-19
"ABL1",3028.59288631395,-0.93023158852156,-0.908605302815294,0.129991743043657,-7.16926972956247,7.53988738023094e-13,3.6026619781978e-11
"ABL2",2348.34498756504,-0.0902518393716986,-0.0842808315951789,0.139452347606475,-0.626746278807413,0.530825562814535,0.660217440440209
"ABLIM1",2601.80808262085,-2.72274723268792,-2.20168856286158,0.888863505262457,-3.44071585026507,NA,NA
"ABLIM2",458.952354521829,-0.410161783820043,-0.312348396862415,0.297503254821163,-1.24722458219758,0.212315161780203,0.339301765650637
"ABLIM3",596.417670627954,0.528982537720037,0.495501484670142,0.1669176062394,3.12545250876926,0.00177531733477797,0.00718775134993125
"ABR",4394.44337934532,0.221348762144429,0.196465378247253,0.187963941166329,1.11922608599888,0.263043699415816,0.398311744996852
"ABRA",202.250367764979,0.574683644659119,0.197432542088234,0.481783832981946,0.725629268771813,0.46806607323958,0.604169270500239
"ABRACL",206.288657078342,-0.541964458638326,-0.424397483567176,0.306028587206686,-1.65277643114536,0.0983763724890369,0.187233986149913
"ABTB1",2173.07759428882,0.367740670862131,0.34693417123969,0.145641330492928,2.47520361371807,0.0133160235051606,0.0377687357385016
"ABTB2",2368.81529354523,0.488334333941101,0.41829898941098,0.247150772072409,1.88872265944439,0.0589290007243129,0.124884192233496
"ACAA1",765.482261767722,-0.469273996709417,-0.275513284506099,0.392233962805669,-0.964899794379369,NA,NA
"ACAA2",1405.93209914332,0.0964490756398079,0.0570584022422812,0.357617324164934,0.205896470580717,0.836871782453464,0.894267279987804
"ACACA",5914.08960544573,0.289574479367586,0.276903270053729,0.12381035296826,2.29765271422967,0.0215815628451192,0.0559915596170799
"ACACB",284.610549318357,0.30211003277975,0.170007779554645,0.38108749791815,0.605280980251973,0.544992316772123,0.671901472995794
"ACAD11",513.951250729675,-0.356578363550304,-0.181441315372777,0.405269520812408,-0.645523256264812,NA,NA
"ACAD8",409.576000802317,0.155936422893301,0.0895662153315066,0.364440988361019,0.324834837172064,0.74530607682702,0.829894877838931
"ACAD9",2248.82638357498,0.0534055931414131,0.0483391134497761,0.175716930899284,0.28812934611765,0.773247729750523,0.850341940599671
"ACADL",1807.12339624673,0.128712963924291,0.10619394545262,0.235857834739286,0.495795530338013,0.620038678697294,0.732942356368736
"ACADS",1365.18168228981,0.254597015319972,0.174803604575087,0.322233564800222,0.662931649985223,0.507374330202523,0.640636765277648
"ACADSB",1269.85504710097,-0.696140983607613,-0.498678883802756,0.381788358596482,-1.69186212165928,0.0906722656324793,0.175502699657338
"ACAN",506079.080829177,0.919077488711355,0.792131793297816,0.316905432435826,2.90656837069002,0.00365417032759529,0.012962584372191
"ACAP2",2240.60324022215,-0.32063003623113,-0.311225476947064,0.0947401575271044,-3.35323773044625,0.000798720708395212,0.00369377029799384
"ACAP3",2283.68240812153,-0.479750509883107,-0.428976145608459,0.207907540629086,-2.2390366384309,0.025153532336224,0.0634184978919283
"ACAT1",1835.98789410505,0.395854043814029,0.37050380523431,0.157081970487997,2.46678081447137,0.0136333781756934,0.0384746841773156
"ACAT2",587.140017271915,0.50637731673926,0.449631854114618,0.217685724833812,2.25748547652258,0.0239777559909727,0.0609882491822112
"ACBD3",2343.4191156421,-0.285224449415952,-0.271171587428968,0.128735316162442,-2.1727413363991,0.0297997907652318,0.0726797128768889
"ACBD4",301.444848784901,0.332781406421998,0.257278760183311,0.283438802300268,1.05540916819388,0.291238231600521,0.43013310090719
"ACBD5",1353.95420376015,-0.529681567505567,-0.491735384488651,0.17881897156223,-2.91292912525203,0.0035805585792306,0.0127474366069621
"ACBD6",558.318074684621,0.342915055846766,0.327717016764778,0.126913458393864,2.65929840521086,0.00783035753510718,0.0244454857015139
"ACBD7",38.79991176157,-1.08042245120173,-0.65306110133656,0.551761949938924,-1.86902100702605,0.0616198918039522,0.129497869005631
"ACE",469.455317965269,-1.08178317744366,-0.44913392982795,0.580680154624747,-1.45349114684949,NA,NA
"ACER2",314.626194137496,-0.18598812332286,-0.137093516440344,0.284443172514595,-0.56801407860601,0.570025408308016,0.691127991457901
"ACER3",2109.15130525497,-0.813591115251532,-0.784467415642108,0.149431217977445,-5.44553435986145,5.16500913762317e-08,8.6219855505274e-07
"ACHE",112.924975908742,-0.778825335762974,-0.239434201728248,0.510630744802699,-0.913480827984569,0.360989712329627,0.501282572645518
"ACKR2",118.065136433134,-1.21219082029419,-0.960008658156757,0.457579934296345,-2.73103468882662,0.00631358258540347,0.0204593359892728
"ACKR4",344.440721578469,-3.74413480955794,-3.48396679514823,0.70534597154124,-5.50537476287007,3.68383763530694e-08,6.42195742568574e-07
"ACLY",8742.53267307973,1.30317489589503,1.26175216291947,0.18825421252029,6.97089913239027,3.1492171222664e-12,1.33710111911e-10
"ACMSD",89.379374203422,-1.30870170375441,-0.366141179343376,0.605761224966327,-1.36674469902945,NA,NA
"ACO1",2144.69243760054,0.2643386023468,0.173675480783057,0.337693292706316,0.643538363995585,0.519874829652582,0.651126259106418
"ACO2",5495.74773156248,0.832979263212271,0.737526179106623,0.26356713242259,3.15452605768796,0.00160759021664096,0.00663152035539902
"ACOD1",47.9324359071055,-1.2234247181055,-0.699956351121952,0.619439771563019,-1.9256210818762,0.05415170438239,0.117043327239698
"ACOD1L",189.750398270565,-5.83685016786429,-5.72629986234136,0.564434824159375,-10.4319407296127,1.77230867033962e-25,4.45038019730814e-23
"ACOT11",304.475071251561,0.294884838357466,0.184148927574255,0.354764858311482,0.668816776543554,0.503612363590133,0.637181937724137
"ACOT12",65.941630505976,0.133116135500521,0.0309917699009728,0.484660615505565,0.130243066266654,NA,NA
"ACOT7",258.466210644914,-0.352128621967496,-0.245986812955797,0.324274496235368,-0.935233401220425,0.349668028613584,0.489651408839288
"ACOT8",394.206036108476,0.995314398639988,0.892428621255594,0.287356791351455,3.4940967482496,0.000475668605987154,0.00238379655535473
"ACOT9",1922.48629533475,-0.175877513244192,-0.13873298509952,0.255356363456097,-0.617289420171479,0.537043843926816,0.665357069706517
"ACOX1",1546.41475667842,0.539059132067003,0.400698721098867,0.33218954262551,1.4822169083789,0.138282588975159,0.244130308913213
"ACOX2",278.0014175065,0.331266093054222,0.126517967761654,0.446082570716531,0.464874849380993,NA,NA
"ACOX3",377.982101970803,-0.427139817406877,-0.340258342611399,0.277876064768515,-1.42111944814665,0.155282037023068,0.268125618280359
"ACP1",379.085719255182,-0.884148129050943,-0.793925183001057,0.265163606012122,-3.33804907550464,0.000843688467938648,0.003862378315986
"ACP2",1142.20740425784,0.574661625975584,0.512329673016721,0.225136532598881,2.49315604598759,0.0126613188270211,0.0363043937795196
"ACP5",7572.52456670069,1.59655075783927,0.506691951102878,0.723083666058733,1.68541311115393,NA,NA
"ACP6",412.022206977421,0.417217812083686,0.354487522262011,0.241416184110431,1.63565218926404,0.10191240105934,0.192659003252015
"ACR",11.4379620067855,1.41326973960831,0.473875135158979,0.663296622491118,1.57360573108418,0.115578627483354,0.211909113182935
"ACRBP",5.10084169608203,0.217837371125468,0.027797071150459,0.515691176562886,0.146961480578609,0.883162424179533,0.925608607573634
"ACSBG1",289.679639265615,0.0291543046295641,0.0209078348762484,0.310179083521222,0.0775790738282718,0.938162888869563,0.960329608914354
"ACSBG2",2462.82960684756,0.0273583829941538,0.0222007942288062,0.21526173471591,0.116902299800949,0.906937475673865,0.941043371042766
"ACSF2",1159.1035807784,-0.478825185588627,-0.340839765707522,0.335834930967006,-1.26851766875931,0.20461314505026,0.329671581963572
"ACSF3",237.415574497306,0.454231753376196,0.390278141715534,0.238623239066527,1.81617635886697,0.0693433233629173,0.141813432214632
"ACSL1",2007.76783307382,-1.25124052204812,-0.864387433096996,0.555563344345452,-2.32689767278562,0.0199707121067571,0.0525282692854797
"ACSL3",2166.55508520756,0.402408112210196,0.364042102680465,0.192874547377979,2.01836772966239,0.0435529776471305,0.0983002949304712
"ACSL4",1871.65623463007,-0.36764983449633,-0.342777141231489,0.157143659590751,-2.28478437496382,0.0223254742975683,0.0574292170139278
"ACSL5",246.741792011301,0.916195252821057,0.767059697602484,0.341892095967669,2.67941861889902,0.00737501280663711,0.0232478368439987
"ACSM5",205.042828555622,-1.05729270275797,-0.0882291333309421,0.536852072214957,-0.5894915237996,NA,NA
"ACSS1A",1051.10259233449,0.0209912525321448,0.0172226105920174,0.256863744704743,0.0722232546780782,0.942424238940284,0.963570204277331
"ACSS2",2866.48848077788,0.509743027075571,0.471255802780562,0.181457962764551,2.7567613071521,0.00583769481845694,0.019148547595172
"ACSS3",397.001398596944,-0.0700577226977801,-0.0446850171178496,0.323287983589908,-0.175623067866747,0.860590078487846,0.910414313291814
"ACTA2",3341.33875130058,-2.07163878782472,-1.98477335891908,0.318500031065107,-6.61093005702846,3.81912911757559e-11,1.30647425639499e-09
"ACTB",54183.6782011437,0.19004258084199,0.174128737753199,0.189817973944469,0.945305406256518,0.344502979154057,0.48489256529233
"ACTBL2",66.3642389362411,-0.0990450391353321,-0.0740468288705982,0.275882917135418,-0.31170591394096,0.755264033064853,0.837668087419547
"ACTC1",631.079004167834,2.84425775196017,0.460609376591415,0.820564909225203,2.12480433903603,0.0336029426277285,0.079676844285952
"ACTG1",2096.46342554686,0.269602532677513,0.252888624733531,0.155364795227756,1.68435571926974,0.0921129430541033,0.177662519026724
"ACTG2",218.17247138345,-3.0458820097248,-2.74519985481722,0.695003399130472,-4.61317921107016,3.96556101006302e-06,3.9623753297783e-05
"ACTL6A",886.252312303462,0.292864159524527,0.274670611921465,0.148971183023961,1.91543728366387,0.0554367601811361,0.119087121160861
"ACTN1",9022.34220973265,0.421920155072828,0.400517067052758,0.134147885845797,3.10179815804592,0.00192349060285379,0.00767186079583659
"ACTN2",4443.56172085632,-0.476491778759232,-0.0932970717001521,0.498846923453097,-0.438816971452827,0.660794161972015,0.763499909265801
"ACTN4",4387.53579830813,-0.109989074967755,-0.103306021154133,0.115214209004087,-0.934420908233278,0.350086816696065,0.490063410111132
"ACTR10",913.850027439671,-0.127221851425105,-0.118298474328417,0.145660211476874,-0.844246518222657,0.39853166496031,0.537801001316587
"ACTR10L",55.1321899476138,-0.307040117719765,-0.132155524256692,0.42594606440302,-0.483414021088938,0.628801794639465,0.73930252842548
"ACTR1A",3805.06183117349,-0.570513009025534,-0.549901994278085,0.128763340467161,-4.40328290592474,1.06624976520752e-05,9.30072411602305e-05
"ACTR2",7215.3159042993,0.118721806965492,0.10990697064594,0.10693882126226,1.09064559398252,0.275428858981664,0.4126712445984
"ACTR3",5144.52106577741,0.279369529604553,0.255593758527152,0.170879070619072,1.57621878706694,0.114975390307035,0.211165789096318
"ACTR3B",3323.13682833746,-0.55497818429229,-0.534716998679267,0.135881409077985,-4.05375873101007,5.04011986119353e-05,0.000353857790611576
"ACTR5",852.569414192722,0.659832000072727,0.63522964371648,0.136677786357009,4.81076244277237,1.50355635948501e-06,1.69646005302505e-05
"ACTR6",847.398927205677,-0.510695901359748,-0.447149644763602,0.231308082351159,-2.13200266039649,0.0330066278528446,0.0786481368704365
"ACTR8",572.292560992105,0.0531684873143491,0.0494988689829185,0.148968257965535,0.343824152240363,0.73097853548817,0.818657114806546
"ACVR1B",1444.26177108582,0.725729724602285,0.682354013770865,0.184695416338054,3.91331767339654,9.10366437907102e-05,0.000580764578388088
"ACVR1C",157.714587338402,-1.1741299985969,-0.901526275075015,0.471606351404947,-2.55521275931168,0.010612290944084,0.0311635376267925
"ACVR2A",4455.60916810191,0.0963755318370293,0.0938417698277921,0.092922770787642,1.02278158165285,0.306411128331536,0.44604003702253
"ACVR2B",706.663445808083,0.00528852172931983,0.00556818802484765,0.191363952284968,0.0259048713520443,0.979333214574766,0.987195985515151
"ACY1",742.55150850354,0.154104616943379,0.0744378138128444,0.401798046150148,0.265465892648673,NA,NA
"ACYP1",134.879019456611,0.0963012492750819,0.0748602014946981,0.263818650699137,0.321429468045716,0.74788495467447,0.831829067483564
"ACYP2",226.101382848818,-0.53370924326478,-0.423029696269748,0.298634694220895,-1.67441929227955,0.0940482238632739,0.180510186702612
"ADA",1548.12894077391,0.894790966094859,0.808108197116906,0.262298974439688,3.41840566594855,0.000629891483853732,0.00303427726222112
"ADAL",636.56437067635,0.723894464958605,0.624303111921709,0.278258050930342,2.55930265468367,0.0104882385901629,0.0308837803994766
"ADAM10",5365.0799137338,-0.0643826936037643,-0.0638021526063462,0.127396033449267,-0.491330614308195,0.623192630394715,0.735507737517365
"ADAM11",10.2943491554525,-2.08443140062214,-0.776800784098759,1.04796144768195,-2.11430837296287,0.0344889376960207,0.0814565624751725
"ADAM12",3156.66435759068,0.838639527402325,0.74487309432717,0.270493049340242,3.0931980031486,0.0019801197288926,0.00786582734445993
"ADAM17",3014.24057254117,0.102007348426942,0.0967453858618459,0.125665551849971,0.791077718086281,0.428898640796904,0.566572753061056
"ADAM19",360.701421499301,1.50241205764519,1.34927851209321,0.383205242229303,4.04374276937474,5.26046323429486e-05,0.000366926637654538
"ADAM20",111.119722569791,-0.904566484609827,-0.7410007397294,0.354014606509091,-2.54694819643555,0.0108669563731584,0.0317927166871629
"ADAM20L",9.19749850265036,-1.99332791268426,-0.639233877459792,0.891906259775713,-1.96693738886316,0.0491904294333541,0.108088893720433
"ADAM22",476.534351710721,-0.129693690208834,-0.089726862172026,0.308002952067626,-0.351518097304611,0.725199697989293,0.813806868467208
"ADAM23",3886.65549124182,-0.10654161113145,-0.095573172882579,0.17461866017486,-0.579834951674181,0.562025925094607,0.685655361584304
"ADAM33",2314.63514684824,1.4054287546974,1.25122809492947,0.384233948553274,3.76431069997804,0.000167009127937275,0.00097867017274862
"ADAM8",515.138110168166,1.27519352087816,1.05570639388553,0.439122002357286,3.00695194745096,0.00263881472148492,0.00995947916308442
"ADAM9",1948.56736579977,-0.159380630225406,-0.15281773125756,0.11230219445474,-1.39250013572827,0.163771000573076,0.279068054975952
"ADAM9L",14.2067405039436,-0.117376871932875,-0.0336206879000321,0.464350945098455,-0.135910693573956,0.891891881672085,0.931541084808367
"ADAMTS1",1943.36126945678,-2.36241298717885,-2.30952281683498,0.25993813984609,-9.17042603103994,4.71153259249024e-20,5.97908684479245e-18
"ADAMTS10",1036.05884066154,-0.261484215929965,-0.24547046523143,0.14112065622979,-1.80642428239076,0.0708520914685454,0.144395852790843
"ADAMTS12",1454.79465901677,-1.95916421404339,-1.83118379394878,0.379256080203327,-5.30094022260714,1.15207809447754e-07,1.74991321377399e-06
"ADAMTS13",427.185487135411,0.483391759833802,0.350492708476007,0.333371751518563,1.29571320678214,0.195074309627063,0.318432575254168
"ADAMTS14",1203.65681049668,0.739275927006912,0.656515035086556,0.252622515593693,2.89692701134537,0.00376837417009717,0.0133077055522103
"ADAMTS15",1142.78816141416,-2.9530473211451,-2.87786289954316,0.375061584110761,-7.98335086841492,1.424133463598e-15,1.04395174766357e-13
"ADAMTS17",2730.1800336809,0.167324364846808,0.149140014428385,0.19352423671269,0.81571317638965,0.414664201106307,0.553104306222495
"ADAMTS18",1237.95063772467,1.99783788568804,1.55579149203533,0.729322973194349,3.0484670006276,0.00230012173335679,0.00888345939435726
"ADAMTS19",382.990663126078,-2.98571574239442,-2.90676710129129,0.3482826063569,-8.67293482389768,4.21123020500858e-18,4.21194397283993e-16
"ADAMTS2",22513.4425486148,-0.293849072619928,-0.261983413472196,0.191191649480154,-1.46877751823368,0.141893143795627,0.249195690970362
"ADAMTS20",228.87457240581,-0.59964857061277,-0.247236142788608,0.467840441992965,-0.87715209106067,0.380404034174795,0.51998244282267
"ADAMTS3",9787.97805016637,0.561425386968737,0.483927384913844,0.251621513714542,2.15595940506383,0.0310868351436139,0.0751971363732182
"ADAMTS4",81.757441168707,-0.434664942330009,-0.286384058165598,0.355624629029835,-1.03872170332684,0.298934184418231,0.438317958069818
"ADAMTS5",1244.04464786444,-1.5773606892851,-1.48689657446041,0.295921331286553,-5.42554854933695,5.77768223422838e-08,9.49179768060982e-07
"ADAMTS6",1563.27952141321,0.266233541990233,0.227239868503302,0.225149627533373,1.10221571301945,0.270367902388124,0.406917758939575
"ADAMTS7",2256.06746554104,0.636625600450263,0.558560791716629,0.248574685728645,2.50567480244556,0.0122217969495608,0.0351723110457733
"ADAMTS8",700.35660190501,-0.98358045214509,-0.594104296654265,0.516704851363748,-1.77283838869457,0.0762554902503395,0.153003620526098
"ADAMTS9",1522.51042442255,-0.857084444621444,-0.782044735574453,0.241109126533457,-3.55624770764251,0.000376189399897125,0.00195550196648751
"ADAMTSL1",1566.26846957192,-0.444912204727193,-0.355158327420817,0.278876027571979,-1.48040875179131,0.138764195819299,0.244676060510676
"ADAMTSL2",3337.43973762178,-1.33054834560446,-1.23643932553059,0.289851151385036,-4.67010778394139,3.01041740876429e-06,3.12754808611233e-05
"ADAMTSL2L",108.841651036368,0.704195276921628,0.516346890634661,0.373652152285314,1.76650956835796,0.0773103977320009,0.154573802446405
"ADAMTSL3",1235.23893674059,-2.29427373623082,-2.18148581160288,0.376400056227869,-6.21867251295065,5.01378504391287e-10,1.36973821963564e-08
"ADAMTSL5",14.7649266341466,-0.753724140712594,-0.240859734244294,0.505955405885638,-0.908691105194894,0.363513200660737,0.503287293919906
"ADAP1",406.016951437494,-0.102191059599192,-0.0709362472522153,0.290528947326679,-0.299980426377925,0.764192085947858,0.844633358152895
