sample,posterior_score,anterior_score,AP_index,condition
E-2-29-33,3.72210795261729,9.20310761259813,-5.48099965998084,anterior.sacral
E-3-29-33,4.14439063533871,9.79247122522998,-5.64808058989127,anterior.sacral
E-4-34-38,6.85798464382528,9.13951067480872,-2.28152603098344,posterior.sacral
E-4-39-49,10.033488231545,9.11459546956954,0.918892761975437,sacralized.caudal
E-6-29-33,3.01595865799175,9.06191638419693,-6.04595772620519,anterior.sacral
E-6-34-38,6.31053502992807,9.15466206953389,-2.84412703960582,posterior.sacral
E-6-39-49,7.4816358390304,8.92388715784855,-1.44225131881815,sacralized.caudal
E-7-34-38,7.77962078565822,9.05586715401415,-1.27624636835593,posterior.sacral
E-7-39-49,9.96218404947008,9.70279241388159,0.259391635588491,sacralized.caudal
