Geneid,SYMBOL_display,sample,norm_count,log2_norm,condition
gene-HOXB7,HOXB7,E-6-34-38,22.4504750376351,4.55154524268127,posterior.sacral
gene-HOXB8,HOXB8,E-6-34-38,303.081413008074,8.2483138240303,posterior.sacral
gene-HOXC8,HOXC8,E-6-34-38,278.760065050636,8.12804622638274,posterior.sacral
gene-HOXC9,HOXC9,E-6-34-38,488.921456375165,8.93640666638873,posterior.sacral
gene-HOXC10,HOXC10,E-6-34-38,3336.39004031522,11.7045045886068,posterior.sacral
gene-HOXC11,HOXC11,E-6-34-38,93.5436459901463,6.56290859688536,posterior.sacral
gene-HOXC12,HOXC12,E-6-34-38,6.23624306600975,2.85524086902014,posterior.sacral
gene-HOXC13,HOXC13,E-6-34-38,0,0,posterior.sacral
gene-HOXD1,HOXD1,E-6-34-38,1136.24348662698,10.1513254565193,posterior.sacral
gene-HOXD3,HOXD3,E-6-34-38,1376.96246897495,10.4283208791186,posterior.sacral
gene-HOXD4,HOXD4,E-6-34-38,18.0851048914283,4.25437521049127,posterior.sacral
gene-HOXD8,HOXD8,E-6-34-38,900.513498731808,9.81620528365934,posterior.sacral
gene-HOXD9,HOXD9,E-6-34-38,642.956660105605,9.33081978439605,posterior.sacral
gene-HOXD10,HOXD10,E-6-34-38,1250.99035904156,10.2900077374945,posterior.sacral
gene-HOXD11,HOXD11,E-6-34-38,72.3404195657131,6.19653661432721,posterior.sacral
gene-HOXD12,HOXD12,E-6-34-38,6.23624306600975,2.85524086902014,posterior.sacral
gene-HOXD13,HOXD13,E-6-34-38,24.944972264039,4.69738308848016,posterior.sacral
gene-GDF11,GDF11,E-6-34-38,241.966230961178,7.92461200232887,posterior.sacral
gene-HOXA1,HOXA1,E-6-39-49,242.821866465545,7.92968370550634,sacralized.caudal
gene-HOXA2,HOXA2,E-6-39-49,512.749429652825,9.00492107693888,sacralized.caudal
gene-HOXA3,HOXA3,E-6-39-49,882.064547486467,9.78637508510618,sacralized.caudal
gene-HOXA4,HOXA4,E-6-39-49,666.348377742658,9.3822962819661,sacralized.caudal
gene-HOXA5,HOXA5,E-6-39-49,644.889701171284,9.3351440061497,sacralized.caudal
gene-HOXA6,HOXA6,E-6-39-49,181.83404884164,7.51439095557957,sacralized.caudal
gene-HOXA7,HOXA7,E-6-39-49,1511.14259223674,10.5623784740975,sacralized.caudal
gene-HOXA9,HOXA9,E-6-39-49,3535.0346141263,11.7879166819548,sacralized.caudal
gene-HOXA10-AS,HOXA10-AS,E-6-39-49,738.630235667285,9.53066039228271,sacralized.caudal
gene-HOXA10,HOXA10,E-6-39-49,868.5116991256,9.76406162864292,sacralized.caudal
gene-HOXA11,HOXA11,E-6-39-49,241.692462435472,7.92298549160604,sacralized.caudal
gene-HOXA13,HOXA13,E-6-39-49,29.3645047818798,4.92431393519169,sacralized.caudal
gene-HOXB1,HOXB1,E-6-39-49,289.127431698509,8.18054289932097,sacralized.caudal
gene-HOXB2,HOXB2,E-6-39-49,102.775766736579,6.69732578095955,sacralized.caudal
gene-HOXB3,HOXB3,E-6-39-49,979.193294072685,9.93692246645386,sacralized.caudal
gene-HOXB4,HOXB4,E-6-39-49,850.441234644443,9.73376315019799,sacralized.caudal
gene-HOXB5,HOXB5,E-6-39-49,1681.68260077766,10.7165473558823,sacralized.caudal
gene-HOXB6,HOXB6,E-6-39-49,1846.57558916821,10.8514176746829,sacralized.caudal
gene-HOXB7,HOXB7,E-6-39-49,50.8231813532536,5.69552567817228,sacralized.caudal
gene-HOXB8,HOXB8,E-6-39-49,433.691147547764,8.76384690531485,sacralized.caudal
gene-HOXC8,HOXC8,E-6-39-49,513.878833682897,9.0080891529216,sacralized.caudal
gene-HOXC9,HOXC9,E-6-39-49,1048.0869399071,10.0349185265196,sacralized.caudal
gene-HOXC10,HOXC10,E-6-39-49,1577.777430011,10.6245920845796,sacralized.caudal
gene-HOXC11,HOXC11,E-6-39-49,124.234443307953,6.96848759194661,sacralized.caudal
gene-HOXC12,HOXC12,E-6-39-49,167.151796450701,7.39362038176246,sacralized.caudal
gene-HOXC13,HOXC13,E-6-39-49,15.8116564210122,4.07138997250423,sacralized.caudal
gene-HOXD1,HOXD1,E-6-39-49,962.252233621601,9.9117698160331,sacralized.caudal
gene-HOXD3,HOXD3,E-6-39-49,983.710910192974,9.94355643246952,sacralized.caudal
gene-HOXD4,HOXD4,E-6-39-49,19.1998685112291,4.33627399683398,sacralized.caudal
gene-HOXD8,HOXD8,E-6-39-49,1311.23807891394,10.3578137760421,sacralized.caudal
gene-HOXD9,HOXD9,E-6-39-49,530.819894133982,9.054793935815,sacralized.caudal
gene-HOXD10,HOXD10,E-6-39-49,371.573925893787,8.54138290243327,sacralized.caudal
gene-HOXD11,HOXD11,E-6-39-49,225.88080601446,7.82579075277773,sacralized.caudal
gene-HOXD12,HOXD12,E-6-39-49,92.6111304659287,6.54860817291518,sacralized.caudal
gene-HOXD13,HOXD13,E-6-39-49,49.6937773231813,5.66373676172238,sacralized.caudal
gene-GDF11,GDF11,E-6-39-49,123.105039277881,6.95541788698034,sacralized.caudal
gene-HOXA1,HOXA1,E-7-34-38,329.13759129989,8.3669236109592,posterior.sacral
gene-HOXA2,HOXA2,E-7-34-38,572.513979232907,9.16368484170754,posterior.sacral
